year,quelques_DET ailes_NOUN,quelques_DET selles_NOUN
1892,1.8805537127519756e-09,2.3193496012652304e-08
1893,1.539604133071748e-08,1.847524977449666e-08
1894,1.8904617871129403e-09,2.0164925951249302e-08
1895,6.018614495673091e-10,3.7315409429083957e-08
1896,1.179405795248556e-09,1.7101383420481397e-08
1897,4.078699600285063e-09,2.1558839713442524e-08
1898,1.13167097914868e-09,1.3580051749784161e-08
1899,1.1055156790007459e-09,2.04520400615138e-08
1900,6.748368974740515e-09,2.6474371694895638e-08
1901,2.235495566438317e-09,2.291382916741469e-08
1902,0.0,1.4239823098449733e-08
1903,3.2401321625741275e-09,2.052083702963614e-08
1904,8.599400302955473e-09,1.4511488011237361e-08
1905,1.5482277682110634e-09,2.9416326707831786e-08
1906,1.5432553013283723e-09,2.0062319583402655e-08
1907,5.142843373384665e-10,1.4399961667521666e-08
1908,8.349361202419914e-09,1.2769611812402104e-08
1909,7.151278569317299e-09,1.7053048195769804e-08
1910,1.6032452032632705e-09,2.5651923141190025e-08
1911,1.5961122423746588e-09,3.61785457148045e-08
1912,2.6047106693738442e-09,2.7609932784500302e-08
1913,6.893886461689647e-09,2.3863453435524207e-08
1914,2.6786975415582504e-09,3.147469485043075e-08
1915,1.0602685840410686e-08,2.0027295266622502e-08
1916,6.592477230782379e-09,5.493730803607377e-09
1917,3.289927441585405e-09,1.864292187292449e-08
1918,3.44591288836682e-09,2.986458014220261e-08
1919,4.603924352863942e-09,1.012863304339362e-08
1920,4.543339038320937e-09,1.8930579770426448e-08
1921,8.330022005509363e-09,1.741731869842056e-08
1922,5.164555005876537e-09,1.1804696498085576e-08
1923,2.1231896241147297e-09,1.5923921736771263e-08
1924,3.867487219366694e-09,1.9337436318878076e-08
1925,1.0998178368026856e-08,1.6497267552040284e-08
1926,1.1146138456652466e-09,1.4489980104670508e-08
1927,8.919379901328739e-09,1.1149224654616319e-08
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,2.100720708497761e-09,2.100720719599991e-08
1931,0.0,7.983749661377715e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,5.735331320977366e-09,8.02946331646126e-09
1934,1.1981580172459871e-09,1.0783422155213884e-08
1935,4.787313656606784e-09,2.0346082152400413e-08
1936,1.2124714565686645e-09,1.576212937948185e-08
1937,2.5182236296217297e-09,5.036447148221157e-09
1938,6.482607339819424e-09,1.944782235252518e-08
1939,3.058810094103137e-09,9.176430282309411e-09
1940,0.0,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,1.2136847082899749e-08
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,8.344609447874518e-09
1948,3.2615663503321457e-09,1.4133454406817236e-08
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,2.1322803522849654e-09,7.462981344019681e-09
1952,1.3708244983590134e-08,2.1089607837865287e-09
1953,7.54167928107563e-09,1.0773827163745864e-08
1954,5.863521668203475e-09,5.863521668203475e-09
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,4.360570571293465e-09,5.232684952005684e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,2.481673033738474e-09,4.963346011965797e-09
1959,3.8753740216890264e-09,1.5501495642666896e-09
1960,6.920833295342987e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,4.16889545107324e-09
1962,3.8051738426858606e-09,1.9025869768540815e-09
1963,3.879631726988464e-09,3.879631726988464e-09
1964,5.4755713296827935e-09,4.8671746077921796e-09
1965,3.2832261354087677e-09,3.830430195250756e-09
1966,4.985167390003653e-09,5.539074754423723e-09
1967,1.4791006197611978e-09,4.930335695263466e-09
1968,5.3896989093971115e-09,1.7965663401398047e-09
1969,2.725054598640142e-09,9.083515606356229e-10
1970,1.8394900047624674e-09,1.3796175313274261e-09
1971,2.569198631618974e-09,3.5968783507200897e-09
1972,2.565073486948677e-09,1.5390440033513642e-09
1973,4.410563025913916e-09,8.269805285010534e-09
1974,3.3753431161187564e-09,0.0
1975,5.711480177694739e-10,3.998036124386317e-09
1976,2.8567633814091664e-09,1.7140580621521906e-09
1977,5.876781838942691e-10,1.1753563677885381e-09
1978,0.0,0.0
1979,5.266775904289034e-09,5.851973350345929e-10
1980,2.2740602734216964e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,1.8976649140967083e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,3.78918940668882e-09,1.8945948143667124e-09
1984,5.219107812592938e-09,1.739702604197646e-09
1985,6.015558051686298e-10,1.2031116103372597e-09
1986,1.7983456390702202e-09,1.1988970927134801e-09
1987,1.8332451112712533e-09,0.0
1988,2.398621523624911e-09,1.1993107618124554e-09
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,2.179460389939436e-09,1.6345953479657283e-09
1991,3.516879065745826e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,2.7549720282848966e-09
1993,6.647049133334804e-09,5.539207426075166e-10
1994,2.1099706426497278e-09,5.274926606624319e-10
1995,2.1689803286761844e-09,1.626735190995987e-09
1996,4.804282749404365e-09,1.067618438099771e-09
1997,1.917957792585412e-09,4.79489448146353e-10
1998,2.3840646123929332e-09,1.43043876743576e-09
1999,9.140402323914998e-10,4.570201161957499e-10
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,3.943090742808408e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,1.3143663935011318e-09
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,1.3214374039449694e-09,3.964312045301455e-09
2005,4.503749373441224e-09,1.3511248786457486e-09
2006,4.1178899179428186e-10,0.0
2007,4.393927444112933e-09,3.994479469415779e-10
2008,5.108927503272298e-09,2.9802077194940324e-09
2009,3.337734755248789e-09,1.907277002999308e-09
2010,5.196172381261022e-09,1.8895172648747405e-09
2011,1.91198598620268e-09,3.0591775224131368e-09
2012,2.723402198201441e-09,3.744678012118641e-09
2013,6.136074925944257e-09,2.7891250975464743e-09
2014,3.4647122532094343e-09,2.815078836704288e-09
2015,6.64972610309178e-09,3.546520632724537e-09
2016,7.2496901815100045e-09,4.142680115615249e-09
2017,5.7859059765519305e-09,2.515611413622665e-09
2018,5.421080029321956e-09,3.097759937453759e-09
2019,7.397864543179367e-09,3.3162841361900064e-09
