year,devriez_VERB avoir_VERB,devriez_VERB savoir_VERB
1965,5.417322768153099e-08,3.6115487489496445e-08
1966,5.53907462119696e-08,2.99110034518435e-08
1967,5.127548874384047e-08,3.747054933000982e-08
1968,6.826952159144639e-08,2.9643343779639508e-08
1969,6.313043598993318e-08,3.587988572917311e-08
1970,5.7484061954937715e-08,2.8052221878738237e-08
1971,5.343933295876013e-08,3.083038535578453e-08
1972,4.463227654127877e-08,1.6929485369132635e-08
1973,4.851619195278545e-08,3.6938466507763223e-08
1974,4.725480096112733e-08,2.981553137715309e-08
1975,4.683413834527528e-08,3.084199207137317e-08
1976,4.913633233627479e-08,3.6566571992580066e-08
1977,4.818961230057539e-08,2.5857840313392444e-08
1978,3.5049488644745e-08,2.0792070287711795e-08
1979,5.26677617074256e-08,4.154901134256761e-08
1980,5.344041653643217e-08,5.230338473438678e-08
1981,5.186950602364959e-08,4.99718417756867e-08
1982,4.531476704983106e-08,4.531476704983106e-08
1983,5.304865524635716e-08,3.599730291625747e-08
1984,5.683028447833749e-08,3.2474446243213606e-08
1985,3.7296459254321235e-08,3.66949031160857e-08
1986,5.3350920126149504e-08,4.555808885697843e-08
1987,5.988600548789691e-08,2.5054349706010726e-08
1988,5.217001941559829e-08,2.878345739532051e-08
1989,5.927171997655023e-08,4.225854155492925e-08
1990,5.775569889010512e-08,4.0320017546946474e-08
1991,6.447611866633451e-08,4.6305576262284376e-08
1992,4.7385519508225116e-08,3.305966345124034e-08
1993,4.763718308709031e-08,3.43430848204207e-08
1994,5.3804249944278126e-08,6.277162611922904e-08
1995,3.470368525881895e-08,3.904164458390369e-08
1996,4.003569031851839e-08,4.110330920070737e-08
1997,4.6030987022049885e-08,2.972834600711849e-08
1998,4.815810683567179e-08,3.099284029417504e-08
1999,4.387393204297041e-08,3.3362468343511864e-08
2000,3.35770380388567e-08,2.164835422036049e-08
2001,5.301266270407723e-08,2.8039755406439326e-08
2002,4.205972459203622e-08,3.066855214228781e-08
2003,4.7086228249781925e-08,2.708499913239848e-08
2004,5.329797403419434e-08,2.9071621554521698e-08
2005,7.251036748812112e-08,3.467887310648621e-08
2006,6.300371779843772e-08,3.87081655617294e-08
2007,9.347081686428282e-08,6.111553574328354e-08
2008,1.0984194176444362e-07,7.109924382575628e-08
2009,1.2921802294840745e-07,7.486062258976744e-08
2010,1.5588517499054433e-07,9.211396445607534e-08
2011,1.9464017952941504e-07,1.0974799380392142e-07
2012,2.7097851784674276e-07,1.2902117418889247e-07
2013,2.89511177697932e-07,1.5507535522374383e-07
2014,2.657001232364564e-07,1.6175874861801276e-07
2015,2.7707193339665537e-07,1.4496403366592858e-07
2016,2.742454228155111e-07,1.418867867641893e-07
2017,2.7722037998501037e-07,1.3659769138030242e-07
2018,2.8628465997826424e-07,1.4611102017170197e-07
2019,2.8979221156077983e-07,1.482123934692936e-07
