year,quelques_DET iles_NOUN,quelques_DET cils_NOUN
1990,2.7243255429354463e-09,1.798054782842229e-08
1991,1.7584395606284886e-09,1.52398094144246e-08
1992,4.95894991736634e-09,8.815910779169656e-09
1993,3.323524566667402e-09,5.539207592608619e-09
1994,3.164956019485743e-09,1.846224317869627e-08
1995,4.880205572987961e-09,1.572510655023507e-08
1996,1.0142375161947825e-08,6.4057106285986265e-09
1997,3.835915585170824e-09,7.192341833217597e-09
1998,2.8608774238492174e-09,1.9072516899143466e-09
1999,3.1991407856146736e-09,4.570201106446348e-09
2000,3.0926219363180962e-09,3.97622823555821e-09
2001,8.762423564512289e-10,6.133696300869573e-09
2002,1.752488598683044e-09,4.38122149670761e-10
2003,1.2500768753476166e-09,8.333845835650777e-10
2004,1.7619165015858584e-09,3.52383291990499e-09
2005,1.8014998381943315e-09,6.305249655724765e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,1.9972397624634652e-09,3.994479413904628e-09
2008,2.1287198115338413e-09,8.514879357157668e-10
2009,9.53638501499654e-10,5.245011536203492e-09
2010,4.723793023408973e-10,3.77903447423833e-09
2011,0.0,2.6767803529281764e-09
2012,1.3617010852229328e-09,7.148930780687124e-09
2013,1.9523875849358774e-09,4.462600011745366e-09
2014,0.0,4.980523771180856e-09
2015,6.649726186358507e-10,6.649726283503021e-09
2016,8.285360175719347e-10,3.728412079073706e-09
2017,2.0124890642847504e-09,1.509366853724714e-09
2018,7.744400121190154e-10,2.8396132667474205e-09
2019,5.1019755087367e-10,2.8060866408274876e-09
