year,aux_ADP hommes_NOUN,aux_ADP sommes_NOUN
1932,8.40048505779123e-06,5.874311881370886e-07
1933,8.469936801702715e-06,6.847985343227947e-07
1934,8.238534974225331e-06,5.954845114786167e-07
1935,8.325138878717553e-06,6.235476055493905e-07
1936,8.931065167416818e-06,6.025983392277112e-07
1937,8.607288691564463e-06,7.491715505736352e-07
1938,9.30124497244833e-06,6.223302726482416e-07
1939,8.85678491613362e-06,7.035263429600036e-07
1940,8.439085831923876e-06,5.883016171992494e-07
1941,1.0194489732384682e-05,6.08009546709809e-07
1942,9.742853762872983e-06,4.976107046417155e-07
1943,1.143874669651268e-05,4.122593972866184e-07
1944,1.1156182154081762e-05,6.201449522791336e-07
1945,1.221051479660673e-05,4.945204068462772e-07
1946,1.1103472388640512e-05,5.02551843695187e-07
1947,1.134986086981371e-05,5.650493055675554e-07
1948,1.0883846698561683e-05,4.946708793696075e-07
1949,9.989787940867245e-06,6.145446933558674e-07
1950,1.0864021533052437e-05,5.115608718853082e-07
1951,1.057397821568884e-05,5.042843227442972e-07
1952,9.313171176472679e-06,5.968359022556768e-07
1953,9.457266060053371e-06,5.171437322815109e-07
1954,1.0040304005087819e-05,4.944903508885545e-07
1955,9.564872925693635e-06,4.430006885769444e-07
1956,9.652559128880966e-06,3.933234848929601e-07
1957,9.175186278298497e-06,4.1789728522090286e-07
1958,9.737257641972974e-06,7.684913914118852e-07
1959,1.013720338960411e-05,4.968229383450762e-07
1960,9.873260751191992e-06,3.65420012471418e-07
1961,1.1613848073466215e-05,4.425977317978891e-07
1962,1.0862502676900476e-05,4.654996055286631e-07
1963,1.0771151210065e-05,3.7697090560229185e-07
1964,1.1908151464012917e-05,3.96066328123279e-07
1965,1.1480894499982242e-05,4.4487712802521173e-07
1966,1.067878201865824e-05,4.7414479764640305e-07
1967,1.1499021638883278e-05,3.8062191481946783e-07
1968,1.1373163033567835e-05,3.6739781950068107e-07
1969,1.0788945473905187e-05,5.114019170360251e-07
1970,1.1008428373315837e-05,4.2676166744914923e-07
1971,1.038418758980697e-05,4.0490573471885227e-07
1972,1.008843355521094e-05,4.2323712801106694e-07
1973,9.181689165416174e-06,4.3885103373497714e-07
1974,9.021729056257755e-06,4.854868285719682e-07
1975,8.592351150582545e-06,4.889027112042754e-07
1976,9.298193617723882e-06,4.559394337078082e-07
1977,9.651438631408382e-06,3.8434152110911057e-07
1978,9.951678293873556e-06,3.5881171223106634e-07
1979,9.847700312093366e-06,3.335624910727475e-07
1980,9.460090950597078e-06,3.3371835261863936e-07
1981,9.553477866575122e-06,2.94138044143466e-07
1982,1.0657660823198967e-05,3.134788676417699e-07
1983,9.531075193081051e-06,2.9239914445255977e-07
1984,1.0179579476243816e-05,2.992288257175346e-07
1985,9.928678991855122e-06,3.6694905247713905e-07
1986,9.746433534019161e-06,2.769452419615348e-07
1987,9.652035259932745e-06,3.409835662715466e-07
1988,1.0052623110823333e-05,2.9083285801867476e-07
1989,1.0114060387422796e-05,3.7319229817533994e-07
1990,9.905102160701063e-06,2.9967581760548256e-07
1991,9.946906175173353e-06,3.124160968259737e-07
1992,1.0496443792362697e-05,2.6502831818042694e-07
1993,1.0392107469670009e-05,3.0521031857411174e-07
1994,1.1076818736910354e-05,3.402327730661625e-07
1995,1.0882316928473301e-05,2.819674396192795e-07
1996,1.0913196092587896e-05,3.395026542118984e-07
1997,1.0948661838483531e-05,3.1118863752510606e-07
1998,1.1468780940049328e-05,2.441282056508953e-07
1999,1.1116557288914919e-05,2.56388284380904e-07
2000,1.169408733403543e-05,2.6508188089025e-07
2001,1.0935942555079237e-05,2.9967487380488933e-07
2002,1.15966549856239e-05,2.9485620323121964e-07
2003,1.1102349162683822e-05,2.558490734827501e-07
2004,1.1662124961731024e-05,2.3653728775663296e-07
2005,1.1477355656097643e-05,2.4365285300476103e-07
2006,1.1442381037340965e-05,2.5489739630124575e-07
2007,1.2083699402865022e-05,2.0371845943500944e-07
2008,1.0934382771665696e-05,2.3799088477716168e-07
2009,1.1694469321810175e-05,1.864363339265651e-07
2010,1.0945028407149948e-05,1.7383558026384804e-07
2011,1.0736948752310127e-05,1.6404839076056277e-07
2012,1.0582800314296037e-05,1.2595735654485907e-07
2013,1.0486552127986215e-05,1.9914353466266022e-07
2014,1.1471662219264545e-05,1.8666137857614729e-07
2015,1.0564198419160675e-05,1.999351028070251e-07
2016,1.1493037163745612e-05,1.7813524721965734e-07
2017,1.0809581908688415e-05,1.9848173116177037e-07
2018,1.0175109309784602e-05,1.5308097944810584e-07
2019,1.0005994226958137e-05,1.5765104288689713e-07
