year,aviez_VERB eu_VERB,aviez_VERB su_VERB
1837,3.179756049576099e-07,2.7135774516295896e-08
1838,1.666410724965317e-07,3.66105403770689e-08
1839,1.922655741282142e-07,2.6567605004856887e-08
1840,2.2357606610512448e-07,5.350538501147639e-08
1841,1.9004824025614653e-07,2.5682194149112547e-08
1842,2.2808100652582652e-07,5.2324466537356784e-08
1843,2.0201635209105007e-07,2.7171790151214736e-08
1844,2.1460274979290261e-07,3.622450606144412e-08
1845,2.3771771395786345e-07,3.1807299905040054e-08
1846,1.709514378944732e-07,2.4003455223464698e-08
1847,1.6125738966366043e-07,3.235934187273415e-08
1848,1.7860392631519062e-07,2.172209789819135e-08
1849,1.6423653903530067e-07,2.4300303991253713e-08
1850,1.5818361021047167e-07,1.4935791270431764e-08
1851,1.9154833807988325e-07,1.7413483988093503e-08
1852,1.5560203792119864e-07,3.841221740685796e-08
1853,1.8035234461422078e-07,3.702597695109944e-08
1854,2.0159177438472398e-07,3.792835201466005e-08
1855,1.931725108761384e-07,3.980202833986368e-08
1856,2.2106597441506892e-07,4.6076984006049315e-08
1857,1.6206610098379315e-07,2.0990489346672803e-08
1858,2.7551396897251834e-07,3.327699715782728e-08
1859,1.6804172275897145e-07,4.3283474582267445e-08
1860,2.0688871416041366e-07,3.661747172145624e-08
1861,1.7543385411045165e-07,4.6688040100661965e-08
1862,1.9653239746730833e-07,7.138418567365079e-08
1863,2.1227138802260015e-07,5.693867777267769e-08
1864,2.3638008883608563e-07,4.698833322436258e-08
1865,2.2686990064357815e-07,5.271665770578693e-08
1866,1.6494428223268187e-07,3.5518972651971126e-08
1867,1.6984840556233394e-07,4.901339423213358e-08
1868,1.9067914536208264e-07,2.0747471296544973e-08
1869,1.8264361756337166e-07,3.7603097524652185e-08
1870,1.9725128197478625e-07,3.325748210158963e-08
1871,1.8162212711558823e-07,4.779529660936532e-08
1872,1.8202491958163591e-07,5.019291648977742e-08
1873,1.7958014097985142e-07,3.352162636360845e-08
1874,2.359970636689468e-07,6.990292433783907e-08
1875,2.1284080276018358e-07,3.89063856687244e-08
1876,1.650562069244188e-07,3.627608791134662e-08
1877,1.9667714923343738e-07,5.318941731502491e-08
1878,1.3406777554791915e-07,2.1740719446938783e-08
1879,1.6128618085531343e-07,2.1993571408529533e-08
1880,1.9510252968757413e-07,2.5671385017744797e-08
1881,1.6803743108084745e-07,2.7890029841159958e-08
1882,2.1363786117944983e-07,1.7304001787010748e-08
1883,2.1991299092860572e-07,1.9589950994713945e-08
1884,1.2147123129579995e-07,3.564916539744445e-08
1885,1.3987029490181158e-07,2.8360796378024133e-08
1886,1.4068551479340385e-07,2.968593371122097e-08
1887,1.325371670191089e-07,3.4603299781110763e-08
1888,1.6866034968643362e-07,2.6630582183884144e-08
1889,1.7103823779507366e-07,2.7566601445982997e-08
1890,9.962667490981403e-08,1.6385966361553983e-08
1891,1.1282369172249673e-07,2.2309770031370135e-08
1892,1.2662394510698505e-07,2.570090096298827e-08
1893,1.570396221950432e-07,2.155445777418663e-08
1894,1.0964678409663975e-07,1.5123694296903523e-08
1895,1.1254809351157746e-07,2.2870734639468537e-08
1896,1.0673622341528244e-07,2.358811634906033e-08
1897,1.1420358703162492e-07,3.1464253424928756e-08
1898,1.2448380459773034e-07,1.9804241802034994e-08
1899,1.4537531001224124e-07,2.5979618456517528e-08
1900,1.0278284889864153e-07,3.322274011452464e-08
1901,1.1456914705831878e-07,2.235495522029396e-08
1902,8.691202424415678e-08,3.879124221839447e-08
1903,1.1556471690710168e-07,3.186130115295782e-08
1904,1.6553845227917918e-07,4.192207825326477e-08
1905,1.2643859292893467e-07,2.2707340008309984e-08
1906,1.4455159202952927e-07,3.549487459508782e-08
1907,1.0028544750184665e-07,2.108565766434367e-08
1908,1.1492650742184196e-07,2.8486056180554442e-08
1909,1.0891947255231571e-07,3.080550925460557e-08
1910,1.2184663944481144e-07,2.8323999146095957e-08
1911,1.43650098038961e-07,3.2454281040372734e-08
1912,1.4065437881072285e-07,3.750783150735515e-08
1913,1.0818099127618552e-07,3.6590627416899224e-08
1914,8.571831955350717e-08,1.7411533548283842e-08
1915,1.1780761610680202e-07,3.062998032987707e-08
1916,1.3075079152713442e-07,2.7468654906215306e-08
1917,1.1295416868506436e-07,3.947912929902486e-08
1918,8.614782132099208e-08,1.6080926812378493e-08
1919,9.760319130691641e-08,1.3811772170413406e-08
1920,1.1888403861348706e-07,2.4988365154854364e-08
1921,7.421292735898533e-08,2.0446417892117097e-08
1922,1.328028389480096e-07,3.32007097370024e-08
1923,1.0828266994167279e-07,2.1231896241147297e-08
1924,1.46964524105897e-07,4.383152329978657e-08
1925,1.4737558728938893e-07,3.189471442510694e-08
1926,1.3263904463656218e-07,4.904300965336006e-08
1927,1.4605484466301277e-07,3.5677519605314956e-08
1928,1.3596988424069423e-07,4.1133748851507335e-08
1929,1.4259720160225697e-07,3.78773812315103e-08
1930,1.2709359964446776e-07,4.3064773080914165e-08
1931,1.3572373802617221e-07,2.5091784650044247e-08
1932,1.2713061892100086e-07,2.9590749406338546e-08
1933,1.6403046743107552e-07,2.2941325283909464e-08
1934,9.70508011732818e-08,2.2765002327673756e-08
1935,1.3643844454236387e-07,2.8723881939640705e-08
1936,1.0184760412812466e-07,2.5461901032031165e-08
1937,1.2213384081860568e-07,1.888667711114067e-08
1938,1.0242519721259669e-07,2.9819993585533666e-08
1939,1.0858775567612611e-07,2.4470480752825097e-08
1940,8.114505334333444e-08,3.296517903095264e-08
1941,9.149658097840074e-08,1.7709016475464523e-08
1942,1.5777901296587515e-07,4.5513175450651033e-08
1943,1.219358836124229e-07,3.193558839598154e-08
1944,1.5101974781828176e-07,1.2852744646352221e-08
1945,1.4160276862185128e-07,2.178504132643866e-08
1946,1.3642682006320683e-07,5.707652661612883e-08
1947,1.776209757053948e-07,3.099426493236024e-08
1948,1.44596114637352e-07,3.044128504825494e-08
1949,9.718838356320703e-08,2.846932467548413e-08
1950,1.3719616731577844e-07,3.296961992305114e-08
1951,1.6418559312114667e-07,2.8785784422780125e-08
1952,1.1072044259208269e-07,3.374337254058446e-08
1953,1.0666089167443715e-07,2.1547654327491728e-08
1954,1.4365627976076212e-07,3.518113089739927e-08
1955,1.4078412391427264e-07,2.0648336374051723e-08
1956,1.3866615233837365e-07,3.401245152190313e-08
1957,1.404770983981507e-07,1.8553580005686854e-08
1958,1.5551817966752424e-07,2.8125628048769613e-08
1959,1.4106360879395652e-07,2.6352543258667538e-08
1960,1.3980083224396367e-07,2.9759583242139342e-08
1961,1.3479429128437914e-07,4.446821932901912e-08
1962,1.420598181312016e-07,4.249110929777089e-08
1963,1.131559344003108e-07,2.7804029301137234e-08
1964,1.703511145478842e-07,3.102823953327061e-08
1965,1.2530979631719674e-07,2.2982582947861374e-08
1966,1.1465884597328113e-07,2.326411419062424e-08
1967,1.385424326372231e-07,2.6130779318123132e-08
1968,1.3114934915847698e-07,4.356673244387821e-08
1969,1.1626899976135974e-07,3.3609008909252225e-08
1970,1.0485093326906281e-07,4.0008906410093914e-08
1971,1.3616752880807326e-07,2.209510974182649e-08
1972,9.593374983296599e-08,1.9494558856081312e-08
1973,1.080587921364895e-07,2.0398854161385316e-08
1974,9.225937702694864e-08,2.193973003272731e-08
1975,9.138368284311582e-08,1.5420996035686585e-08
1976,9.998672112487839e-08,2.628222439682304e-08
1977,9.696690028704325e-08,2.056873604772136e-08
1978,1.0574252939932194e-07,2.5544542481270582e-08
1979,1.269878282528225e-07,2.1067103617156135e-08
1980,1.193881615790815e-07,1.4212877097463661e-08
1981,1.1892033313642969e-07,2.277197808098208e-08
1982,8.566352960315271e-08,1.8001756529884005e-08
1983,1.023081210860255e-07,2.2103606056589342e-08
1984,1.0206255041111945e-07,2.145633182237816e-08
1985,9.143648327381015e-08,1.8648229627160617e-08
1986,9.950846191486562e-08,2.2179596825822046e-08
1987,9.655090593696514e-08,1.9554613928107756e-08
1988,1.3012521549171652e-07,1.6190695006912392e-08
1989,1.2512919056462124e-07,1.7561990972581043e-08
1990,9.753085095098868e-08,1.3621627381610324e-08
1991,9.378344145716255e-08,1.3481369798284959e-08
1992,7.769020982095753e-08,1.597883780846132e-08
1993,1.052449434268965e-07,1.827938511667071e-08
1994,9.600366723816478e-08,1.8462243289718572e-08
1995,9.706187142910494e-08,1.572510655023507e-08
1996,9.074756945892659e-08,1.92171327739743e-08
1997,8.534912154800622e-08,1.7261619689179497e-08
1998,7.199874829666442e-08,1.716526476513991e-08
1999,9.780230669775847e-08,1.3253583119876566e-08
2000,7.908276700163697e-08,1.502130686503733e-08
2001,8.674799545360656e-08,1.9715452381774412e-08
2002,7.00995457236786e-08,1.8839251936242363e-08
2003,6.750415337819504e-08,2.1667998950647416e-08
2004,8.94172629273271e-08,1.8940601975714344e-08
2005,9.097573894223387e-08,1.1259373877692269e-08
2006,1.0665334571058338e-07,2.9648807853277503e-08
2007,1.2622555800589907e-07,1.9572949483404045e-08
2008,1.2559446815885167e-07,2.1287197782271505e-08
2009,1.4495304867523373e-07,2.86091541568112e-08
2010,1.5777469286604173e-07,3.590082542359596e-08
2011,1.7781469807687245e-07,3.9004515173246546e-08
2012,2.0799984667974059e-07,5.174464234869447e-08
2013,2.3428650308687793e-07,5.550358750383566e-08
2014,2.468607647188037e-07,5.695120819382282e-08
2015,2.724171110912721e-07,6.272908592563908e-08
2016,2.7610963115876075e-07,6.441867839157567e-08
2017,2.2942374755530182e-07,4.653880836258395e-08
2018,2.594373995634669e-07,5.756670873324765e-08
2019,2.5943546688722563e-07,5.408093883829679e-08
