year,des_DET orties_NOUN,des_DET sorties_NOUN
1843,9.982679710640596e-08,3.9753511593687563e-07
1844,1.0098952674120198e-07,5.922157821913743e-07
1845,7.644912419779715e-08,4.6092683891885144e-07
1846,7.435216708984171e-08,4.765564014519441e-07
1847,6.579733025091627e-08,5.075023388201316e-07
1848,4.344419884949602e-08,3.8938873814231556e-07
1849,6.033178578945808e-08,5.178478286183008e-07
1850,9.708264059327121e-08,4.983123087498598e-07
1851,8.255281302993467e-08,3.721326198302677e-07
1852,5.7943854159248076e-08,4.199301919527443e-07
1853,7.106599220207954e-08,3.58913116116355e-07
1854,7.741540253292101e-08,4.935881450229829e-07
1855,9.764764641317925e-08,4.059806997247506e-07
1856,6.67857413816364e-08,5.032227994306027e-07
1857,1.0348799506232353e-07,4.5105143442469853e-07
1858,7.389450995543001e-08,4.913250988280993e-07
1859,6.77259062165092e-08,4.842656942116719e-07
1860,7.964300169360783e-08,5.35072807394954e-07
1861,8.677373336540839e-08,4.800851041153464e-07
1862,8.44863452809097e-08,3.203252356698272e-07
1863,6.343168390543497e-08,5.044567252809884e-07
1864,7.62361747064233e-08,3.701529998068054e-07
1865,6.966129362240281e-08,3.9349218194928426e-07
1866,7.298419291146274e-08,4.836419122966618e-07
1867,5.095452237924292e-08,3.620197492892885e-07
1868,9.533956768503771e-08,3.205978383880037e-07
1869,7.374113586422482e-08,3.8921647771417156e-07
1870,5.5620272831902184e-08,5.160644107604639e-07
1871,4.779529749754374e-08,9.644028935440474e-07
1872,7.135860169427133e-08,6.603694462370413e-07
1873,7.542365487722691e-08,5.513110004073951e-07
1874,4.3017185535898506e-08,5.401046836439605e-07
1875,6.69418702692326e-08,4.7488674681517296e-07
1876,8.706261556135075e-08,3.7122530294197986e-07
1877,9.524616650935513e-08,2.659471014521131e-07
1878,6.522215467708037e-08,3.418124117082755e-07
1879,7.636656729204105e-08,3.341800827172392e-07
1880,4.4924923781053394e-08,3.2538479910471096e-07
1881,6.9725072437965e-08,3.346803589820979e-07
1882,7.986462335907163e-08,3.1346865370096566e-07
1883,1.061648919886693e-07,3.165988786690832e-07
1884,7.393900514074403e-08,4.442942103111136e-07
1885,6.832373689036331e-08,3.4935346082676233e-07
1886,6.7116024515812e-08,3.1234764774623613e-07
1887,6.985949130289271e-08,4.1915696691319226e-07
1888,5.960177928976407e-08,3.5507443030269314e-07
1889,6.265136737182431e-08,3.564862929295032e-07
1890,6.751018144512955e-08,2.988800291703342e-07
1891,6.692930698548594e-08,3.480324082261177e-07
1892,6.958049003635836e-08,3.190672765995828e-07
1893,7.3900999597587e-08,2.8020795728167514e-07
1894,5.797416080532969e-08,2.772677385465272e-07
1895,4.092657812648781e-08,3.0514375648493797e-07
1896,4.5407122728491345e-08,3.591290540505554e-07
1897,5.5353778227740236e-08,3.2804398708563554e-07
1898,5.318853490976494e-08,3.276187392486918e-07
1899,4.919544949189003e-08,3.023585346539903e-07
1900,5.39869509097457e-08,3.4468591536551685e-07
1901,5.4210766542439615e-08,3.9456495404266434e-07
1902,4.8611808800558265e-08,2.7595795604185014e-07
1903,5.724233353987529e-08,3.510143287144274e-07
1904,5.589610108103216e-08,3.1172825742942223e-07
1905,6.915417283259728e-08,3.3080466721457924e-07
1906,7.15041659216098e-08,3.7706871758302896e-07
1907,7.919978939341377e-08,3.533133305921865e-07
1908,6.090122361968042e-08,2.8436943111387336e-07
1909,6.38114086015662e-08,3.080550676770599e-07
1910,7.107720412236063e-08,4.173781782412789e-07
1911,5.799207747347879e-08,3.085816864256685e-07
1912,4.323819524643113e-08,2.8808098218036093e-07
1913,3.3939134169713725e-08,2.9325534178781254e-07
1914,6.294939086659568e-08,3.9309884769522796e-07
1915,3.6520361734737605e-08,4.5002511761538244e-07
1916,6.482602454838116e-08,3.8456115802887325e-07
1917,7.786161404510494e-08,3.9917786232024355e-07
1918,5.513460443751228e-08,3.411453759483152e-07
1919,7.090043041557692e-08,3.038590001835928e-07
1920,4.770506079054826e-08,3.3696430001839417e-07
1921,5.14946840723951e-08,2.74133444833069e-07
1922,5.82856891639949e-08,2.87739494009287e-07
1923,4.352538729435196e-08,2.802610330476796e-07
1924,1.1215713158208018e-07,2.5525416713634286e-07
1925,8.79854247237688e-08,2.9695079861724594e-07
1926,4.0126098888038086e-08,3.332695488467152e-07
1927,9.811317847052692e-08,3.500856617932868e-07
1928,5.5987602110008083e-08,3.564924755394827e-07
1929,6.795647866653098e-08,3.2975602426432715e-07
1930,6.302162258720045e-08,3.014534311063244e-07
1931,6.386999551466488e-08,3.6383088986013945e-07
1932,4.603005265835236e-08,4.329016949355946e-07
1933,5.620624432545185e-08,3.911495936037568e-07
1934,4.553000643170435e-08,4.996319162842155e-07
1935,4.547947973776445e-08,4.763377177141592e-07
1936,5.092380028770549e-08,5.274250849396367e-07
1937,4.91053595563784e-08,4.973491494197901e-07
1938,3.8895642262559704e-08,5.199051162918522e-07
1939,5.505858169385647e-08,5.230565447433833e-07
1940,9.635975173338807e-08,3.879747774160336e-07
1941,6.788455841899577e-08,4.427253958994015e-07
1942,6.068423519245414e-08,3.580369805078476e-07
1943,9.870999684302717e-08,3.454849926143311e-07
1944,6.42637232317611e-08,4.819779295672788e-07
1945,1.0674669814747517e-07,3.899522251771259e-07
1946,5.150808668474838e-08,4.2180946913106254e-07
1947,4.8875570479722796e-08,4.291513517884482e-07
1948,7.936477963710331e-08,3.6529542857266506e-07
1949,4.319483515313749e-08,5.605511503858907e-07
1950,7.444753036267571e-08,4.2328737936969674e-07
1951,5.970385053011285e-08,4.744323689465091e-07
1952,2.4253049346611988e-08,4.576444783133127e-07
1953,6.787511241945765e-08,4.352626348236299e-07
1954,5.96124705154466e-08,4.270598168432116e-07
1955,4.786659824063122e-08,4.2047522619270694e-07
1956,4.0117249522353404e-08,3.6977639439328414e-07
1957,5.389373003428233e-08,3.4810048088473877e-07
1958,5.294235877473241e-08,5.600308767839124e-07
1959,4.882971116337842e-08,4.2784128595485527e-07
1960,5.3982500747284945e-08,6.069570837041738e-07
1961,5.419564386155429e-08,4.870659582323356e-07
1962,6.405375857498896e-08,4.4774210827824845e-07
1963,6.336731828149311e-08,4.7460830110424013e-07
1964,5.779769851610439e-08,3.991083294963005e-07
1965,4.8153983245313725e-08,4.848230554799215e-07
1966,6.536108365651216e-08,4.115532581394632e-07
1967,7.78993030081665e-08,5.176852280186495e-07
1968,8.129462836237167e-08,5.147162305263464e-07
1969,6.358460835631519e-08,6.308501365737129e-07
1970,4.9666231682898854e-08,6.548584243759592e-07
1971,6.011925224314041e-08,5.719036160201085e-07
1972,6.361381998942761e-08,5.627771049176999e-07
1973,7.828749615246267e-08,5.893614751784071e-07
1974,6.019361553644131e-08,6.160000971533464e-07
1975,3.71246211550158e-08,6.448261160585389e-07
1976,4.970768308076856e-08,6.673399237655531e-07
1977,6.758298853881683e-08,6.576119027101868e-07
1978,6.178214684293692e-08,6.166333701429494e-07
1979,6.788289264036962e-08,5.612042688341035e-07
1980,5.4008931826832196e-08,5.895501526964608e-07
1981,7.274381874644575e-08,6.616524910185717e-07
1982,4.3452515030573124e-08,6.145427082770993e-07
1983,6.378468853096564e-08,5.9742890279324e-07
1984,5.335087804869687e-08,6.4948893729877e-07
1985,5.8350911769089464e-08,6.171962407819365e-07
1986,5.9345407921185256e-08,6.216281249749045e-07
1987,6.416357439809062e-08,5.615840867889688e-07
1988,5.217001908253138e-08,6.140471224824751e-07
1989,6.475984015708036e-08,5.438728898354839e-07
1990,4.249947715972979e-08,6.216910541922971e-07
1991,5.685621240480998e-08,6.31865940015075e-07
1992,5.344645814808757e-08,5.890130108099356e-07
1993,5.760775789731554e-08,6.15959839578295e-07
1994,5.327676033672901e-08,6.35101143231509e-07
1995,5.9104713456825664e-08,6.008075796870571e-07
1996,5.4448540343088325e-08,5.263359126317368e-07
1997,6.616954373317441e-08,5.878540694226331e-07
1998,5.101898437054331e-08,5.902944106850327e-07
1999,5.575645417588149e-08,6.38000082986423e-07
2000,6.096883442552326e-08,6.812604844697034e-07
2001,4.337399628351335e-08,6.488574779695e-07
2002,6.484207987211832e-08,6.646312780134167e-07
2003,4.125253783016092e-08,6.692078144965308e-07
2004,5.197653846211736e-08,7.184214751987383e-07
2005,5.089236898569993e-08,7.624847917497846e-07
2006,4.735573422287587e-08,6.967469960983408e-07
2007,4.9531546170156204e-08,7.609483567705411e-07
2008,5.917841122693446e-08,1.0009240938302355e-06
2009,6.19865019313437e-08,1.0099032010657538e-06
2010,7.132927121178412e-08,1.0486820620769777e-06
2011,8.030341075437875e-08,1.8041499316723275e-06
2012,1.3208500249106692e-07,1.7222114223613971e-06
2013,1.1017044254657549e-07,1.3953992237247803e-06
2014,1.3967121842428654e-07,1.2029047624650957e-06
2015,1.2545816591158498e-07,1.3594257239901708e-06
2016,1.1413083900180254e-07,1.3805481060558122e-06
2017,1.1823373213815103e-07,1.3518895016773058e-06
2018,1.375921805935043e-07,1.4138693558152227e-06
2019,1.525490710418964e-07,1.6624787164687405e-06
