year,trois_DET yeux_NOUN,trois_DET cieux_NOUN
1849,1.4077416565783096e-07,2.513824481908955e-09
1850,1.3849552260580822e-07,3.190828135046786e-08
1851,1.1351012574323249e-07,2.7732587781770235e-08
1852,1.7643578109627356e-07,4.492276506340431e-08
1853,6.628844650968801e-08,6.927441020820879e-08
1854,8.93654285016865e-08,1.2989160858012383e-08
1855,1.0613874223963649e-07,2.1227748447927297e-08
1856,4.2970672353703776e-08,1.9155600661235894e-08
1857,1.2838368945722323e-07,1.9526036343364694e-08
1858,1.0766087399360913e-07,1.2723557984983813e-08
1859,5.906921174414492e-08,1.2730433374130712e-08
1860,1.1351416162597161e-07,1.0069804629031509e-08
1861,1.1176834391335433e-07,2.8295783494058924e-09
1862,9.532951142365853e-08,5.873382225018986e-09
1863,1.1537574096109893e-07,1.0988165932701577e-08
1864,1.5055445867773187e-07,2.1576274988888144e-08
1865,1.76506665949816e-07,1.9298061815220535e-08
1866,1.5229368166558288e-07,7.784980660119345e-09
1867,1.033648846515689e-07,7.279217228983725e-09
1868,9.08936854671083e-08,8.397785578040384e-09
1869,9.474027340417024e-08,4.395167341186834e-09
1870,8.601073187008978e-08,1.1468097582678638e-08
1871,9.134212231032279e-08,6.37270636261178e-09
1872,8.103434889772387e-08,7.256807155187062e-09
1873,6.644464889404844e-08,2.9930022904522957e-09
1874,1.212845596176848e-07,1.2546679251101978e-08
1875,1.0527610072585958e-07,6.865832347102696e-09
1876,4.800535764459823e-07,3.143927784776679e-08
1877,1.1380061371024652e-07,2.1028373708986692e-08
1878,1.1474268291067347e-07,1.5701630218245555e-08
1879,5.6205792020591616e-08,2.443730107160036e-09
1880,5.134277003548959e-08,5.776061851037184e-09
1881,7.73948323762319e-08,2.091752326904839e-09
1882,1.1047939252328831e-07,3.9932310791357395e-09
1883,9.731781713817611e-08,1.1374810426900694e-08
1884,1.0034579389639475e-07,6.601696966868076e-09
1885,5.0920522909336796e-08,1.0313017106966527e-08
1886,1.0712750331265397e-07,5.162771099520569e-09
1887,9.075205298358924e-08,8.487601954598745e-09
1888,1.0335201650057968e-07,1.268122939990235e-09
1889,1.0776034886639252e-07,1.50363277384713e-08
1890,1.3370947726798477e-07,2.621754646714436e-09
1891,1.121862709396737e-07,7.649063604731055e-09
1892,1.0656471260972467e-07,2.5074049503359674e-09
1893,1.5519209761727382e-07,1.1085149687062312e-08
1894,9.578339987825757e-08,3.150769645188234e-09
1895,9.930713673611535e-08,1.8055843487019274e-09
1896,1.7691087350613088e-07,4.1279202278587945e-09
1897,9.497543163039524e-08,4.661370844871726e-09
1898,9.053367666655987e-08,5.658354784721098e-09
1899,9.949641111006713e-08,1.6582735185011188e-09
1900,7.111743072218957e-08,5.710158568206225e-09
1901,8.49488341891913e-08,7.265360812969135e-09
1902,9.722362009911834e-08,0.0
1903,1.1988488779479667e-07,3.2401321625741275e-09
1904,1.0319280363546568e-07,5.374625189347171e-09
1905,1.0785986082062493e-07,4.1286072338664326e-09
1906,7.716276628766394e-08,4.115347507216427e-09
1907,6.068555080673832e-08,4.114274698707732e-09
1908,5.107844458507316e-08,2.4556945366072114e-09
1909,6.766209936781564e-08,3.850688656825696e-09
1910,4.649411167179096e-08,1.068830135508847e-09
1911,5.799207669632267e-08,5.852411555373749e-09
1912,9.116487242888383e-08,2.6047106693738442e-09
1913,5.302989691813309e-08,2.6514948014977335e-09
1914,5.893134513712539e-08,1.3393487430235496e-09
1915,4.2410743361642744e-08,1.1780762143587253e-08
1916,5.7134801778602196e-08,1.0987462051303964e-09
1917,4.1672411299487067e-08,5.483212106582869e-09
1918,8.155327435588333e-08,2.2972752589112133e-09
1919,4.235610262526279e-08,0.0
1920,8.329454770361622e-08,1.514446346106979e-09
1921,6.209653236055601e-08,1.5145494858259667e-09
1922,7.525494538640487e-08,1.4755870969551665e-09
1923,4.352538596208433e-08,4.246379248229459e-09
1924,5.1566498626698376e-08,5.156649773851996e-09
1925,6.488924952918751e-08,5.499089184013428e-09
1926,9.808601930672012e-08,1.1146138456652466e-09
1927,8.696395203955376e-08,3.3447675740205796e-09
1928,7.198406271058388e-08,4.570416489713125e-09
1929,5.01318300205611e-08,0.0
1930,4.516549678701409e-08,4.201441416995522e-09
1931,1.0150767337790967e-07,0.0
1932,7.781270738860258e-08,1.0959536611565568e-09
1933,4.3588517684156614e-08,4.588264879146209e-09
1934,4.193553060360955e-08,0.0
1935,4.547948151412129e-08,7.180970484910176e-09
1936,6.062357016389797e-08,6.0623572828433225e-09
1937,4.406891207509034e-08,0.0
1938,1.2446605524019105e-07,5.186085783037697e-09
1939,5.6587985852729616e-08,4.588215141154706e-09
1940,5.0715659227762444e-08,2.5357829169792012e-09
1941,2.9515025090631752e-08,0.0
1942,4.2478965012193726e-08,0.0
1943,2.322588166236983e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,0.0
1945,9.803267886354661e-08,2.178504043826024e-09
1946,7.79581839083221e-08,2.7842208538686464e-09
1947,6.914105199484766e-08,5.960435700558264e-09
1948,6.523132767277673e-08,3.2615663503321457e-09
1949,4.712163892417465e-08,4.908504269707237e-09
1950,6.912984962248458e-08,3.190608444114673e-09
1951,7.78282311930667e-08,6.3968411678771986e-09
1952,5.272401781830638e-08,7.381362521208246e-09
1953,4.7404840164411155e-08,6.464296431474281e-09
1954,5.863521534976712e-08,1.07497895029951e-08
1955,3.941955295516664e-08,2.815682353940474e-09
1956,5.05826207586324e-08,8.72114158667614e-10
1957,7.774833293838768e-08,9.718541527092839e-09
1958,3.3088973339090444e-08,9.926692190465047e-09
1959,4.107896245386655e-08,1.0851047393956037e-08
1960,5.6058749753340464e-08,5.536666680683311e-09
1961,4.863711566827078e-08,4.16889545107324e-09
1962,3.1709782577493684e-08,6.341956404476434e-10
1963,5.43148490628198e-08,3.2330267352165265e-09
1964,2.6161064425878067e-08,3.041984220075733e-09
1965,5.143720827049947e-08,4.924839203113152e-09
1966,5.871419106462383e-08,5.539074754423723e-09
1967,5.2261556859889424e-08,2.9582012395223956e-09
1968,3.638046830456432e-08,4.042274071025531e-09
1969,4.9050982775522556e-08,2.2708789015890574e-09
1970,4.184839710874577e-08,2.7592350626548523e-09
1971,4.316254043068568e-08,5.138397485282553e-10
1972,5.7970657940664694e-08,4.6171320100540925e-09
1973,3.638714418663369e-08,3.3079223804577396e-09
1974,3.544110260822464e-08,1.1251143350321513e-09
1975,4.1693804408993174e-08,1.1422960355389478e-09
1976,5.313579964916215e-08,3.9994687561772935e-09
1977,6.17062094754317e-08,5.876781727920388e-09
1978,5.8217794141057766e-08,3.5643548113029055e-09
1979,4.7986181250792015e-08,4.681578680276743e-09
1980,5.344041487109763e-08,2.2740602734216964e-09
1981,6.135782992799932e-08,7.59065948985338e-09
1982,1.030445382355083e-07,4.345251713999687e-09
1983,3.2839641672666176e-08,3.789189739755727e-09
1984,3.1314647153113384e-08,1.275781880138993e-08
1985,4.3913573222198465e-08,9.02333674446254e-09
1986,3.296967077126567e-08,5.395036861699509e-09
1987,3.360949141217873e-08,1.2832715334809564e-08
1988,2.6984492806914062e-08,4.197587610832443e-09
1989,2.9635860432364325e-08,7.683371272548811e-09
1990,3.05124451260852e-08,8.172976628806339e-09
1991,3.985796181993351e-08,7.619904818234602e-09
1992,2.9202704032726956e-08,1.2121876835635703e-08
1993,3.711268847794713e-08,3.877445309274918e-09
1994,2.6374632144943178e-08,1.2132331583813993e-08
1995,3.958389216407454e-08,7.591431483433553e-09
1996,4.911044904076789e-08,2.6690460952494277e-09
1997,5.753873311142854e-08,2.3974471297094624e-09
1998,3.909866108653404e-08,3.3376904573501065e-09
1999,4.021777011420369e-08,5.027221222642098e-09
2000,4.0204085394179856e-08,2.2090156370779823e-09
2001,3.2859090004500047e-08,4.381211921034023e-09
2002,3.066855125410939e-08,6.571832411594869e-09
2003,2.9168461090911535e-08,3.7502307925763034e-09
2004,3.4797851933277e-08,4.404791198453495e-09
2005,2.8823997633153908e-08,7.205999130732721e-09
2006,3.9531742102028034e-08,3.706100981659688e-09
2007,3.7947554432093966e-08,2.7961355453243186e-09
2008,5.06635322028437e-08,8.514879357157668e-10
2009,4.958920318820503e-08,2.860915504498962e-09
2010,4.7237929123866707e-08,4.2514138876015295e-09
2011,4.7417253901116396e-08,1.529588788962144e-09
2012,7.114888056491964e-08,2.0425516833455504e-09
2013,7.16805113043506e-08,1.9523875849358774e-09
2014,7.081005981568467e-08,4.547434831470021e-09
2015,5.319781037904647e-08,2.2165753260638965e-09
2016,9.30031680557164e-08,3.31414412579889e-09
2017,7.370740862100433e-08,2.515611330355938e-09
2018,8.209064339403938e-08,2.8396134332808742e-09
2019,8.826417641216722e-08,1.2754939326953263e-09
