year,aux_ADP ombres_NOUN,aux_ADP sombres_ADJ
1865,2.0474772699508037e-07,1.3885190774942657e-07
1866,1.4742806730971836e-07,1.4937431824790792e-07
1867,2.761249753291395e-07,1.2132029070244243e-07
1868,2.1834242813767446e-07,1.2102691338000682e-07
1869,1.7580669198213883e-07,1.1964621604576564e-07
1870,1.7718210232331444e-07,1.347501417114927e-07
1871,1.5188283830624982e-07,1.2108142133371302e-07
1872,1.681160338717902e-07,1.5541661912976679e-07
1873,1.729955332319122e-07,1.2869909671309188e-07
1874,2.174757676165484e-07,1.0276327877534186e-07
1875,1.6191921803354603e-07,1.2472929267204336e-07
1876,2.067736999400438e-07,8.162119713439608e-08
1877,1.669900342449182e-07,1.2555175810113894e-07
1878,2.113681067394957e-07,1.2078177391572353e-07
1879,1.5273312836683317e-07,1.570096639369467e-07
1880,1.6943114111711566e-07,1.3605834059404742e-07
1881,1.4154190808302047e-07,9.343160428665342e-08
1882,2.1230678393102664e-07,1.1780031705654892e-07
1883,1.4850446561354147e-07,1.2069937405101427e-07
1884,1.439169912131888e-07,1.3929581221816534e-07
1885,1.72743040094403e-07,1.3535835430289467e-07
1886,2.1296431063078103e-07,1.2261581416872502e-07
1887,1.4690079963575187e-07,8.879337576317425e-08
1888,1.9085250357875339e-07,1.2047167996520614e-07
1889,1.6602612395999472e-07,1.2467622223510944e-07
1890,1.697586154425501e-07,1.4091930555792942e-07
1891,1.5489354554532042e-07,1.0581205422965922e-07
1892,1.8805536505794862e-07,9.214713081462378e-08
1893,1.9275843587962527e-07,8.86811977185431e-08
1894,1.5690833166104312e-07,1.1720863146713612e-07
1895,1.420393045403756e-07,1.2277973837626632e-07
1896,2.176003745524291e-07,1.1322295856430742e-07
1897,2.1034435848665822e-07,9.381008680975356e-08
1898,1.8106735699685572e-07,1.0637706959748527e-07
1899,2.0894246155478413e-07,9.12050417412047e-08
1900,1.583271163063671e-07,8.201863854750968e-08
1901,1.671032958672214e-07,9.277306411981101e-08
1902,1.6105731326376826e-07,7.758248443678895e-08
1903,1.6416669401664308e-07,1.096244695020232e-07
1904,1.8703695126021103e-07,8.760638792182363e-08
1905,1.6617643971983398e-07,8.515252725160849e-08
1906,1.8313296279437452e-07,9.928276245574352e-08
1907,1.9028520448216568e-07,8.639976678548322e-08
1908,1.6944292191567456e-07,1.0510372483452102e-07
1909,1.9088412361867313e-07,8.361494696629279e-08
1910,1.97199161000583e-07,1.3413818766849772e-07
1911,2.0164218161866643e-07,1.0268322281348219e-07
1912,1.7191089973778162e-07,8.751827351716202e-08
1913,2.3492244838330123e-07,7.58327551864113e-08
1914,1.821514357125409e-07,8.906669446417936e-08
1915,1.1545146660907335e-07,1.0131455097095454e-07
1916,1.3514578744988626e-07,1.1646709752177742e-07
1917,2.072654275986352e-07,7.895825504533605e-08
1918,2.0790340471421587e-07,1.412824230939691e-07
1919,2.394040541364717e-07,1.2798909443390016e-07
1920,2.460975307982949e-07,1.3251404906711173e-07
1921,3.1275445799838764e-07,9.996026684166992e-08
1922,2.486364345521963e-07,1.1066903526923966e-07
1923,2.6433710775819463e-07,1.5923922358496156e-07
1924,2.307600817097466e-07,1.8563939629956394e-07
1925,2.595569865704306e-07,1.0338287514954914e-07
1926,2.9871650930601845e-07,1.1257600185388128e-07
1927,2.798455494001928e-07,1.2933100279610699e-07
1928,2.2966342150265717e-07,1.096899955310704e-07
1929,2.350625711855514e-07,1.3257082898121553e-07
1930,2.3212963440322198e-07,8.928062733559727e-08
1931,2.2240445218812965e-07,1.0492927948746456e-07
1932,2.356300321526561e-07,9.753987484373283e-08
1933,2.1564845087418405e-07,9.63535629061596e-08
1934,2.3364080803389697e-07,9.225816732794101e-08
1935,2.7048322870371067e-07,1.1250186737754575e-07
1936,1.9035801512856665e-07,9.699771919002842e-08
1937,1.976805552583727e-07,1.1080183970335611e-07
1938,2.2948428934910226e-07,7.649476430060531e-08
1939,2.63057676974654e-07,9.02348959996857e-08
1940,1.4961119432221892e-07,6.339457314652464e-08
1941,2.272657031454628e-07,1.4757513078222928e-07
1942,2.0025797686784585e-07,1.0316320242509391e-07
1943,2.293555789734114e-07,1.0451646703657502e-07
1944,2.699076304679693e-07,1.670856768498652e-07
1945,2.744915033048301e-07,1.4378126689251758e-07
1946,2.951274238327528e-07,1.1136883326656744e-07
1947,2.0980733106412686e-07,1.0728784172187034e-07
1948,2.8266907126095475e-07,1.1306763680885012e-07
1949,1.963401680127319e-07,1.2663940873736124e-07
1950,2.573757478252503e-07,1.0529007865578421e-07
1951,2.2922013176440714e-07,9.91510368253401e-08
1952,2.0984159210257758e-07,9.701219683133644e-08
1953,2.413337369944202e-07,1.228216350845912e-07
1954,2.364953779476764e-07,8.59983160239608e-08
1955,1.9522064320653953e-07,6.288357257133725e-08
1956,2.058189463305382e-07,1.0029313068926626e-07
1957,1.8023477132977916e-07,8.923388161719004e-08
1958,2.506489763520747e-07,8.189520750434554e-08
1959,1.650909315920046e-07,8.525822581262332e-08
1960,2.0970124658958866e-07,8.720249899951682e-08
1961,2.2650998898754438e-07,1.0908610281745723e-07
1962,2.1562652197104626e-07,8.751899693848486e-08
1963,2.444168195614438e-07,8.535190065828147e-08
1964,2.3240758917353332e-07,9.186792215842843e-08
1965,2.6156366050855695e-07,9.904398479143595e-08
1966,1.9774496751168158e-07,8.696347530978699e-08
1967,2.0953926416211743e-07,8.282963692707312e-08
1968,2.456804475414742e-07,1.145311054884246e-07
1969,1.816703170121059e-07,7.902658216707437e-08
1970,1.834891238949865e-07,9.473373774326888e-08
1971,2.1016045437249886e-07,1.2845993468957317e-07
1972,1.9597160560991256e-07,9.439470405325778e-08
1973,2.0509117826250645e-07,7.056900930280108e-08
1974,1.8508131160999142e-07,6.188128698347839e-08
1975,1.4906962819694058e-07,6.739546831724397e-08
1976,1.7083445325027924e-07,4.91363305044068e-08
1977,1.5220865456910815e-07,7.874887375525219e-08
1978,1.948513916882888e-07,5.999997298999915e-08
1979,1.7087762405054718e-07,7.666084800295181e-08
1980,1.5975273637280907e-07,6.139962605011817e-08
1981,1.7458516743396046e-07,8.539492135639648e-08
1982,2.0050232851787086e-07,9.000878087306319e-08
1983,1.6230361765678936e-07,6.315315914662278e-08
1984,2.0006579326548035e-07,6.84282976948225e-08
1985,1.6302162464398862e-07,7.459292028499931e-08
1986,2.1400312499864071e-07,6.234264882110097e-08
1987,1.9310180610077055e-07,7.638521148933819e-08
1988,1.697024736291297e-07,5.2170019193553685e-08
1989,2.0196289263196832e-07,7.957776970712871e-08
1990,1.694530407103656e-07,6.701840393752434e-08
1991,1.8991146877311849e-07,7.619904462963234e-08
1992,2.0772489417453244e-07,6.336435476317348e-08
1993,1.8556344238973566e-07,6.148520448334693e-08
1994,2.0994208549396376e-07,7.437646565300327e-08
1995,2.342498701679574e-07,6.886512737835915e-08
1996,2.311393902942882e-07,6.138805686006776e-08
1997,2.9584497829304723e-07,7.527984058341985e-08
1998,2.0645998910495678e-07,8.630313685920044e-08
1999,1.7366764515358568e-07,7.358023523806878e-08
2000,2.1515812897998643e-07,6.582866940441079e-08
2001,1.984688879907992e-07,5.870823738263198e-08
2002,2.2125168452902244e-07,8.631006576109712e-08
2003,2.1167968045077146e-07,6.750415049161518e-08
2004,1.9821560437449648e-07,7.928624334851975e-08
2005,1.9951610319424162e-07,7.205999652537542e-08
2006,2.0630628605466939e-07,8.400495188354284e-08
2007,2.0371845721456339e-07,6.750670222821498e-08
2008,2.2266409516191743e-07,6.939626473467797e-08
2009,2.1599912702896518e-07,6.246332096004892e-08
2010,2.2390779497172275e-07,5.337886221923327e-08
2011,2.592653012278845e-07,9.712888626722815e-08
2012,2.859572196811655e-07,8.81701466282081e-08
2013,2.917424741788466e-07,9.371460407692211e-08
2014,2.9233510856485623e-07,1.0090974389420637e-07
2015,2.828350220696052e-07,9.664268585396485e-08
2016,3.2561466412062146e-07,1.232447290888672e-07
2017,2.719375893356357e-07,8.376985771718637e-08
2018,3.059037907426898e-07,1.0454940113646671e-07
2019,2.410683404008296e-07,1.0050891852131372e-07
