year,plusieurs_DET airs_NOUN,plusieurs_DET cerfs_NOUN
1959,2.0151945223645384e-08,3.1002992395556817e-09
1960,2.5607082898559952e-08,0.0
1961,1.598076654341085e-08,3.47407969059077e-09
1962,3.424656330741627e-08,0.0
1963,5.172842765244212e-08,1.939815863494232e-09
1964,2.068549243006146e-08,0.0
1965,2.7360216536820303e-08,5.472043373977442e-10
1966,2.215629990587331e-08,2.215629901769489e-09
1967,3.204718207472368e-08,3.451234853457663e-09
1968,3.27873351801955e-08,1.3474247551048535e-09
1969,2.8613074021244245e-08,3.1792304344691047e-09
1970,2.8052221878738237e-08,4.5987250119061684e-10
1971,4.110717910510431e-08,4.624557625731995e-09
1972,9.952484647524074e-08,2.0520587451500205e-09
1973,2.2604135341275366e-08,0.0
1974,2.531507237168995e-08,1.1251143350321513e-09
1975,1.8276735680444745e-08,5.711480177694739e-10
1976,1.5426522226302808e-08,1.142705374768127e-09
1977,1.704266811008992e-08,2.3507127355770763e-09
1978,2.07920705097564e-08,2.970295565063452e-09
1979,1.0533551697555765e-08,1.7555920051037788e-09
1980,2.4446148327861295e-08,5.685150683554241e-10
1981,2.0874313833019187e-08,6.325549528618524e-10
1982,2.7933760748943826e-08,3.1037510339615437e-09
1983,2.0840542402922324e-08,1.2630632095778083e-09
1984,3.363424899704981e-08,5.799008495621649e-10
1985,1.864822973818292e-08,6.015558051686298e-10
1986,1.678455929798872e-08,1.7983456945813714e-09
1987,2.1998941002188133e-08,1.2221633705067347e-09
1988,1.2592763165564236e-08,1.1993107618124554e-09
1989,3.347754684579485e-08,3.841685636274406e-09
1990,1.9070278800548124e-08,0.0
1991,4.8064014990245596e-08,5.8614650910726596e-09
1992,1.0468894195980738e-08,2.7549720282848966e-09
1993,3.046564067687996e-08,1.1078414852150331e-09
1994,1.9517228444509982e-08,2.637463358823311e-09
1995,3.307695128906829e-08,1.626735190995987e-09
1996,2.935950593752068e-08,3.736664533349199e-09
1997,2.3015492622846523e-08,0.0
1998,2.288702038999446e-08,0.0
1999,3.793266811769058e-08,1.3710603763428253e-09
2000,1.5463110347724296e-08,1.3254094488601709e-09
2001,2.3658543346627425e-08,8.762423564512289e-10
2002,2.1029863794819192e-08,2.6287327870022636e-09
2003,4.125253760811631e-08,1.2500769308587678e-09
2004,2.378587282692024e-08,1.3214373761893938e-09
2005,1.8014998715010222e-08,9.007499190971657e-10
2006,2.3060183040879423e-08,1.2353669198716943e-09
2007,2.1969636831986605e-08,6.7906151812735516e-09
2008,2.8099102378220664e-08,1.2772318758180745e-09
2009,2.145686650578682e-08,9.53638501499654e-10
2010,1.9367552228644058e-08,1.4171379625338432e-09
2011,1.3383901875663184e-08,3.441574775164824e-09
2012,8.170206539093172e-09,6.808505426114664e-10
2013,1.3387799813191492e-08,1.9523875849358774e-09
2014,1.4725027419615344e-08,2.3819897165822113e-09
2015,1.2856137154848568e-08,3.3248630099125265e-09
2016,1.6570720351438695e-08,4.142679976837371e-09
2017,9.810883938587978e-09,3.018733624182701e-09
2018,8.776986804015507e-09,3.0977599929649102e-09
2019,1.607122351865442e-08,1.7856913725466939e-09
