year,vouliez_VERB avoir_VERB,vouliez_VERB savoir_VERB
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.2528993842408909e-08,1.2528993842408909e-08
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,1.848220954059343e-08,9.784699273041042e-09
1949,8.835307596655184e-09,8.835307596655184e-09
1950,2.4461330738745346e-08,2.1270722072586068e-08
1951,9.595261474260042e-09,1.8124383771578323e-08
1952,1.1599284199803606e-08,7.381362632230548e-09
1953,6.464296653518886e-09,2.3702419582605216e-08
1954,9.772536557761669e-09,1.3681550115052232e-08
1955,9.385607846468247e-09,2.1586897602787758e-08
1956,9.593255967388359e-09,1.657016923672927e-08
1957,1.6786572132332367e-08,1.3252556385623393e-08
1958,1.6544486669545222e-08,1.4062814024384807e-08
1959,2.4802393028267034e-08,2.712761748568937e-08
1960,1.3841666479663672e-08,2.2838749558218296e-08
1961,2.014966149488373e-08,1.598076693198891e-08
1962,1.585489073363533e-08,9.512934440181198e-09
1963,2.0691370394843034e-08,1.5518526907953856e-08
1964,2.007709554163739e-08,2.6161064425878067e-08
1965,1.6963333848707407e-08,1.094408652591028e-08
1966,6.092982118843793e-09,1.8278946356531378e-08
1967,1.4791006641701188e-08,2.3172576746333107e-08
1968,1.9313088017725022e-08,1.7516521566562915e-08
1969,1.407944960618579e-08,2.043791091921321e-08
1970,1.7935027685211935e-08,1.1956685419534097e-08
1971,8.221435976452085e-09,1.4387513402880359e-08
1972,9.234264020108185e-09,2.3085661382538092e-08
1973,1.598829157956061e-08,1.7090931336838366e-08
1974,9.563471792262135e-09,1.406392957647995e-08
1975,1.1422960355389478e-08,3.998036124386317e-09
1976,1.085570122683066e-08,1.4855169538918744e-08
1977,1.23412418062685e-08,2.5857840313392444e-08
1978,8.910887139279566e-09,1.900989232694883e-08
1979,1.287434159280565e-08,2.2822696621460636e-08
1980,8.527726080842513e-09,3.354238842234736e-08
1981,1.0120879245789638e-08,1.9609203150139365e-08
1982,1.1173503899897241e-08,2.2347007799794483e-08
1983,1.326216381158929e-08,1.3893695083311286e-08
1984,1.4497521405587577e-08,2.7255339318799088e-08
1985,1.6242006850575308e-08,1.5038894574104233e-08
1986,1.6185110141009318e-08,4.016305155118971e-08
1987,3.0554083707556856e-08,2.13878585952898e-08
1988,1.9188972188999287e-08,2.398621568033832e-08
1989,1.3720305780395847e-08,3.951447880012893e-08
1990,8.717841559757744e-09,1.5801088437683575e-08
1991,1.6998249918742658e-08,2.5204300868608698e-08
1992,1.2672871640972971e-08,2.8100714644097025e-08
1993,1.3294098266669607e-08,1.3294098266669607e-08
1994,1.635227242502424e-08,3.270454485004848e-08
1995,9.21816667442954e-09,1.1929391696696712e-08
1996,7.473328622609188e-09,1.7081895009596337e-08
1997,7.192341833217597e-09,1.6782131240233866e-08
1998,7.629006759657386e-09,2.0026142522056034e-08
1999,1.3710603319339043e-08,1.416762351880152e-08
2000,8.394259509714175e-09,3.004261373007466e-08
2001,1.1829271784336015e-08,2.4534786646768225e-08
2002,1.0076809608960957e-08,1.7086764003693133e-08
2003,8.333845613606172e-09,1.7084383685528337e-08
2004,7.488145215006625e-09,2.5107310008820605e-08
2005,7.656374201303606e-09,2.7923247714056743e-08
2006,1.6471560115860484e-08,2.4707340173790726e-08
2007,1.078509459517818e-08,3.395307501818934e-08
2008,8.089135583588813e-09,3.193079933794252e-08
2009,1.1443662017995848e-08,3.385416746937153e-08
2010,1.1337103700270745e-08,5.007220593711281e-08
2011,1.4913490886669933e-08,6.921388973069043e-08
2012,1.6340413466764403e-08,9.395737521344927e-08
2013,2.2591912340885756e-08,8.227918613101792e-08
2014,1.905591773265769e-08,9.094869568571085e-08
2015,1.884089151360513e-08,9.464776695722321e-08
2016,1.7606391011781852e-08,8.823908359545385e-08
2017,1.685459594114036e-08,8.52792254590895e-08
2018,1.5488799576246493e-08,8.854431143845432e-08
2019,2.1428297358738746e-08,8.851927191244613e-08
