year,elles_PRON auront_VERB,elles_PRON sauront_VERB
1870,1.1909619672678673e-06,5.791389323661633e-08
1871,1.1364659542323352e-06,5.2043768405951596e-08
1872,1.0159530035025455e-06,7.438227278555587e-08
1873,1.1439255018785843e-06,6.464884805268412e-08
1874,1.0849890088593384e-06,5.018671522805107e-08
1875,1.043606559392174e-06,3.833423178889461e-08
1876,1.1590210817757907e-06,6.650616235504003e-08
1877,1.2320153501832465e-06,3.834585893258691e-08
1878,1.1015297474159524e-06,6.099479676890951e-08
1879,1.213312003756073e-06,7.514470223846104e-08
1880,1.32913592665318e-06,5.390990764908565e-08
1881,1.1699867883407933e-06,7.25140818502723e-08
1882,1.1041283869417384e-06,6.921600537168615e-08
1883,1.158334868023303e-06,4.865890979033338e-08
1884,1.129550298628601e-06,4.4891539374702916e-08
1885,1.050638630317735e-06,4.963139499380986e-08
1886,1.070629679134072e-06,5.3563751656326986e-08
1887,1.2287436703672938e-06,5.6148753202478474e-08
1888,1.1102416550556882e-06,5.579740891548113e-08
1889,1.1790987173299072e-06,4.385595708811252e-08
1890,1.1561937753867824e-06,3.8015441017336116e-08
1891,1.1454473423100353e-06,4.398211927991724e-08
1892,1.256209870348357e-06,5.7043464174455494e-08
1893,1.1540872861814933e-06,5.11148572357456e-08
1894,1.06811091882264e-06,4.222031435574536e-08
1895,1.3469659165821213e-06,5.416753268150387e-08
1896,1.2531186541764328e-06,4.36380158674865e-08
1897,1.0569658428494222e-06,4.836172085020962e-08
1898,1.2487988954035245e-06,5.828105642535775e-08
1899,1.336568431042906e-06,9.175780135706191e-08
1900,1.210034497489687e-06,6.333084812126799e-08
1901,1.3429740022274927e-06,5.309301887024276e-08
1902,1.1882887065439718e-06,4.812078202576231e-08
1903,1.2490709480061923e-06,6.534266550062284e-08
1904,1.2092906445104745e-06,6.879520242364379e-08
1905,1.3691493734313553e-06,5.418796877876275e-08
1906,1.2268880169585827e-06,4.989858837234351e-08
1907,1.3232536275609164e-06,5.7599844893729824e-08
1908,1.2730320690934604e-06,6.0901222731502e-08
1909,1.1860120849860323e-06,7.316308270333138e-08
1910,1.0870002569163262e-06,7.321486439337832e-08
1911,1.1029135720264094e-06,5.6928003644429737e-08
1912,1.1606590391011196e-06,5.88664592626742e-08
1913,1.1327186371090647e-06,7.371155774649196e-08
1914,1.136437418836067e-06,1.0246018078419183e-07
1915,1.5915809115085722e-06,7.304072369151982e-08
1916,1.411888888469548e-06,8.460345757299592e-08
1917,1.527622941921436e-06,1.118575294611901e-07
1918,1.549512148812937e-06,7.925599732061528e-08
1919,1.6417593542428222e-06,7.090043085966613e-08
1920,1.5666947206227633e-06,7.2693424613135e-08
1921,1.2616197011539043e-06,4.5436483908645187e-08
1922,1.2409687144554482e-06,6.492583182193812e-08
1923,1.1974789515534212e-06,6.794206797167135e-08
1924,1.0029684034407182e-06,6.059063561991707e-08
1925,9.667398330748256e-07,4.9491802656120853e-08
1926,9.385048542753793e-07,5.3501466368288675e-08
1927,9.945108416786752e-07,3.2332752475383586e-08
1928,1.0820461113780766e-06,5.0274581830933585e-08
1929,9.669872866879814e-07,3.0079096546842266e-08
1930,9.400725389241416e-07,4.2014413725866007e-08
1931,1.1257086924842952e-06,4.105928219644284e-08
1932,1.076226482155107e-06,3.7262424257278326e-08
1933,8.362112708937275e-07,4.014731880275235e-08
1934,8.974203495881738e-07,4.553000465534751e-08
1935,8.677005922663739e-07,3.2314367182095793e-08
1936,8.899540659967897e-07,2.9099315845826368e-08
1937,9.216698515501776e-07,2.2664012444550963e-08
1938,8.907102255761856e-07,4.408172848968661e-08
1939,7.738789520317368e-07,6.117620188206274e-08
1940,8.190578597577769e-07,3.8036743532643413e-08
1941,8.205177550735243e-07,4.7224039789739436e-08
1942,7.100055654518656e-07,6.978687139280737e-08
1943,7.112926283525667e-07,2.3225881884414434e-08
1944,7.583119270293537e-07,4.177142010064472e-08
1945,9.672558007878251e-07,6.317661949140074e-08
1946,8.547558252303133e-07,4.872386494270131e-08
1947,7.235968411123395e-07,3.9338874380234756e-08
1948,8.001709659311018e-07,2.6092530802657166e-08
1949,6.920990784919923e-07,2.3560819517598475e-08
1950,7.178868912660619e-07,4.3604980959344175e-08
1951,7.686870873158114e-07,2.8785785310958545e-08
1952,6.516688841884388e-07,2.9525451417100612e-08
1953,7.444714640314487e-07,1.723812337317554e-08
1954,7.270766673173057e-07,2.247683328349126e-08
1955,5.443652639769425e-07,3.191106667799204e-08
1956,6.296664167848576e-07,1.5698054411927842e-08
1957,6.193361485884452e-07,2.032058654677371e-08
1958,6.758423012342973e-07,2.9780077070995503e-08
1959,6.712147637699672e-07,2.402731746897757e-08
1960,5.661241573307052e-07,3.944874915617902e-08
1961,6.871729567592411e-07,2.848745239703021e-08
1962,6.405375927442947e-07,2.4099434448032753e-08
1963,6.524247595507404e-07,4.526237340485295e-08
1964,6.12655611575974e-07,5.536410974116279e-08
1965,6.812693840174688e-07,1.9699356812452606e-08
1966,6.109599439696467e-07,3.8773523058921455e-08
1967,6.877817924078045e-07,2.5144711202074177e-08
1968,6.481113246081804e-07,3.8626176923628464e-08
1969,9.941907848087794e-07,2.8613074465333455e-08
1970,8.907730659757362e-07,3.3570693558360176e-08
1971,7.096126921624091e-07,3.494110334401057e-08
1972,6.233128431176738e-07,2.0520587895589415e-08
1973,6.450448353234606e-07,3.804110537686256e-08
1974,6.385023709754023e-07,2.9815528712617834e-08
1975,5.819998420975026e-07,1.9990180621931586e-08
1976,5.822083863904481e-07,2.0568696967870892e-08
1977,5.471283799352022e-07,2.938390863960194e-08
1978,5.77425467440662e-07,3.029701556300779e-08
1979,5.822713404768365e-07,2.2237498065180716e-08
1980,5.162116849533049e-07,2.5014663229683265e-08
1981,5.21857842272766e-07,2.846497348940602e-08
1982,6.511669852216073e-07,2.7313009187679427e-08
1983,5.405910457056962e-07,2.652432717908937e-08
1984,5.833802703136826e-07,2.7255339318799088e-08
1985,5.335800068451135e-07,2.3460676068509656e-08
1986,5.215202492081517e-07,2.99724272068147e-08
1987,5.359186445730302e-07,4.338680081872326e-08
1988,5.300953489495441e-07,3.1781735465585825e-08
1989,5.658253883211728e-07,4.719784918449932e-08
1990,5.257948032522108e-07,2.451892866517369e-08
1991,5.152227799953835e-07,2.6962740484748338e-08
1992,5.047108970757108e-07,3.305966433941876e-08
1993,5.212394285081245e-07,3.101956114193172e-08
1994,5.638896567461416e-07,2.4264662723538777e-08
1995,5.286889575017995e-07,2.277429400621145e-08
1996,4.932397246193432e-07,3.042712481970966e-08
1997,5.034639229961613e-07,2.7330897545141397e-08
1998,5.116202572708062e-07,3.099284029417504e-08
1999,5.36084613145249e-07,2.559312584082818e-08
2000,5.566719778471452e-07,3.4018841965632873e-08
2001,5.077824312138546e-07,3.3735331861350915e-08
2002,5.182985205465229e-07,3.7678503428395516e-08
2003,4.875299737250316e-07,2.875176807748403e-08
2004,4.6734835024153654e-07,2.95121012072741e-08
2005,4.701914662064155e-07,2.7923248380190557e-08
2006,4.822048964570058e-07,2.7589862838794943e-08
2007,4.929187582547456e-07,3.235528378553454e-08
2008,4.7172430583941605e-07,3.916844448781376e-08
2009,5.311766528848239e-07,2.7178697070695534e-08
2010,4.5348412669454774e-07,4.534841302472614e-08
2011,4.519934790891966e-07,6.233074500983093e-08
2012,5.463825516471843e-07,5.685101900354539e-08
2013,4.922805629803406e-07,5.6619239074962024e-08
2014,4.649210723073338e-07,5.110450729262084e-08
2015,4.945179625792662e-07,5.56360442161008e-08
2016,5.254989545733224e-07,6.421153919689004e-08
2017,4.845067351766374e-07,9.886352536625509e-08
2018,4.891879470392269e-07,5.008045533827499e-08
2019,5.010140071703972e-07,5.99482135044127e-08
