year,leurs_DET antennes_NOUN,leurs_DET centaines_NOUN
1877,3.525345100285904e-07,4.9478527941460015e-09
1878,3.5811797260976164e-07,6.039088673581716e-10
1879,1.3868168124986369e-07,7.331190321480108e-09
1880,1.501776081269668e-07,3.2089231272180996e-09
1881,2.0080822049628466e-07,2.7890030285249168e-09
1882,1.9699940079220823e-07,4.6587693702804245e-09
1883,1.8515662691953594e-07,1.0110942305630033e-08
1884,1.3401445020377878e-07,5.281357573494461e-09
1885,1.6629739985063452e-07,6.445635580831777e-09
1886,1.2197046472817163e-07,1.2906927748801422e-09
1887,1.6061154894941865e-07,5.876032105334161e-09
1888,1.5534505948266997e-07,8.876860135842435e-09
1889,1.9547226681737584e-07,1.2530273485467092e-09
1890,1.350203673311512e-07,1.1797895993481688e-08
1891,1.491567557243556e-07,7.0116419337296065e-09
1892,1.1346007156021187e-07,6.8953633913793055e-09
1893,1.1393070353804546e-07,4.926733243593162e-09
1894,1.2981171160220129e-07,1.1972925095804499e-08
1895,1.0171458786345511e-07,3.0093072478365457e-09
1896,1.1970968594177123e-07,2.948514543632541e-09
1897,9.847145765462528e-08,1.5732126712464378e-08
1898,7.355861175728506e-08,1.4711722506888236e-08
1899,1.0391847382607011e-07,7.738609753005221e-09
1900,1.4794501534964866e-07,1.4015843596837385e-08
1901,9.836180403510753e-08,6.706486921359556e-09
1902,1.0066081967963214e-07,7.856454153909453e-09
1903,9.990407345839003e-08,1.674068350610014e-08
1904,1.273786196520632e-07,1.0211787859759625e-08
1905,7.22506279249302e-08,7.2250627702885595e-09
1906,1.0545578010834333e-07,9.773950537805831e-09
1907,1.337139337032056e-07,9.771402353919711e-09
1908,1.0903284053398465e-07,1.1296195312482382e-08
1909,1.6282911463605387e-07,1.4302557360679202e-08
1910,1.3360376183157996e-07,6.947395880807505e-09
1911,1.9366161296829887e-07,2.181353320196422e-08
1912,1.1669103638922707e-07,1.614920641657136e-08
1913,1.2992324904814723e-07,1.5378670781274195e-08
1914,1.413012915563172e-07,9.37544086809794e-09
1915,9.778032250551405e-08,1.64930663570928e-08
1916,9.009719081909395e-08,2.96661473164761e-08
1917,1.0856760557231837e-07,1.2063066656686772e-08
1918,1.0452602694499546e-07,1.033773866510046e-08
1919,1.3627616191058678e-07,1.012863304339362e-08
1920,1.2872794075136085e-07,1.665891025126598e-08
1921,1.8174593741093759e-07,2.423279138463741e-08
1922,2.324049690471952e-07,2.2871599725249325e-08
1923,1.581776327697071e-07,3.1847844361720945e-09
1924,1.8435022663965128e-07,1.2891624656674594e-08
1925,1.099817765748412e-07,8.798542339150117e-09
1926,1.4601441211681276e-07,1.0031524944054127e-08
1927,1.8061744277986236e-07,1.7838759802657478e-08
1928,2.0224092356357914e-07,1.2568645679778001e-08
1929,2.239221696953564e-07,1.4482528065684619e-08
1930,1.1238856156836619e-07,4.201441416995522e-09
1931,1.1975624136795204e-07,1.1405356659111021e-08
1932,9.096415221065968e-08,2.1919073223131136e-09
1933,1.376479477066539e-07,1.4911860191091364e-08
1934,1.4857159946757292e-07,1.0783422155213884e-08
1935,1.3045429625435645e-07,1.3165112555668657e-08
1936,2.606813644945305e-07,9.699771652549316e-09
1937,1.0828361496351135e-07,2.0145789036973838e-08
1938,1.1409388755989625e-07,1.8151300906765755e-08
1939,1.2694061801710177e-07,1.070583532936098e-08
1940,1.9271950346677613e-07,1.2678914806940611e-08
1941,2.125081852710764e-07,8.854508237732261e-09
1942,2.1542903061444463e-07,9.102635090130207e-09
1943,1.1903264152124393e-07,1.4516175816936538e-08
1944,1.8315160765780547e-07,3.213186161588055e-08
1945,3.376681263489445e-07,2.178504088234945e-08
1946,1.6426902504917962e-07,6.960552134671616e-09
1947,1.0132740424495523e-07,1.1920871401116528e-08
1948,1.7286301901009438e-07,2.0656587551570738e-08
1949,1.9339505819004899e-07,1.570721330779179e-08
1950,1.4145030480250398e-07,1.808011518278363e-08
1951,1.4819348770345186e-07,8.529121409139861e-09
1952,1.202107671183228e-07,9.490323193972472e-09
1953,1.1097042262875334e-07,1.2928593307037772e-08
1954,1.0163437380583673e-07,1.4658803948464083e-08
1955,1.6518670342691166e-07,5.631364707880948e-09
1956,1.0988638443620857e-07,2.1802854632824165e-08
1957,1.528461481825616e-07,7.068030161150318e-09
1958,1.0174859221834254e-07,2.2335058080802384e-08
1959,6.743150482435567e-08,1.4726420971555854e-08
1960,9.619958252216065e-08,1.4533750203327145e-08
1961,7.990383155132008e-08,1.667558180429296e-08
1962,1.1478941175369073e-07,2.029426049432459e-08
1963,1.1638896157961653e-07,2.198458126656533e-08
1964,4.988853946619187e-08,1.764350798794112e-08
1965,6.128688667672577e-08,1.4227312661319047e-08
1966,8.142440055536326e-08,2.437192847537517e-08
1967,7.05037969672695e-08,1.3804939413830652e-08
1968,1.0959054630443887e-07,1.3025106326836067e-08
1969,2.025624041834817e-07,1.6804504454626112e-08
1970,6.76012554823302e-08,9.197449912790034e-09
1971,7.399292600851481e-08,9.24911525146399e-09
1972,1.0362896318838466e-07,1.0773308467548759e-08
1973,7.939013674240769e-08,8.821125663249774e-09
1974,9.788494659268565e-08,1.2376257352286757e-08
1975,8.967024101025345e-08,1.313640396460869e-08
1976,1.0227212943192399e-07,1.3712464053128315e-08
1977,5.818013948388767e-08,1.1165885105413054e-08
1978,7.366333365510513e-08,1.960395146216598e-08
1979,7.958683745368234e-08,1.2289143924704149e-08
1980,8.243468507806995e-08,1.4212877097463661e-08
1981,6.199038715681837e-08,8.223214109648325e-09
1982,9.000878242737542e-08,1.6139505953916e-08
1983,7.01000100189475e-08,1.1999100379966876e-08
1984,8.988462907311145e-08,1.971662860755785e-08
1985,6.316335865452771e-08,1.0226449020933615e-08
1986,8.392279804425584e-08,1.2588419195935785e-08
1987,5.621951332246411e-08,9.777306964053878e-09
1988,7.435726656623842e-08,2.0987938442740273e-08
1989,6.530865315212964e-08,9.878619922076837e-09
1990,5.33967781657374e-08,2.0704873870958096e-08
1991,7.03375802046935e-08,1.3481369798284959e-08
1992,5.840540850954312e-08,1.322386644631024e-08
1993,7.09018541655837e-08,1.4955860550003308e-08
1994,7.173900185009074e-08,9.494868002946077e-09
1995,6.235818150734929e-08,1.4640617607142303e-08
1996,9.555185354059859e-08,1.3879039695297024e-08
1997,7.91157614976612e-08,1.1987236203658824e-08
1998,5.912480360859007e-08,1.4781200263769279e-08
1999,7.129513851511504e-08,1.553868322901053e-08
2000,5.875982034275751e-08,1.1486881668076876e-08
2001,6.396569474098612e-08,1.4457998520622795e-08
2002,6.133710250821878e-08,9.200564754507923e-09
2003,6.500399829523218e-08,2.0417923185522824e-08
2004,7.223857623195329e-08,1.2333415538856585e-08
2005,6.710586775149352e-08,1.5763124139311913e-08
2006,9.347609863930018e-08,1.605977145713311e-08
2007,5.632216049100691e-08,1.4779574009082808e-08
2008,5.2792252347444446e-08,1.4049550856043425e-08
2009,8.296654918638069e-08,1.573503527474429e-08
2010,1.015615511690271e-07,2.0312309889636282e-08
2011,9.445210724656761e-08,1.950225658742255e-08
2012,1.0417013207586479e-07,1.838296409539808e-08
2013,1.0933369942733862e-07,1.8966050674418256e-08
2014,9.116524246621793e-08,1.992209530676803e-08
2015,8.489483893647787e-08,2.2387411396929124e-08
2016,8.865335088259485e-08,2.3199009380192592e-08
2017,7.823551406715978e-08,4.024978039751659e-08
2018,1.0558198759724746e-07,2.220061290358899e-08
2019,9.872322781490084e-08,2.397928527964055e-08
