year,suis_VERB avant_ADP,suis_VERB savant_ADJ
1981,2.213942273954217e-08,2.5302198114474095e-09
1982,3.848651530802272e-08,3.1037510339615437e-09
1983,3.031351525351056e-08,5.68378455412244e-09
1984,4.059305780401701e-08,5.799008495621649e-10
1985,4.2108904807491854e-08,6.015557829641693e-09
1986,5.2751470747125495e-08,2.997242676272549e-09
1987,3.666490044906823e-08,6.110816741511371e-09
1988,2.7584148298842592e-08,5.99655392008458e-09
1989,3.677041959804228e-08,6.036934507847036e-09
1990,3.214704236143007e-08,7.628111475810329e-09
1991,4.1616402768340777e-08,5.8614650910726596e-09
1992,3.581463658974826e-08,3.856960972825618e-09
1993,3.988229480000882e-08,1.661762283333701e-09
1994,4.114442830882581e-08,1.5824779264761446e-09
1995,4.446409818115171e-08,3.795715741716776e-09
1996,3.790045610685411e-08,1.6014276571496566e-09
1997,3.979762297490197e-08,4.315404922294874e-09
1998,4.625085381348981e-08,5.72175506974304e-09
1999,6.124069784618769e-08,4.570201106446348e-09
2000,4.373851325567557e-08,2.6508188977203417e-09
2001,4.775520778821374e-08,3.066848330846028e-09
2002,3.1544793444027164e-08,3.9430991805033955e-09
2003,4.583615265119079e-08,2.5001538617175356e-09
2004,4.845270495934528e-08,1.7619165015858584e-09
2005,4.819012033863146e-08,3.602999676388663e-09
2006,5.270899094966808e-08,3.294311934354255e-09
2007,4.753430715709328e-08,2.3966877371606188e-09
2008,5.449522788580907e-08,5.108927503272298e-09
2009,5.3403756083980625e-08,4.291373478793048e-09
2010,5.668551494864005e-08,4.723792912386671e-09
2011,5.5065196846726394e-08,2.2943831279320648e-09
2012,6.842547861651838e-08,3.744677901096338e-09
2013,6.972812371941473e-08,6.414987652192394e-09
2014,7.665676093893126e-08,7.795602385840539e-09
2015,8.179163302202141e-08,6.428068743957738e-09
2016,7.953946123961941e-08,5.799752234025846e-09
2017,8.955576191738146e-08,4.779661555431858e-09
2018,9.164206460354762e-08,3.872199894061623e-09
2019,8.52029913289698e-08,4.3366790158927415e-09
