year,aurions_VERB eu_VERB,aurions_VERB su_VERB
1951,2.6866732127928117e-07,1.7058242818279723e-08
1952,2.3409464233736799e-07,2.6362009464264702e-08
1953,1.960836613079664e-07,9.69644453618912e-09
1954,2.091322670594309e-07,1.7590565448699635e-08
1955,2.1493042368092574e-07,1.0324168187025862e-08
1956,2.258775708696703e-07,1.1337483840634377e-08
1957,1.7846775790530955e-07,7.068030161150318e-09
1958,1.9687939811774413e-07,1.7371711180658167e-08
1959,1.8911825350187428e-07,9.300897829689347e-09
1960,2.2285082934558886e-07,1.5225833038812198e-08
1961,2.0288625535158644e-07,1.320150300188061e-08
1962,2.4162852696463233e-07,1.9660065575521912e-08
1963,1.907485653873664e-07,1.7458344103715717e-08
1964,1.782602652156129e-07,1.7035111099517053e-08
1965,1.9371033488368994e-07,1.641613067704384e-08
1966,2.2100908836364397e-07,9.970334780007306e-09
1967,1.888318479359441e-07,1.1832804958089582e-08
1968,2.519684301205416e-07,1.3474247495537384e-08
1969,2.525217439597327e-07,1.2716921737876419e-08
1970,1.8624835718128452e-07,1.1496812390987543e-08
1971,2.0604973371973756e-07,8.735275613958038e-09
1972,1.5903455619081797e-07,1.0773308467548759e-08
1973,1.615368745433443e-07,1.543697081274331e-08
1974,1.7270505736632913e-07,1.1813700240281833e-08
1975,1.4792733793456136e-07,1.1994108817248161e-08
1976,1.794047506109564e-07,1.3712464053128315e-08
1977,1.604361443696689e-07,9.402850942308305e-09
1978,1.615840830027082e-07,9.504946163474415e-09
1979,1.7087762671508244e-07,1.2289143924704149e-08
1980,1.381491614438346e-07,6.822181042309694e-09
1981,1.6256662149771728e-07,1.2018544381930951e-08
1982,1.421518049937731e-07,8.069752865935698e-09
1983,1.4651533319920418e-07,1.136756910824488e-08
1984,1.7107075223066204e-07,9.278413592994639e-09
1985,1.3595160908153048e-07,1.0226449020933615e-08
1986,1.6185110496280686e-07,1.0790073723399018e-08
1987,1.2588282061187783e-07,8.555143260480236e-09
1988,1.217300393818732e-07,8.994830658082265e-09
1989,1.426911779844886e-07,1.0976243913773942e-08
1990,1.4220978528101114e-07,7.628111475810329e-09
1991,1.365721402635245e-07,8.7921980806982e-09
1992,1.2232075619067473e-07,5.509944056569793e-09
1993,1.4512723112147796e-07,1.3848018731721368e-08
1994,1.566653224926995e-07,4.2199412852994556e-09
1995,1.480329103742406e-07,8.133675954979935e-09
1996,1.2651278780140274e-07,8.007138063703678e-09
1997,1.3713398061554471e-07,7.671831170341648e-09
1998,1.2444817798495933e-07,1.0489884516573511e-08
1999,1.2293841678001627e-07,1.0968483010742602e-08
2000,1.418188162460865e-07,8.83606254831193e-09
2001,1.3713193425246573e-07,1.1391150245287918e-08
2002,1.2705542928870273e-07,1.0076809608960957e-08
2003,1.2125745740831917e-07,1.0000615446870142e-08
2004,1.6077487430266046e-07,1.4535810777260849e-08
2005,1.1889898843264746e-07,1.0358624180639708e-08
2006,1.325960568010487e-07,1.4412615101377924e-08
2007,1.3061948322956596e-07,9.18730247434496e-09
2008,1.6348568010471354e-07,1.3198063086861112e-08
2009,1.4209213361482398e-07,1.5258216023994464e-08
2010,1.573023098444537e-07,1.0864724231396394e-08
2011,1.62901201861132e-07,2.600300952337875e-08
2012,1.9336155787641474e-07,2.3148919225945974e-08
2013,2.069530751214188e-07,2.7612337305527035e-08
2014,2.1870995681183558e-07,3.009968807532459e-08
2015,2.2431743218476186e-07,3.1697027225163765e-08
2016,2.638887224293285e-07,2.83773591291947e-08
2017,1.7986620548526844e-07,2.389830733307008e-08
2018,2.3155756423420826e-07,3.278462656908232e-08
2019,2.066300055503234e-07,2.7040469419148394e-08
