year,ses_DET eaux_NOUN,ses_DET sots_NOUN
1965,1.319309681946379e-06,7.11365660821528e-09
1966,1.3615045659776115e-06,7.754704434148607e-09
1967,1.3188647791650965e-06,1.1832804958089582e-08
1968,1.6663153132867592e-06,6.737123747768692e-09
1969,1.4615376286997162e-06,5.450109252791435e-09
1970,1.5516098272883028e-06,6.438214850135182e-09
1971,1.2311600414705026e-06,2.569198631618974e-09
1972,1.3800095075566787e-06,6.156176013405457e-09
1973,1.226687846411778e-06,6.064523994098181e-09
1974,1.2229992556456182e-06,1.6876715580593782e-09
1975,1.2930791015719478e-06,1.1422960355389478e-08
1976,1.1124236749537886e-06,6.2848797277581525e-09
1977,1.1160008810406907e-06,6.464460078348111e-09
1978,1.3057420282791554e-06,1.1881182704343018e-09
1979,1.1212380819358714e-06,5.851973128301324e-09
1980,1.391156338570454e-06,4.548120546843393e-09
1981,1.22019844894794e-06,6.325549528618524e-10
1982,1.0589999241972237e-06,6.828252629986764e-09
1983,1.0496054976272262e-06,6.946847541655643e-09
1984,1.101811591297519e-06,1.0438215625185876e-08
1985,1.1940882806982245e-06,6.617113967877231e-09
1986,9.878912443639365e-07,4.7955883708539204e-09
1987,1.0467829305582654e-06,4.888653482026939e-09
1988,9.50453763692849e-07,4.797243047249822e-09
1989,1.2298881983952015e-06,2.1952488715726304e-09
1990,1.0777432066788606e-06,4.358920779878872e-09
1991,1.041582315508549e-06,8.20605094986604e-09
1992,1.056807288790651e-06,3.30596661157756e-09
1993,1.1050718882188448e-06,6.647048800267896e-09
1994,1.2522676300363855e-06,2.1099706426497278e-09
1995,1.0329769111194764e-06,4.337960657352369e-09
1996,1.050002737201794e-06,3.2028553142993132e-09
1997,1.0798102181297509e-06,2.876936688878118e-09
1998,9.397982623227108e-07,2.3840645013706308e-09
1999,1.1420932963801533e-06,1.8280804647829996e-09
2000,9.98033311105928e-07,4.859834756842929e-09
2001,1.0506145642352749e-06,3.066848330846028e-09
2002,1.0339682354754132e-06,5.6955880012310445e-09
2003,1.0467310360695592e-06,4.166923084358842e-09
2004,9.373395570833054e-07,6.166707589017051e-09
2005,9.782144125836112e-07,2.251874686720612e-09
2006,1.122124949404224e-06,4.117890028965121e-09
2007,1.0421596847720593e-06,5.991719120856942e-09
2008,1.1908058326071114e-06,4.6831836186811415e-09
2009,1.2955178974038972e-06,4.76819250749827e-09
2010,1.2584184929664843e-06,9.447586046817946e-10
2011,1.4829362982027305e-06,2.2943831279320648e-09
2012,1.6663816495565698e-06,2.382976926895708e-09
2013,1.2525960357834265e-06,6.693900156395927e-09
2014,1.4077558816438795e-06,5.197068553286499e-09
2015,1.7109745584775737e-06,6.649726283503021e-09
2016,2.066575945036675e-06,8.906761994609269e-09
2017,1.3310100044350293e-06,2.0124891197959016e-09
2018,1.5052531807668856e-06,4.904786632398128e-09
2019,1.4831442882723422e-06,6.632568272380013e-09
