year,ces_DET honnêtes_ADJ,ces_DET sonnettes_NOUN
1851,3.8954610204200435e-07,1.2253933867611977e-08
1852,3.007871853810684e-07,4.557381805270211e-09
1853,2.759032611265866e-07,9.55509116273845e-09
1854,2.6861584778714587e-07,6.234797400583858e-09
1855,2.812676669350367e-07,1.963566731433275e-08
1856,2.4436333312394254e-07,1.0872097000458325e-08
1857,2.924024045114493e-07,1.1227470564367792e-08
1858,2.867694028907408e-07,8.808616502875566e-09
1859,3.645996216050662e-07,9.165912029374113e-09
1860,2.760042026039855e-07,1.0069804545764782e-08
1861,3.376630139939607e-07,1.5091083938045813e-08
1862,3.1174104364595223e-07,6.325180879063197e-09
1863,3.081681132499625e-07,1.0988166154746182e-08
1864,2.838478962985391e-07,6.712619238236073e-09
1865,2.960605041124609e-07,1.4591217123438582e-08
1866,3.186976584856893e-07,1.2164032670014535e-08
1867,3.4697603013000844e-07,1.5043715606566366e-08
1868,2.6131933239526006e-07,1.8771521448357475e-08
1869,3.6235712741472526e-07,1.1232093810598087e-08
1870,3.767270158050451e-07,8.027668307875047e-09
1871,3.908593200208088e-07,1.805600113868877e-08
1872,2.945054085046195e-07,3.0236697590169115e-09
1873,2.711660052057141e-07,1.735941212999137e-08
1874,2.7901424104470607e-07,2.9873046258899194e-09
1875,2.917978711991509e-07,8.58229043387837e-09
1876,3.113697637502355e-07,3.627608879952504e-09
1877,3.3707247482084313e-07,2.535774523693135e-08
1878,2.9772706255926096e-07,5.435179639690091e-09
1879,3.5128619302327024e-07,7.942122848270117e-09
1880,2.9265378742593384e-07,7.059631101924424e-09
1881,3.1236832853664964e-07,1.3945015586713794e-08
1882,2.0964463587347382e-07,1.0648616211028639e-08
1883,2.641483725085436e-07,1.3270611720628267e-08
1884,2.766111037999508e-07,1.5844072720483382e-08
1885,2.8167428567371644e-07,1.9336907075562237e-09
1886,2.5813856030509896e-07,4.5174246565693466e-09
1887,2.0435534686669143e-07,1.4363633837888301e-08
1888,2.1748308576263753e-07,7.608737861986015e-09
1889,2.0737602390852317e-07,1.2530273485467092e-09
1890,2.0842948700305897e-07,7.865263829121005e-09
1891,2.179983233929761e-07,1.0198751621004476e-08
1892,2.444719804373108e-07,9.402768341715273e-09
1893,2.229346751647654e-07,2.4633666773077323e-09
1894,1.9156679087473094e-07,1.3233232065701372e-08
1895,2.654208941521574e-07,7.22233739480771e-09
1896,2.453164000826291e-07,1.769108692872834e-09
1897,1.683920256567717e-07,4.661370955894029e-09
1898,1.725798277618651e-07,7.3558613644664206e-09
1899,2.0949521761792766e-07,4.4220627160029835e-09
1900,2.0504659481446197e-07,7.786579381274805e-09
1901,1.766041481943148e-07,2.794369458047896e-09
1902,1.2423017992091445e-07,6.383369222096036e-09
1903,1.5876647907475672e-07,6.480264325148255e-09
1904,1.5801398234316366e-07,6.987012746151322e-09
1905,1.5275846454443354e-07,9.28936660926638e-09
1906,1.4815251780930794e-07,4.115347618238729e-09
1907,1.8565665094172346e-07,8.228549397415463e-09
1908,1.5667331787483363e-07,1.964555629285769e-09
1909,1.8153245839869214e-07,1.3752458727367411e-08
1910,1.950615011736545e-07,1.870452770447173e-08
1911,1.372656459608379e-07,8.512598848042785e-09
1912,1.8389257583351082e-07,7.81413189709923e-09
1913,1.2249906422567847e-07,9.01508212525215e-09
1914,1.5201608327686245e-07,2.0090231700464756e-09
1915,9.424609692665342e-08,1.1780761921542648e-09
1916,9.998590755344594e-08,6.592477230782379e-09
1917,1.502400195363407e-07,0.0
1918,1.2520149894612587e-07,2.2972752589112133e-09
1919,1.362761534728918e-07,7.366278698128781e-09
1920,1.461440688466098e-07,2.953170330499688e-08
1921,1.688722708337309e-07,3.7863738810983705e-09
1922,1.6526575574715707e-07,6.6401419362982494e-09
1923,1.1465224325490908e-07,1.2739137300599168e-08
1924,1.4438618656242852e-07,5.156649773851996e-09
1925,1.1438104774441626e-07,1.0998177923937646e-09
1926,1.2372213564759704e-07,0.0
1927,1.4828468497540825e-07,2.2298449753321847e-09
1928,1.382550927075954e-07,0.0
1929,1.37026997748535e-07,8.912325100141061e-09
1930,9.87338708569041e-08,4.201441416995522e-09
1931,9.238338716244243e-08,6.843213995466613e-09
1932,1.304184831241173e-07,6.575721855917038e-09
1933,7.914756849913829e-08,4.588264879146209e-09
1934,1.2341027932905035e-07,1.1981580172459871e-09
1935,9.694309888175212e-08,3.590485242455088e-09
1936,9.699771563731474e-08,4.849885826274658e-09
1937,9.443338466752493e-08,6.295559185076627e-09
1938,9.594258676415279e-08,6.482607339819424e-09
1939,1.0399954142314982e-07,6.117620188206274e-09
1940,1.01431314458722e-07,2.5357829169792012e-09
1941,7.378756272657938e-08,2.9515025978810172e-09
1942,1.274368961468042e-07,2.1239483061208375e-08
1943,1.1612940742367073e-07,5.806470415592457e-09
1944,1.8636479204303669e-07,0.0
1945,1.219962246779005e-07,4.357008087652048e-09
1946,1.2250571757022044e-07,2.7842208538686464e-09
1947,9.059861660887236e-08,0.0
1948,1.3154984479513132e-07,1.195907639583993e-08
1949,1.0111518733424418e-07,1.1780409536754632e-08
1950,1.1911605124481639e-07,8.508289184305795e-09
1951,9.595261474260042e-08,2.1322803522849654e-09
1952,9.701219561009111e-08,0.0
1953,1.0773827252563706e-07,5.386913581872932e-09
1954,4.9839934845863354e-08,3.9090144454689835e-09
1955,1.1356585893906868e-07,1.8771215692936494e-09
1956,9.767678399441593e-08,6.104799110673298e-09
1957,7.863183615341995e-08,9.718541527092839e-09
1958,9.016745483592103e-08,8.272243445794913e-10
1959,7.595733109155844e-08,7.750747821333448e-10
1960,6.782416761552668e-08,6.920833350854139e-10
1961,8.268309414916075e-08,6.948159270159238e-10
1962,1.0654486537475805e-07,5.70776070851764e-09
1963,6.724695467141828e-08,1.2932106496776896e-09
1964,1.0160227237321351e-07,3.6503808864551957e-09
1965,6.457011281213454e-08,2.73602163147757e-09
1966,8.751738267420706e-08,7.754704656193212e-09
1967,1.0797434590870125e-07,6.902469928959931e-09
1968,1.0779398351701275e-07,3.593132624768458e-09
1969,1.0536877947942003e-07,1.8167031212712459e-09
1970,1.0669042094235692e-07,3.219107425067591e-09
1971,1.0687866502934185e-07,1.0276794970565106e-09
1972,9.644675991182794e-08,3.591102859523687e-09
1973,7.939013091373681e-08,0.0
1974,5.6818273641567885e-08,2.812785782069227e-09
1975,6.910890881783871e-08,5.711480177694739e-10
1976,5.6563915329377323e-08,1.7140580066410394e-09
1977,5.818014159331142e-08,1.1753563677885381e-09
1978,8.376233573414993e-08,3.564354700280603e-09
1979,7.607565066791722e-08,2.3407893401383717e-09
1980,6.31051717547848e-08,2.2740602734216964e-09
1981,4.111607321277688e-08,4.427884614521815e-09
1982,5.5246768715377925e-08,2.483000915987077e-09
1983,3.8523428447234664e-08,4.4207211225000265e-09
1984,4.465236447259713e-08,1.1598016991243298e-09
1985,4.331201863827516e-08,1.2031116103372597e-09
1986,5.934540636687302e-08,2.997242676272549e-09
1987,5.1941943191025075e-08,2.4443267965246207e-09
1988,4.3774842861665775e-08,1.1993107618124554e-09
1989,8.122420958045495e-08,1.0976244357863152e-09
1990,4.413407439507466e-08,2.7243255429354463e-09
1991,5.2167039577000196e-08,1.1722930404189924e-09
1992,3.6365632505308554e-08,1.65298330578878e-09
1993,6.425480814087337e-08,2.7696036575264316e-09
1994,5.960666937809833e-08,5.274926606624319e-10
1995,5.042879358541086e-08,1.626735190995987e-09
1996,3.736664533349199e-08,3.2028553142993132e-09
1997,4.5072009235980204e-08,2.397447240731765e-09
1998,5.3403049093958543e-08,1.43043876743576e-09
1999,3.427650918652603e-08,9.140402323914998e-10
2000,3.7995069313012664e-08,7.510653432518666e-09
2001,4.205963266556978e-08,3.066848330846028e-09
2002,4.819343546458299e-08,1.0514931148009055e-08
2003,4.500276729046959e-08,2.0834614589126943e-09
2004,3.303593443249042e-08,2.642874807889939e-09
2005,3.648037028014528e-08,1.3511248786457486e-09
2006,3.4590275754808886e-08,3.294311934354255e-09
2007,3.1156939694909624e-08,2.7961355453243186e-09
2008,4.470311587567721e-08,1.2772318758180745e-09
2009,3.147007010539937e-08,2.384096253749135e-09
2010,3.8735104013198907e-08,2.3618964561933353e-09
2011,4.015170551596725e-08,1.529588788962144e-09
2012,5.99148459734522e-08,5.7872298064864935e-09
2013,7.19594246412214e-08,3.904775169871755e-09
2014,1.0675644412927454e-07,1.9489006242157103e-09
2015,1.3920093167030245e-07,7.53635653882867e-09
2016,1.4085111921247062e-07,4.9712160221648816e-09
2017,3.999821984734808e-08,2.7671724911471074e-09
2018,8.028361797585148e-08,5.679226700028295e-09
2019,1.2448819930455102e-07,1.7856914835689963e-09
