year,devons_VERB aider_VERB,devons_VERB céder_VERB
1847,3.775256551818984e-09,8.629157832729106e-09
1848,1.045878850192139e-08,3.218088684420195e-09
1849,3.3517659758786067e-09,5.865590679832167e-09
1850,6.788996032014438e-10,6.788996032014438e-10
1851,8.384270167027807e-09,3.8696632564949596e-09
1852,7.161600201754936e-09,6.510545436100301e-09
1853,5.971931837933653e-09,3.5831591027601917e-09
1854,1.2989160858012383e-08,6.754363734984281e-09
1855,1.5920811335945473e-08,7.960405667972736e-09
1856,1.1389816201301528e-08,1.7602443946884705e-08
1857,5.857811125054013e-09,4.881508974818871e-09
1858,4.404308473482388e-09,1.468102794888182e-08
1859,5.601390462572908e-09,8.147477359443656e-09
1860,3.204028820036342e-09,4.577183909670879e-10
1861,1.839225838295988e-08,8.017138064531082e-09
1862,8.584174260306554e-09,2.2589932147099034e-09
1863,1.9479021062807078e-08,8.490855130105501e-09
1864,1.102787461348953e-08,7.1920918109924514e-09
1865,9.88437331983505e-09,2.8241067262513297e-09
1866,1.3137154475373336e-08,1.9462451650298362e-09
1867,1.4073153309368536e-08,0.0
1868,4.44588676984381e-09,5.433861360870651e-09
1869,2.441759683335931e-09,3.4184632902167778e-09
1870,1.1468097582678638e-09,3.4404292748035914e-09
1871,2.1242354542039266e-09,5.3105884134652115e-09
1872,1.0885210954825197e-08,5.442605477412599e-09
1873,7.781805422268917e-09,8.979006871356887e-09
1874,7.169530746864439e-09,2.9873046258899194e-09
1875,4.577221712764867e-09,1.8881038954532414e-08
1876,7.255217759905008e-09,8.464420275799966e-09
1877,1.2369631985365004e-09,7.421779191219002e-09
1878,6.039088673581716e-10,5.435179861734696e-09
1879,1.649517855639715e-08,3.0546627449723474e-09
1880,7.059631101924424e-09,1.0268554007097919e-08
1881,3.4862537301449947e-09,6.972507571312292e-10
1882,7.320923423037584e-09,1.9966155395678697e-09
1883,3.159669414998234e-09,1.8958017378167824e-09
1884,1.0562715146988921e-08,2.6406787867472303e-09
1885,4.511945039809007e-09,4.511945039809007e-09
1886,7.098810428374236e-09,6.453463874400711e-10
1887,6.528924623161458e-10,3.264462256069578e-09
1888,1.9021844099853524e-09,5.706553452000662e-09
1889,5.6386229019267375e-09,1.3783300722991498e-08
1890,7.865263995654459e-09,9.176140736144589e-09
1891,5.736798147637501e-09,7.649063604731055e-09
1892,6.8953633913793055e-09,1.2537024751679837e-09
1893,1.0469308087124318e-08,5.542574843531156e-09
1894,1.3863386882917439e-08,7.561847148451761e-09
1895,1.745398137131815e-08,1.8055843487019274e-09
1896,3.5382172747233653e-09,5.307326134129653e-09
1897,3.4960281336537946e-09,5.2440420894583895e-09
1898,9.619203211741478e-09,1.0750873968845553e-08
1899,1.1607914629507832e-08,7.185851913504848e-09
1900,2.387884379118077e-08,8.824790675987515e-09
1901,6.706486921359556e-09,5.58873880507349e-09
1902,2.9461704187383475e-09,5.892340837476695e-09
1903,4.320176216765503e-09,4.860198465905796e-09
1904,1.1286712897629059e-08,4.299700151477737e-09
1905,1.857873321853276e-08,1.0321518084666081e-09
1906,1.0802787109298606e-08,3.0865106026567446e-09
1907,1.2342823652033985e-08,7.199980611716228e-09
1908,1.080505640516094e-08,8.840499887696751e-09
1909,1.2102163715610459e-08,5.5009836685826485e-09
1910,4.809735720812114e-09,5.878565634276356e-09
1911,1.9153347352585115e-08,9.044636151145369e-09
1912,9.897900277167082e-09,5.730363294986773e-09
1913,9.015082902408267e-09,1.060597942803554e-09
1914,1.4063162190325329e-08,1.0045115850232378e-08
1915,3.062998032987707e-08,3.534228465440492e-09
1916,3.5159878564172686e-08,1.4283700444650549e-08
1917,2.7416060532914344e-08,1.0966424435210342e-09
1918,1.8378202071289707e-08,9.189101035644853e-09
1919,3.038589824200244e-08,1.1049418269237776e-08
1920,3.028892692213958e-08,1.1358347151713133e-08
1921,1.741731914250977e-08,7.572747762196741e-09
1922,4.0578644444622114e-08,1.475587119159627e-08
1923,2.1231896241147297e-08,1.1677542488541803e-08
1924,2.1915761649893284e-08,3.867487219366694e-09
1925,2.4195990988573612e-08,9.898360353588487e-09
1926,1.3375366592072169e-08,4.458455382660986e-09
1927,1.5608915049369898e-08,2.2298449753321847e-09
1928,1.1426041446327417e-08,5.713020723163709e-09
1929,1.0026365515614089e-08,1.893869061575515e-08
1930,9.453243521306831e-09,4.201441416995522e-09
1931,2.6232321204133768e-08,4.5621426636444085e-09
1932,1.9727165678773417e-08,1.0959536611565568e-09
1933,1.3764794637438627e-08,6.882397318719313e-09
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,2.3036957230715416e-08,7.274828739411987e-09
1937,1.510934133364117e-08,3.777335333410292e-09
1938,2.3337385357535823e-08,2.5930428915188486e-09
1939,1.3764645423464117e-08,1.8352860564618823e-08
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,1.517105907566929e-08
1943,2.0322646676618206e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.6142048525912287e-08,1.3071024262956144e-08
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,4.4107220986688844e-08,4.7683483828109274e-09
1948,3.261566305923225e-08,4.348755133776194e-09
1949,3.9268034157657894e-08,3.9268033269479474e-09
1950,4.4668517773516214e-08,4.2541445921528975e-09
1951,4.371174711081949e-08,1.0661401761424827e-09
1952,3.4797853487589236e-08,2.1089607837865287e-09
1953,3.98631598841348e-08,2.1547654771580937e-09
1954,3.713563856422297e-08,1.172704333640695e-08
1955,3.9419553843345057e-08,6.569925492527773e-09
1956,4.0117249966442614e-08,2.616342476002842e-09
1957,3.710716001137371e-08,1.7670075402875796e-09
1958,3.22617488279775e-08,2.4816730892496253e-09
1959,4.417926291466756e-08,3.100299128533379e-09
1960,3.252791813679323e-08,4.152500121534786e-09
1961,3.265634873628187e-08,5.55852741612739e-09
1962,3.4880759613997725e-08,1.9025869768540815e-09
1963,3.4916688207431434e-08,1.2932106496776896e-09
1964,3.711220841751128e-08,3.6503808864551957e-09
1965,3.173785145804686e-08,4.924839203113152e-09
1966,3.101881773659443e-08,6.6468897053084675e-09
1967,3.894965061590483e-08,5.423369309198733e-09
1968,3.09907690621003e-08,6.287982134978165e-09
1969,3.6788236457141466e-08,9.083515273289322e-09
1970,2.7592349738370103e-08,3.219107425067591e-09
1971,3.5454942093338104e-08,7.193756701440179e-09
1972,2.8215808356435446e-08,5.643161493651405e-09
1973,3.6387145740945925e-08,3.859242703185828e-09
1974,2.418995848074701e-08,1.6876715580593782e-09
1975,2.513051278185685e-08,5.140332159925265e-09
1976,3.25671045686704e-08,5.713526984862938e-09
1977,3.2322301279918975e-08,2.938390863960194e-09
1978,2.7326720442033547e-08,2.970295565063452e-09
1979,3.3941446986318624e-08,7.022368020415115e-09
1980,1.8760998088396263e-08,4.548120546843393e-09
1981,2.340453342242199e-08,2.5302198114474095e-09
1982,3.41412622617554e-08,8.069752865935698e-09
1983,5.052253015946917e-08,6.946847541655643e-09
1984,3.073474630355122e-08,4.059305780401701e-09
1985,2.5866899733273385e-08,4.210890747202711e-09
1986,3.7765257587807355e-08,5.994485352545098e-09
1987,3.666490044906823e-08,3.0554083707556856e-09
1988,5.097070854276353e-08,4.197587610832443e-09
1989,3.951447880012893e-08,6.585746614717891e-09
1990,5.5031375012504213e-08,3.2691906959314565e-09
1991,3.8099525312418336e-08,6.4476117778156095e-09
1992,3.8018615811097334e-08,3.30596661157756e-09
1993,4.3205819366676224e-08,1.1078414852150331e-09
1994,4.800183361908239e-08,2.637463358823311e-09
1995,3.0907969517102174e-08,3.253470381991974e-09
1996,3.3096171137003694e-08,2.135236876199542e-09
1997,3.116681313031222e-08,6.7128524960935465e-09
1998,2.7178336026167926e-08,2.86087753487152e-09
1999,4.798711117359744e-08,1.3710603763428253e-09
2000,3.269343196166119e-08,2.6508188977203417e-09
2001,4.205963222148057e-08,1.7524847129024579e-09
2002,5.0384048932983205e-08,2.1906108038649563e-09
2003,3.4585461605729506e-08,4.583615265119079e-09
2004,4.2726476578991424e-08,3.523833003171717e-09
2005,4.4136747590073355e-08,2.702249757291497e-09
2006,4.2414267653612114e-08,2.4707338397433887e-09
2007,4.314037838071272e-08,1.1983438685803094e-09
2008,3.320802832718073e-08,5.960415716543821e-09
2009,4.291373301157364e-08,3.814554005998616e-09
2010,2.5036102968556406e-08,4.2514138876015295e-09
2011,3.785732261007979e-08,2.2943831279320648e-09
2012,3.676592896795228e-08,2.7234021704458655e-09
2013,4.3789263770577236e-08,2.7891249310130206e-09
2014,4.655707286360666e-08,3.681256854903836e-09
2015,3.4135261728351907e-08,5.319781060109108e-09
2016,3.728412067971476e-08,5.178350193091319e-09
2017,5.006066672308407e-08,4.2765391228272165e-09
2018,4.207790738064432e-08,4.64663996169179e-09
2019,4.9234063936864914e-08,3.3162841361900064e-09
