year,leurs_DET eaux_NOUN,leurs_DET seaux_NOUN
1846,1.3178481932385466e-06,1.5807153364022497e-08
1847,1.2911377176294536e-06,1.240441438454809e-08
1848,1.242986698457571e-06,1.528592186161859e-08
1849,1.4136072472581418e-06,1.7596770485184265e-08
1850,1.3306432302684357e-06,2.0366988984221734e-08
1851,1.3118157955460674e-06,1.870337307252612e-08
1852,1.3424744675916145e-06,3.385483537954315e-08
1853,1.461928928137013e-06,3.4637203327747557e-08
1854,1.3550292843333978e-06,2.6497888327980945e-08
1855,1.4100531942062844e-06,8.491099379170919e-09
1856,1.3900753312867664e-06,6.2126271904716646e-09
1857,1.4498081668534724e-06,2.9777204701986193e-08
1858,1.3071008506670978e-06,2.936205589776364e-08
1859,1.2455456204207849e-06,1.884104072757964e-08
1860,1.2436208720600916e-06,3.020941363729435e-08
1861,1.342634897483208e-06,2.2165028923382124e-08
1862,1.3874736257690756e-06,2.2589931703009825e-08
1863,1.2971030667330297e-06,2.8968800691586694e-08
1864,1.458556289080093e-06,2.7809422320501653e-08
1865,1.2684945289720417e-06,1.3179164426446732e-08
1866,1.2431641103205493e-06,2.0922136301226857e-08
1867,1.1714686873887104e-06,4.0278337110066786e-08
1868,1.3061026660210473e-06,2.0747471296544973e-08
1869,1.3317356568620653e-06,1.1720445947105418e-08
1870,1.406562120109811e-06,2.8096838633473453e-08
1871,1.1173478124959502e-06,2.7615060460561835e-08
1872,1.1465755296313773e-06,9.675742873582749e-09
1873,1.2187505653571407e-06,3.6514628209971534e-08
1874,1.3251683341763965e-06,1.6728906260254917e-08
1875,1.2764727213010474e-06,1.6592428764283795e-08
1876,1.4395560707924915e-06,1.5115036333668286e-08
1877,1.478171014923646e-06,3.0924081073635534e-08
1878,1.2029865033014175e-06,3.381889696063567e-08
1879,1.3183924245652179e-06,1.221865097988939e-08
1880,1.2457039346713827e-06,2.0537108014195837e-08
1881,1.3680059565146507e-06,1.6036766581351003e-08
1882,1.1893173095245402e-06,2.7952617998039386e-08
1883,1.2802980187132107e-06,1.3270611554094813e-08
1884,1.1658596577035496e-06,2.2445769687351458e-08
1885,1.3155542504250661e-06,2.707166935067562e-08
1886,1.0938621457512454e-06,3.033127882190456e-08
1887,1.1477849781726945e-06,2.415702127223085e-08
1888,1.0512739123669235e-06,1.775372027168487e-08
1889,1.122712486534283e-06,2.4434033463194282e-08
1890,1.1135903026371352e-06,1.7041404731799048e-08
1891,9.873666328985564e-07,3.059625441892422e-08
1892,1.2223599092919812e-06,1.56712811616444e-08
1893,1.1091308387278787e-06,2.0322774574310642e-08
1894,1.182798868626378e-06,1.2603078580752936e-08
1895,1.0255718585483464e-06,1.6852119699706236e-08
1896,1.116897330177835e-06,2.240870955461105e-08
1897,9.142113661653184e-07,2.3889525024856084e-08
1898,1.0864041177782724e-06,2.8857609635224435e-08
1899,9.535072944544254e-07,3.6482017407024614e-08
1900,1.0812963360251615e-06,2.9589003247565415e-08
1901,1.02273922308882e-06,2.3472702892490815e-08
1902,8.376944222732163e-07,1.4730851205513318e-08
1903,9.909404106167585e-07,2.970121215639665e-08
1904,9.486213539133814e-07,2.0961039126632386e-08
1905,1.0636324176971357e-06,2.2707340008309984e-08
1906,1.0067168751959343e-06,3.137952475640304e-08
1907,1.030111567601466e-06,1.9542805318462086e-08
1908,1.0613511740587e-06,3.58531409005991e-08
1909,8.565031279772484e-07,1.7603147384193107e-08
1910,1.091810023723383e-06,1.7101282168141552e-08
1911,9.816089772129999e-07,2.6601870928288918e-08
1912,8.710152243907032e-07,2.8651816919023076e-08
1913,8.452965651883915e-07,2.4924052155483878e-08
1914,9.187932459298054e-07,1.4063162190325329e-08
1915,8.505709878647849e-07,1.6493066468115103e-08
1916,8.097759307545971e-07,3.29623865980011e-08
1917,8.246751193041746e-07,9.869782324756216e-09
1918,7.546549269932257e-07,4.824278221349232e-08
1919,6.832223444774854e-07,2.9465114792515124e-08
1920,6.565124976987136e-07,1.2115570768855832e-08
1921,7.345565116168018e-07,1.5145495524393482e-08
1922,8.366578896357169e-07,1.8444838545406128e-08
1923,7.484243660371703e-07,1.6985516992917837e-08
1924,8.792087937692372e-07,4.1253198190815965e-08
1925,9.579412996174597e-07,2.4195990988573612e-08
1926,7.612812815693815e-07,1.5604593173179637e-08
1927,7.726413127073783e-07,3.1217830098739796e-08
1928,8.032506730870637e-07,2.8565102283550914e-08
1929,8.656096017745085e-07,1.3368487650211591e-08
1930,7.100435919227266e-07,2.3107928015519974e-08
1931,7.00288884658562e-07,1.596749932275543e-08
1932,8.121016694673244e-07,2.4110979879310435e-08
1933,6.744749416753848e-07,3.211785326584504e-08
1934,6.110605959008808e-07,3.2350264689284813e-08
1935,6.259412757003702e-07,4.188899538348778e-08
1936,7.068708445245875e-07,1.4549657478823974e-08
1937,7.013253018328669e-07,3.399602022113868e-08
1938,6.210337772927232e-07,3.241303758727554e-08
1939,7.310556071615792e-07,1.8352860564618823e-08
1940,7.50591727438632e-07,9.128818589942966e-08
1941,7.644391892824842e-07,2.066051862925633e-08
1942,7.555187195862345e-07,4.8547388331598995e-08
1943,6.067761706418651e-07,5.516146828199453e-08
1944,5.815866721547991e-07,2.5705489292704442e-08
1945,5.315549813644793e-07,2.832055301382752e-08
1946,5.554520754458281e-07,2.227376683094917e-08
1947,4.816031857757253e-07,3.5762614203349585e-08
1948,4.7510149592255857e-07,3.044128504825494e-08
1949,6.253434357006427e-07,3.239612667016445e-08
1950,6.26422774985258e-07,2.6588404367089424e-08
1951,6.51411619756459e-07,2.8785785421980847e-08
1952,6.35851671759724e-07,2.003512733494972e-08
1953,6.572034489948919e-07,2.3702419582605216e-08
1954,5.482392735345343e-07,3.029486150829541e-08
1955,5.302868579803999e-07,2.440258128899586e-08
1956,5.119310024781498e-07,2.3547081839936368e-08
1957,5.48655819443411e-07,2.6505113215335996e-08
1958,5.931198465702892e-07,2.6471179026543723e-08
1959,5.138746086430501e-07,1.705164542897819e-08
1960,4.830741744399347e-07,3.114374941270981e-08
1961,4.947089333739996e-07,1.8065214379969774e-08
1962,4.718415551607791e-07,1.8391673961559718e-08
1963,4.972395082347703e-07,2.7804028301936512e-08
1964,5.305220174278702e-07,1.8860301709278104e-08
1965,4.492547596157692e-07,2.7907421540351862e-08
1966,4.7248308021607954e-07,3.378835733425234e-08
1967,4.5457693609307626e-07,2.9582013283402375e-08
1968,5.048351185976685e-07,1.6169096284102125e-08
1969,5.068601822699748e-07,1.862120768691966e-08
1970,4.796470083334725e-07,1.5635665207014426e-08
1971,4.83523194816371e-07,1.9525909777939887e-08
1972,5.022413542832282e-07,1.487742551375959e-08
1973,4.972909701805861e-07,1.598829157956061e-08
1974,4.7029780070317884e-07,2.1377172032543967e-08
1975,4.2836102398524645e-07,1.6563292959403952e-08
1976,4.86221148676691e-07,9.141642998145016e-09
1977,4.266543554010127e-07,2.11564152863275e-08
1978,4.556433665925397e-07,3.0297016673230814e-08
1979,3.9149702502072614e-07,1.6385525825057812e-08
1980,4.349140336756818e-07,1.4212877097463661e-08
1981,3.529656584788654e-07,2.340453342242199e-08
1982,4.1714415122129367e-07,2.1726258681020738e-08
1983,3.8333967289361226e-07,1.1999100379966876e-08
1984,4.0477079465972565e-07,2.435583495996596e-08
1985,3.9702681675635176e-07,2.2257564680217e-08
1986,3.3089560824706155e-07,2.8174081845300236e-08
1987,3.8375929101164274e-07,1.4054878871849752e-08
1988,3.1601838568207086e-07,2.758414824333144e-08
1989,3.709970526344364e-07,2.3050112929468014e-08
1990,4.173666727780301e-07,3.160217648678909e-08
1991,3.1182993787126634e-07,1.934283488935762e-08
1992,3.818391354215578e-07,1.7080827419135858e-08
1993,3.1628873653488654e-07,2.271075000281897e-08
1994,3.492001487970242e-07,2.8484603120659813e-08
1995,3.134176509433928e-07,2.2774294172744902e-08
1996,3.4484074618035265e-07,2.4021415523378664e-08
1997,3.2988873677197716e-07,2.2536004284923195e-08
1998,3.156501664491884e-07,2.6224711291433778e-08
1999,3.656160831866373e-07,2.1936966021485205e-08
2000,3.127966237137514e-07,2.6066385050427243e-08
2001,3.0537047379652904e-07,1.8839211080035057e-08
2002,3.369159262689436e-07,3.855474872693776e-08
2003,3.3460391435369274e-07,2.2918076325595393e-08
2004,2.858709411412974e-07,2.2023955992267474e-08
2005,2.940948569118973e-07,2.432024759357887e-08
2006,3.471381315733879e-07,2.5119129165585008e-08
2007,3.1236829656222653e-07,3.4352522965130916e-08
2008,3.2995157628334937e-07,2.7673358715674112e-08
2009,3.247139055417847e-07,2.4317781566196572e-08
2010,3.131874706241433e-07,3.7317963830219014e-08
2011,3.5486458749289795e-07,4.0916500410048684e-08
2012,3.8570182425701205e-07,4.765953745544671e-08
2013,2.783546673157389e-07,4.853077467670275e-08
2014,3.109579207460911e-07,5.825047466601063e-08
2015,3.754878585837673e-07,5.7409302200994716e-08
2016,4.2669605626599605e-07,5.2819171536544474e-08
2017,2.8350940928234536e-07,5.534344893476373e-08
2018,3.198437168450141e-07,5.498523947267131e-08
2019,3.431078550164557e-07,4.4387187925210014e-08
