year,quelques_DET airs_NOUN,quelques_DET serres_NOUN
2000,7.731555307088911e-08,1.3254094488601709e-09
2001,6.265132834748499e-08,1.3143635069212678e-09
2002,5.783212309040664e-08,1.3143663935011318e-09
2003,6.917091743829928e-08,2.9168460979889232e-09
2004,7.532193269099707e-08,4.404791253964646e-10
2005,5.5846496316291905e-08,9.007499190971657e-10
2006,6.794518636610292e-08,4.1178899179428186e-10
2007,6.151498088691199e-08,2.396687653893892e-09
2008,1.0217855006544596e-07,2.554463751636149e-09
2009,8.582746335861202e-08,4.291373478793048e-09
2010,8.502827131273705e-08,5.196172381261022e-09
2011,8.718655908346307e-08,2.6767803251726008e-09
2012,8.612759350157262e-08,3.404252713057332e-09
2013,7.921115185993699e-08,2.2313000336282585e-09
2014,8.553508390463094e-08,3.4647122948427977e-09
2015,1.0839053654621011e-07,2.438232948875907e-09
2016,9.279603063738762e-08,3.935546250000144e-09
2017,6.968243160265786e-08,2.264050280587071e-09
2018,8.751172275722752e-08,3.355906774693551e-09
2019,7.806022295220316e-08,4.846876844322168e-09
