year,quels_PRON ont_VERB,quels_ADJ sont_VERB
1938,4.1877642331655807e-07,4.663587446884776e-06
1939,3.991747092868536e-07,4.72433208642542e-06
1940,4.107968365474335e-07,4.2043282348913635e-06
1941,3.276167888088821e-07,4.132103498477591e-06
1942,2.791474855712295e-07,3.901996393551599e-06
1943,3.570979387745865e-07,4.174852051619382e-06
1944,3.438109104081377e-07,3.868676074603172e-06
1945,3.2459710297416677e-07,4.4572190631697595e-06
1946,3.1183272852786104e-07,4.503477100570308e-06
1947,3.826599481726589e-07,4.92451195555077e-06
1948,3.5333636105860933e-07,5.141315540413416e-06
1949,3.3279658140372703e-07,4.943845198113195e-06
1950,4.200967822498569e-07,5.395319050194303e-06
1951,3.976702984687108e-07,5.08442261093478e-06
1952,3.3743371830041724e-07,4.9982372445356305e-06
1953,4.223340255293806e-07,4.827752036362654e-06
1954,3.6940187442269234e-07,4.835451022699999e-06
1955,3.4163612383508735e-07,4.846727961194119e-06
1956,3.505899002220758e-07,5.045180188290033e-06
1957,3.383819375812891e-07,4.80007577152719e-06
1958,3.449525465271108e-07,4.478592416035099e-06
1959,3.5033380640925316e-07,4.948852307506968e-06
1960,3.4327332798511634e-07,4.803058544666783e-06
1961,3.00160486688128e-07,4.817158611558625e-06
1962,3.0124292749178494e-07,4.917552814731607e-06
1963,3.2071624644913754e-07,4.826908906352401e-06
1964,4.0701746684135287e-07,5.06855403159534e-06
1965,3.748349683974084e-07,4.970256924252681e-06
1966,3.4951560934359804e-07,4.932546090685719e-06
1967,3.806218984436782e-07,4.935266076699918e-06
1968,3.328139186464796e-07,5.014216640120139e-06
1969,4.2102094255369593e-07,5.696272694422078e-06
1970,3.996291866315005e-07,5.241166917357987e-06
1971,3.530079126790042e-07,5.024325076874447e-06
1972,3.8373498512100923e-07,4.899290161120007e-06
1973,3.010209184139967e-07,4.82350188235614e-06
1974,3.335964038342354e-07,5.225593696422948e-06
1975,3.3240814900636906e-07,4.5623304743003246e-06
1976,3.9766148063336004e-07,4.660523700295016e-06
1977,3.4849315966312133e-07,4.5680223479394044e-06
1978,3.409899420603324e-07,4.330097141291844e-06
1979,3.3122169895705156e-07,4.609599244531637e-06
1980,3.547534106473904e-07,4.739141473919517e-06
1981,3.352541142476184e-07,4.658134798773972e-06
1982,3.2216937029261317e-07,4.464435477302686e-06
1983,3.4671086268645013e-07,4.489558392606341e-06
1984,3.3576259284018306e-07,4.64442589986902e-06
1985,3.1220746166127356e-07,4.293905277563681e-06
1986,3.4468291687517194e-07,4.498861528645648e-06
1987,3.3059518500522245e-07,4.391232835132541e-06
1988,3.5679495624663105e-07,4.50221259029604e-06
1989,3.698994390788357e-07,4.805948748298761e-06
1990,3.007655209330551e-07,4.355651668674909e-06
1991,3.70444610098275e-07,4.417200131001664e-06
1992,3.2012775363909896e-07,4.2613909556621365e-06
1993,3.4952398664245266e-07,4.388159993595764e-06
1994,3.2071554301182914e-07,4.481577661863412e-06
1995,3.1070642592112563e-07,4.310306053412205e-06
1996,3.288264878165137e-07,4.2032137628211785e-06
1997,3.025578507731552e-07,4.20608131435074e-06
1998,3.194646609472329e-07,4.4434196126985626e-06
1999,3.3316766234747774e-07,4.563803031487623e-06
2000,3.5432613287866843e-07,4.55322333436925e-06
2001,3.1895221752620273e-07,4.669057233286367e-06
2002,3.0230427228161716e-07,4.528430395112082e-06
2003,3.5793867425581993e-07,4.848631704135187e-06
2004,3.4049035946281947e-07,4.765103199133591e-06
2005,3.368804755154997e-07,5.147785770986957e-06
2006,3.2490150658759376e-07,5.011060352444474e-06
2007,2.816108093384173e-07,4.8045596940937685e-06
2008,2.87802919274327e-07,5.0084522627003025e-06
2009,2.7464788843190036e-07,4.967026200120017e-06
2010,2.6217051640742284e-07,4.968013001871441e-06
2011,2.581181064442717e-07,5.368474262468226e-06
2012,2.556593869940116e-07,5.023315225116676e-06
2013,2.529736349288214e-07,4.9147172944685735e-06
2014,2.0181948912068037e-07,4.320279742842104e-06
2015,1.9949178664546707e-07,4.693598498306528e-06
2016,2.0630547226119234e-07,4.6580295816056605e-06
2017,2.1231759461670663e-07,4.516025398970669e-06
2018,2.2949238598357624e-07,4.418180196807953e-06
2019,1.994872391719582e-07,4.472901935059781e-06
