year,pouvons_VERB avoir_VERB,pouvons_VERB savoir_VERB
1847,5.743783049183548e-07,1.5047093882003537e-07
1848,5.092625201541523e-07,1.1906928421012708e-07
1849,5.714761073249974e-07,1.7680565633781953e-07
1850,6.07615163517039e-07,1.4189001262820966e-07
1851,4.495258849601669e-07,1.8767866549751488e-07
1852,4.850356276620005e-07,2.285201503582357e-07
1853,4.699910221006576e-07,2.1558673779509263e-07
1854,6.982972990954295e-07,1.782112946102643e-07
1855,5.476758815348148e-07,1.7300615695603483e-07
1856,4.93903826281894e-07,1.625637366942101e-07
1857,4.4909884877597506e-07,1.718291144925388e-07
1858,5.192190428715548e-07,1.6295940952204546e-07
1859,5.479178639689053e-07,1.9604867418365757e-07
1860,4.856391910834645e-07,1.327383358784573e-07
1861,5.998705887577671e-07,2.249514636787353e-07
1862,5.995368042022164e-07,1.956288002702422e-07
1863,6.512985351037059e-07,1.833025891073703e-07
1864,6.026972982908774e-07,1.706923171695962e-07
1865,5.591730882770207e-07,2.2686990064357815e-07
1866,6.923767159605632e-07,2.4376720375585137e-07
1867,5.119716206536395e-07,1.3199647241890489e-07
1868,5.868570269740303e-07,2.1735445443482604e-07
1869,6.690420946142694e-07,1.997359362349016e-07
1870,7.408390843011148e-07,2.1846726383500936e-07
1871,6.670099423899956e-07,1.5506918771279743e-07
1872,6.029197265888797e-07,1.5783555795678694e-07
1873,7.039541287667817e-07,1.9514374116624822e-07
1874,5.681853281203075e-07,1.3741600923822261e-07
1875,5.521273465092236e-07,1.8366101528499712e-07
1876,5.719530236092396e-07,1.7352061831843457e-07
1877,4.886004489890183e-07,2.2574577940304152e-07
1878,5.054717462371627e-07,1.5037331024814193e-07
1879,5.956592303846264e-07,2.181029117309663e-07
1880,5.301141072777682e-07,1.8932647094516142e-07
1881,5.055068186265999e-07,1.58973179509303e-07
1882,6.083021730773908e-07,1.597292396127159e-07
1883,5.377757474889222e-07,1.6556667503664357e-07
1884,5.215340479480801e-07,1.855076874335282e-07
1885,5.072715225651336e-07,1.637191502368296e-07
1886,4.788470278072054e-07,1.4972036410654255e-07
1887,5.712809070246294e-07,1.6126443824759917e-07
1888,5.497312827174028e-07,1.3822540267938166e-07
1889,4.510898463649937e-07,2.1301464414591464e-07
1890,4.5618529043167655e-07,1.487845793235465e-07
1891,5.64118465717911e-07,1.7019166875797964e-07
1892,5.227939254837111e-07,1.874285260328179e-07
1893,4.59417861975453e-07,2.0014853419070278e-07
1894,5.154658992978511e-07,1.8589540218272305e-07
1895,5.838056154061633e-07,1.5287281485143467e-07
1896,5.726014933316037e-07,1.7985938427500514e-07
1897,5.611125288851326e-07,2.3306854757265683e-07
1898,6.167607011775544e-07,1.9747658086544106e-07
1899,5.682350661118107e-07,1.5145565157581586e-07
1900,5.632292641166714e-07,1.8999254791651765e-07
1901,5.952006745246763e-07,1.9728248901174084e-07
1902,5.224542292125989e-07,1.7480610381426231e-07
1903,6.869080380056403e-07,1.738870878398302e-07
1904,7.013886147433368e-07,2.4078320848275325e-07
1905,5.934873001933738e-07,1.9249631577622495e-07
1906,5.319086540112039e-07,1.9907993475953845e-07
1907,5.369128643906151e-07,2.6074215497828845e-07
1908,6.782628361179377e-07,2.784757668905513e-07
1909,6.188606676005293e-07,2.73948984386152e-07
1910,5.643423151013849e-07,1.7315048239652242e-07
1911,6.171633799567644e-07,2.420770215394441e-07
1912,6.600336632800463e-07,2.3963337980603683e-07
1913,6.570404025296739e-07,2.0946809797806054e-07
1914,5.99358543240669e-07,2.3706472518369992e-07
1915,7.893110591794539e-07,2.1087564050503715e-07
1916,7.735173426226538e-07,1.7909563609919132e-07
1917,6.996579031692818e-07,2.2590833737012872e-07
1918,6.949257453925384e-07,2.1709250574986072e-07
1919,6.021932676958386e-07,1.574542096705045e-07
1920,7.011886395957845e-07,2.5745586640368856e-07
1921,6.323244292616437e-07,1.8628958287081332e-07
1922,5.149798880665912e-07,1.7190589574056503e-07
1923,6.327105097625463e-07,2.3355086398169078e-07
1924,7.734974474260525e-07,2.114226447247347e-07
1925,6.279959734456497e-07,2.3426119355463015e-07
1926,5.539631047213334e-07,1.9840126697090454e-07
1927,5.875641591046588e-07,1.9511143989348056e-07
1928,6.021523972776777e-07,2.388042616985331e-07
1929,6.673103598586749e-07,2.15009848147929e-07
1930,6.270651056183851e-07,2.4998576009238604e-07
1931,6.911645868967753e-07,2.132801739662682e-07
1932,6.893548629705037e-07,2.5097338607338315e-07
1933,4.829148565477226e-07,1.9958952179877087e-07
1934,5.751158482780738e-07,2.096776512416909e-07
1935,5.457537781694555e-07,2.4415300003965967e-07
1936,5.577368824560835e-07,2.4734418957450544e-07
1937,6.572563506779261e-07,2.1908545022597536e-07
1938,5.199050860937859e-07,2.268912595582151e-07
1939,5.24585914263298e-07,2.6458707225174294e-07
1940,4.1079684365286084e-07,2.6625721716300177e-07
1941,5.253674544292153e-07,2.0660517918713595e-07
1942,4.7030283667481854e-07,2.6094221539096907e-07
1943,5.95163214711647e-07,2.7580733785725897e-07
1944,5.333889134817582e-07,2.570548929270444e-07
1945,6.535512397931598e-07,2.2656442411062017e-07
1946,6.487234713858925e-07,2.1299290153820039e-07
1947,6.949867952243949e-07,2.0980732529096713e-07
1948,5.446815976029029e-07,2.402687186986441e-07
1949,5.526975428438163e-07,2.0812058210140094e-07
1950,6.072791620681528e-07,2.21215515239237e-07
1951,6.322211447695736e-07,2.40947684915227e-07
1952,5.567656558014278e-07,1.855885471968577e-07
1953,6.141081598798337e-07,2.251729966928906e-07
1954,7.153496426326456e-07,2.7558550641515467e-07
1955,6.063102659936703e-07,2.261931513203308e-07
1956,5.084425538370851e-07,2.476804183970671e-07
1957,5.813454890812864e-07,2.2440995905981254e-07
1958,5.360413979360601e-07,2.0266996614282107e-07
1959,4.875220156463911e-07,2.363978097719155e-07
1960,4.934554453939199e-07,1.958595845508171e-07
1961,5.91983166486898e-07,1.924640145034573e-07
1962,5.371637143980479e-07,2.06747785114203e-07
1963,5.483213385559793e-07,2.1984581621836696e-07
1964,5.925784876126272e-07,2.555266576109716e-07
1965,6.030192025718861e-07,2.3529786119524942e-07
1966,4.80237758893054e-07,1.7503475646662991e-07
1967,5.862169132342387e-07,1.720687095030371e-07
1968,5.497493020811817e-07,2.0301199299410655e-07
1969,5.318398166309635e-07,2.0574162817865727e-07
1970,5.518469947674021e-07,2.055630119457419e-07
1971,4.871200758316263e-07,1.865238345999387e-07
1972,4.4734881043950736e-07,1.9545859686331823e-07
1973,4.686223178396176e-07,1.797304491901741e-07
1974,4.4554528244589164e-07,2.087087125346443e-07
1975,3.883806414251012e-07,1.5820799603716296e-07
1976,4.2565775970615505e-07,1.9026045094960864e-07
1977,4.5309988649933075e-07,2.0451200555271498e-07
1978,4.633661205843964e-07,1.7287121067965927e-07
1979,4.2894964735751273e-07,1.503957207660278e-07
1980,4.502639399106556e-07,1.603212496092965e-07
1981,4.4025824763593846e-07,1.7838050325735821e-07
1982,4.537684219485527e-07,1.9739857748390932e-07
1983,5.54484756776219e-07,1.521991208619511e-07
1984,4.413045360251999e-07,1.6469184060952102e-07
1985,4.060501623825985e-07,1.732480683358517e-07
1986,4.537825475381396e-07,1.738400783324323e-07
1987,4.509782911554794e-07,1.692696258714932e-07
1988,4.059666878220014e-07,1.5830902100333333e-07
1989,4.5825819938727363e-07,1.5256979679634242e-07
1990,4.664045150093443e-07,1.5692114629928255e-07
1991,4.2612850847945083e-07,1.6470717412175873e-07
1992,3.9120604355957767e-07,1.3334064874470641e-07
1993,4.6252381480371696e-07,1.4180371010752424e-07
1994,5.005905450161663e-07,1.4822543903392216e-07
1995,4.1752872448341805e-07,1.371880102851719e-07
1996,4.3985880893160356e-07,1.5160182442741643e-07
1997,4.794894721271703e-07,1.3281857036417932e-07
1998,4.787201532963081e-07,1.339844288850145e-07
1999,4.940387725582696e-07,1.393911333025244e-07
2000,4.669859379191621e-07,1.2237947544235794e-07
2001,4.5608413756781374e-07,1.5334241254549852e-07
2002,4.77991250136256e-07,1.1697861168613599e-07
2003,4.3252660475445737e-07,1.320914577718213e-07
2004,5.056700160821492e-07,1.2377464031487762e-07
2005,4.692907111802924e-07,1.2880724398200982e-07
2006,5.200894861445704e-07,1.461850871464776e-07
2007,4.809353413293138e-07,1.430023672810421e-07
2008,4.764075072216656e-07,1.017528106217469e-07
2009,5.183024995858432e-07,1.1491344054093133e-07
2010,4.534841195891204e-07,9.683775914481885e-08
2011,4.955867893841059e-07,1.105127864775568e-07
2012,4.78297522477078e-07,8.136164098004883e-08
2013,5.145935801920132e-07,8.088462521982365e-08
2014,5.086630494588462e-07,1.0329173250056556e-07
2015,5.248850811767625e-07,9.84159456152156e-08
2016,5.327486860551289e-07,1.1102382302397018e-07
2017,5.234987270341662e-07,8.628546765976353e-08
2018,5.823789024361758e-07,7.925103062689232e-08
2019,5.408094239101047e-07,8.826417285945354e-08
