year,des_DET herbes_NOUN,des_DET serbes_NOUN
1907,6.891409949361105e-07,1.7485666803374045e-07
1908,7.647033042346152e-07,1.6404038816197897e-07
1909,6.969745935947458e-07,1.5402753639204292e-07
1910,8.764407315453582e-07,9.512587961779673e-08
1911,7.51236836293856e-07,7.554931125142161e-08
1912,6.584708227563851e-07,1.9535329798259227e-07
1913,6.702979113981655e-07,3.245429565090774e-07
1914,6.495841322617935e-07,3.6497253796952123e-07
1915,4.983262078539497e-07,9.754471279599386e-07
1916,5.702492522630109e-07,8.449358031015208e-07
1917,6.33859361443001e-07,9.124065294408013e-07
1918,8.511404558930735e-07,1.0946516741938694e-06
1919,6.224505444407669e-07,8.333102918811619e-07
1920,7.814543394601969e-07,2.9607426332844966e-07
1921,6.747318206379305e-07,2.9155078845599647e-07
1922,7.909146617635088e-07,1.8666177448167787e-07
1923,6.804822518802212e-07,1.953334445303767e-07
1924,7.348225690151367e-07,1.7403693330919623e-07
1925,8.589576836470769e-07,1.6277303127587572e-07
1926,8.337311410144821e-07,2.9983112548315205e-07
1927,7.458831312590064e-07,1.8842190740997466e-07
1928,7.415500888896531e-07,2.0566874403549207e-07
1929,7.976530955744465e-07,2.785101702595938e-07
1930,6.816838915568724e-07,4.67410354421105e-07
1931,7.516129816309558e-07,1.6309660555435812e-07
1932,6.488045904973205e-07,2.487814720897319e-07
1933,6.802102934244658e-07,2.8217830316812353e-07
1934,6.062679460683285e-07,1.8331817841499287e-07
1935,6.86979493735862e-07,1.8909889298868165e-07
1936,8.560048421202282e-07,2.4249428731693e-07
1937,6.69847478818042e-07,2.4174946466892777e-07
1938,6.89749420246244e-07,1.8799560930204962e-07
1939,6.423501019980904e-07,1.5599931391108157e-07
1940,6.161952654792913e-07,1.8511215071903564e-07
1941,5.932520501517047e-07,2.9515025090631752e-08
1942,8.253056100748779e-07,8.49579322448335e-08
1943,1.013229082857947e-06,1.335488235554294e-07
1944,7.808042603585363e-07,1.9921753846574575e-07
1945,6.165166368532482e-07,2.1567189456561664e-07
1946,7.628765175127228e-07,1.2528994464133802e-07
1947,8.058508633723704e-07,1.2755331613156784e-07
1948,7.566833666317052e-07,7.501602294901488e-08
1949,6.979892983594027e-07,1.0995049293249792e-07
1950,6.221686454921382e-07,9.040057169507065e-08
1951,6.90858826146723e-07,7.889437370067753e-08
1952,6.379606336537336e-07,3.690681482648728e-08
1953,7.595548190408863e-07,8.295847309103266e-08
1954,7.075315942017824e-07,1.0456613885878596e-07
1955,6.260200606789112e-07,6.945350028431108e-08
1956,6.392597065030259e-07,4.447782231409292e-08
1957,6.228701732169384e-07,4.94762097957846e-08
1958,6.692244731709707e-07,6.783239536733987e-08
1959,5.78980843712884e-07,5.3480158856977766e-08
1960,7.280716864954684e-07,7.059249895746689e-08
1961,6.385358570781818e-07,5.2111194637216585e-08
1962,6.532215195420576e-07,5.644341172228451e-08
1963,6.653569037951002e-07,4.138274078968607e-08
1964,6.777540537683535e-07,7.604960372553649e-08
1965,9.06717566806492e-07,8.755269098603691e-08
1966,6.081903975996283e-07,8.807128570875733e-08
1967,6.90740000308665e-07,6.162919574670411e-08
1968,6.373318974794984e-07,6.33289640727952e-08
1969,6.285792917282151e-07,6.267625957123713e-08
1970,6.061119375289081e-07,8.41566651921255e-08
1971,6.099277598536901e-07,6.525764462139705e-08
1972,5.581600053261582e-07,6.771794147653054e-08
1973,5.540769780765231e-07,7.167164917110114e-08
1974,5.445553412641857e-07,9.113426224782728e-08
1975,5.488732597314083e-07,5.026102467553528e-08
1976,5.056471295006304e-07,5.313580137000784e-08
1977,5.453653528775249e-07,5.5829427136888654e-08
1978,5.447522291035511e-07,6.059403134806018e-08
1979,5.565226572912252e-07,8.719440391935507e-08
1980,5.68515044818696e-07,1.080178615997518e-07
1981,5.661366948572777e-07,6.199038715681837e-08
1982,5.66744956742582e-07,7.511077471100691e-08
1983,5.772198949927088e-07,4.6101805928344675e-08
1984,6.465894486495927e-07,4.755187088534285e-08
1985,5.823060416076942e-07,5.053068685700879e-08
1986,5.946529579858861e-07,8.871838647062091e-08
1987,5.243080813954748e-07,3.788706381957496e-08
1988,5.240987785981588e-07,6.776105709871416e-08
1989,4.895404970284289e-07,7.40896460849072e-08
1990,6.184218683813469e-07,1.0679355888498776e-07
1991,5.703205907536812e-07,2.0280669943417706e-07
1992,5.526474087247379e-07,2.931290161711786e-07
1993,5.882638092202797e-07,3.954994038934956e-07
1994,5.543947718678055e-07,3.608049732317653e-07
1995,6.083989685379265e-07,3.1450216164685685e-07
1996,5.759801435800682e-07,2.8558793241373337e-07
1997,5.753873537628351e-07,2.0042658355201581e-07
1998,5.621624525886659e-07,2.5461810060356527e-07
1999,5.712751516284698e-07,3.6104589495877804e-07
2000,5.708096963985554e-07,2.889392529681345e-07
2001,5.7525313224005e-07,2.9091246456225406e-07
2002,6.059229225030549e-07,1.954024820838285e-07
2003,5.921197416824953e-07,2.0876283590709477e-07
2004,5.550037105450656e-07,1.9116793392726095e-07
2005,6.183648206814496e-07,1.6663873114719507e-07
2006,6.880994085634029e-07,1.552444455210633e-07
2007,6.886482548651429e-07,1.226305173518405e-07
2008,6.884279741825594e-07,8.685177188549886e-08
2009,7.238116062069366e-07,1.1491343965275291e-07
2010,9.499547530822383e-07,1.2943193117287422e-07
2011,1.0271189196942032e-06,8.489218006335619e-08
2012,1.1962544412824627e-06,9.293609620764087e-08
2013,1.0740920046714564e-06,9.817719853755236e-08
2014,1.2975348013810617e-06,1.0459100008297639e-07
2015,1.2186731446206522e-06,9.68643480980802e-08
2016,1.273874119078755e-06,8.513207461202654e-08
2017,1.1649795652601824e-06,7.043712102472455e-08
2018,1.2703397302971098e-06,9.628870523137323e-08
2019,1.2145252767936654e-06,6.071350999725666e-08
