year,vos_DET heures_NOUN,vos_DET soeurs_NOUN
1910,6.519864015341881e-08,4.275320542035388e-09
1911,6.331245128166074e-08,9.576673676292558e-09
1912,6.876435953984128e-08,5.209421061191932e-09
1913,5.621169019143224e-08,6.363587545799021e-09
1914,4.0180463956041024e-08,8.70576671863077e-09
1915,5.301342953512034e-08,1.0602685840410686e-08
1916,4.614733883911981e-08,1.6481192632866737e-08
1917,3.838248618937001e-08,2.1932848870420685e-09
1918,8.844509391536803e-08,4.594550517822427e-09
1919,6.629650606271298e-08,1.0128633542993981e-08
1920,4.921950669256603e-08,9.843900805606154e-09
1921,5.4523782044846314e-08,1.1359121254717053e-08
1922,5.754789844658603e-08,4.426761179843197e-09
1923,5.8387715107244276e-08,1.2739137300599168e-08
1924,9.797634659136634e-08,1.418078698911529e-08
1925,8.138651819145082e-08,6.598906976407193e-09
1926,5.684530501870455e-08,5.57306911730393e-09
1927,7.246995847864923e-08,2.787306307983073e-08
1928,4.684676802035881e-08,5.713020612141406e-09
1929,5.3473950156757155e-08,8.912325322185666e-09
1930,5.882018072611572e-08,6.302162347537887e-09
1931,6.272945984875378e-08,4.5621426636444085e-09
1932,3.2878610278785914e-08,4.383814644626227e-09
1933,5.047091233834067e-08,8.02946331646126e-09
1934,5.870974284505337e-08,4.7926320689839486e-09
1935,8.736847156853855e-08,2.2739739868882225e-08
1936,6.06235719402548e-08,8.487300195980652e-09
1937,6.043736699989921e-08,2.5182236296217297e-09
1938,4.797129449229942e-08,6.4826072287971215e-09
1939,6.270560426457905e-08,1.2235240376412548e-08
1940,5.32514401463402e-08,7.607348528892999e-09
1941,5.312704587367989e-08,2.3612021227137348e-08
1942,7.888950892542823e-08,9.102635312174812e-09
1943,8.419382169222445e-08,1.1612940831184915e-08
1944,4.498460803858961e-08,2.2492303131116387e-08
1945,6.317661416233022e-08,2.178504043826024e-09
1946,7.099763355000732e-08,9.744772988540262e-09
1947,6.079644321310695e-08,8.344609669919123e-09
1948,6.523132767277673e-08,1.0871887834440486e-08
1949,5.890204990421921e-08,2.945102384188658e-09
1950,4.147790888531233e-08,9.57182533234402e-09
1951,6.929911311459591e-08,7.462981344019681e-09
1952,5.483298082253896e-08,8.435843135146115e-09
1953,5.2791754967529414e-08,5.386913581872932e-09
1954,7.427127712844594e-08,5.86352189024808e-09
1955,5.819076909219234e-08,9.385607846468247e-09
1956,9.069987516596711e-08,1.1337483618589772e-08
1957,6.449577372169557e-08,8.835037423882142e-09
1958,8.106798721208008e-08,4.9633461784992505e-09
1959,8.680837848551448e-08,6.200598479111363e-09
1960,7.405291757578425e-08,2.6991250789976107e-08
1961,6.18386145623262e-08,4.168895617606694e-09
1962,9.893451702325251e-08,6.78589336944313e-08
1963,1.0216364088044827e-07,5.819447812527301e-09
1964,6.996563817196488e-08,1.764350793242997e-08
1965,4.8153983300824876e-08,6.566451937750628e-09
1966,5.1513396215341345e-08,1.6063316343739587e-08
1967,6.951773512398063e-08,1.1339772176821583e-08
1968,7.365922224944477e-08,1.3474247717581989e-08
1969,6.040537792184608e-08,7.72098804335819e-09
1970,4.920635765515158e-08,2.2533753363251918e-08
1971,8.632507497718933e-08,5.6522370117662035e-09
1972,7.438713250929041e-08,2.0520587451500205e-09
1973,4.520827223686297e-08,1.5436970590698706e-08
1974,2.925297337696975e-08,3.3753429495853027e-09
1975,3.255543568059238e-08,1.4278700444236847e-08
1976,3.999468833892905e-08,2.171140245366132e-08
1977,4.407586368104788e-08,5.289103821581875e-09
1978,4.396037667220298e-08,2.435642465492549e-08
1979,3.4526642878063285e-08,8.192762579461998e-09
1980,4.09330855322132e-08,7.95921106799824e-09
1981,4.3646290914800545e-08,1.5181319312773667e-08
1982,4.531476560654113e-08,2.358850825778802e-08
1983,6.125856211181002e-08,1.136756866415567e-08
1984,5.799008562235031e-08,9.858314109489896e-09
1985,4.210890736100481e-08,1.6242006850575308e-08
1986,3.776525964171995e-08,2.0381249798973045e-08
1987,4.460896302349582e-08,1.772136820621384e-08
1988,3.1182079085478875e-08,1.7390005768724848e-08
1989,3.84168536982088e-08,2.5245361023884527e-08
1990,4.7948126857821904e-08,1.307676250617007e-08
1991,3.1065765349058694e-08,1.641210245484359e-08
1992,3.471264764520754e-08,1.7631821835895067e-08
1993,4.597542135886812e-08,1.1078414907661482e-08
1994,3.48145151596313e-08,1.7934750462522686e-08
1995,3.0907969517102174e-08,1.1929392029763619e-08
1996,3.790045521867569e-08,2.6690460508405067e-08
1997,3.596170772279805e-08,3.356426026002168e-08
1998,4.100591277644838e-08,2.241020680138206e-08
1999,4.935817088380645e-08,1.9651865745817787e-08
2000,2.9600810913521514e-08,1.23704884114062e-08
2001,4.6002723741445095e-08,1.5334241237896507e-08
2002,3.417352778534166e-08,6.571832134039113e-09
2003,3.3335384952426494e-08,1.2084076517204778e-08
2004,4.184551594121899e-08,3.964312045301455e-09
2005,3.648037194547982e-08,1.30608737158866e-08
2006,3.9531743545317966e-08,8.235779835885637e-09
2007,5.7520503693453406e-08,5.59227145147112e-09
2008,6.173287436794794e-08,1.6178270362265934e-08
2009,7.4860620591366e-08,5.245011536203492e-09
2010,8.739016849057535e-08,3.779034529749481e-09
2011,1.1739594163451272e-07,3.059177577924288e-09
2012,1.106382128135408e-07,6.127654827992046e-09
2013,1.0682348605683956e-07,6.4149877077035455e-09
2014,1.1650095328719079e-07,9.744503315367581e-09
2015,1.2368490587277847e-07,8.64464447247748e-09
2016,1.4209392129593823e-07,7.042556315894899e-09
2017,1.1043533665322514e-07,9.30776167251679e-09
2018,1.474017503055869e-07,1.4198067277426674e-08
2019,1.377533425106492e-07,1.173454405867247e-08
