year,ces_DET eaux_NOUN,ces_DET sots_NOUN
1864,4.623076790721825e-06,4.0275714430215714e-08
1865,4.041296563173091e-06,4.00081754392545e-08
1866,4.033106449696788e-06,4.5736761933312664e-08
1867,3.77936947870694e-06,5.0469241230644e-08
1868,4.232484059230046e-06,4.2976904812697114e-08
1869,3.72856680996847e-06,4.639343220702585e-08
1870,4.470837893677526e-06,6.823518194920553e-08
1871,3.6621818253479432e-06,6.372706451429622e-08
1872,3.91928051612922e-06,3.4469834542250055e-08
1873,4.588870922361821e-06,2.6937020392026056e-08
1874,4.160717878676223e-06,4.839433254133496e-08
1875,3.6360304989102588e-06,7.037478511051631e-08
1876,4.221932044856658e-06,8.585340927069751e-08
1877,3.7238776258163853e-06,7.236234922380902e-08
1878,3.415708647480642e-06,4.7104892875182713e-08
1879,3.5617366052065336e-06,4.7041805117942204e-08
1880,3.207639565516729e-06,5.1342769147311174e-08
1881,3.521116354932019e-06,8.018384001218237e-08
1882,3.758961440780695e-06,3.3942464616742996e-08
1883,3.7631662621606665e-06,4.423537092179686e-08
1884,3.479094345948397e-06,4.357119820497246e-08
1885,4.2618543147909804e-06,3.931837655457571e-08
1886,3.419045071950677e-06,4.3238207014795194e-08
1887,3.862511846364214e-06,2.8727268341910417e-08
1888,3.7301836641745467e-06,2.282621336391344e-08
1889,3.4614880064509634e-06,3.3205224791998944e-08
1890,3.2221363426288008e-06,3.539368675919974e-08
1891,2.9417025189104606e-06,2.1672348138324082e-08
1892,3.253357959920322e-06,2.9462007944403013e-08
1893,3.053343021974797e-06,3.140792359523914e-08
1894,3.5269714544483577e-06,2.898708117982096e-08
1895,2.967176840229513e-06,2.768562623600701e-08
1896,2.8229078736785596e-06,2.7716036077318762e-08
1897,2.7915785665300064e-06,2.3306854890492446e-08
1898,2.7675014280248433e-06,2.2067583316243145e-08
1899,2.9848924043562874e-06,3.4823743888523495e-08
1900,2.9080280512516765e-06,2.699347678714048e-08
1901,2.5568481589743897e-06,1.9560586150824122e-08
1902,2.4934422242495202e-06,2.7988617423702067e-08
1903,3.43129988777946e-06,4.48218282489421e-08
1904,2.6733385709576396e-06,1.9348651569828235e-08
1905,2.7976474541446805e-06,4.025391886486318e-08
1906,3.0885684054737794e-06,4.835533484737198e-08
1907,2.3749649642468285e-06,2.4685647970201785e-08
1908,2.5421349789667147e-06,3.978225215917064e-08
1909,2.4836941747707897e-06,4.7308457595818254e-08
1910,3.2572597774560563e-06,3.847788399014007e-08
1911,2.4878068813904974e-06,2.8197983170663576e-08
1912,2.426548405765061e-06,2.8651816474933867e-08
1913,2.496117161854272e-06,4.5605711873619725e-08
1914,2.4161852252291283e-06,1.9420557606508737e-08
1915,2.4197685775106947e-06,1.1780762143587253e-08
1916,1.8436961539691765e-06,1.9777431248257926e-08
1917,1.8083634216736755e-06,2.0836206093832743e-08
1918,1.6138358915895878e-06,2.8715940736390166e-08
1919,1.8047382468466822e-06,2.3940406601585806e-08
1920,1.7431277967716596e-06,1.9687802055301518e-08
1921,1.7886829937197035e-06,2.7261890522822796e-08
1922,1.8894892406251529e-06,4.721878799074375e-08
1923,2.1380519683589227e-06,6.475728442367767e-08
1924,2.1993111829488043e-06,4.2542360301212057e-08
1925,2.2469277496384166e-06,3.299453510408057e-08
1926,1.992929526295484e-06,4.2355327245502394e-08
1927,2.012435089682185e-06,5.351628029615085e-08
1928,1.9767051071539754e-06,3.085031063942978e-08
1929,1.8615619410411455e-06,4.01054640608578e-08
1930,1.9463176670342364e-06,3.67626118435993e-08
1931,1.933207926185787e-06,3.5356604755065746e-08
1932,2.095463457862934e-06,1.3151443600811774e-08
1933,2.1289549181346956e-06,1.4911860191091364e-08
1934,1.7157622664853989e-06,2.2765002327673756e-08
1935,1.6827407449682141e-06,4.4282652211791174e-08
1936,1.7495963220426347e-06,2.5461901032031165e-08
1937,1.7186875993502326e-06,1.636845392560815e-08
1938,1.7127047868825684e-06,3.2413036477052515e-08
1939,1.9224621610192116e-06,2.7529290846928234e-08
1940,1.856193136973161e-06,1.5214697501875207e-08
1941,1.6705504322089837e-06,8.854508237732261e-09
1942,1.7325349119801103e-06,2.7307905936524435e-08
1943,1.6083923242149467e-06,2.9032351633873077e-08
1944,1.542329385983976e-06,4.177142010064472e-08
1945,1.1959987205045763e-06,2.3963544482086263e-08
1946,1.364268172210359e-06,4.1763311031672856e-08
1947,1.2528835497960245e-06,3.814678706248742e-08
1948,1.5111924085431383e-06,3.152847383169899e-08
1949,1.4607708038738565e-06,1.9634015746561317e-08
1950,1.54531807083913e-06,2.4461331182834556e-08
1951,1.6077394207059115e-06,1.812438221726609e-08
1952,1.7936711174115771e-06,1.898064705407876e-08
1953,1.7475147728873708e-06,2.0470272588113403e-08
1954,1.6183320070695117e-06,2.8340355395783945e-08
1955,1.7269518082230206e-06,1.6894093679553635e-08
1956,1.370091368357862e-06,2.703553825256222e-08
1957,1.803231185704135e-06,1.5019564092444426e-08
1958,1.6221869429955404e-06,2.0680609058576493e-08
1959,1.6276570136142254e-06,4.417926424693519e-08
1960,1.5073575383439675e-06,1.3841667145797487e-08
1961,1.483432058080325e-06,4.029932343385667e-08
1962,1.490993952302233e-06,2.6002021424886834e-08
1963,1.3889081884599364e-06,2.0044764514892677e-08
1964,1.3494241386524664e-06,3.346182486652083e-08
1965,1.313837643124316e-06,2.845462471201543e-08
1966,1.270663730679189e-06,2.7141466296676242e-08
1967,1.4095829925508951e-06,3.845661744605877e-08
1968,1.3034089221264367e-06,3.188905184359214e-08
1969,1.3575314454783438e-06,2.4979668528102295e-08
1970,1.6265690021555201e-06,2.6672604402921962e-08
1971,1.172582244635123e-06,3.802414072495708e-08
1972,1.2240530224971735e-06,2.1546616213452552e-08
1973,1.139579254072487e-06,2.6463377711394287e-08
1974,1.3748897487175782e-06,2.0814615142583648e-08
1975,1.2885099351933604e-06,1.7134440533084216e-08
1976,1.20098334832619e-06,1.8854638683674096e-08
1977,1.1935744339552912e-06,1.4691955041445937e-08
1978,1.1625737812437364e-06,1.4257419467256227e-08
1979,1.0919782198470784e-06,2.165230061912382e-08
1980,1.2041149375363602e-06,1.9329513156751688e-08
1981,1.1234175900654009e-06,2.1506867620146863e-08
1982,1.1937027153408053e-06,1.8001757084995518e-08
1983,9.997145085094417e-07,1.6419821502466903e-08
1984,1.1151493026773096e-06,2.0876430806282542e-08
1985,1.13333112494729e-06,2.947623478632977e-08
1986,9.878911768623766e-07,2.9372979659658682e-08
1987,9.820082667033603e-07,2.4443267410134695e-08
1988,8.239265198994872e-07,1.4991384134077634e-08
1989,1.0564635175569492e-06,1.9757239066997556e-08
1990,1.007455573187599e-06,1.3621627881210685e-08
1991,8.674968583477494e-07,1.4067516318494455e-08
1992,9.080387783910737e-07,1.652983222522053e-08
1993,8.818418422151808e-07,1.2186256725943423e-08
1994,9.632016144678346e-07,2.7957110293463927e-08
1995,8.50782512884507e-07,2.602776427718112e-08
1996,8.220661911195748e-07,1.548046779653589e-08
1997,7.216316006974921e-07,1.2466725429760572e-08
1998,7.776818620186532e-07,1.8118891720320107e-08
1999,8.628539731603269e-07,1.5081664139771078e-08
2000,9.255775808014732e-07,1.5021307087081937e-08
2001,7.272811615166574e-07,1.0514908582726079e-08
2002,7.29911484143031e-07,1.1391175447350577e-08
2003,7.550464431460568e-07,1.9167845310974485e-08
2004,6.87587913716925e-07,2.1583476783604283e-08
2005,7.305082050379497e-07,1.2160124240878645e-08
2006,7.655157219232933e-07,1.153009171472874e-08
2007,7.014305865027382e-07,1.6377365907871422e-08
2008,7.518638440728864e-07,1.702975849227073e-08
2009,7.762617286743989e-07,1.6211854303449513e-08
2010,9.041339552595673e-07,1.747803457519126e-08
2011,8.932798465366432e-07,1.3383901542596277e-08
2012,9.821269344456596e-07,1.80425401286044e-08
2013,8.863839155992537e-07,3.235384959943133e-08
2014,1.0214405179453934e-06,2.3170263041549788e-08
2015,9.730766024063087e-07,3.1032054925717034e-08
2016,1.2668315463315594e-06,4.184106838778234e-08
2017,9.199590635944332e-07,1.6603035057904947e-08
2018,9.626289099173846e-07,2.19424661773715e-08
2019,9.295799188180354e-07,2.321398828719623e-08
