year,vieux_ADJ airs_NOUN,vieux_ADJ cerfs_NOUN
1842,5.500777433553594e-08,1.609983613093391e-08
1843,3.6622846977252266e-08,2.5990408047960045e-08
1844,4.390849023261367e-08,9.165897196794504e-08
1845,4.464182268293371e-08,5.3012167100519036e-08
1846,4.4494210982293225e-08,1.8148954339380907e-08
1847,5.716816975365191e-08,9.168480197274675e-09
1848,4.746680865030939e-08,6.43617736884039e-09
1849,1.4245005175439474e-08,5.027648741773305e-09
1850,3.86972773824823e-08,2.308258739702751e-08
1851,3.5471913406581734e-08,1.6768540334055615e-08
1852,4.101643469311966e-08,2.6042181744401205e-09
1853,7.584353767242646e-08,3.583159102760192e-08
1854,6.494580873095401e-08,1.1430461910322265e-08
1855,6.580602018857462e-08,2.7596072982305486e-08
1856,3.986435714864456e-08,1.1907534958055521e-08
1857,8.200935042168567e-08,1.8061583784145796e-08
1858,9.200110895335456e-08,2.397901255335455e-08
1859,8.656694916453489e-08,1.884104072757964e-08
1860,8.284703056915532e-08,5.492620747116206e-09
1861,5.659156343540417e-08,1.7920661399273285e-08
1862,6.054101933661293e-08,7.228778020618165e-09
1863,5.8437063188421234e-08,6.99246927027275e-09
1864,6.376988181955312e-08,3.164520467890952e-08
1865,4.8009813014004976e-08,1.4591217123438582e-08
1866,8.90407179099384e-08,4.379051787850585e-09
1867,8.104195359237565e-08,9.220341823379385e-09
1868,5.8290513749170714e-08,3.013323279787983e-08
1869,9.132180878168583e-08,1.123209392162039e-08
1870,5.6193677266946906e-08,1.2614907340946502e-08
1871,3.9298356568906456e-08,3.18635318130589e-09
1872,5.2007116613239646e-08,6.047339518033823e-09
1873,5.3874039451784483e-08,2.095101514498765e-08
1874,5.377148326601855e-08,5.377148226681783e-09
1875,4.63443683429432e-08,4.577221601742565e-09
1876,6.711076139254146e-08,5.441413541973361e-09
1877,9.772008979780367e-08,6.184815992682502e-10
1878,1.2017786316098622e-07,3.0195443923020093e-09
1879,6.231511662235789e-08,2.443730107160036e-09
1880,5.455169471701993e-08,6.417846254436199e-10
1881,9.970685965754456e-08,1.045876096839038e-08
1882,9.517200694197925e-08,3.9932310791357395e-09
1883,6.76169292224138e-08,1.7062214752172622e-08
1884,1.2411189942440615e-07,1.1222884843675729e-08
1885,9.346171503388234e-08,2.191516146332617e-08
1886,1.0002868777725382e-07,3.2267319372003556e-09
1887,9.466940931179835e-08,1.3057849246322917e-09
1888,1.1476512651320547e-07,6.974675947901687e-09
1889,1.2217016320814622e-07,5.6386229019267375e-09
1890,1.0093755165030416e-07,8.520702365899524e-09
1891,1.1983533576565009e-07,3.1871101313640793e-09
1892,9.966934966243457e-08,8.149066310636499e-09
1893,1.0407723793903756e-07,3.695050043717174e-09
1894,8.065970291681879e-08,0.0
1895,9.509410858754563e-08,3.0093072478365457e-09
1896,8.314810606702139e-08,5.897029087265082e-09
1897,1.042981736532056e-07,5.826713556089658e-10
1898,1.1939128796711884e-07,5.6583548957434e-10
1899,9.175780135706191e-08,7.185851913504848e-09
1900,1.1160764457063266e-07,3.633737311048435e-09
1901,1.1456914705831878e-07,0.0
1902,8.151071506645735e-08,1.9641135384773634e-09
1903,1.0962446839180018e-07,4.320176216765503e-09
1904,9.190608896147978e-08,1.0749250378694342e-09
1905,1.0476341022469526e-07,1.0321518084666081e-09
1906,8.745114010721977e-08,5.144184522798412e-10
1907,1.2291396112029673e-07,0.0
1908,1.394834490131558e-07,4.911388851169818e-09
1909,1.0671907746395703e-07,3.300590023513905e-09
1910,1.2558754658442695e-07,3.740905363258662e-09
1911,1.3992584269040265e-07,1.5961122423746588e-09
1912,1.963951805628028e-07,2.6047106693738442e-09
1913,1.643926804129059e-07,5.30298971401777e-10
1914,1.4464966524574407e-07,1.3393487430235496e-09
1915,8.364340686739524e-08,7.068456930880984e-09
1916,2.2084799100596797e-07,1.0987462051303964e-09
1917,2.127486361525044e-07,0.0
1918,1.5162017064085376e-07,0.0
1919,1.8507775578768815e-07,1.8415696745321952e-09
1920,1.673463265738917e-07,3.028892692213958e-09
1921,2.02949634209304e-07,1.1359121199205902e-08
1922,1.7338148583512236e-07,2.951174193910333e-09
1923,1.5817763010517183e-07,1.0615948120573648e-09
1924,1.456753575546088e-07,0.0
1925,1.5287467647340236e-07,6.598906754362588e-09
1926,1.460144134490804e-07,1.1146138456652466e-09
1927,1.2487131950678076e-07,7.804457524684949e-09
1928,1.096899955310704e-07,1.0283437212876834e-08
1929,1.2477255495468853e-07,1.2254447234738564e-08
1930,1.1764036145223145e-07,4.201441528017824e-09
1931,1.3914535657022498e-07,1.4826963656844327e-08
1932,1.074034559067627e-07,8.76762951129706e-09
1933,1.1700075530640675e-07,4.588264879146209e-09
1934,1.1502316965561477e-07,1.1981580172459871e-09
1935,8.497481829294884e-08,2.393656828303392e-09
1936,8.244806082302603e-08,0.0
1937,8.310137644684801e-08,1.5109341999774983e-08
1938,1.2835562479551754e-07,1.1668692678767911e-08
1939,8.258787165260628e-08,1.3764645423464117e-08
1940,1.1664601373695405e-07,7.607348750937604e-09
1941,1.8299315662773097e-07,0.0
1942,1.2136847038490828e-07,0.0
1943,1.0741970157823744e-07,5.806470415592457e-09
1944,8.032965581605822e-08,0.0
1945,1.742803275028848e-07,0.0
1946,1.0858461507723405e-07,4.1763312808029696e-09
1947,8.583027044650748e-08,2.622591566137089e-08
1948,1.0437012409880708e-07,9.784699273041042e-09
1949,6.479225411748502e-08,9.817008317369869e-10
1950,8.933703710134466e-08,5.317680740191122e-09
1951,8.102665338682868e-08,0.0
1952,9.701219738644795e-08,1.4762725264461096e-08
1953,6.572034605412114e-08,1.0773827385790469e-09
1954,8.59983206868975e-08,1.9545072227344917e-09
1955,6.94534967315974e-08,9.385607846468247e-10
1956,5.1454734917300016e-08,4.360570571293465e-09
1957,6.626277981869322e-08,8.835037590415595e-09
1958,6.948684810881289e-08,8.272243334772611e-09
1959,7.208195551555718e-08,3.8753737996444215e-09
1960,7.543708191448673e-08,6.920833295342987e-09
1961,6.670232721717184e-08,9.72742331128984e-09
1962,8.942158374880549e-08,8.244543714397423e-09
1963,7.306640270599019e-08,5.1728425987107585e-09
1964,4.806334885643082e-08,2.3727476872181796e-08
1965,7.825021930418785e-08,9.849678406226303e-09
1966,6.868452961938942e-08,2.769537488234164e-09
1967,6.162919419239188e-08,3.944268467392931e-09
1968,1.2935277360348607e-07,9.43197286940034e-09
1969,6.176790401379861e-08,1.1354394757745467e-08
1970,6.668151542044143e-08,1.3796175313274261e-09
1971,7.245140343226097e-08,4.1107179882260425e-09
1972,9.336867634601731e-08,1.0260293725750103e-09
1973,5.402939884380231e-08,6.064523994098181e-09
1974,4.444201562314731e-08,2.2502286700643026e-09
1975,5.311676432029344e-08,1.7134440533084216e-09
1976,7.02763819360186e-08,3.4281160132820787e-09
1977,5.994317309188091e-08,2.3507127355770763e-09
1978,6.297027099755326e-08,2.970295565063452e-09
1979,5.6178943497187106e-08,2.925986564150662e-09
1980,5.11663575952781e-08,1.7055452605774235e-09
1981,6.452060574702045e-08,1.8976649140967083e-09
1982,5.58675191664193e-08,1.2415004579935385e-09
1983,4.736487113632393e-08,6.315316047889041e-10
1984,4.929157376709625e-08,5.799008384599347e-09
1985,5.1132242995244326e-08,1.0226449020933615e-08
1986,4.495863992204363e-08,4.196139880008332e-09
1987,4.033139050507728e-08,3.0554083707556856e-09
1988,4.9171742178000244e-08,1.798966087207532e-09
1989,4.93931004985626e-08,0.0
1990,4.7403264924472666e-08,1.089730194969718e-09
1991,5.978694517239092e-08,1.1722930404189924e-09
1992,4.573253775674857e-08,5.509944056569793e-09
1993,5.539207492688547e-08,3.323524566667402e-09
1994,4.430938460586731e-08,7.912389854425328e-09
1995,4.12106260228029e-08,3.253470381991974e-09
1996,4.804283104675733e-08,3.736664311304594e-09
1997,4.842843281949172e-08,2.876936688878118e-09
1998,5.435667460584881e-08,2.3840645013706308e-09
1999,4.2959889867688617e-08,9.140402323914998e-10
2000,4.550572407779896e-08,3.5344251969604557e-09
2001,4.381211837767296e-08,4.8193329327261836e-09
2002,4.731719166484183e-08,1.752488598683044e-09
2003,4.375269146983385e-08,1.2084076850271686e-08
2004,5.373845368694674e-08,2.2023955992267474e-09
2005,4.0533746248350155e-08,3.602999676388663e-09
2006,6.01211951334335e-08,2.8825228870488218e-09
2007,4.0743690032929436e-08,1.2382886188655462e-08
2008,5.7475436937570734e-08,2.9802078582719105e-09
2009,4.434418943155549e-08,1.907277002999308e-09
2010,5.1489344343735866e-08,9.447586046817946e-10
2011,4.81820474629302e-08,1.529588788962144e-09
2012,7.114888089798654e-08,2.382976926895708e-09
2013,7.028595266911353e-08,6.9728125495771565e-09
2014,8.18538248847922e-08,4.980523993225461e-09
2015,7.292533191205486e-08,3.768178213903184e-09
2016,9.362457209505237e-08,7.2496901815100045e-09
2017,5.182159290573196e-08,4.024978128569501e-09
2018,6.969959942537685e-08,6.711813327342497e-09
2019,7.474394408957252e-08,5.867272001580659e-09
