year,leurs_DET iles_NOUN,leurs_DET cils_NOUN
1924,1.0313299547703991e-08,8.508471782686655e-08
1925,2.1996355847875293e-09,1.1218141349189636e-07
1926,2.229227691330493e-09,1.1034677172006013e-07
1927,8.919379901328739e-09,9.588333249599401e-08
1928,1.0283436990832229e-08,1.119752058853507e-07
1929,6.684243603061191e-09,1.2365851320694787e-07
1930,1.0503603542488804e-09,6.932378227020308e-08
1931,4.5621426636444085e-09,5.360517718600022e-08
1932,5.4797684168050864e-09,8.329247691563069e-08
1933,2.2941324395731044e-09,9.405943046658649e-08
1934,1.7972370258689807e-08,7.668211310374318e-08
1935,9.574627313213568e-09,6.103824823355808e-08
1936,6.0623572828433225e-09,7.1535815493462e-08
1937,3.777335333410292e-09,8.310138310818616e-08
1938,6.482607117774819e-09,5.7046944390570786e-08
1939,3.058810094103137e-09,7.035263394072899e-08
1940,7.607348750937604e-09,9.889553354014424e-08
1941,0.0,9.444808357628176e-08
1942,6.068423541449874e-09,1.0316320242509391e-07
1943,2.9032352077962287e-09,1.0741970180028204e-07
1944,1.2852744646352221e-08,9.318240046241044e-08
1945,4.357008087652048e-09,8.278315277721049e-08
1946,5.568441707737293e-09,5.986074569364064e-08
1947,3.5762612871081956e-09,7.867775075887096e-08
1948,4.348755133776194e-09,9.893418084772065e-08
1949,1.9634016634739737e-09,5.98837510690231e-08
1950,1.0635361480382244e-09,7.657459955012769e-08
1951,7.462981344019681e-09,5.757156884556025e-08
1952,9.490323416017077e-09,6.854122491795067e-08
1953,3.232148326759443e-09,3.98631598841348e-08
1954,2.9317608341017376e-09,7.329402107458804e-08
1955,5.631364707880948e-09,4.035811507208109e-08
1956,2.0058625871399727e-08,6.366433069615596e-08
1957,5.301022731885041e-09,6.007825775755649e-08
1958,9.926692023931594e-09,4.880623549752272e-08
1959,7.750748043378053e-09,3.64285146492449e-08
1960,6.228750071279876e-09,4.4985417835263775e-08
1961,4.168895617606694e-09,4.446822110537596e-08
1962,3.805173953708163e-09,2.2196847748734427e-08
1963,5.1728423766661535e-09,4.978861012361335e-08
1964,2.4335873316516654e-09,4.623815996751546e-08
1965,1.6416130121932326e-09,3.8851506900527966e-08
1966,2.215629901769489e-09,4.597432190500683e-08
1967,2.4651677366094304e-09,3.796358288843393e-08
1968,5.838840411165336e-09,5.210042217096422e-08
1969,4.541757803178115e-09,3.1792304733269106e-08
1970,4.1388525939822784e-09,3.908916426653697e-08
1971,2.5691987426412766e-09,3.494110245583215e-08
1972,2.0520587451500205e-09,4.6684335952562606e-08
1973,5.513203782392395e-09,2.921998032423545e-08
1974,5.063014563155832e-09,2.3627400480563665e-08
1975,1.1422960355389478e-09,2.1703625119329217e-08
1976,2.856763492431469e-09,2.9138986279431123e-08
1977,5.289103821581875e-09,3.1146945300708495e-08
1978,4.1584139465200565e-09,3.504948786758888e-08
1979,4.681578680276743e-09,2.5163484851375983e-08
1980,4.548120546843393e-09,2.1035057307106086e-08
1981,5.692994742290125e-09,3.6055632257614434e-08
1982,5.586752060970923e-09,3.289976169273956e-08
1983,3.789189739755727e-09,3.536576898000021e-08
1984,2.319603453759811e-09,2.609553817478627e-08
1985,3.609334831011779e-09,1.9249785765396155e-08
1986,2.9972427317837003e-09,3.5966912337315193e-08
1987,3.6664902225425067e-09,3.483165472717431e-08
1988,4.797243047249822e-09,2.99827696004229e-08
1989,7.134558943633351e-09,2.853823466431038e-08
1990,8.717841559757744e-09,3.541623094793778e-08
1991,5.2753188484189195e-09,2.6962739596569918e-08
1992,2.754972139307199e-09,3.195767583896725e-08
1993,1.6617622278225497e-09,3.54509293032379e-08
1994,2.1099705871385765e-09,3.006708115815826e-08
1995,1.0844901643380922e-09,2.006306737412089e-08
1996,1.6014276571496566e-09,1.7615704450690828e-08
1997,2.397447240731765e-09,3.164630457686002e-08
1998,2.86087753487152e-09,2.384064645699624e-08
1999,1.3710603763428253e-09,3.0620348590026936e-08
2000,4.4180314962005696e-10,2.385736985743847e-08
2001,2.628727069353687e-09,2.7601633506568746e-08
2002,1.314366449012283e-09,2.4534839937473407e-08
2003,0.0,2.458484599232591e-08
2004,0.0,2.9071622276166664e-08
2005,1.8014998381943315e-09,2.792324715894523e-08
2006,8.235779835885637e-10,3.4590276587476154e-08
2007,7.988958938831558e-10,2.5165221018141892e-08
2008,1.7029758436759579e-09,2.59703815674861e-08
2009,2.860915504498962e-09,3.337734755248789e-08
2010,4.723793023408973e-10,4.440365497515586e-08
2011,0.0,4.244608919901083e-08
2012,1.3617010852229328e-09,4.663826291828599e-08
2013,1.3945625210176615e-09,5.43879383196888e-08
2014,8.661780875884872e-10,5.132105196370418e-08
2015,8.866301581811342e-10,6.694057774758733e-08
2016,1.2428039986023265e-09,6.421154230551451e-08
2017,1.0062445598979508e-09,3.06904586189205e-08
2018,2.5814667070633845e-10,4.956416066459468e-08
2019,2.55098775436835e-10,6.020331211331609e-08
