year,mes_DET eaux_NOUN,mes_DET sots_NOUN
1845,5.412821302286375e-08,2.2320911785556063e-09
1846,2.3418005756781213e-08,4.6836010625384006e-09
1847,2.8584085320915165e-08,2.6966118227278457e-09
1848,3.459445302445019e-08,4.82713291560799e-09
1849,3.016589378290746e-08,4.1897072478036534e-09
1850,5.4311967367937086e-08,2.0366988096043315e-09
1851,5.095056665460618e-08,7.094382858952031e-09
1852,4.492276350909208e-08,4.557382027314816e-09
1853,5.195580832229041e-08,8.360704129017904e-09
1854,6.026970889028149e-08,6.754363734984281e-09
1855,4.192480318465641e-08,1.0083180512765466e-08
1856,6.41971462655988e-08,1.4496129630003907e-08
1857,6.63885206808601e-08,8.78671624349181e-09
1858,9.004363876741195e-08,6.361778659424999e-09
1859,6.823512332942983e-08,1.018434669930457e-08
1860,2.8378539518314483e-08,8.696649622663699e-09
1861,5.989273965667508e-08,2.0750240636857598e-08
1862,1.265036155828625e-07,1.7620147119146168e-08
1863,6.193329782355761e-08,1.3485475847119233e-08
1864,6.808513419720441e-08,7.1920918109924514e-09
1865,1.4120533142758518e-07,8.943004559114343e-09
1866,7.249762967731499e-08,2.919367858567057e-09
1867,4.416058452250127e-08,8.73506067478047e-09
1868,4.544684018004119e-08,1.432563445646906e-08
1869,7.129938239813782e-08,9.278686263769487e-09
1870,6.192772739055386e-08,9.747882501187632e-09
1871,4.0360473185785395e-08,1.0621177271019633e-09
1872,3.567930095815797e-08,3.0236697590169115e-09
1873,3.471882425998274e-08,8.979006871356887e-09
1874,2.7483201492373155e-08,4.779687312606029e-09
1875,5.092159111041994e-08,6.86583251363615e-09
1876,2.7207067265777596e-08,9.06902219988126e-09
1877,4.143826648483895e-08,4.329371083855449e-09
1878,3.019544392302009e-08,3.6234530931267273e-09
1879,3.482315313885209e-08,1.832797580370027e-09
1880,4.1074214696124045e-08,2.5671385017744797e-09
1881,6.623881887435346e-08,6.972507571312292e-10
1882,4.8584313239175e-08,4.6587693702804245e-09
1883,3.4756364897248204e-08,5.0554711528150165e-09
1884,3.1688144552788344e-08,4.621187876807653e-09
1885,1.8047779493102212e-08,1.0313017106966527e-08
1886,5.291840321497432e-08,9.680196200179125e-09
1887,2.7421483528300428e-08,1.1752064210668323e-08
1888,4.2482117379449846e-08,2.53624587998047e-09
1889,2.5687060034584874e-08,3.759081934617825e-09
1890,4.4569826496143605e-08,6.554386478008212e-10
1891,3.187109842706093e-08,7.0116419337296065e-09
1892,3.19694137829174e-08,2.5074049503359674e-09
1893,2.7097032173628577e-08,7.390100087434348e-09
1894,1.4493540811955086e-08,6.301539290376468e-10
1895,1.9259565942064683e-08,7.22233739480771e-09
1896,2.4177819246684606e-08,4.1279202278587945e-09
1897,2.7968225846386474e-08,1.1653427112179315e-09
1898,3.508180057565369e-08,2.26334195829736e-09
1899,1.492446166651007e-08,2.2110313580014918e-09
1900,2.2840633606691085e-08,5.710158568206225e-09
1901,2.5708198236884527e-08,1.0059729937950124e-08
1902,2.3078334632220532e-08,2.455141867585553e-09
1903,2.7001101798873606e-08,3.7801539676252105e-09
1904,1.1824175416563776e-08,9.674325340824907e-09
1905,2.2191263937543226e-08,1.5482277682110634e-09
1906,2.3148830130548248e-08,5.144184411776109e-09
1907,1.8514236699296305e-08,5.142843373384665e-10
1908,2.8977195087875884e-08,1.4734167219643268e-09
1909,2.7504917898824033e-08,7.151278680339601e-09
1910,1.6566866878342523e-08,5.34415089958884e-09
1911,3.245428215059576e-08,5.320374141248863e-10
1912,5.157326832261333e-08,2.0837684910901544e-09
1913,4.2423916379874527e-08,5.302989602995467e-09
1914,3.8841114324839054e-08,1.3393487430235496e-09
1915,2.4739600590351074e-08,9.424609537234119e-09
1916,9.888715624128963e-09,0.0
1917,2.4126133979507358e-08,3.289927441585405e-09
1918,3.790504177203502e-08,1.1486376294556067e-09
1919,2.3940405213807026e-08,1.8415696745321952e-09
1920,1.665891025126598e-08,2.2716695191604686e-09
1921,2.423279099605935e-08,3.0290989716519334e-09
1922,1.623145884366295e-08,0.0
1923,2.7601465557580696e-08,0.0
1924,1.804827398643738e-08,1.289162443462999e-09
1925,2.3096173862313663e-08,1.0998177923937646e-09
1926,3.566764306128789e-08,3.343841648018042e-09
1927,3.0102906389828377e-08,1.1149224876660924e-09
1928,3.0850310528407476e-08,1.0283437212876834e-08
1929,3.787738211968872e-08,6.684243825105796e-09
1930,2.1007207751111423e-08,3.1510811737689437e-09
1931,1.710803587684495e-08,5.7026783295555106e-09
1932,1.753525902259412e-08,7.6716757391182e-09
1933,1.0323596200123575e-08,0.0
1934,2.2765002327673756e-08,1.4377896206951846e-08
1935,2.2739740757060645e-08,3.590485242455088e-09
1936,4.122403041151301e-08,9.699771652549316e-09
1937,1.7627565185307503e-08,0.0
1938,2.463390735840676e-08,0.0
1939,1.6823455517567254e-08,3.058810094103137e-09
1940,7.607348750937604e-09,0.0
1941,5.9030051957620344e-09,1.4757513433494296e-08
1942,6.371844563091145e-08,9.102635090130207e-09
1943,2.6129116870166058e-08,1.4516175816936538e-08
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,2.6142048081823077e-08,0.0
1946,4.454753366189834e-08,1.3921104269343232e-09
1947,4.649139762058496e-08,1.1920870957027319e-09
1948,3.696441863709765e-08,1.0871887834440486e-09
1949,2.2579119018928395e-08,0.0
1950,4.78591268837647e-08,1.0635361480382244e-09
1951,2.2388944032059044e-08,3.1984206394497505e-09
1952,1.7926167217297007e-08,1.1599284199803606e-08
1953,3.663101211248687e-08,1.0773827385790469e-09
1954,2.5408594339637602e-08,0.0
1955,3.2849628350817284e-08,0.0
1956,1.9186510602509088e-08,0.0
1957,2.1204090927540165e-08,1.7670075402875796e-09
1958,1.9026160202884057e-08,8.272243445794913e-10
1959,2.1702094343822864e-08,7.750747821333448e-10
1960,1.7994166157109248e-08,6.920833350854139e-10
1961,3.1266716493671964e-08,3.47407969059077e-09
1962,3.234397782936327e-08,4.43936931660005e-09
1963,3.23302644655854e-08,1.2932106496776896e-09
1964,3.467861903194702e-08,3.6503808864551957e-09
1965,3.3926667697414814e-08,7.1136563306595235e-09
1966,4.098915407091397e-08,7.200797069728537e-09
1967,2.5144711590652236e-08,1.9721342336964653e-09
1968,4.0422742708656756e-08,5.838840522187638e-09
1969,2.497966811176866e-08,1.8167031212712459e-09
1970,2.3453498365633152e-08,4.59872506741732e-09
1971,4.4704056456623675e-08,1.0276794970565106e-09
1972,3.2319926623891604e-08,1.5390440033513642e-09
1973,2.370677543162003e-08,1.102640756478479e-09
1974,2.5315073148846068e-08,2.2502286700643026e-09
1975,1.6563292959403952e-08,0.0
1976,2.1140049599743804e-08,1.7140580621521906e-09
1977,1.9393379790955123e-08,0.0
1978,3.4455430730773173e-08,2.970295565063452e-09
1979,2.925986608559583e-08,5.851973350345929e-10
1980,4.8892296433677984e-08,0.0
1981,2.909752794266751e-08,6.325549528618524e-10
1982,3.3520510811513304e-08,0.0
1983,3.220811262139023e-08,1.2630632095778083e-09
1984,4.929157376709625e-08,5.799008495621649e-10
1985,5.59446911019279e-08,3.609334831011779e-09
1986,2.1580148390487608e-08,2.997242676272549e-09
1987,2.810975807676641e-08,1.2221633705067347e-09
1988,2.6384837426007834e-08,0.0
1989,4.500260253337274e-08,0.0
1990,2.2884334038852927e-08,5.44865097484859e-10
1991,3.985796337424574e-08,1.1722930404189924e-09
1992,3.25086699781707e-08,2.2039776670368383e-09
1993,4.98528672787657e-08,1.6617622278225497e-09
1994,3.217705202285259e-08,5.274926606624319e-10
1995,2.114755781601474e-08,0.0
1996,4.85766395996734e-08,2.6690460952494277e-09
1997,1.9659066707866657e-08,0.0
1998,2.5271085557498907e-08,1.9072516899143466e-09
1999,2.3308026536605908e-08,0.0
2000,3.1368023178934834e-08,2.6508188977203417e-09
2001,3.7240301065111225e-08,2.190605918883648e-09
2002,3.3735407134471984e-08,8.324320788233308e-09
2003,4.916968965318347e-08,1.6667691671301554e-09
2004,2.4666830578112808e-08,8.809582507929292e-10
2005,3.2426996643408756e-08,1.8014998381943315e-09
2006,1.976587160612553e-08,4.1178899179428186e-10
2007,2.316798167201206e-08,2.3966877371606188e-09
2008,3.27822856638349e-08,1.7029758714315335e-09
2009,2.527142117791925e-08,0.0
2010,3.0232275183283974e-08,9.447586046817946e-10
2011,4.206369164094781e-08,1.1471915639660324e-09
2012,3.404252724159562e-08,1.7021263287730903e-09
2013,3.904775103258373e-08,2.7891250975464743e-09
2014,4.48247139406277e-08,2.165445156521173e-09
2015,4.5439795703927643e-08,1.994917786518613e-09
2016,5.551191417652035e-08,3.72841224560716e-09
2017,4.251383289854971e-08,7.54683426862357e-10
2018,3.9238295279631075e-08,5.162933414126769e-10
2019,2.984655633753164e-08,7.65296326310505e-10
