year,grandes_ADJ herbes_NOUN
1894,2.608837235129613e-07
1895,2.7986556005998864e-07
1896,1.9990928024071764e-07
1897,2.540447212595609e-07
1898,2.0370077891129768e-07
1899,1.691439024398278e-07
1900,2.403457699529099e-07
1901,1.9616473423411662e-07
1902,2.096691247288618e-07
1903,1.7064695612134528e-07
1904,1.601638359716162e-07
1905,1.5998352864698973e-07
1906,2.0216644713855203e-07
1907,1.2034253416004503e-07
1908,1.424302809027722e-07
1909,1.5072694736772974e-07
1910,1.9559591635243123e-07
1911,1.2236860413850081e-07
1912,1.547198138496242e-07
1913,1.1242337905059685e-07
1914,1.1317496984020181e-07
1915,1.0484878032457345e-07
1916,6.152978926365904e-08
1917,1.217273108977679e-07
1918,1.229042254635715e-07
1919,1.6666206192894606e-07
1920,1.2115570768855832e-07
1921,1.3100853379910404e-07
1922,1.0993123567004659e-07
1923,1.507464588712537e-07
1924,1.521211743238382e-07
1925,1.506750351154551e-07
1926,1.2372213120670494e-07
1927,1.5943390963002457e-07
1928,1.165456211538185e-07
1929,1.3591295555670513e-07
1930,1.0608639655629304e-07
1931,1.5967499678026797e-07
1932,1.2932252957398305e-07
1933,9.635355979753513e-08
1934,1.1861764193099589e-07
1935,1.3165112022761605e-07
1936,1.4185916086262296e-07
1937,1.0828361496351135e-07
1938,8.81634605320869e-08
1939,1.0552894735837981e-07
1940,1.1918179865233469e-07
1941,1.3576911328527785e-07
1942,1.1226583751522412e-07
1943,1.4806499848418753e-07
1944,8.675602458652065e-08
1945,1.0021118868053236e-07
1946,1.225057246756478e-07
1947,1.3589793468327116e-07
1948,1.380729770517064e-07
1949,1.394015214373212e-07
1950,1.1167129798650421e-07
1951,1.194077015043149e-07
1952,1.1493835927467444e-07
1953,1.045061281956805e-07
1954,1.0456613352971544e-07
1955,8.25933454962069e-08
1956,8.372295923209094e-08
1957,9.630191044607272e-08
1958,8.934022588391599e-08
1959,6.200598079431074e-08
1960,8.858666689093297e-08
1961,7.642974964028326e-08
1962,1.1161843360696366e-07
1963,7.56528208967211e-08
1964,9.490990748872719e-08
1965,6.238129657276659e-08
1966,9.250254606740782e-08
1967,1.0304401598659751e-07
1968,8.66843237190551e-08
1969,9.901032171910629e-08
1970,8.32369195791216e-08
1971,8.221435621180717e-08
1972,6.566587984480066e-08
1973,8.986522459508706e-08
1974,6.806941854620163e-08
1975,6.796661722319186e-08
1976,6.627691107041755e-08
1977,5.876781727920388e-08
1978,7.841580895728839e-08
1979,7.549045477617256e-08
1980,6.765329629843109e-08
1981,7.211126273887203e-08
1982,7.076552321905183e-08
1983,4.7996401519867504e-08
1984,5.277097869793579e-08
1985,5.654624501971739e-08
1986,6.29420995323926e-08
1987,8.188494859950879e-08
1988,6.596209090048433e-08
1989,4.774666351181622e-08
1990,5.557624049856713e-08
1991,6.213153369571955e-08
1992,6.942529751086113e-08
1993,7.311754046668284e-08
1994,6.277162611922904e-08
1995,7.916778343997066e-08
1996,5.231330391097799e-08
1997,5.7538734665740776e-08
1998,4.91117297940491e-08
1999,8.272063922731832e-08
2000,5.345818010482617e-08
2001,5.5641390162008975e-08
2002,5.739400066318012e-08
2003,5.54200738633881e-08
2004,5.5059889092490266e-08
2005,5.5846495428113485e-08
2006,7.4945596395537e-08
2007,5.072988784604604e-08
2008,7.322796591324732e-08
2009,6.818515174700224e-08
2010,7.180165084719192e-08
2011,1.0362963820398363e-07
2012,1.4570201756214374e-07
2013,1.0012958995275767e-07
2014,1.3663958498000284e-07
2015,1.6801641322672367e-07
2016,1.7502823368431564e-07
2017,1.0238537839768469e-07
2018,1.4843433859823563e-07
2019,1.3214116734161507e-07
