year,avions_VERB eu_VERB,avions_VERB su_VERB
1912,5.110442202749255e-07,6.303399402440846e-08
1913,4.931780495098792e-07,5.568139371803227e-08
1914,5.277033778838813e-07,6.49584137590864e-08
1915,9.082967267204367e-07,1.3194453174492082e-07
1916,8.086772140813991e-07,1.5492321381316287e-07
1917,8.466079748359334e-07,1.4366015932409937e-07
1918,8.201272407859506e-07,1.4243106249978155e-07
1919,7.053212129903841e-07,6.997964874244644e-08
1920,6.201657924975734e-07,5.83061847692079e-08
1921,5.270632073006709e-07,7.19411019645122e-08
1922,5.031752152717672e-07,6.935259477813815e-08
1923,5.382285621635674e-07,6.688047449188161e-08
1924,4.873033958574524e-07,5.285566118118368e-08
1925,4.564243738514051e-07,6.928851803422731e-08
1926,5.0046162414219e-07,3.6782257240020044e-08
1927,5.017151352149085e-07,3.7907366134959375e-08
1928,4.718955040061701e-07,4.4561559775502246e-08
1929,5.703888064090279e-07,6.015819309368453e-08
1930,5.1572692427726e-07,5.146765857944047e-08
1931,5.63424634947296e-07,4.5621426636444085e-08
1932,5.523606319002283e-07,6.24693612394367e-08
1933,4.852090000895259e-07,5.276504566609219e-08
1934,4.804613809028524e-07,3.5944740517379614e-08
1935,4.954869723405864e-07,5.146362269670135e-08
1936,4.328523175445298e-07,5.456121598967911e-08
1937,4.923127221445611e-07,5.162358363008934e-08
1938,4.460033835584909e-07,2.852347158466273e-08
1939,5.062330501459655e-07,5.505858169385647e-08
1940,4.7926295110301e-07,3.550096039361961e-08
1941,5.135614742357575e-07,5.017554371988808e-08
1942,5.400896725404891e-07,2.730790527039062e-08
1943,3.251623468258913e-07,8.709705667797607e-08
1944,4.948306582264195e-07,8.032965581605822e-08
1945,7.014783136582992e-07,8.496165548876888e-08
1946,5.554520612349734e-07,4.872386583087973e-08
1947,6.127327765170776e-07,8.940653373201712e-08
1948,5.185890472603205e-07,5.544662684542345e-08
1949,4.947772254126903e-07,5.890204946013e-08
1950,4.254144698734308e-07,7.232046073113452e-08
1951,5.053504423813138e-07,5.330700858507953e-08
1952,3.7328607049857965e-07,4.007025466989944e-08
1953,4.762031835525704e-07,3.878577814475648e-08
1954,4.260825789970113e-07,3.615838295445428e-08
1955,3.923184124232648e-07,5.349796339260138e-08
1956,4.901281727143214e-07,4.534993536253751e-08
1957,4.35567358181288e-07,6.184526313290917e-08
1958,3.929315539608069e-07,6.86596237642334e-08
1959,3.797866554577922e-07,4.030388822684472e-08
1960,3.986399974564847e-07,5.329041741219953e-08
1961,4.1480510049041186e-07,6.322824930293791e-08
1962,4.388633954022225e-07,6.278536801573864e-08
1963,3.782641044836055e-07,4.008953169432061e-08
1964,3.9606632640243333e-07,5.597251018230054e-08
1965,4.339330530456209e-07,2.954903344232207e-08
1966,4.015829233594559e-07,3.7665706997813686e-08
1967,3.801288812610437e-07,3.5498416650625586e-08
1968,4.971997213942814e-07,4.311759127517689e-08
1969,4.4509226881928043e-07,4.269252329436313e-08
1970,4.134253686061129e-07,3.54101814536989e-08
1971,3.987396439697477e-07,6.474380853660477e-08
1972,4.0374254695052514e-07,3.4884998001416534e-08
1973,3.456778756572021e-07,3.528450420731133e-08
1974,3.3865941873045813e-07,3.6566216721212186e-08
1975,3.346927428538038e-07,3.940921189382607e-08
1976,3.4509702118157293e-07,4.57082158789035e-08
1977,3.8669224977638805e-07,4.113747209544272e-08
1978,3.74257268731526e-07,3.148513272321907e-08
1979,3.6048155038770346e-07,4.564539324292127e-08
1980,3.593015094338625e-07,5.059784058403238e-08
1981,3.2007281447477e-07,4.1748627666038374e-08
1982,4.2273089206901204e-07,4.531476704983106e-08
1983,3.700775152992719e-07,5.1785590926556324e-08
1984,3.757757554012642e-07,4.755186822080759e-08
1985,3.6333969433144375e-07,3.9702683807263384e-08
1986,3.7825202525709756e-07,4.6756987615026446e-08
1987,3.5381629004405113e-07,3.788706592899871e-08
1988,3.466008138275356e-07,3.957725525083333e-08
1989,3.4026356843241956e-07,4.664903840989609e-08
1990,3.634250163031538e-07,5.339677855431546e-08
1991,3.458264359323948e-07,4.5133283776976896e-08
1992,3.44371500204943e-07,4.0773585396891576e-08
1993,3.561710286703601e-07,3.600484888011124e-08
1994,3.470901788205083e-07,4.483687732204089e-08
1995,3.877052279221971e-07,4.554858534788764e-08
1996,3.12812204583679e-07,5.231330391097799e-08
1997,3.140656019695598e-07,3.6441196726855196e-08
1998,3.4330531661908026e-07,4.1005911555203056e-08
1999,3.272264166298555e-07,3.93037282719888e-08
2000,3.229581011510163e-07,4.152949628632996e-08
2001,3.4348701660746883e-07,5.1698300751468196e-08
2002,3.632032701261778e-07,5.651775580872709e-08
2003,3.3210375249836943e-07,3.9169076870848585e-08
2004,3.554666534455464e-07,4.845270495934528e-08
2005,3.8011646097402263e-07,3.963299732845371e-08
2006,4.1014183693732775e-07,4.776752149382446e-08
2007,3.9505403037765063e-07,4.7933752966855536e-08
2008,4.0530827050133666e-07,5.449522788580907e-08
2009,4.520246363881597e-07,4.529782771101054e-08
2010,5.210343942962936e-07,6.755023918003644e-08
2011,5.277081527310656e-07,8.1450600930566e-08
2012,5.967655170024955e-07,9.191482064352385e-08
2013,6.961656140447303e-07,9.371460407692211e-08
2014,7.291054089364479e-07,9.831121161596457e-08
2015,6.77163768614264e-07,8.888467561973812e-08
2016,7.415397362819931e-07,9.611017759425522e-08
2017,6.608510716432647e-07,8.980732246754997e-08
2018,7.56369729515427e-07,1.0893789692545397e-07
2019,6.668282139798976e-07,9.566203829081132e-08
