year,leurs_DET hommes_NOUN,leurs_DET sommes_NOUN
1978,7.562372701386266e-07,7.128709622605811e-09
1979,7.432006388086165e-07,5.851973128301324e-09
1980,7.191715702958845e-07,1.4781391444174119e-08
1981,6.768338218776648e-07,1.2651098835192442e-08
1982,7.939395452183362e-07,1.427725515590339e-08
1983,7.142622511224772e-07,1.6419821946556112e-08
1984,7.277755837975519e-07,1.5657323437778814e-08
1985,7.248747717625292e-07,1.503889479614884e-08
1986,6.52799458933373e-07,8.991728306373403e-09
1987,6.666901342100573e-07,8.555143260480236e-09
1988,6.488270960502973e-07,4.31751877583153e-08
1989,6.272923602779201e-07,3.567279449612215e-08
1990,6.783570309920606e-07,3.814055804518546e-08
1991,6.289352185717689e-07,3.341035181847474e-08
1992,6.948039823484464e-07,6.005839175982075e-08
1993,6.802146792495023e-07,3.877445325928264e-08
1994,7.522045262220445e-07,3.9034457444131476e-08
1995,7.450447583323694e-07,5.042879180905402e-08
1996,7.387919698231826e-07,5.177949358170508e-08
1997,6.923827626792445e-07,3.7879665071294255e-08
1998,7.748209949198781e-07,3.6714594808806567e-08
1999,6.759327400018833e-07,2.9706307552723743e-08
2000,7.497399412415007e-07,2.2090157481002848e-08
2001,7.886180970473333e-07,3.2420968298918496e-08
2002,7.632087832831758e-07,2.891606154520332e-08
2003,8.371348414470958e-07,2.291807615906194e-08
2004,7.849338174992226e-07,2.81906634980178e-08
2005,8.462545366683116e-07,2.7472871977352042e-08
2006,7.762222775653527e-07,2.7589862838794943e-08
2007,8.432346181308503e-07,1.4380125756829898e-08
2008,7.258934759946101e-07,1.5326783397995314e-08
2009,7.786458127156948e-07,2.813233557219519e-08
2010,8.50755126791114e-07,1.7478034852747015e-08
2011,7.33055419033235e-07,9.942326906209331e-09
2012,8.013611161317158e-07,8.510632198976964e-09
2013,9.139963026427722e-07,6.9728125495771565e-09
2014,1.043528005340022e-06,5.413613113347537e-09
2015,8.39195472224219e-07,9.087959385034594e-09
2016,8.393069599321734e-07,8.492494235623482e-09
2017,8.115362177818497e-07,9.559323388419472e-09
2018,7.834751603041923e-07,1.523065407127433e-08
2019,7.538168560472513e-07,7.397864543179367e-09
