year,beaux_ADJ cils_NOUN
1990,2.724325431913144e-09
1991,4.68917216167597e-09
1992,6.060938417817852e-09
1993,3.323524566667402e-09
1994,2.637463358823311e-09
1995,8.675921314704738e-09
1996,1.6014276571496566e-09
1997,2.3974471297094624e-09
1998,4.7681290027412615e-09
1999,8.226361813967742e-09
2000,1.7672125984802278e-09
2001,3.5049694258049158e-09
2002,5.257465574004527e-09
2003,1.6667691671301554e-09
2004,5.285749615779878e-09
2005,4.503749373441224e-09
2006,2.0589450144825605e-09
2007,5.192823504529542e-09
2008,8.089135583588813e-09
2009,6.198650481792356e-09
2010,7.558068837454357e-09
2011,1.3383901986685487e-08
2012,9.531907707582832e-09
2013,1.3666713094551142e-08
2014,1.537466154388767e-08
2015,1.329945220618356e-08
2016,2.050626690675017e-08
2017,8.301517695485927e-09
2018,8.26069346260283e-09
2019,9.693753355577428e-09
