year,deux_DET ailes_NOUN,deux_DET selles_NOUN
1880,5.666958031724789e-07,1.1038695824083788e-07
1881,5.201490456130387e-07,1.2201887855667337e-07
1882,5.357585255438835e-07,1.1913139186248145e-07
1883,6.508919021541715e-07,1.459767364764275e-07
1884,5.644450808972579e-07,1.1354918427741723e-07
1885,5.182291351601975e-07,1.282681534320318e-07
1886,5.97590783080193e-07,1.703714520573385e-07
1887,5.079503360150284e-07,1.4559501870792246e-07
1888,5.636806417186335e-07,8.052580469097848e-08
1889,4.4858379766310463e-07,9.02179708717199e-08
1890,5.52534798359261e-07,1.573052763603755e-07
1891,5.277854295826501e-07,9.816299062492817e-08
1892,5.06495782204297e-07,1.2286283990192715e-07
1893,4.976000713696749e-07,1.0530892247118118e-07
1894,6.84977317533253e-07,8.885170643679885e-08
1895,4.742668266999317e-07,1.2398345639041963e-07
1896,5.212973714918689e-07,1.149920674237137e-07
1897,5.884980538439777e-07,8.914871774123867e-08
1898,5.120811046310791e-07,8.374365023655628e-08
1899,5.477830455902222e-07,1.0557674912092807e-07
1900,5.813979253588286e-07,7.994221817853031e-08
1901,5.650214927044317e-07,8.383108340836998e-08
1902,8.259097672436155e-07,8.101967985396641e-08
1903,4.768394639143025e-07,1.1826482726462473e-07
1904,4.53080898132896e-07,1.4135263981529533e-07
1905,4.5414679838984284e-07,1.3882441507462318e-07
1906,4.856110269457758e-07,1.4043623686177398e-07
1907,5.626270844771852e-07,1.0491400459500255e-07
1908,5.991894660439812e-07,1.0608600664596679e-07
1909,7.173282821071325e-07,1.1056977022860792e-07
1910,6.530551868166867e-07,1.0207328005051863e-07
1911,6.113109840555353e-07,9.097839637206562e-08
1912,5.730363135114658e-07,8.49135641800558e-08
1913,6.352981500867827e-07,1.3840802814968356e-07
1914,4.660933736744255e-07,1.0982659670588646e-07
1915,5.042166311142182e-07,1.3194452996856398e-07
1916,5.933229587640199e-07,8.130722140009539e-08
1917,4.2330398830614513e-07,9.431125214121039e-08
1918,5.903997468692523e-07,8.72964598386261e-08
1919,5.451046281024219e-07,6.445493699880345e-08
1920,5.012817538840864e-07,5.8306182992851063e-08
1921,5.263059463800346e-07,9.617389040705859e-08
1922,4.7809022163392e-07,7.96817036796682e-08
1923,5.021343199018702e-07,9.235874642854469e-08
1924,5.530506737017049e-07,6.961477427847029e-08
1925,5.576076427260546e-07,7.36877949769621e-08
1926,5.361292423344821e-07,5.9074535485592605e-08
1927,5.909088969247023e-07,5.797596980272601e-08
1928,5.427369735855336e-07,8.683791596908463e-08
1929,4.935200017541774e-07,7.575476135279757e-08
1930,4.957700774355089e-07,7.877702312697465e-08
1931,4.744628467889811e-07,1.0835089181426838e-07
1932,4.471490813173773e-07,7.890866271509367e-08
1933,3.7509065364815797e-07,8.144170404733586e-08
1934,4.2774241038046057e-07,6.350237669039416e-08
1935,5.062583987580638e-07,5.98414207075848e-08
1936,5.468246175865943e-07,6.183604206455584e-08
1937,4.3439356467445123e-07,7.806493318440744e-08
1938,5.082363951913749e-07,9.075650453382877e-08
1939,4.2670400546285236e-07,3.5176316970364496e-08
1940,5.020850224468631e-07,4.3108311142958655e-08
1941,4.4862838777248726e-07,1.0035108743977617e-07
1942,4.3085807099885187e-07,5.158160121254696e-08
1943,6.706473172357619e-07,5.225823351828751e-08
1944,7.133273456361167e-07,2.8918675454292497e-08
1945,4.858063977764004e-07,3.0499057057653545e-08
1946,4.440832253038707e-07,3.6194869323935563e-08
1947,4.2557510582241775e-07,4.291513522325374e-08
1948,5.468559365340298e-07,5.544662839973569e-08
1949,4.515823945894226e-07,3.730463127293859e-08
1950,5.062432339997258e-07,2.5524867997006595e-08
1951,4.360513319312531e-07,4.051332702648125e-08
1952,4.681892988855907e-07,4.323369695580226e-08
1953,4.137149804961382e-07,3.339886434083894e-08
1954,4.6028644007378716e-07,5.668070812703263e-08
1955,4.6177190249352407e-07,5.0682281482750113e-08
1956,4.2995228355380277e-07,4.3605709043603724e-08
1957,4.4881990390877036e-07,5.9194752655145066e-08
1958,4.450466875027814e-07,6.204182734226293e-08
1959,3.80561719026673e-07,5.115493673102378e-08
1960,4.602354106708617e-07,3.4604168197560625e-08
1961,4.300910703136651e-07,2.91822690456911e-08
1962,4.4330274917570023e-07,3.805173776072479e-08
1963,4.881870179218595e-07,1.8104948651398445e-08
1964,4.6116480589830644e-07,4.015419108327478e-08
1965,4.618404556566702e-07,3.994591796230296e-08
1966,4.514345928186003e-07,4.265087616417418e-08
1967,4.31897411168336e-07,3.20471806869449e-08
1968,3.894057503117665e-07,2.784677910483424e-08
1969,4.927807211174695e-07,3.0429776864959734e-08
1970,3.706572222483828e-07,2.943184043702196e-08
1971,4.4652674091594236e-07,2.4664307929356255e-08
1972,4.4888785133423426e-07,3.334595388704287e-08
1973,5.022528632991907e-07,2.811733956775697e-08
1974,3.482228958517908e-07,2.2502286256553816e-08
1975,4.1122656213588016e-07,2.341706872854843e-08
1976,3.3995484827187283e-07,1.7711933197883667e-08
1977,3.455547616937338e-07,2.350712763332652e-08
1978,5.643561920010143e-07,1.544553818177974e-08
1979,3.850598488952528e-07,1.4044736262874835e-08
1980,5.366782094284872e-07,2.6151692589237996e-08
1981,4.478488992987195e-07,1.2018544381930951e-08
1982,3.8983114247770345e-07,2.1726258125909226e-08
1983,4.3386222259300666e-07,8.841442245000053e-09
1984,3.879536549789009e-07,1.2177918229383522e-08
1985,5.462126466682093e-07,2.586689906713957e-08
1986,5.484953966572448e-07,1.3187867686781374e-08
1987,4.479228881137942e-07,2.444326768769045e-08
1988,3.6758875232578703e-07,1.679035044332977e-08
1989,4.181949115888983e-07,1.5915555096057687e-08
1990,3.688736764928535e-07,1.5256222951620657e-08
1991,4.3023154816523856e-07,1.992898113201136e-08
1992,4.496114343055524e-07,1.8182815253453555e-08
1993,4.06577822076315e-07,1.1078414907661482e-08
1994,4.325439828534172e-07,2.162719953124892e-08
1995,3.7198014091188725e-07,4.880205750623645e-08
1996,4.2918260234614536e-07,3.3629979689919764e-08
1997,4.2338918149198435e-07,2.013855748828064e-08
1998,3.5760968053466513e-07,1.859570453177639e-08
1999,4.885545124011514e-07,2.7878226754873836e-08
2000,3.534425268014729e-07,1.502130686503733e-08
2001,3.772223333697866e-07,2.6725391677473453e-08
2002,3.2114352599421636e-07,2.1467984723244626e-08
2003,3.8585706541027776e-07,2.5834921757450502e-08
2004,3.4797850645418293e-07,2.4226351952316705e-08
2005,3.4318571096036976e-07,2.161799728117586e-08
2006,3.273722555263703e-07,2.7589862117149977e-08
2007,3.4672080850839393e-07,1.4380126422963713e-08
2008,3.597536419874814e-07,1.4049551022576878e-08
2009,3.657203730966785e-07,1.6211854969583328e-08
2010,3.939643349326616e-07,1.8895171649546683e-08
2011,3.9310432420336383e-07,1.644307973114323e-08
2012,4.415315864036984e-07,2.2468067212289e-08
2013,3.818312137582325e-07,1.8687138558792782e-08
2014,4.2832506075285437e-07,1.8839372728507442e-08
2015,4.176028056690484e-07,2.6820562132323644e-08
2016,4.886291034011947e-07,3.39699757212486e-08
2017,3.4891527711522485e-07,1.3081178501517243e-08
2018,3.910922146133089e-07,1.4456213670577256e-08
2019,3.9897448367298693e-07,1.76018148390078e-08
