year,pouvais_VERB avoir_VERB,pouvais_VERB savoir_VERB
1957,1.687492243718225e-07,3.710716001137371e-08
1958,1.9357050007329235e-07,4.4670112941957996e-08
1959,1.5889033022631338e-07,4.727956337546857e-08
1960,2.609154137189762e-07,5.6750835142338474e-08
1961,2.0566551484080264e-07,6.392306772795564e-08
1962,2.0104002373955154e-07,5.45408234131628e-08
1963,2.069137110538577e-07,5.366824140651261e-08
1964,1.9772896564518305e-07,4.623815996751546e-08
1965,1.6416130677043839e-07,4.377634610364112e-08
1966,1.5620190652043675e-07,4.3204781974282014e-08
1967,1.5629163385710854e-07,4.3879985867079085e-08
1968,1.859446143726018e-07,5.030385707982532e-08
1969,1.6077822806437325e-07,3.270065462857019e-08
1970,1.457795804071793e-07,4.322801672174137e-08
1971,1.4130593228856014e-07,4.1107178105903586e-08
1972,1.2927969805787143e-07,3.283293992240033e-08
1973,1.4499725864425272e-07,3.087394162548662e-08
1974,1.248876912995911e-07,3.2628314272642456e-08
1975,1.1994107751434058e-07,2.7415104852934746e-08
1976,1.4169546602715855e-07,3.599522102604169e-08
1977,1.310522321773533e-07,3.349765620441758e-08
1978,1.4495043387796613e-07,2.1386128423728223e-08
1979,1.644404505896091e-07,4.564539324292127e-08
1980,1.347380731431258e-07,3.2973872521324665e-08
1981,1.4865041464418027e-07,4.1116070548241623e-08
1982,1.613950644241413e-07,3.1658260013500694e-08
1983,1.4967298511692206e-07,3.34711742766558e-08
1984,1.368565989423587e-07,4.291266364475632e-08
1985,1.425687230494077e-07,3.128090142467954e-08
1986,1.4206931098215136e-07,5.8146508052914214e-08
1987,1.8332450224534114e-07,4.6442206524943686e-08
1988,1.391200470379772e-07,3.2381390013824785e-08
1989,1.4653285518306802e-07,2.359892548042808e-08
1990,1.34581682686985e-07,3.160217687536715e-08
1991,1.5415653820127773e-07,2.8135033858234237e-08
1992,1.6419633652731136e-07,2.6998726809779328e-08
1993,1.5786741869305843e-07,4.09901339537555e-08
1994,1.440054973045335e-07,3.6924486579437144e-08
1995,1.5074412829108041e-07,3.199246023655178e-08
1996,1.4893277011651662e-07,3.95018808774239e-08
1997,1.385724459623816e-07,3.5482219828963935e-08
1998,1.4638156642376998e-07,3.8621845277475586e-08
1999,1.7686679143480433e-07,3.0163327835452947e-08
2000,1.524220891724326e-07,3.2251630699420275e-08
2001,1.5728549840332562e-07,3.811654281093979e-08
2002,1.6473393316118745e-07,3.50497728618393e-08
2003,1.854280640145589e-07,3.62522278862798e-08
2004,2.0306087833432684e-07,3.3916894182084434e-08
2005,1.7564623533417034e-07,3.467887310648621e-08
2006,2.0301197878325183e-07,3.5825642896725185e-08
2007,2.2249250264394504e-07,4.5537067450140967e-08
2008,1.9201053191864048e-07,4.9386301270715194e-08
2009,2.2791959963797126e-07,4.958920385433885e-08
2010,2.848447309133917e-07,7.699782855752346e-08
2011,2.9291624059624155e-07,7.227306753065932e-08
2012,3.969358601807471e-07,7.897866538542075e-08
2013,4.300830767078878e-07,1.0542892425746686e-07
2014,4.3958536366517365e-07,1.0155937957279093e-07
2015,4.1826777419373684e-07,9.331782280241896e-08
2016,4.826222266274272e-07,1.081239489053587e-07
2017,4.4400539422895235e-07,8.553078600925801e-08
2018,5.320403033692855e-07,1.1848932501834497e-07
2019,5.038201038587431e-07,1.0280480466917652e-07
