year,des_DET airs_NOUN,des_DET serres_NOUN
1860,1.9251635201555928e-06,2.8836259247100315e-07
1861,1.9288291834840265e-06,3.1927074828352886e-07
1862,1.8026765253864596e-06,3.013496872039667e-07
1863,1.7641001193169359e-06,2.577224242905629e-07
1864,1.7898718951414594e-06,2.7282003400852517e-07
1865,1.7490633963390678e-06,2.673487601301261e-07
1866,1.8270376607176786e-06,2.787996208342136e-07
1867,1.8125251433076528e-06,3.7948986708613575e-07
1868,1.8361512310605121e-06,3.324535153836905e-07
1869,1.8352264561372067e-06,2.617566270401994e-07
1870,1.6852369242315035e-06,2.717939024954319e-07
1871,1.6154811071089625e-06,3.1226259977756854e-07
1872,1.7216775152206765e-06,2.6366399485944214e-07
1873,1.4905151246580317e-06,3.7951268527791626e-07
1874,1.5283050114334173e-06,2.467513616766226e-07
1875,1.6964327826940462e-06,3.2269413474672604e-07
1876,1.6547942500722002e-06,3.464366553629361e-07
1877,1.775042161256124e-06,3.129516752409245e-07
1878,2.2719050463138046e-06,3.7744304748343893e-07
1879,1.9769776749001267e-06,3.2868170440902844e-07
1880,1.8605336293830987e-06,3.003552073721494e-07
1881,2.2563035102507456e-06,3.646621551389728e-07
1882,2.0159161078225907e-06,4.1463049615941827e-07
1883,1.9097042383009466e-06,4.0759737096607296e-07
1884,2.049826843375513e-06,3.116001012770653e-07
1885,2.0587360900492513e-06,3.0101119552483624e-07
1886,2.0889863341366777e-06,2.742722102766493e-07
1887,1.9893632776657455e-06,3.57785064242222e-07
1888,2.0581634512240043e-06,2.80889230097614e-07
1889,2.110724487636162e-06,2.625092418995223e-07
1890,1.797868172559447e-06,2.9625826813983736e-07
1891,1.9721835933239618e-06,2.868398958355556e-07
1892,1.9024934863054455e-06,2.9336637741295135e-07
1893,1.771160555996687e-06,3.6765746713740555e-07
1894,1.973011842792971e-06,3.8628435294896235e-07
1895,1.8687797744831869e-06,2.870879087790712e-07
1896,1.832206883989329e-06,3.744613410461284e-07
1897,1.7724862146906162e-06,3.152251908389303e-07
1898,1.9317623554115926e-06,3.0272199280645395e-07
1899,1.8849042131563465e-06,3.775336114841821e-07
1900,1.7197959465420354e-06,3.18730656090338e-07
1901,1.697858832194754e-06,3.124105070195782e-07
1902,1.5025468886875615e-06,2.8970673637829236e-07
1903,1.870096280498501e-06,3.229331682064185e-07
1904,1.856932946964207e-06,3.305394615793489e-07
1905,1.7293703589160714e-06,2.5494149413773926e-07
1906,1.7901761788507997e-06,2.160557452945966e-07
1907,1.8930806122696708e-06,2.993134972650857e-07
1908,1.9910771698050667e-06,2.288707356967734e-07
1909,1.9539492637221656e-06,3.20707348677729e-07
1910,2.117352416952656e-06,2.9873801921098675e-07
1911,1.8514902437871683e-06,2.186673748738599e-07
1912,1.9066481815599445e-06,2.255679412144218e-07
1913,1.987030294969827e-06,2.370436424925515e-07
1914,1.9387073528776e-06,1.9889329350153417e-07
1915,1.7188132179768445e-06,2.0262910627177888e-07
1916,1.5734045568649435e-06,2.1645299685957298e-07
1917,2.125293070420753e-06,1.2501723745117488e-07
1918,1.8584956933409558e-06,1.6540382130614262e-07
1919,1.9336481642540093e-06,1.381177188175542e-07
1920,2.0429882034989078e-06,1.923346890642108e-07
1921,2.077961921642668e-06,2.0673600198417574e-07
1922,2.112302823320533e-06,1.726436839599721e-07
1923,2.002167809322941e-06,1.825943050093315e-07
1924,2.0665274149678226e-06,2.5267584558008593e-07
1925,1.995069361271362e-06,1.9026847142278314e-07
1926,1.9528033785576326e-06,1.8725512185291393e-07
1927,2.2019718510790653e-06,2.4082325700280904e-07
1928,1.9058636606672508e-06,2.0224092867060506e-07
1929,1.8192283608442494e-06,1.7490438253275897e-07
1930,1.874893225561891e-06,1.754101733864033e-07
1931,1.7290520730739445e-06,1.3230213724568785e-07
1932,1.6537940901173442e-06,2.3782194402688361e-07
1933,1.699952134615046e-06,1.5026568123133188e-07
1934,1.6235040618539642e-06,2.024887084672855e-07
1935,1.728220176744344e-06,1.9508303505944014e-07
1936,1.613799465616239e-06,1.7095847404391407e-07
1937,1.412723467097976e-06,1.561298632601904e-07
1938,1.6271343916685055e-06,2.126295219895269e-07
1939,1.3443470656682166e-06,1.7435217358752197e-07
1940,1.1943537816527794e-06,2.1554154527869684e-07
1941,1.9391372134691665e-06,1.9775066784077922e-07
1942,1.7264664702310029e-06,1.9418954866345928e-07
1943,1.8087155417845224e-06,1.6258117452316867e-07
1944,1.6547909247321968e-06,1.9921754379481627e-07
1945,2.017294706391226e-06,1.895298566978454e-07
1946,1.994894326173835e-06,2.0324812410876802e-07
1947,1.7106449430315251e-06,1.966943776743335e-07
1948,1.6373062763364032e-06,1.8699647474917924e-07
1949,1.3449301121681856e-06,1.1976749902942174e-07
1950,1.5346826263140656e-06,2.478039180520142e-07
1951,1.6279961059240122e-06,2.196248837238457e-07
1952,1.3159915042137982e-06,1.5922654150735127e-07
1953,1.482478598546777e-06,1.6160740712312105e-07
1954,1.4434036259558525e-06,1.68087617380408e-07
1955,1.4857417180991206e-06,1.708180672466142e-07
1956,1.5837592748368934e-06,1.8314397798313564e-07
1957,1.4542471866718643e-06,2.0939039568901308e-07
1958,1.4451609189336523e-06,1.6544487557723642e-07
1959,1.4098610190416139e-06,1.8601795348516248e-07
1960,1.589023288062208e-06,1.944754195459808e-07
1961,1.523731381958271e-06,1.8621066733004454e-07
1962,1.473870621993001e-06,1.7313541667007826e-07
1963,1.5369808146203923e-06,2.1467297273147778e-07
1964,1.3475989479871942e-06,1.374976802415162e-07
1965,1.4292977166263654e-06,1.7127495599567055e-07
1966,1.5282307277431073e-06,1.645105167646932e-07
1967,1.6181360944500511e-06,1.6960355075923417e-07
1968,2.097042171911312e-06,2.0076629014820213e-07
1969,1.4783421935504748e-06,1.6123239943155454e-07
1970,1.4587156158540893e-06,1.3796175535318866e-07
1971,1.6298996303731883e-06,1.541519289993687e-07
1972,1.8858419466027954e-06,1.5852154433559917e-07
1973,1.3132451233133224e-06,1.593315901438075e-07
1974,1.145366347543586e-06,1.788931786594894e-07
1975,1.1337287730839307e-06,1.6620407405909532e-07
1976,1.1575604990099464e-06,1.6169281136235725e-07
1977,1.258219027633345e-06,1.4280580451497826e-07
1978,1.4584151575292026e-06,1.7108903516138696e-07
1979,1.350635496777386e-06,1.6970723226705786e-07
1980,1.4366375644669915e-06,1.7510263816689076e-07
1981,1.3580955080527701e-06,1.7395260898389608e-07
1982,1.34144127628133e-06,1.806383149727253e-07
1983,1.448733495834631e-06,1.6798739999046575e-07
1984,1.5378970346091592e-06,2.1804271632674954e-07
1985,1.3378601231295306e-06,1.7324806700358408e-07
1986,1.3973145307488721e-06,1.9182353305779998e-07
1987,1.3749338148016932e-06,1.570479994938978e-07
1988,1.4745526311088497e-06,1.7929696061180778e-07
1989,1.519112231562758e-06,1.959259678940839e-07
1990,1.4259120142412485e-06,1.85254129814183e-07
1991,1.5468406875385199e-06,1.5943185704969665e-07
1992,1.4750120396200828e-06,1.405035723323067e-07
1993,1.5094340302113096e-06,1.578674154179005e-07
1994,1.4279226512314835e-06,1.7354508852207573e-07
1995,1.5356380274056391e-06,1.258008642812669e-07
1996,1.4364806446565126e-06,1.345199205360359e-07
1997,1.5046378480931821e-06,1.788495658239242e-07
1998,1.5181723362900357e-06,1.4971925654805318e-07
1999,1.483944361169165e-06,1.6224214260951442e-07
2000,1.5511708930660006e-06,1.6832700389102229e-07
2001,1.461572207261952e-06,1.2924575465422805e-07
2002,1.4852341188031914e-06,1.3012228133879589e-07
2003,1.6688526542907312e-06,1.5334276537437574e-07
2004,1.5126053316549815e-06,1.4183428398428788e-07
2005,1.5173132119628008e-06,1.3601324333478715e-07
2006,1.7262194660361274e-06,1.5442086787054166e-07
2007,1.7240173413313187e-06,1.4819518512343421e-07
2008,1.8873230338556368e-06,1.8008969182581325e-07
2009,1.874853296612855e-06,2.1313821019219858e-07
2010,2.043512857596852e-06,2.7964856103013247e-07
2011,2.4079550904332336e-06,2.6538366504347266e-07
2012,2.680848986358342e-06,3.3361677242993437e-07
2013,2.5431241930107262e-06,3.2521198367607695e-07
2014,3.0353045374909016e-06,3.170211622105512e-07
2015,2.8527324644755936e-06,3.167486244404216e-07
2016,2.913132703952215e-06,3.1587934312682364e-07
2017,2.350335766010403e-06,3.011186802126531e-07
2018,2.7027957258951574e-06,3.435932296458333e-07
2019,2.7494544951878197e-06,3.188734575276797e-07
