year,devrais_VERB avoir_VERB,devrais_VERB savoir_VERB
1963,8.341208967976854e-08,3.103705381590771e-08
1964,9.916868037862514e-08,3.224503331011874e-08
1965,6.566452270817535e-08,2.134096988015699e-08
1966,7.090015685662365e-08,2.9357096309468034e-08
1967,8.726694034066895e-08,3.007504645324843e-08
1968,8.174377086334061e-08,2.919420261093819e-08
1969,6.176790634526697e-08,2.997560244466513e-08
1970,5.472482911272891e-08,2.207388050123882e-08
1971,9.197731287713395e-08,2.3122789016838396e-08
1972,6.002272101568451e-08,1.9494558856081312e-08
1973,6.340184199871146e-08,2.3155456219114967e-08
1974,6.63817445456516e-08,2.5877628928583363e-08
1975,5.768594846244923e-08,2.227477224892027e-08
1976,5.370715427943651e-08,1.656922776760439e-08
1977,5.994317575641617e-08,3.114694280270669e-08
1978,7.485144948304878e-08,2.3762364520507617e-08
1979,6.729769097546523e-08,2.867466974976196e-08
1980,6.82218086467401e-08,2.8994268319593175e-08
1981,6.831593424294624e-08,2.9730083284107423e-08
1982,6.642027727821187e-08,2.2347007799794483e-08
1983,6.125856799599205e-08,2.2103606056589342e-08
1984,7.828661807707249e-08,2.8995042811175153e-08
1985,8.301470444393999e-08,4.3913573222198465e-08
1986,6.953602849080198e-08,2.8174081734277934e-08
1987,6.966331511648605e-08,3.299841111470414e-08
1988,6.596209090048433e-08,4.197587699650285e-08
1989,6.3113404280557e-08,5.1039535264862934e-08
1990,7.301192539443946e-08,3.214704236143007e-08
1991,7.444060656780493e-08,3.165191131415668e-08
1992,6.501733906816298e-08,2.6998726809779328e-08
1993,6.536264862688768e-08,3.655877023334142e-08
1994,7.754142217208937e-08,3.639699386326356e-08
1995,6.669614549537073e-08,4.7175323203418884e-08
1996,5.658377588702024e-08,2.4555223632205525e-08
1997,6.664903651198983e-08,3.068732468136659e-08
1998,7.676688085211936e-08,3.480734278582531e-08
1999,7.723640038648227e-08,3.8846710737061585e-08
2000,8.394259509714175e-08,3.269343196166119e-08
2001,9.551041557642748e-08,2.6287271026603776e-08
2002,9.288189772860278e-08,3.5926017716292336e-08
2003,9.667261480217348e-08,3.708561280291178e-08
2004,9.690540991869057e-08,3.655976854588516e-08
2005,7.701412130245444e-08,4.053374524914943e-08
2006,1.0706514075309315e-07,5.47679341877938e-08
2007,1.4699683958951937e-07,8.108793281280668e-08
2008,1.6944609626534657e-07,1.0771322678237993e-07
2009,1.8309859228793357e-07,1.282643751210344e-07
2010,2.720904888064979e-07,1.9084123437096423e-07
2011,2.982698106279713e-07,2.2752632844458276e-07
2012,3.93872028325859e-07,2.6451044732311857e-07
2013,4.351035158833838e-07,3.073615744142444e-07
2014,4.3785300363197166e-07,3.1983626058718073e-07
2015,4.5284636485121155e-07,3.067740408368991e-07
2016,4.884219606537954e-07,2.970301693494548e-07
2017,5.227440169619513e-07,3.2325604593097523e-07
2018,5.898651238567254e-07,3.805081973951019e-07
2019,5.410644803305331e-07,3.775462005251029e-07
