year,nos_DET ailes_NOUN,nos_DET selles_NOUN
1949,7.85360690924719e-08,1.9634016634739737e-09
1950,9.784532872814111e-08,1.1698897850465073e-08
1951,6.610068936652169e-08,1.0661401983469432e-08
1952,6.432330112993156e-08,3.1634410646574906e-09
1953,6.572034783047798e-08,2.1547654771580937e-09
1954,6.547599529227455e-08,4.886268278880834e-09
1955,5.819076909219234e-08,8.447047505910632e-09
1956,5.319896456690287e-08,1.1337483840634377e-08
1957,3.710715867910608e-08,7.951533931294108e-09
1958,3.226174849491059e-08,9.926692190465047e-09
1959,5.193000929271108e-08,3.100299128533379e-09
1960,3.9448748490045205e-08,5.536666736194462e-09
1961,4.5857850128339095e-08,6.25334317660986e-09
1962,4.6296281031033004e-08,8.878739188311613e-09
1963,5.496145361050253e-08,1.2932106496776896e-09
1964,4.380457041541774e-08,1.8251905320454398e-08
1965,4.815398080282307e-08,5.47204326295514e-09
1966,3.434226236720406e-08,3.8773522170743036e-09
1967,5.127548918792968e-08,2.465167847631733e-09
1968,5.524441637483335e-08,8.533689727086013e-09
1969,5.0867685619238046e-08,4.995933444718048e-09
1970,3.449043850523026e-08,3.219107563845469e-09
1971,3.9565660525653357e-08,1.2845993935250988e-08
1972,4.873639625202486e-08,3.5911027485013847e-09
1973,3.418186511616739e-08,1.5988291357516005e-08
1974,2.250228636757612e-08,2.8127858930915295e-09
1975,2.79862519825258e-08,7.996072248772634e-09
1976,3.5423866506789636e-08,7.427584713948221e-09
1977,4.7601932007257375e-08,4.7014254711541525e-09
1978,2.4950483012986524e-08,1.7821774056514528e-09
1979,3.394144487689488e-08,4.096381456264453e-09
1980,3.354238775621354e-08,5.6851505725319385e-09
1981,3.0362637848391216e-08,6.958104370458074e-09
1982,4.7177016626598345e-08,9.9320033308814e-09
1983,4.16810870262907e-08,1.1999100157922271e-08
1984,4.349256332858431e-08,2.3196033982486597e-09
1985,3.7296461030678074e-08,2.4062232206745193e-09
1986,4.375974449466469e-08,1.1389522214244607e-08
1987,1.8943531632231725e-08,9.166224945733603e-09
1988,2.938311416400552e-08,2.99827696004229e-09
1989,2.4696549916214394e-08,6.036934507847036e-09
1990,3.1602174876965705e-08,4.3589208909011745e-09
1991,2.1101274727541863e-08,4.689172272698272e-09
1992,3.5263643172189774e-08,3.30596661157756e-09
1993,2.658819592271655e-08,1.218625611532076e-08
1994,3.9034457000042266e-08,8.967375231261343e-09
1995,2.7112254441519212e-08,6.506940930517402e-09
1996,4.964425848186238e-08,3.736664311304594e-09
1997,4.5551499017193464e-08,5.753873488778538e-09
1998,5.0065358081496925e-08,1.1443510028463777e-08
1999,3.016332716931913e-08,9.597422329088445e-09
2000,4.064588932095603e-08,4.418031274155965e-09
2001,2.628727080455917e-08,5.257454027685071e-09
2002,4.0745358531601994e-08,9.638686959689835e-09
2003,3.1251922827379985e-08,9.167230363704704e-09
2004,3.8762162729577554e-08,2.642874807889939e-09
2005,3.783149571390254e-08,1.4862373776125537e-08
2006,4.776752149382446e-08,9.471147199846541e-09
2007,3.515142021903728e-08,4.7933754743212376e-09
2008,5.875266761989906e-08,7.2376473703172906e-09
2009,4.958920207798201e-08,7.152288761247405e-09
2010,5.99921712307605e-08,9.447585824773341e-09
2011,7.41850549879075e-08,9.942326933964907e-09
2012,9.157439806450896e-08,1.4978712298274743e-08
2013,8.534722617525858e-08,1.9523875072202657e-08
2014,7.903874665871058e-08,2.165445112112252e-08
2015,7.137372914911566e-08,2.260906817319608e-08
2016,1.0750254730851339e-07,3.024156525199828e-08
2017,1.0087601332031682e-07,2.389830733307008e-08
2018,9.835388325996064e-08,2.994501335784605e-08
2019,9.285595581332018e-08,2.959145828373977e-08
