year,quelques_DET orties_NOUN,quelques_DET sorties_NOUN
1873,0.0,3.7711826550435035e-08
1874,0.0,3.1665429389704514e-08
1875,0.0,2.1741802580521608e-08
1876,1.813804439976252e-09,2.9020871261664638e-08
1877,1.2369631985365004e-09,1.2369632429454214e-08
1878,3.0195443923020093e-09,7.2469061862534545e-09
1879,6.10932526790009e-10,2.1382638326628012e-08
1880,2.5671385017744797e-09,1.3477476912271413e-08
1881,1.1156012114099667e-08,2.5798277791810875e-08
1882,5.989846840748214e-09,1.7304001787010748e-08
1883,5.0554711528150165e-09,2.780509184008295e-08
1884,1.3203393933736152e-09,2.706695845233753e-08
1885,1.0957580620640783e-08,3.93183761104865e-08
1886,6.453463874400711e-10,5.2918402104751294e-08
1887,3.917354718385724e-09,2.8074376601239237e-08
1888,0.0,3.804368908788547e-08
1889,1.8795410228200637e-09,3.508476598135246e-08
1890,6.554386478008212e-10,4.0637194498316376e-08
1891,1.2748440081367107e-09,4.971891465199718e-08
1892,0.0,2.382034702819169e-08
1893,1.2316833108982905e-09,5.173069816954978e-08
1894,1.2603078580752936e-09,2.835692747282792e-08
1895,1.2037228991346183e-09,7.162151272055439e-08
1896,0.0,2.358811634906033e-08
1897,0.0,2.6802882469034728e-08
1898,0.0,3.112095148249949e-08
1899,5.527578395003729e-10,2.5979618456517528e-08
1900,0.0,3.478005605739298e-08
1901,0.0,2.2913829500481597e-08
1902,1.4730852093691738e-09,2.0623192931168433e-08
1903,5.400220270956879e-10,2.7541123825969294e-08
1904,0.0,3.7622374549073356e-08
1905,0.0,3.4061010900643396e-08
1906,0.0,2.82930141537463e-08
1907,4.114274698707732e-09,1.5942815068115124e-08
1908,3.437972351250096e-09,3.5362001771233054e-08
1909,0.0,3.7956786824722144e-08
1910,5.34415089958884e-09,3.366814871341717e-08
1911,5.32037403022656e-09,4.149891963400876e-08
1912,1.5628263128064646e-09,2.604710525044851e-08
1913,5.30298971401777e-10,3.128764053395017e-08
1914,6.696743715117748e-10,3.1474695405542263e-08
1915,0.0,3.416420923940677e-08
1916,0.0,3.076489463182952e-08
1917,0.0,1.2063066989753679e-08
1918,0.0,2.2972752589112133e-08
1919,0.0,2.9465114403937065e-08
1920,1.514446346106979e-09,2.6502811500961343e-08
1921,0.0,2.877644034171567e-08
1922,0.0,2.5084981203349344e-08
1923,7.431163684401554e-09,2.866306081372727e-08
1924,0.0,3.3518224196171786e-08
1925,0.0,2.1996355625830688e-08
1926,3.3438415369957397e-09,3.009457216762712e-08
1927,8.919379901328739e-09,2.2298450641500267e-08
1928,0.0,3.8848538497227025e-08
1929,0.0,3.3421218459395163e-08
1930,0.0,2.6259008301110498e-08
1931,1.1405356659111021e-09,2.8513390759599133e-08
1932,0.0,2.6302888755935783e-08
1933,2.2941324395731044e-09,2.7529588608743438e-08
1934,2.3963160344919743e-09,3.5944740517379614e-08
1935,0.0,2.2739740757060645e-08
1936,1.2124714565686645e-09,2.7886843945168494e-08
1937,3.777335333410292e-09,2.2664012888640173e-08
1938,2.5930428915188486e-09,2.074434313215079e-08
1939,0.0,2.9058695893979802e-08
1940,0.0,5.0715659227762444e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,2.1239483061208375e-08
1943,2.9032352077962287e-09,3.774205836748479e-08
1944,6.4263723231761105e-09,3.213186161588055e-08
1945,4.357008087652048e-09,2.832055256973831e-08
1946,1.3921104269343232e-09,2.5057987684817817e-08
1947,4.7683483828109274e-09,4.4107222763045684e-08
1948,0.0,3.587723007569821e-08
1949,1.9634016634739737e-09,2.6505922789965553e-08
1950,0.0,4.3604980515254965e-08
1951,5.330700769690111e-09,2.345508343104541e-08
1952,6.326882129314981e-09,2.6362009020175492e-08
1953,2.1547654771580937e-09,3.23214819353268e-08
1954,3.9090144454689835e-09,3.8112889733099564e-08
1955,9.385607846468247e-10,2.627970197011109e-08
1956,0.0,2.1802853744645745e-08
1957,1.7670075402875796e-09,2.297109880089465e-08
1958,0.0,3.8052319961678904e-08
1959,3.100299128533379e-09,3.022791672524505e-08
1960,2.7683333403416555e-09,2.906749996256508e-08
1961,3.474079635079619e-09,2.7097821542199085e-08
1962,2.5367825617905737e-09,4.1856910826254534e-08
1963,7.759264120110743e-09,3.62098977468861e-08
1964,1.8251904432275978e-09,1.64267148772268e-08
1965,1.6416130677043839e-09,2.9001829660035838e-08
1966,3.323444963676536e-09,2.7141465519520125e-08
1967,4.930335584241163e-10,2.760987993788433e-08
1968,4.042274237558985e-09,3.5033044798460367e-08
1969,3.1792303789579535e-09,2.1800437233210346e-08
1970,2.2993624781975086e-09,2.8971967491742134e-08
1971,2.0553589941130213e-09,3.288574423887525e-08
1972,3.0780880067027283e-09,2.565073442539756e-08
1973,3.3079223804577396e-09,3.14252615041255e-08
1974,1.687671502548227e-09,3.319087416020494e-08
1975,1.1422960355389478e-09,2.9699696924012642e-08
1976,1.142705374768127e-09,2.6853576695629044e-08
1977,5.876781838942691e-10,3.4085333666666884e-08
1978,1.7821774056514528e-09,3.9207901814108936e-08
1979,3.5111840102075575e-09,2.574868274152209e-08
1980,1.7055452605774235e-09,2.501466345172787e-08
1981,1.8976649140967083e-09,3.0362637848391216e-08
1982,1.2415004579935385e-09,2.4830009937026887e-08
1983,6.315316047889041e-10,1.9577480414589843e-08
1984,0.0,3.6533752911793727e-08
1985,4.210890636180409e-09,3.0077790036386887e-08
1986,1.7983456945813714e-09,2.5176839502094595e-08
1987,6.110816852533674e-10,3.6053819485459826e-08
1988,5.996553809062277e-10,2.578518176754585e-08
1989,0.0,3.7319230816734716e-08
1990,1.089730194969718e-09,2.8877850111186376e-08
1991,1.1722930404189924e-09,3.106576640377057e-08
1992,5.509944167592096e-10,4.0773588505516045e-08
1993,3.323524566667402e-09,2.8803878837635466e-08
1994,4.2199412852994556e-09,4.114442825331466e-08
1995,2.1689803286761844e-09,3.2534706262410396e-08
1996,2.135236876199542e-09,3.736664488940278e-08
1997,9.58978896292706e-10,3.116681490666906e-08
1998,1.43043876743576e-09,3.3853718051091164e-08
1999,3.1991407856146736e-09,4.5702012840820316e-08
2000,0.0,3.932047887289514e-08
2001,1.3143635346768434e-09,3.504969336987074e-08
2002,2.628732898024566e-09,4.162160305298812e-08
2003,1.6667691671301554e-09,4.5419460192874794e-08
2004,3.0833538777752523e-09,3.567881068367029e-08
2005,1.8014998381943315e-09,4.68389949048742e-08
2006,8.235779835885637e-10,2.6354495696878644e-08
2007,7.988958938831558e-10,3.9545348329284025e-08
2008,2.128719839289417e-09,5.066353359062248e-08
2009,0.0,6.007922692674583e-08
2010,2.3618964561933353e-09,5.999217211893892e-08
2011,3.441574691898097e-09,8.374498339236425e-08
2012,5.446804146602702e-09,7.012760327995693e-08
2013,2.5102124823206395e-09,7.000704194126683e-08
2014,6.063246710263925e-09,8.055455724687022e-08
2015,3.546520632724537e-09,6.450234169008695e-08
2016,1.864206039536853e-09,6.7939950998408e-08
2017,2.515611330355938e-09,7.697770687542516e-08
2018,4.130346842323718e-09,7.512068078696643e-08
2019,6.122370388439435e-09,7.831532444768641e-08
