year,mais_CONJ en_ADP
1984,3.943673709727591e-05
1985,3.926114095520461e-05
1986,3.9072655454219785e-05
1987,3.91355051760911e-05
1988,3.87341397072305e-05
1989,3.833178925560787e-05
1990,3.860042397718644e-05
1991,3.951155122194905e-05
1992,3.949307574657723e-05
1993,3.9444696085411124e-05
1994,3.911674593837233e-05
1995,3.8904457142052706e-05
1996,3.935348377126502e-05
1997,4.002825789939379e-05
1998,3.9985054172575474e-05
1999,3.957885564886965e-05
2000,4.0161231481761206e-05
2001,3.965960513596656e-05
2002,3.9537018892588094e-05
2003,4.015913600596832e-05
2004,3.957881108362926e-05
2005,3.9799634578230325e-05
2006,4.0723873098613694e-05
2007,4.0764861296338495e-05
2008,3.991860558016924e-05
2009,3.9848738197179046e-05
2010,4.097370765521191e-05
2011,3.980334076914005e-05
2012,4.028286275570281e-05
2013,4.149381220486248e-05
2014,4.228183206578251e-05
2015,4.1576083276595455e-05
2016,4.2392460272822063e-05
2017,4.194756729702931e-05
2018,4.294295831641648e-05
2019,4.274103412171826e-05
