year,nos_DET hommes_NOUN,nos_DET sommes_NOUN
1923,1.3365478110927143e-06,2.3355086309351236e-08
1924,1.4464402511293883e-06,1.0313299547703991e-08
1925,1.3142823007683546e-06,8.798542339150117e-09
1926,1.3520266008981707e-06,1.3375366147982959e-08
1927,1.3624352561691921e-06,1.1149224876660924e-08
1928,1.3208504014983191e-06,1.5996457491951332e-08
1929,1.2722344564508603e-06,5.570202965543558e-09
1930,1.0871229392250825e-06,7.352522590764465e-09
1931,1.4758531250436135e-06,2.2810713318222042e-09
1932,1.1858218158522504e-06,7.671675517073595e-09
1933,1.404009040584242e-06,1.7205993074753678e-08
1934,1.1598169606941156e-06,3.5944740517379614e-09
1935,1.2004189215986116e-06,1.795242621227544e-08
1936,1.1130488175581377e-06,1.2124714565686645e-09
1937,1.0324716726017868e-06,8.813782592653752e-09
1938,1.1915032587239693e-06,1.2965214235549638e-08
1939,1.0736423234902759e-06,1.070583532936098e-08
1940,1.412431132052916e-06,2.028626333583361e-08
1941,1.3281761539474246e-06,2.066051862925633e-08
1942,1.5322769684189552e-06,6.978687161485198e-08
1943,1.7100055913488177e-06,5.806470415592457e-09
1944,1.702988612350964e-06,1.927911696952833e-08
1945,2.019473271275274e-06,6.535512131478072e-09
1946,1.6343375932592608e-06,1.2528993842408909e-08
1947,1.3816289765600231e-06,1.1920870957027319e-09
1948,1.0284805966875865e-06,3.2615663503321457e-09
1949,1.0720172980427378e-06,8.835307152565974e-09
1950,9.348482663540381e-07,7.444753036267571e-09
1951,1.1205133318981098e-06,1.9190523947720806e-08
1952,1.074515537879961e-06,1.0544803918932644e-08
1953,9.233169961930798e-07,3.2321482157371406e-09
1954,9.547767945150554e-07,5.863521668203475e-09
1955,7.855753665353404e-07,5.631364707880948e-09
1956,8.939170186295087e-07,5.232684729961079e-09
1957,7.819008160936392e-07,7.068030272172621e-09
1958,7.221668312240581e-07,1.2408365224203521e-08
1959,6.882664109753023e-07,4.650448581777766e-09
1960,8.630278927057589e-07,3.0451666077624395e-08
1961,8.198827785577123e-07,6.948159103625784e-09
1962,9.081681611178283e-07,8.878739132800462e-09
1963,8.218353713118631e-07,4.526237162849611e-09
1964,8.931265540468303e-07,2.007709548612624e-08
1965,8.295617988096637e-07,1.0396882133001384e-08
1966,7.649462361314363e-07,1.717113129462433e-08
1967,9.017583835202458e-07,1.9721342781053863e-08
1968,8.636992774313512e-07,6.287982079467014e-09
1969,9.51952408456691e-07,5.904285005353671e-09
1970,1.0112596555700293e-06,9.657322497247378e-09
1971,8.637646402576138e-07,3.596878239697787e-09
1972,8.900804928657635e-07,6.669190699692962e-09
1973,7.073440428939648e-07,6.615844760915479e-09
1974,8.151453272375875e-07,5.0630146741781346e-09
1975,6.899468090182381e-07,3.4268881066168433e-09
1976,6.679113155882987e-07,1.3712464885795583e-08
1977,5.818014017222595e-07,7.05213826224238e-09
1978,6.314848519650695e-07,7.128709622605811e-09
1979,7.075035739489977e-07,9.363157360553487e-09
1980,7.919414883872378e-07,2.7288722836971147e-08
1981,6.856895780060768e-07,4.427884781055269e-09
1982,6.610990084254809e-07,5.586752060970923e-09
1983,7.212091190922365e-07,9.47297396081126e-09
1984,7.045795626936524e-07,1.3337719650952096e-08
1985,6.707346997814057e-07,4.812446330326736e-09
1986,6.797746365805324e-07,1.3787316399671568e-08
1987,7.351312731884718e-07,9.777307019565029e-09
1988,6.878047216218874e-07,4.1975875553212916e-09
1989,7.760204780993263e-07,1.0427432250992297e-08
1990,7.11048933510483e-07,7.628111586832631e-09
1991,7.36200007622756e-07,1.2895223111542009e-08
1992,7.664332457579803e-07,9.366905251440016e-09
1993,7.450233994177324e-07,1.4401939196773128e-08
1994,7.55896969906189e-07,7.38489736029635e-09
1995,7.813751778940059e-07,5.422450655157007e-09
1996,7.046281993439152e-07,9.608566164942545e-09
1997,7.019725529744392e-07,1.054876763717516e-08
1998,7.63854309582257e-07,4.291316191284977e-09
1999,6.969557020397588e-07,5.4842413388378475e-09
2000,7.73155498734468e-07,5.301637906462986e-09
2001,7.264049060040634e-07,8.762423453489987e-09
2002,7.597037807727247e-07,1.6210519815373914e-08
2003,7.896318692246496e-07,1.0833999475323708e-08
2004,7.668741801580836e-07,1.761916479381398e-08
2005,6.525933144985174e-07,1.0358623847572801e-08
2006,7.716925836120936e-07,9.882935969596218e-09
2007,8.823805188740153e-07,1.0385646703747753e-08
2008,8.331809695505399e-07,1.362380683267439e-08
2009,8.568441671741311e-07,1.3350939020995156e-08
2010,9.811318051333728e-07,1.2754241218715379e-08
2011,1.026736484277535e-06,1.3766298767592389e-08
2012,1.2078288449401953e-06,1.2255310100073302e-08
2013,1.3212085150371422e-06,9.761937480590177e-09
2014,1.4255125080353537e-06,1.017759210242275e-08
2015,1.3893494781314075e-06,7.093041265449074e-09
2016,1.5928605421322573e-06,9.942432210863217e-09
2017,1.1420875694057031e-06,7.295272747009918e-09
2018,1.330487961581639e-06,8.776986692993205e-09
2019,1.2193721516950973e-06,5.867272001580659e-09
