year,leurs_DET airs_NOUN,leurs_DET serres_NOUN
1872,9.494322972258828e-08,6.652073192281449e-08
1873,7.72194583831265e-08,6.225444337815134e-08
1874,1.0276327522262818e-07,6.213593300996578e-08
1875,7.895707676564001e-08,5.8931731217182204e-08
1876,8.94810217033637e-08,7.678438773695007e-08
1877,7.792867950939808e-08,7.112538602527252e-08
1878,1.0266450534146543e-07,6.763779392127134e-08
1879,1.1118971743329098e-07,9.408361023588441e-08
1880,8.086486347202992e-08,8.022308062294314e-08
1881,1.0737661404469634e-07,8.018383823582553e-08
1882,1.118104702158007e-07,6.588831125142747e-08
1883,1.1438003311159406e-07,9.731782313338044e-08
1884,1.181703774832954e-07,5.479408304864819e-08
1885,8.572695131547903e-08,8.185956984485543e-08
1886,9.873799999837729e-08,4.711028722681476e-08
1887,9.989254978748363e-08,1.0054544219428863e-07
1888,7.735549889531512e-08,6.467426771905593e-08
1889,8.833842990441099e-08,7.831420789639054e-08
1890,8.061895417910137e-08,8.913965388046563e-08
1891,8.732681422429778e-08,5.736797947797356e-08
1892,1.0029619978979554e-07,1.002961980134387e-07
1893,9.9766346517427e-08,1.1146733713829349e-07
1894,9.830401559440816e-08,9.452309202018228e-08
1895,9.328852534906673e-08,5.537125247201402e-08
1896,1.0083919566028499e-07,6.309821287686646e-08
1897,9.905413378419325e-08,8.099131898475775e-08
1898,9.73237049839426e-08,4.696434718898246e-08
1899,8.954677177541726e-08,6.025060628189749e-08
1900,5.5544270072260815e-08,5.398695179792412e-08
1901,6.482937253693422e-08,5.3651895370876446e-08
1902,7.46363142400952e-08,6.923500139865979e-08
1903,9.342380824506336e-08,7.182293160212794e-08
1904,7.954445280233813e-08,5.535864033845428e-08
1905,5.728442398211797e-08,7.328277717988385e-08
1906,1.0751345680404256e-07,5.144184428429455e-08
1907,7.611408170404843e-08,5.965698335330671e-08
1908,8.74227243929937e-08,5.206072373198367e-08
1909,9.131632561221181e-08,7.976426164013617e-08
1910,1.1115833142838483e-07,6.41298072423524e-08
1911,8.086969005560718e-08,5.2671705219609066e-08
1912,8.439262089154909e-08,7.189001455243371e-08
1913,1.198475674257793e-07,3.9772422022466e-08
1914,1.0112083170810138e-07,6.562808607668558e-08
1915,6.832842192050492e-08,4.2410743361642744e-08
1916,9.998590799753515e-08,8.789969685452093e-08
1917,6.68951898319392e-08,6.689518772251546e-08
1918,8.155327257952649e-08,4.479686666059024e-08
1919,1.2798909510003398e-07,5.7088659133341935e-08
1920,1.0979736009275598e-07,4.0890050456710014e-08
1921,8.405749696294151e-08,4.013556065274315e-08
1922,1.2690049133734504e-07,5.090775445637519e-08
1923,9.554353530560888e-08,4.564857647437748e-08
1924,1.0055467192238154e-07,6.961477083677892e-08
1925,8.908524051776112e-08,3.0794897964980805e-08
1926,1.0811754602713108e-07,5.3501466368288675e-08
1927,1.0703256236865855e-07,5.351628118432927e-08
1928,9.940655920637198e-08,6.627104198742018e-08
1929,1.2254447256943024e-07,5.013182802215965e-08
1930,9.348207452575252e-08,3.991369368350206e-08
1931,1.1633463614657558e-07,2.8513390759599133e-08
1932,8.110057425625428e-08,5.698959171240858e-08
1933,5.7353312543639845e-08,1.8353059516584835e-08
1934,7.308763727564838e-08,4.7926320689839486e-08
1935,8.138433482685059e-08,3.590485420090772e-08
1936,8.123559069872499e-08,3.8799086610197264e-08
1937,6.547381470323188e-08,3.651424407280501e-08
1938,7.649476430060531e-08,4.797129449229942e-08
1939,6.117620365841958e-08,3.976452944698394e-08
1940,6.085878911932241e-08,3.550096039361961e-08
1941,1.6233264865661567e-07,7.083606590185809e-08
1942,7.58552971547033e-08,3.3376331032286544e-08
1943,9.580676185727555e-08,6.096793869758699e-08
1944,1.0603514510876266e-07,3.213186161588055e-08
1945,9.149717072887142e-08,2.3963544037997053e-08
1946,9.744773166175946e-08,5.986074746999748e-08
1947,7.390940259810463e-08,5.245183132274178e-08
1948,7.610321417494958e-08,6.523132922708896e-08
1949,5.006674186347482e-08,1.9634017078828947e-08
1950,6.70027759941405e-08,6.381217199091793e-08
1951,8.742349344448286e-08,5.117473023119601e-08
1952,5.588746121443222e-08,2.8470970803162743e-08
1953,4.201792791480585e-08,2.5857186614075545e-08
1954,4.788542540268281e-08,4.9839932625417305e-08
1955,7.414630021074231e-08,3.003394466460918e-08
1956,4.534993758298356e-08,4.0117249966442614e-08
1957,6.714628852932947e-08,4.1524678806581505e-08
1958,6.038737820901474e-08,2.978007690446205e-08
1959,9.998464456373313e-08,3.720358832115522e-08
1960,8.304999910002664e-08,3.0451666077624395e-08
1961,7.087122311233429e-08,3.9604509172175284e-08
1962,6.468795565872654e-08,3.805173776072479e-08
1963,6.595373935880389e-08,4.4615767080813384e-08
1964,8.517555327713922e-08,3.163663619965007e-08
1965,6.730613089089843e-08,4.2681938539068653e-08
1966,9.637989828448212e-08,4.098915407091397e-08
1967,8.677390361810922e-08,3.7963584276212714e-08
1968,1.0420084683993025e-07,5.659183899275888e-08
1969,6.358461177025099e-08,4.8596809021361764e-08
1970,8.921526339911168e-08,3.0351584356935746e-08
1971,9.40326732035146e-08,3.699646133892287e-08
1972,8.259536166121961e-08,3.33459553303328e-08
1973,6.615844849733321e-08,4.355431015845568e-08
1974,5.5130603415776136e-08,3.881644627945491e-08
1975,6.682431896720686e-08,3.0270844941782116e-08
1976,4.97076848571254e-08,4.170874490228016e-08
1977,4.583889934295371e-08,2.644551888586477e-08
1978,6.178215161689593e-08,3.564354700280603e-08
1979,6.96384847564957e-08,2.691907674545746e-08
1980,5.742002096020826e-08,3.2973875241371076e-08
1981,6.768338045581856e-08,4.427884686686312e-08
1982,5.959202153960064e-08,3.5382763940994266e-08
1983,7.830991677337806e-08,3.4734238596456635e-08
1984,7.19077029032178e-08,4.291266364475632e-08
1985,6.015558084992989e-08,3.7296459254321235e-08
1986,6.234264771087794e-08,4.0163052661412735e-08
1987,4.277571941102565e-08,6.049708645150531e-08
1988,5.336932984434384e-08,2.6984492806914062e-08
1989,7.134558510646372e-08,3.4026356843241956e-08
1990,7.192219286800139e-08,3.3236769780842224e-08
1991,6.271768021592905e-08,2.1101273894874595e-08
1992,6.942529445774781e-08,2.9202703477615444e-08
1993,5.705383482323967e-08,4.2651898013446043e-08
1994,6.435410382366058e-08,2.3737170451454404e-08
1995,6.235818617028599e-08,3.7957155640810925e-08
1996,7.313186389801274e-08,2.5622842514394506e-08
1997,6.13746503619339e-08,2.5412941528912825e-08
1998,5.1018981039874234e-08,2.6701523880845457e-08
1999,6.763897908435013e-08,1.9194844824710344e-08
2000,7.554833558742757e-08,2.783359853708589e-08
2001,7.97380550476845e-08,3.023036096450049e-08
2002,5.8270244962521645e-08,2.40967179543361e-08
2003,7.167107307637366e-08,2.791838388249701e-08
2004,6.386947482006633e-08,2.8631142623414263e-08
2005,8.737274237446968e-08,3.062549780441515e-08
2006,1.037708292628281e-07,3.582564145343525e-08
2007,6.950394615401478e-08,3.7548105791263e-08
2008,8.174284071849058e-08,3.278228666303562e-08
2009,7.390698275600016e-08,4.8635564464660774e-08
2010,8.644541260593996e-08,6.518834166913123e-08
2011,8.871615253536191e-08,4.6652459562146475e-08
2012,1.1472331484796428e-07,6.808505448319124e-08
2013,1.2160585427523074e-07,7.642202293212108e-08
2014,1.3663958675635968e-07,6.929424678503437e-08
2015,1.3365950124466508e-07,8.001836993010158e-08
2016,1.2863022025300097e-07,8.036799226118774e-08
2017,1.0716504039720576e-07,6.84246277415923e-08
2018,1.20038200268624e-07,8.338137447161387e-08
2019,1.2168211460661382e-07,7.882552477411764e-08
