year,pourrez_VERB avoir_VERB,pourrez_VERB savoir_VERB
1924,9.926550603722717e-08,2.578324886925998e-09
1925,6.708888378170741e-08,4.399271169575059e-09
1926,5.3501466368288675e-08,1.1146138456652466e-09
1927,8.919379723693055e-08,3.3447675740205796e-09
1928,5.484499610020066e-08,3.4278122562625413e-09
1929,6.795647777835256e-08,3.342121912552898e-09
1930,5.882018072611572e-08,3.1510811737689437e-09
1931,4.44808918587114e-08,7.983749661377715e-09
1932,5.589363638591749e-08,3.287861094491973e-09
1933,1.1126542176498333e-07,2.2941324395731044e-09
1934,1.1502316965561477e-07,5.990790086229936e-09
1935,7.659701850570855e-08,4.787313656606784e-09
1936,7.396075574206407e-08,4.849885826274658e-09
1937,7.80649358489427e-08,8.813782592653752e-09
1938,7.779128452511941e-08,3.8895642262559704e-09
1939,4.5882153187903896e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,0.0
1941,7.37875680556499e-08,5.9030051957620344e-09
1942,7.58552971547033e-08,6.068423541449874e-09
1943,7.83873517207212e-08,8.709705845433291e-09
1944,3.534504600111177e-08,9.639558484764166e-09
1945,3.267756198965799e-08,0.0
1946,7.65660743695662e-08,4.1763312808029696e-09
1947,5.006765846360395e-08,9.536696765621855e-09
1948,3.261566305923225e-08,6.523132700664291e-09
1949,3.043272656100271e-08,9.817008317369869e-10
1950,4.2541444145172136e-08,4.2541445921528975e-09
1951,5.543929049167673e-08,9.595261474260042e-09
1952,4.639713679921442e-08,3.1634410646574906e-09
1953,5.171437322815109e-08,9.69644453618912e-09
1954,4.88626810124515e-08,1.9545072227344917e-09
1955,7.226918086189471e-08,6.569925492527773e-09
1956,6.279221764771137e-08,8.72114158667614e-10
1957,3.8874166108371355e-08,5.301022731885041e-09
1958,4.4670112941957996e-08,1.1581140491045971e-08
1959,5.735553543217975e-08,7.750747599288843e-09
1960,4.429333344546649e-08,4.844583401109048e-09
1961,5.766972321907815e-08,2.779263708063695e-09
1962,5.644341172228451e-08,5.0735651235811474e-09
1963,5.1728427763464424e-08,3.2330267352165265e-09
1964,5.41473177406715e-08,1.520992043424485e-08
1965,6.019247678068496e-08,7.1136563306595235e-09
1966,4.542041409649755e-08,7.200797291773142e-09
1967,4.437302081328198e-08,1.035370456037299e-08
1968,4.491415950269584e-08,8.084548142051062e-09
1969,7.039724891910737e-08,9.991866889436096e-09
1970,6.484201975354154e-08,8.277704743875347e-09
1971,4.007949883089168e-08,1.0790635052160269e-08
1972,4.052816038324636e-08,2.0520587451500205e-09
1973,3.914374602231874e-08,3.3079223804577396e-09
1974,2.4752514704573514e-08,2.812785782069227e-09
1975,5.254561585843476e-08,1.1994108817248161e-08
1976,3.028169359708954e-08,2.856763492431469e-09
1977,2.4682483612537e-08,8.22749424145286e-09
1978,3.5049488644745e-08,7.128709622605811e-09
1979,5.14973663712226e-08,3.5111840102075575e-09
1980,3.411090432337005e-08,3.97960553399912e-09
1981,3.542307780435294e-08,3.1627747087981106e-09
1982,4.593551850007316e-08,6.828252629986764e-09
1983,5.1785590926556324e-08,3.78918940668882e-09
1984,5.103127520555972e-08,3.479405208395292e-09
1985,2.947623478632977e-08,6.015557829641693e-09
1986,5.095312616276715e-08,5.994485352545098e-09
1987,5.1330861339238254e-08,2.810975807676641e-08
1988,4.557380961500712e-08,5.396898483667201e-09
1989,3.457516939420202e-08,4.939309850016116e-09
1990,2.887784944505256e-08,1.6345953479657283e-09
1991,3.57549367890897e-08,4.10302547493302e-09
1992,3.1406681699763794e-08,3.856960972825618e-09
1993,3.600484888011124e-08,3.323524566667402e-09
1994,4.3781891889693725e-08,4.747434001473039e-09
1995,4.663307606733724e-08,3.795715741716776e-09
1996,3.3629980578098184e-08,5.3380921904988554e-09
1997,3.5002731380018304e-08,1.917957792585412e-09
1998,3.8621845277475586e-08,2.3840645013706308e-09
1999,3.107736645802106e-08,3.656160929565999e-09
2000,2.6066386382694873e-08,3.092622158362701e-09
2001,3.5487815353008045e-08,3.066848330846028e-09
2002,4.5126579806265e-08,5.257465574004527e-09
2003,3.958576755280774e-08,4.583615265119079e-09
2004,4.184551727348662e-08,4.404791198453495e-09
2005,5.17931191268417e-08,9.457874483587148e-09
2006,5.641509304155079e-08,6.58862386870851e-09
2007,6.031663701833168e-08,9.586750948642475e-09
2008,6.641605665436146e-08,4.6831836186811415e-09
2009,7.486062258976744e-08,7.1522885392028e-09
2010,9.353109930998471e-08,9.447585824773341e-09
2011,1.4416374938264198e-07,1.3766299211681599e-08
2012,1.548934989159534e-07,7.489355802192676e-09
2013,1.3080996552616853e-07,8.08846234434668e-09
2014,1.1909948227639688e-07,1.017759210242275e-08
2015,1.2900468959742284e-07,1.1304534197620342e-08
2016,1.441652699440965e-07,9.942432654952427e-09
2017,1.2175559049865115e-07,9.559323110863716e-09
2018,1.3914105068124627e-07,9.29327992338358e-09
2019,1.2703918628176325e-07,7.652963596171958e-09
