year,les_DET ailes_NOUN,les_DET selles_NOUN
1866,5.4587310955867e-06,1.3935115816821053e-06
1867,7.226321713460493e-06,1.3762573729536598e-06
1868,6.345268047880381e-06,1.6844970929241754e-06
1869,6.588355574876914e-06,1.5436804545743144e-06
1870,6.169263258470892e-06,1.1359150136058815e-06
1871,5.990343993289571e-06,8.454456974504865e-07
1872,5.863500348368689e-06,1.1405281412635304e-06
1873,6.050054878414812e-06,1.8784081703415723e-06
1874,9.975207376555772e-06,1.765496961070312e-06
1875,5.0835768661272596e-06,1.0916673716110381e-06
1876,5.468015842780005e-06,1.1499520269353525e-06
1877,6.557141773555486e-06,1.4163229025143664e-06
1878,7.665415182600555e-06,1.0852242553482938e-06
1879,6.4447272052348126e-06,1.0978457396504382e-06
1880,5.045069087827869e-06,1.0223629089978203e-06
1881,5.393931814978714e-06,1.3066479453982538e-06
1882,5.219152882318667e-06,1.0934797671779961e-06
1883,5.704467241685052e-06,1.3719284908120244e-06
1884,5.762621185567696e-06,1.8458344754890277e-06
1885,5.4149784318724414e-06,1.9556058248326735e-06
1886,6.601893403512804e-06,1.0603041147305703e-06
1887,5.408561321473826e-06,1.7144956245829235e-06
1888,5.855557617451268e-06,1.4932147252011418e-06
1889,5.2357749495968164e-06,1.3513899830286391e-06
1890,5.7449195765002514e-06,1.5835397420005393e-06
1891,6.072719372696156e-06,1.2786685772425699e-06
1892,4.544044543308701e-06,1.7815112585140014e-06
1893,5.423101754331583e-06,1.3382239245629535e-06
1894,5.593876494458527e-06,1.603741765165978e-06
1895,4.609054997217754e-06,1.4516898119154575e-06
1896,5.634611056848371e-06,1.4736675382209796e-06
1897,5.100705152472074e-06,1.8604696094826068e-06
1898,4.304876341620911e-06,1.3896919597300439e-06
1899,4.828339569939999e-06,1.625108097869088e-06
1900,4.5857763097956195e-06,1.4586859151677345e-06
1901,4.538615030469373e-06,1.6738272989869074e-06
1902,8.705442155587662e-06,1.4524620013389722e-06
1903,5.334337743079232e-06,1.4656197748763589e-06
1904,4.887683985543845e-06,1.869294663947585e-06
1905,4.4418653430966515e-06,2.0116638381750818e-06
1906,4.535113134807034e-06,2.3627240182122478e-06
1907,4.642959140710445e-06,2.1322228462850035e-06
1908,5.436416529391863e-06,1.898743022366034e-06
1909,5.786484734926489e-06,1.9715525354513375e-06
1910,5.657317956320185e-06,2.007263020686878e-06
1911,6.015747032961372e-06,1.8498940335121006e-06
1912,6.1830621689296095e-06,2.0170878656244895e-06
1913,6.579419505214901e-06,2.534829036449082e-06
1914,5.2850702445539355e-06,1.8998661630575953e-06
1915,4.078499756587917e-06,1.6952516546098195e-06
1916,6.885842367410078e-06,2.242540887209543e-06
1917,5.690477564712637e-06,2.1943814942915196e-06
1918,5.806363446936302e-06,2.346666633457062e-06
1919,5.415135774455848e-06,1.3940682919155734e-06
1920,5.043106170887768e-06,2.5079231988911488e-06
1921,5.203234820783109e-06,2.2695523682614294e-06
1922,6.553082414484379e-06,2.025981117981246e-06
1923,5.367423284496908e-06,1.6072545179213193e-06
1924,5.302324922240587e-06,1.6655978640756075e-06
1925,5.890624265703082e-06,1.6849207895575091e-06
1926,5.092670789963449e-06,1.7354537931169034e-06
1927,5.587991495303868e-06,1.958918829814138e-06
1928,5.057165992639057e-06,1.4396811565120515e-06
1929,5.737309095366072e-06,1.7189646541737602e-06
1930,4.698262046076707e-06,1.9967350510796678e-06
1931,5.407279502378515e-06,1.8898675762102357e-06
1932,4.512041243742715e-06,1.309664668269761e-06
1933,4.424234504085689e-06,1.527892237618289e-06
1934,4.592539710301935e-06,1.3479277072292462e-06
1935,5.10327657821108e-06,1.4792799305496374e-06
1936,5.773788927854184e-06,2.080600978615621e-06
1937,4.6700458256054844e-06,1.7778659469058766e-06
1938,5.384453743317863e-06,1.4469179205889304e-06
1939,5.363623415632901e-06,1.5431697022449953e-06
1940,4.29561634973652e-06,1.0396709768656365e-06
1941,6.118464966675674e-06,1.2868550953726299e-06
1942,7.251766305671481e-06,1.2531295112694352e-06
1943,6.480021113475232e-06,1.300649344671001e-06
1944,6.853726176814234e-06,9.864481711474582e-07
1945,5.925531183947896e-06,1.0064688495958762e-06
1946,4.8932682830127305e-06,1.1526674654760427e-06
1947,5.03299173715277e-06,1.1217539679364563e-06
1948,6.06868792374371e-06,1.4285660796531374e-06
1949,5.525012227280968e-06,1.1898213827521431e-06
1950,5.932404519626289e-06,1.2347654347877324e-06
1951,5.116406612160063e-06,1.0874629481349984e-06
1952,5.294545985634613e-06,1.0903326881361863e-06
1953,4.480834888909158e-06,1.2573056551445916e-06
1954,5.771659743913915e-06,1.0818196898298993e-06
1955,4.370877547898999e-06,9.244823928611368e-07
1956,4.747789489556453e-06,1.0413042872414735e-06
1957,4.335352969064843e-06,1.1317683785705412e-06
1958,4.18989139916448e-06,8.851300208334578e-07
1959,4.321817016261775e-06,9.262143692012614e-07
1960,3.379442915729669e-06,1.056811271382685e-06
1961,3.987548666373186e-06,1.0192949488896375e-06
1962,3.853372618323192e-06,8.098678137002935e-07
1963,3.6778910157408973e-06,7.701069364429713e-07
1964,3.4368337367141066e-06,7.203418306289677e-07
1965,3.826052648037148e-06,7.294233697052732e-07
1966,3.732228663011483e-06,6.303466832946469e-07
1967,3.6854259519714105e-06,7.02079766767838e-07
1968,3.674427262012614e-06,4.927083061545545e-07
1969,3.2164728906991513e-06,4.1375412962452174e-07
1970,3.163462849897769e-06,4.837858647022131e-07
1971,3.1688497301729512e-06,3.550632747817417e-07
1972,3.2966323431082856e-06,4.596611447027499e-07
1973,3.455124840456847e-06,4.4877479155047695e-07
1974,2.590575860494937e-06,3.1896990115853896e-07
1975,2.7712100916232885e-06,4.6662793806717673e-07
1976,3.3195591413459624e-06,2.531092402335844e-07
1977,2.822030552351862e-06,2.979528357371919e-07
1978,3.095048185741689e-06,3.267325183742287e-07
1979,3.0617525510479027e-06,3.581407739261522e-07
1980,3.0478093435704068e-06,4.462843214980694e-07
1981,2.7971580038865795e-06,4.054677198439549e-07
1982,2.903869471992948e-06,3.3644661989740143e-07
1983,2.9025193555298756e-06,3.315540801906991e-07
1984,2.8380347600887035e-06,2.88210729948446e-07
1985,2.912131691346076e-06,2.80926549578453e-07
1986,3.3359311828462523e-06,2.6735404112798733e-07
1987,3.063963475824494e-06,2.676537729229267e-07
1988,2.8675520695742307e-06,2.0748076501320156e-07
1989,2.755037371571234e-06,1.9812120477524786e-07
1990,2.722690823020457e-06,2.707979405158767e-07
1991,2.6558299168755184e-06,2.684550954867859e-07
1992,2.867926042426916e-06,2.3692759576476874e-07
1993,2.8366281696889928e-06,2.874848767930871e-07
1994,2.8025685878674267e-06,2.389541702285669e-07
1995,2.84027984776003e-06,3.0311501575397415e-07
1996,2.6460923550075677e-06,2.1565892360797534e-07
1997,2.9114600010871072e-06,2.507729863765462e-07
1998,3.015841826936594e-06,3.552256302441492e-07
1999,2.7188125955035503e-06,3.46421259678209e-07
2000,2.750224552983127e-06,3.070531757742856e-07
2001,2.588858023955254e-06,2.961699081538427e-07
2002,2.7531595776508766e-06,3.469927456478672e-07
2003,2.667247457566191e-06,4.837797540346855e-07
2004,2.609838929856778e-06,5.052295612983926e-07
2005,2.448238319630036e-06,4.611839692358899e-07
2006,2.675804950058591e-06,4.784988121286915e-07
2007,2.771369793208578e-06,5.843923425175035e-07
2008,3.00447524637093e-06,7.195073159493859e-07
2009,2.947219826410219e-06,5.559712512592796e-07
2010,3.3024037406903517e-06,6.726681220925457e-07
2011,3.4216900530736893e-06,9.781720109458547e-07
2012,3.96799694613037e-06,1.0553183500405794e-06
2013,4.296089230138023e-06,5.528046109759543e-07
2014,4.241673821070435e-06,5.285851969460964e-07
2015,4.428495998354265e-06,6.148780400394571e-07
2016,4.8181440774897055e-06,7.044627778896029e-07
2017,4.184970919141051e-06,5.914202034773552e-07
2018,4.351578354544472e-06,6.463992754390802e-07
2019,4.1627017139944655e-06,5.109628489208262e-07
