year,dix_DET ailes_NOUN,dix_DET selles_NOUN
1845,2.2320911785556063e-09,1.2276501593078137e-08
1846,0.0,1.3465353276842507e-08
1847,2.6966118227278457e-09,1.4561703842730367e-08
1848,1.287235473768078e-08,1.689496542667257e-08
1849,3.1841775438579134e-08,4.022119171054328e-08
1850,7.467895635215882e-09,1.1541293254424545e-08
1851,9.029214709244116e-09,9.674158585326609e-09
1852,0.0,1.5625309046640723e-08
1853,7.763511611358354e-09,1.6124216184465467e-08
1854,1.0391328908454511e-09,2.0782657039752905e-08
1855,1.2736649068756378e-08,3.1841622671890946e-09
1856,5.177189232874468e-10,5.177189066341015e-09
1857,3.905207268672939e-09,5.857811125054013e-09
1858,1.468102750479261e-09,5.3830437884982985e-09
1859,2.036869339860914e-09,5.092173349652285e-09
1860,4.577183909670879e-10,6.865775947773045e-09
1861,8.488735048217677e-09,1.6977468875190027e-08
1862,0.0,3.11741068514948e-08
1863,0.0,1.2986014041871385e-08
1864,1.4384183844029508e-09,7.671564716815737e-09
1865,9.41368871743009e-10,1.882737743486018e-09
1866,2.432806400776144e-09,8.271541673821048e-09
1867,9.7056229719783e-10,1.649955905236311e-08
1868,2.9639244392143382e-09,9.879748019692158e-09
1869,6.8369265804335555e-09,1.2208797528501236e-08
1870,4.587239033071455e-09,5.160643912205387e-09
1871,1.0621177271019633e-09,6.37270636261178e-09
1872,4.23313739617015e-09,7.861540751719076e-09
1873,5.986004469882289e-10,1.6760813181804224e-08
1874,5.974609251779839e-09,1.9118749250424116e-08
1875,1.1443054503956773e-08,8.010138330405425e-09
1876,4.836811839936672e-09,9.069021977836655e-09
1877,5.566334504436554e-09,2.4739263970730008e-09
1878,9.662541877730746e-09,1.8117265465633636e-09
1879,4.27652757650776e-09,5.498392852132383e-09
1880,5.134277003548959e-09,6.417846254436199e-09
1881,0.0,5.5780060570498335e-09
1882,1.3310770263785798e-09,4.6587693702804245e-09
1883,2.5277355764075082e-09,6.951272890631799e-09
1884,1.1883054540362536e-08,7.2618666635548834e-09
1885,3.2228177904158883e-09,4.511945039809007e-09
1886,0.0,1.936039190075789e-08
1887,5.876032105334161e-09,4.570247291724172e-09
1888,2.53624587998047e-09,6.974675947901687e-09
1889,2.5060546970934183e-09,8.14467782106476e-09
1890,6.554386478008212e-10,8.520702476921826e-09
1891,6.3742202627281586e-09,6.374220040683554e-09
1892,6.268512375839919e-10,2.5074049503359674e-09
1893,0.0,6.774258043407144e-09
1894,1.8904617871129403e-09,4.4110775032635274e-09
1895,3.0093072478365457e-09,1.023164486468886e-08
1896,0.0,1.2383760683576384e-08
1897,0.0,2.913356778044829e-09
1898,0.0,5.092519295146758e-09
1899,3.3165470370022376e-09,6.080336234504102e-09
1900,1.038210628578895e-09,7.786579381274805e-09
1901,1.676621730339889e-09,5.029864968975062e-09
1902,0.0,1.0802624572647801e-08
1903,0.0,5.400220270956879e-09
1904,5.374625189347171e-10,7.524475265086039e-09
1905,1.0321518084666081e-09,9.805442346966231e-09
1906,4.115347618238729e-09,1.80046462183725e-08
1907,0.0,1.0799971361663552e-08
1908,0.0,1.5716445034286153e-08
1909,5.500983557560346e-10,4.400786846048277e-09
1910,1.6032452032632705e-09,4.809735720812114e-09
1911,0.0,7.4485237977484076e-09
1912,0.0,9.376957876838787e-09
1913,0.0,1.0605979317013237e-08
1914,6.696743715117748e-10,6.027069343605973e-09
1915,0.0,8.246533123035249e-09
1916,0.0,6.592477230782379e-09
1917,0.0,1.4256352209862655e-08
1918,0.0,9.189101035644853e-09
1919,4.603924352863942e-09,4.603924352863942e-09
1920,0.0,1.0601124866838063e-08
1921,6.815472630705699e-09,3.0290989716519334e-09
1922,0.0,1.4755870969551665e-09
1923,0.0,2.1231896241147297e-09
1924,0.0,6.445812328337297e-09
1925,0.0,6.598906754362588e-09
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,4.4596899506643695e-09,5.574612327308159e-09
1928,1.1426041224282812e-09,4.570416489713125e-09
1929,0.0,1.1140406375176326e-08
1930,0.0,7.352522590764465e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,6.575722188983946e-09
1933,3.4411986593596566e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,9.585264137967897e-09
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,0.0
1937,1.2591118148108649e-09,2.5182236296217297e-09
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,0.0,4.2541445921528975e-09
1951,0.0,5.330700769690111e-09
1952,0.0,0.0
1953,0.0,4.3095309543161875e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,2.815682353940474e-09,9.385607846468247e-10
1956,1.744228317335228e-09,1.744228317335228e-09
1957,0.0,0.0
1958,8.272243445794913e-10,0.0
1959,0.0,3.875373910666724e-09
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,1.2683912808952869e-09
1963,6.466053248388448e-10,0.0
1964,0.0,1.2167936658258327e-09
1965,1.0944086747954884e-09,0.0
1966,1.6617224263271169e-09,5.539074754423723e-10
1967,1.9721342336964653e-09,1.9721342336964653e-09
1968,1.7965663401398047e-09,0.0
1969,0.0,1.3625273131978588e-09
1970,0.0,0.0
1971,1.0276794970565106e-09,5.138397485282553e-10
1972,5.130146862875051e-10,2.0520587451500205e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,0.0,2.812785782069227e-09
1975,0.0,1.1422960355389478e-09
1976,5.713526873840635e-10,5.713526873840635e-10
1977,5.876781838942691e-10,0.0
1978,0.0,5.940591352171509e-10
1979,1.7555920051037788e-09,1.1703946700691858e-09
1980,0.0,1.1370301367108482e-09
1981,1.2651099057237047e-09,1.2651099057237047e-09
1982,6.207502289967692e-10,0.0
1983,1.0104505454577861e-08,1.89459470334441e-09
1984,0.0,0.0
1985,1.8046674155058895e-09,0.0
1986,1.7983456390702202e-09,0.0
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,3.841685414229801e-09,2.1952488715726304e-09
1990,1.6345953479657283e-09,1.6345953479657283e-09
1991,0.0,0.0
1992,0.0,5.509944167592096e-10
1993,1.661762283333701e-09,1.661762283333701e-09
1994,0.0,1.5824779264761446e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,1.067618438099771e-09,1.067618438099771e-09
1997,9.58978896292706e-10,4.79489448146353e-10
1998,9.536258449571733e-10,9.536258449571733e-10
1999,4.570201161957499e-10,1.3710603763428253e-09
2000,8.394259620736477e-09,4.4180314962005696e-10
2001,4.3812117822561447e-10,1.3143635069212678e-09
2002,3.066854992184176e-09,0.0
2003,1.2500769308587678e-09,2.083461403401543e-09
2004,0.0,3.523833003171717e-09
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,2.0589450144825605e-09,0.0
2007,9.187303029456473e-09,1.5977917877663117e-09
2008,0.0,0.0
2009,5.245011758248097e-09,9.53638501499654e-10
2010,2.3618965117044866e-09,9.447586046817946e-10
2011,1.147191591721608e-09,7.64794394481072e-10
2012,1.0212758139171996e-09,1.0212758416727752e-09
2013,2.7891249310130206e-09,8.367375126105969e-10
2014,2.598534165620947e-09,1.5158115873603606e-09
2015,4.876465786729511e-09,8.866301581811342e-10
2016,1.449938086262037e-09,2.899876117012923e-09
2017,1.0062445321423752e-09,5.031222660711876e-10
2018,7.228107001822082e-09,1.5488800242380307e-09
2019,4.081580295967058e-09,1.7856913725466939e-09
