year,aux_ADP orties_NOUN,aux_ADP sorties_NOUN
1912,1.0470936595563529e-07,1.5055227997606835e-07
1913,1.1825667201037504e-07,2.4924051089669774e-07
1914,1.198717154426987e-07,1.312561828115122e-07
1915,7.421880354741006e-08,1.2369799751166255e-07
1916,9.55909200683891e-08,1.7250315131889238e-07
1917,1.4256352276476036e-07,1.5572322542567463e-07
1918,1.1486376649827434e-07,1.366878832342877e-07
1919,1.2246438529928128e-07,1.4732557485075404e-07
1920,6.890730963604597e-08,1.5901686900576806e-07
1921,1.0526118643383597e-07,1.0450391529914782e-07
1922,1.1140682276700176e-07,1.8887515551568868e-07
1923,1.1146745748646936e-07,1.4225369859843795e-07
1924,9.539801792968206e-08,1.2504876023555767e-07
1925,1.4627577216153043e-07,1.5947357390189154e-07
1926,1.4044134388768725e-07,1.7165053645129547e-07
1927,1.382503952429559e-07,2.3636356161205185e-07
1928,1.8281666314123868e-07,2.1480957812514134e-07
1929,1.5930781049888765e-07,1.971851890658627e-07
1930,1.2709360730500663e-07,1.9536702211553347e-07
1931,1.1177249348293117e-07,1.904694588716893e-07
1932,1.030196427054264e-07,2.4439766654893447e-07
1933,8.717703625649165e-08,2.1908964775718687e-07
1934,1.1023053758663082e-07,2.827652973991235e-07
1935,1.1250187004208101e-07,2.5612127529939244e-07
1936,1.3822174160793566e-07,2.909931495764795e-07
1937,1.0828361496351135e-07,2.8078192926273005e-07
1938,1.0890779833516717e-07,3.3061297521896904e-07
1939,9.941132805835196e-08,5.934091458215107e-07
1940,1.3186071212700767e-07,1.2425335937926718e-07
1941,1.9775067983118788e-07,1.3872062343267544e-07
1942,1.365395263519531e-07,1.9722376531916552e-07
1943,2.0612969819922e-07,1.1903264196533314e-07
1944,1.317406344014671e-07,2.281362121436814e-07
1945,1.612093001313042e-07,1.2199623133923865e-07
1946,1.3642682095138525e-07,1.4477948262481277e-07
1947,8.940652906908042e-08,1.1920871179071924e-07
1948,1.717758284502935e-07,1.609039452787897e-07
1949,1.0798709282333618e-07,1.9830356290384543e-07
1950,1.2230665902279725e-07,1.988812527997652e-07
1951,1.4073050635943218e-07,1.983020787577061e-07
1952,1.0228459501604448e-07,2.2987672743113308e-07
1953,1.0989303889097357e-07,2.6719091650306837e-07
1954,1.3779275320757733e-07,2.882898009204382e-07
1955,1.5861677127304574e-07,2.4965717315694747e-07
1956,1.7180648481662786e-07,2.6163424493574894e-07
1957,1.236905269874633e-07,2.853717120387955e-07
1958,1.2739254967586433e-07,2.9035573234637013e-07
1959,1.1006061895191266e-07,3.1002990574791056e-07
1960,1.1973041780244387e-07,3.204345944141096e-07
1961,1.2159278561796327e-07,2.911278649264659e-07
1962,1.1859458703966652e-07,2.6192281232795267e-07
1963,1.3320070069156031e-07,3.4916687852160067e-07
1964,1.338473027967524e-07,2.4761751404867027e-07
1965,1.4883958598943536e-07,2.6648852013977375e-07
1966,1.2739872090605786e-07,3.00771748840134e-07
1967,1.666453421922398e-07,3.0321564015167723e-07
1968,1.5630127048193998e-07,2.618495500428253e-07
1969,1.462446039823817e-07,4.228376457859895e-07
1970,1.3336303017474904e-07,3.117935474250544e-07
1971,1.3925057773533922e-07,3.833244459627849e-07
1972,1.8827638537111113e-07,3.827089498642522e-07
1973,1.5271574138608912e-07,4.4656952091770563e-07
1974,1.7101738092328844e-07,4.359817964427748e-07
1975,1.3307749036073346e-07,5.134620622015973e-07
1976,1.6797768498388876e-07,4.1365935743442606e-07
1977,1.616115032909704e-07,3.796401202293964e-07
1978,1.8891080588723241e-07,3.3801966026203445e-07
1979,1.7848518352181486e-07,3.82719067104631e-07
1980,1.733971006778745e-07,4.3491401768847027e-07
1981,2.2139423982991957e-07,3.8712362204762485e-07
1982,2.4954159738577175e-07,3.6748412135523267e-07
1983,2.43139658628877e-07,3.340802319229397e-07
1984,2.279010402617132e-07,2.0876431072736068e-07
1985,2.2377876196522095e-07,1.7926362971820708e-07
1986,2.3198659127032784e-07,2.5656398650042433e-07
1987,2.48099171873406e-07,2.0654560373145614e-07
1988,2.530545656354022e-07,2.1707525288405805e-07
1989,2.365380651347948e-07,1.8988903427441528e-07
1990,2.4409957322113485e-07,2.01055220250268e-07
1991,2.8369492466318036e-07,1.8522230416095908e-07
1992,2.6117134510617035e-07,2.2205075023151721e-07
1993,1.9941146334190307e-07,2.370780833871322e-07
1994,2.1046956533155026e-07,1.962272753175398e-07
1995,2.412990685041194e-07,2.0171517434164343e-07
1996,2.5676222037418484e-07,2.0017845248077037e-07
1997,2.17688211567868e-07,2.0330353045494576e-07
1998,2.5128041025723746e-07,1.9978461374137169e-07
1999,2.2531092236377503e-07,1.8509315391490588e-07
2000,2.3769009371843453e-07,2.1692534435402422e-07
2001,2.3308047358838735e-07,2.2212744421601371e-07
2002,2.545489807270762e-07,2.1336548083894513e-07
2003,2.541823107549135e-07,2.066793829413882e-07
2004,2.325729713814617e-07,1.9028697839651443e-07
2005,2.1798147487039898e-07,1.860048621793453e-07
2006,2.4624981165288773e-07,1.906583053656874e-07
2007,2.768174262313128e-07,2.268864400800652e-07
2008,3.159020177667671e-07,2.2479281758247538e-07
2009,3.127934373736707e-07,2.1695275420618998e-07
2010,3.40113103902695e-07,2.5130580194598906e-07
2011,3.30391173974931e-07,2.699724130916792e-07
2012,4.510634807886049e-07,2.512338481697185e-07
2013,3.882462036308709e-07,2.122524143111093e-07
2014,4.3352212464320417e-07,2.243401207024931e-07
2015,3.969886590571292e-07,2.3274041094367703e-07
2016,3.9003334340037554e-07,2.3737556897884815e-07
2017,4.002337679054335e-07,2.1533633243198125e-07
2018,3.859292665442382e-07,2.01354403150944e-07
2019,3.622402691139115e-07,2.2831340551476842e-07
