year,autres_ADJ airs_NOUN,autres_ADJ cerfs_NOUN
1864,1.1986819536957682e-08,3.1165731328997026e-08
1865,2.3534221682552925e-08,7.0602665935837194e-09
1866,2.6274308950746672e-08,9.731225825149181e-10
1867,1.0190904120577216e-08,2.1837651686951176e-08
1868,2.9639243948054173e-08,2.1241458814102998e-08
1869,1.904572499711321e-08,7.813630631403612e-09
1870,2.0069171213776826e-08,1.3188311775991224e-08
1871,4.354682658913589e-08,6.37270636261178e-09
1872,3.8702971494330995e-08,3.205089882385437e-08
1873,2.3944018323618366e-08,2.9331420847711343e-08
1874,2.6885741633009275e-08,1.5533983876991897e-08
1875,3.0324094124623e-08,4.005068943158108e-09
1876,1.4510435741854621e-08,4.836811839936672e-09
1877,3.339800647150781e-08,1.7317484335421796e-08
1878,4.227361927178208e-08,5.435179861734696e-09
1879,7.331190321480108e-09,6.720257683667796e-09
1880,4.428314070992201e-08,1.2835692508872398e-09
1881,2.8587281875047665e-08,6.9725074602899895e-09
1882,2.994923331556265e-08,5.324307883469714e-09
1883,2.211768546089843e-08,8.847074628448581e-09
1884,1.7164412113856997e-08,1.4523733327109767e-08
1885,2.2559724754955823e-08,1.2891271161663553e-08
1886,2.774989482645651e-08,3.872078213618124e-09
1887,2.0239665943222462e-08,6.528924512139156e-09
1888,1.7119660356001987e-08,5.706553229956057e-09
1889,4.2602930960811136e-08,2.5060546970934183e-09
1890,1.6385966361553983e-08,5.898947996740844e-09
1891,1.7210394887001712e-08,1.2748440525456317e-08
1892,1.002961980134387e-08,3.1342561879199593e-09
1893,2.4017824173938607e-08,6.774258265451749e-09
1894,2.2685540557176864e-08,6.301539512421073e-09
1895,1.5648398132839247e-08,1.2037228991346183e-09
1896,1.5921978790967017e-08,1.1204355165883584e-08
1897,1.5732126712464378e-08,2.9133566670225264e-09
1898,1.8106735777401184e-08,1.0750874301912461e-08
1899,2.984892333302014e-08,6.080336234504102e-09
1900,1.661137005726232e-08,7.786579714341713e-09
1901,2.9061443029831935e-08,3.353243460679778e-09
1902,2.8479645752810256e-08,6.383369222096036e-09
1903,2.214090244478939e-08,2.7001101354784396e-09
1904,2.2573425795258117e-08,2.1498500757388683e-09
1905,2.4771643958310108e-08,1.0321518084666081e-09
1906,2.674975863037332e-08,4.629765903985117e-09
1907,2.7771354993433306e-08,2.057137349353866e-09
1908,3.290630701258124e-08,6.875944924544797e-09
1909,2.0903737407707013e-08,8.251475502873973e-09
1910,3.847788310196165e-08,1.2825961515083861e-08
1911,3.08581699082211e-08,6.916486494645824e-09
1912,3.6465947372832375e-08,4.167536871158006e-09
1913,4.295421618394357e-08,5.833288518886093e-09
1914,3.214437072074361e-08,6.696743715117748e-10
1915,1.767114277129167e-08,9.424609537234119e-09
1916,6.592477230782379e-09,2.197492410260793e-09
1917,1.4256351654751143e-08,0.0
1918,2.5270027848023346e-08,2.2972752589112133e-09
1919,2.3940405213807026e-08,4.603924352863942e-09
1920,2.4988365154854364e-08,6.057785384427916e-09
1921,5.679560644011872e-08,0.0
1922,2.0658220023506146e-08,1.4755870969551665e-09
1923,3.503262746562541e-08,2.1231896241147297e-09
1924,2.836157442231979e-08,0.0
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,3.009457216762712e-08,0.0
1927,2.5643217327342427e-08,1.1149224876660924e-09
1928,2.5137291359556002e-08,2.2852082448565625e-09
1929,1.4482528065684619e-08,3.342121912552898e-09
1930,2.2057568216382606e-08,2.100720708497761e-09
1931,3.307553431142196e-08,2.2810713318222042e-09
1932,2.4110979990332737e-08,4.38381475564853e-09
1933,1.8353059072495626e-08,5.735331098932761e-09
1934,3.354842448288764e-08,1.4377896206951846e-08
1935,1.795242710045386e-08,7.180970484910176e-09
1936,6.426098764222843e-08,3.6374143697059935e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.5558256905023882e-08,7.779128452511941e-09
1939,1.8352860564618823e-08,9.176430282309411e-09
1940,5.0715658339584024e-09,0.0
1941,5.312704587367989e-08,0.0
1942,3.944475324146879e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,4.454753366189834e-08,4.1763312808029696e-09
1947,1.4305045148432782e-08,5.960435700558264e-09
1948,2.9354097819123126e-08,3.2615663503321457e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,1.4889506516624351e-08,3.190608444114673e-09
1951,1.5992101864981123e-08,9.595261585282344e-09
1952,1.2653764258629963e-08,7.381362632230548e-09
1953,2.2625037843226892e-08,2.1547654771580937e-09
1954,2.3454086450769296e-08,2.9317608341017376e-09
1955,4.035811418390267e-08,9.385607846468247e-10
1956,3.1396109267944894e-08,2.616342476002842e-09
1957,3.180613550313183e-08,8.835037701437898e-10
1958,1.9853384713997002e-08,6.617794756635931e-09
1959,2.635254203742221e-08,3.875373910666724e-09
1960,3.391208380776334e-08,6.920833350854139e-10
1961,1.80652133252579e-08,2.08444772553662e-09
1962,1.4586500007851555e-08,9.512934440181198e-09
1963,2.5217608334848762e-08,1.939815863494232e-09
1964,2.8594651979574337e-08,4.867174663303331e-09
1965,2.9001830714747712e-08,2.188817405102128e-09
1966,2.6033652011925312e-08,1.6617224263271169e-09
1967,2.5144711202074177e-08,2.465167847631733e-09
1968,4.715986512415782e-08,1.7965663401398047e-09
1969,2.6796370788950696e-08,5.450109141769133e-09
1970,2.4833115841449427e-08,1.3796175313274261e-09
1971,3.23719047123916e-08,6.679916619845017e-09
1972,2.924183739594355e-08,4.104117490300041e-09
1973,2.3155456441159572e-08,1.6539611902288698e-09
1974,1.7439271360331077e-08,5.625571675160757e-10
1975,1.4278700444236847e-08,0.0
1976,1.7711933253394818e-08,1.7140580066410394e-09
1977,1.8218023367655434e-08,5.876781838942691e-10
1978,2.5544543480471305e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,4.681578680276743e-09
1980,2.21720881654619e-08,4.548120546843393e-09
1981,2.9730083506152027e-08,3.795329828193417e-09
1982,1.9243256987877544e-08,3.1037510339615437e-09
1983,2.0209012019378747e-08,1.89459470334441e-09
1984,2.7255339596354844e-08,1.1598016991243298e-09
1985,2.4663788567025335e-08,1.8046674155058895e-09
1986,2.517683839187157e-08,2.997242676272549e-09
1987,2.688759392910356e-08,2.4443267410134695e-09
1988,2.5185526497661925e-08,2.398621523624911e-09
1989,3.841685658478866e-08,3.2928733073589456e-09
1990,2.1794604454505873e-08,3.2691906959314565e-09
1991,4.1030257413865456e-08,7.033758464558559e-09
1992,2.1488782808720686e-08,2.7549720282848966e-09
1993,3.101956203011014e-08,4.4313659408601325e-09
1994,1.3714808788645172e-08,1.0549853213248639e-09
1995,3.090797101590326e-08,4.337960657352369e-09
1996,2.6690460508405067e-08,3.736664311304594e-09
1997,2.8289877107567918e-08,1.438468344439059e-09
1998,2.288702027897216e-08,3.337690568372409e-09
1999,2.1479944767310855e-08,9.140402323914998e-10
2000,2.5182780305499364e-08,1.3254094488601709e-09
2001,2.3220422196157386e-08,4.819333043748486e-09
2002,2.7601694596590676e-08,4.38122149670761e-10
2003,2.8335076507346457e-08,4.583615265119079e-09
2004,2.9512100679918163e-08,3.52383291990499e-09
2005,3.197662323817241e-08,4.503749373441224e-09
2006,2.7178073125355695e-08,2.8825228870488218e-09
2007,2.276853267035861e-08,2.7961356841021967e-09
2008,2.7673358715674112e-08,2.554463751636149e-09
2009,2.384096209340214e-08,3.814554005998616e-09
2010,2.3146586702882388e-08,4.2514138876015295e-09
2011,2.562061141020422e-08,6.118355155848576e-09
2012,1.838296448397614e-08,1.3617010852229328e-09
2013,1.3945625099154313e-08,6.693900100884775e-09
2014,2.3170263929728208e-08,2.165445156521173e-09
2015,2.3052384889865607e-08,5.098123256885856e-09
2016,2.0713400911143154e-08,4.142679976837371e-09
2017,1.911864622172743e-08,4.024978128569501e-09
2018,2.4007640875289837e-08,6.195520207974425e-09
2019,1.5816123244416502e-08,5.3570743396846865e-09
