year,voulez_VERB avoir_VERB,voulez_VERB savoir_VERB
1990,8.172976606601878e-08,2.5881092824420193e-07
1991,7.385445854879436e-08,3.247251640914328e-07
1992,5.7854414592384273e-08,2.462944905801123e-07
1993,6.81322518403249e-08,1.9608793877523567e-07
1994,8.123387118530445e-08,3.3548533906468947e-07
1995,6.832288335090198e-08,2.8142520136498206e-07
1996,8.274042784250923e-08,2.3807891125215974e-07
1997,6.185413781167881e-08,2.0713943627015396e-07
1998,7.056831208274161e-08,1.9692373598445556e-07
1999,7.586533712355958e-08,1.8555016367827193e-07
2000,6.759588444538167e-08,1.8158110037802544e-07
2001,6.703253774276163e-08,1.8970646920024592e-07
2002,7.930010781365127e-08,2.081080197058327e-07
2003,5.75035379313249e-08,2.62516152815806e-07
2004,8.67743850108127e-08,2.360968096581928e-07
2005,7.836523963078434e-08,2.355461106162693e-07
2006,8.318137645346724e-08,2.5613275056457496e-07
2007,9.027523617533006e-08,3.015832135133678e-07
2008,1.0388152560381059e-07,3.6358534316605073e-07
2009,9.631748554284059e-08,3.557071579507465e-07
2010,1.2140148442085774e-07,4.841887744078122e-07
2011,1.5372367556665267e-07,6.550463922394556e-07
2012,1.569360534858788e-07,8.125951467263803e-07
2013,1.6790532697541494e-07,8.766219821154664e-07
2014,1.7518451045361871e-07,8.497206636093324e-07
2015,1.9062548517467803e-07,8.691192192600283e-07
2016,2.118980830800865e-07,8.43656778215518e-07
2017,1.6426942295311164e-07,8.188314950530184e-07
2018,1.9541703011327627e-07,8.90089722815901e-07
2019,2.0560960933835304e-07,7.931021173135377e-07
