year,véritables_ADJ hommes_NOUN,véritables_ADJ sommes_NOUN
1878,5.6163525385954927e-08,2.4156354694326865e-09
1879,7.697749992985337e-08,0.0
1880,7.444701566328149e-08,0.0
1881,7.530308465675262e-08,0.0
1882,1.0382400716935081e-07,0.0
1883,5.750598575104959e-08,0.0
1884,8.450172117591137e-08,1.3203393933736152e-09
1885,5.4787903991382336e-08,6.445635691854079e-10
1886,6.324394519197085e-08,0.0
1887,8.226444947467826e-08,0.0
1888,6.02358412038484e-08,0.0
1889,5.7639258699282436e-08,0.0
1890,7.406456603575862e-08,0.0
1891,6.055508805502541e-08,0.0
1892,6.205826963423533e-08,0.0
1893,9.114456389625047e-08,1.2316833108982905e-09
1894,5.1042469806361623e-08,0.0
1895,9.38903852443218e-08,0.0
1896,7.784078093209246e-08,3.5382172747233653e-09
1897,5.7684463428131494e-08,0.0
1898,7.582195848954143e-08,0.0
1899,6.135611840818456e-08,0.0
1900,7.838490034828283e-08,5.191053142894475e-10
1901,8.27133348479947e-08,1.676621730339889e-09
1902,6.972602761834423e-08,0.0
1903,6.318257561588325e-08,0.0
1904,7.900698761886815e-08,0.0
1905,5.5736197879241445e-08,5.160759042333041e-10
1906,4.2696733260072506e-08,0.0
1907,7.91997862847893e-08,1.5428529565042481e-09
1908,6.483033843096564e-08,9.822778146428846e-10
1909,6.546170538967999e-08,0.0
1910,6.19921465272455e-08,2.67207544979442e-09
1911,7.927357614789798e-08,5.320374141248863e-10
1912,5.3136098188133474e-08,5.209421227725386e-10
1913,5.6211689525298425e-08,6.3635876568213234e-09
1914,7.098548593376108e-08,0.0
1915,8.835571208010151e-08,0.0
1916,5.493730981243061e-08,1.0987462051303964e-09
1917,9.211796481167767e-08,0.0
1918,1.0222874635701373e-07,5.743188147278033e-09
1919,1.0865261401704629e-07,0.0
1920,6.96645301445642e-08,7.572231730534895e-10
1921,3.937828552125211e-08,0.0
1922,4.131644004701229e-08,0.0
1923,7.537322943562685e-08,1.0615948120573648e-09
1924,6.059063650809549e-08,3.867487330388997e-09
1925,5.0591619782380803e-08,0.0
1926,5.5730691173039304e-08,3.343841648018042e-09
1927,5.9090890403012963e-08,4.4596899506643695e-09
1928,7.655447831211859e-08,2.2852082448565625e-09
1929,5.7930112262738476e-08,1.1140406375176326e-09
1930,8.297846676441623e-08,0.0
1931,4.904303452235581e-08,1.1405356659111021e-09
1932,5.041386685888938e-08,2.1919073223131136e-09
1933,5.735331143341682e-08,0.0
1934,5.391711255242626e-08,0.0
1935,5.6250936353308134e-08,1.196828414151696e-09
1936,5.33487423126644e-08,6.0623572828433225e-09
1937,4.280980192561401e-08,5.0364472592434595e-09
1938,5.186085871855539e-08,0.0
1939,5.964679417047591e-08,4.588215141154706e-09
1940,7.353770570261986e-08,2.5357829169792012e-09
1941,5.60785480274717e-08,2.9515025090631752e-08
1942,4.8547388331598995e-08,6.068423541449874e-09
1943,5.2258233296242906e-08,1.4516176038981143e-08
1944,8.032965581605822e-08,0.0
1945,5.446259976338297e-08,2.178504043826024e-09
1946,4.037120149291695e-08,2.7842208538686464e-09
1947,7.271731305991125e-08,8.344609669919123e-09
1948,8.262635020628295e-08,1.1959077061973744e-08
1949,4.810334175431308e-08,6.8719057111366055e-09
1950,5.7430952438153327e-08,1.0635361258337639e-08
1951,3.1984203729962246e-08,4.264560704569931e-09
1952,3.796129277588989e-08,3.1634410646574906e-09
1953,3.016671712430252e-08,4.30953106533849e-09
1954,4.10446503451567e-08,1.9545072227344917e-09
1955,4.129667274810345e-08,6.569925492527773e-09
1956,7.064124929456739e-08,7.849027428008526e-09
1957,2.5621609722747962e-08,1.7670075402875796e-09
1958,3.6397871383542224e-08,6.617794590102477e-09
1959,6.510628480782543e-08,4.650448914844674e-09
1960,4.775375117560543e-08,1.0381249748725452e-08
1961,5.558527504945232e-08,2.0844477810477713e-09
1962,4.756467220090599e-08,1.2683912808952869e-09
1963,5.043521511538529e-08,1.2932106496776896e-09
1964,4.380457241381919e-08,1.8251904432275978e-09
1965,4.81539821350907e-08,4.377634699181954e-09
1966,5.760637833418514e-08,1.1078149508847446e-09
1967,5.078245735035125e-08,3.451234853457663e-09
1968,5.165128058592927e-08,4.9405572410954335e-09
1969,4.9505160859553143e-08,5.450109252791435e-09
1970,7.08203629073978e-08,1.839490032518043e-09
1971,5.70362104213018e-08,6.679916508822714e-09
1972,3.385897073826527e-08,2.5650734314375256e-09
1973,4.465695013777804e-08,7.718485406371656e-09
1974,5.794338875375615e-08,9.563471903284437e-09
1975,2.627280792921738e-08,4.569184142155791e-09
1976,4.2280099421532213e-08,5.1421741309454205e-09
1977,4.407586473575975e-08,3.5260691033656144e-09
1978,3.326731246033887e-08,3.564354700280603e-09
1979,5.0326971035019596e-08,3.5111840102075575e-09
1980,4.150160037852402e-08,2.2740603289328476e-09
1981,3.1627749308427155e-08,5.0604397339171214e-09
1982,4.593551850007316e-08,3.7245013739806154e-09
1983,4.7996401519867504e-08,1.89459470334441e-09
1984,4.001315900836744e-08,1.1598016991243298e-09
1985,3.368712597762169e-08,4.210890636180409e-09
1986,3.2370220282018636e-08,1.1389522214244607e-08
1987,4.0942474299754394e-08,6.721898593298192e-09
1988,4.077656612366809e-08,7.195864737408186e-09
1989,6.146697018039049e-08,7.683370939481904e-09
1990,4.304434142454738e-08,7.62811153132148e-09
1991,5.0994746203514296e-08,6.4476117778156095e-09
1992,4.903850481241534e-08,1.1019888612739948e-08
1993,3.822053074031828e-08,5.539207315052863e-09
1994,4.0616935592652226e-08,5.802419378309054e-09
1995,4.0668382439434936e-08,6.506940763983948e-09
1996,5.765139476920922e-08,6.939520069693117e-09
1997,4.938741327009666e-08,7.192341833217597e-09
1998,3.9575471788566574e-08,5.72175506974304e-09
1999,3.564757022900267e-08,5.941261704833778e-09
2000,4.550572541006659e-08,6.185244316725402e-09
2001,4.600272518473503e-08,7.886181485616817e-09
2002,4.0745359086713506e-08,1.0076809608960957e-08
2003,3.4585461605729506e-08,3.7502307925763034e-09
2004,3.523832958762796e-08,4.404791198453495e-09
2005,5.134274516649384e-08,6.7556245042510454e-09
2006,4.570857825569874e-08,7.41220168576362e-09
2007,4.7134857794617346e-08,5.991719120856942e-09
2008,3.9594187484226495e-08,2.554463751636149e-09
2009,4.9112383493365996e-08,2.384096253749135e-09
2010,4.109699958121382e-08,5.196172381261022e-09
2011,3.097417433650662e-08,1.529588788962144e-09
2012,2.8936147700164838e-08,3.063827413996023e-09
2013,4.239469930666928e-08,2.5102124823206395e-09
2014,3.659602398897732e-08,1.7323561474213989e-09
2015,3.3026974932681696e-08,2.659890530054554e-09
2016,4.846935652835782e-08,1.449938086262037e-09
2017,2.8929530770938072e-08,1.509366853724714e-09
2018,3.3300921131740324e-08,7.744400121190154e-10
2019,3.061185438468783e-08,1.785691428057845e-09
