year,trois_DET airs_NOUN,trois_DET cerfs_NOUN
1847,2.6966118227278457e-08,4.853901280910122e-09
1848,2.654923214606697e-08,2.413566591030758e-08
1849,2.011059585527164e-08,7.54147322368226e-09
1850,2.5798184921654865e-08,1.6293590476834652e-08
1851,5.0305621446256055e-08,1.096404611544699e-08
1852,3.971432693816723e-08,3.2552727180501506e-09
1853,1.7318602552052198e-08,1.1346670270029335e-08
1854,2.1821789930598356e-08,4.416314780542052e-08
1855,2.865746040470185e-08,5.306937111981824e-09
1856,2.536822751864065e-08,7.248064815001953e-09
1857,2.2454941239757886e-08,2.0502337605421417e-08
1858,2.0553438895287712e-08,7.34051397444091e-09
1859,1.6804171831807935e-08,4.073738679721828e-09
1860,2.883625790928157e-08,1.0069804545764782e-08
1861,3.065376513733398e-08,9.903524222920623e-09
1862,2.936691112509493e-08,9.487771235328069e-09
1863,1.7481173175681874e-08,1.2986014596982898e-08
1864,2.205574833880064e-08,1.1507347186245909e-08
1865,1.788600795249451e-08,1.694463946932956e-08
1866,1.5569961597794446e-08,1.8489328568183083e-08
1867,3.930777303651212e-08,1.358787216076962e-08
1868,1.4819621863004784e-08,1.9265508632848594e-08
1869,1.2697150109097777e-08,5.860222973552709e-09
1870,2.752343331025031e-08,1.490852685748223e-08
1871,1.0621176826930423e-08,6.37270636261178e-09
1872,1.0885210954825197e-08,6.047339518033823e-09
1873,1.8556614689302364e-08,1.1373407993175988e-08
1874,1.0156835816843568e-08,1.7923827755339516e-08
1875,3.2612703648737806e-08,1.5448122780981066e-08
1876,1.9951849505872588e-08,1.0278225381910033e-08
1877,2.1646856307455664e-08,1.7935966489801558e-08
1878,5.555961629655215e-08,2.113680963589104e-08
1879,2.443730195977878e-08,1.7717043832021773e-08
1880,3.1447447090826586e-08,8.984985200299889e-09
1881,1.8128519574389657e-08,1.1156012114099667e-08
1882,3.5273542087210785e-08,1.7969540522244642e-08
1883,3.47563645641813e-08,1.8958017378167824e-09
1884,2.178560087884307e-08,5.281357573494461e-09
1885,1.740321664556177e-08,7.7347630522695e-09
1886,2.0651084398082276e-08,5.808117542471791e-09
1887,1.1099172247952538e-08,1.6322311613414797e-08
1888,2.4094335415725254e-08,6.34061492199578e-09
1889,1.37833008340138e-08,6.891650361495749e-09
1890,2.1629475988049762e-08,5.243509182406569e-09
1891,1.593555043477579e-08,1.6572972327821844e-08
1892,1.4417578020342603e-08,1.002961980134387e-08
1893,1.0469308309168923e-08,8.005941742883493e-09
1894,1.8274464830270176e-08,8.192000855444803e-09
1895,2.7083765896662726e-08,3.0093072478365457e-09
1896,1.120435499935013e-08,6.486732040400511e-09
1897,1.514945524583311e-08,8.157399200570126e-09
1898,2.4896761985360172e-08,7.355861253444118e-09
1899,1.492446166651007e-08,1.1607914629507832e-08
1900,1.193942211763499e-08,2.024510803444457e-08
1901,1.6207343245255856e-08,7.824234593556412e-09
1902,1.2766737556013652e-08,1.2766737722547106e-08
1903,1.296052865029651e-08,6.480264325148255e-09
1904,9.13686282189019e-09,1.2361637935498493e-08
1905,2.3223415190898322e-08,1.857873321853276e-08
1906,1.286046086290682e-08,1.6975809202790515e-08
1907,1.0799971361663552e-08,1.2342823652033985e-08
1908,2.0136695866312948e-08,7.858222517143076e-09
1909,2.035363966257364e-08,1.870334465081669e-08
1910,1.2825961404061559e-08,1.9238942883248455e-08
1911,1.1704822999725195e-08,8.51259862599818e-09
1912,8.335073853338315e-09,1.146072631241779e-08
1913,1.803016558277193e-08,8.484783764473036e-09
1914,3.013534694007447e-08,8.705766774141921e-09
1915,9.424609315189514e-09,4.712304768617059e-09
1916,1.098746182925936e-08,1.2086208478478966e-08
1917,2.0836207093033465e-08,8.773139548168274e-09
1918,6.89182577673364e-09,0.0
1919,3.038589924120316e-08,9.207848372660976e-10
1920,1.514446301698058e-08,5.300562211374427e-09
1921,2.6504615391331754e-08,5.300923311413186e-09
1922,1.2542490324118916e-08,7.377935595798135e-09
1923,2.0170301873179142e-08,1.0615948120573648e-09
1924,1.5469949321555987e-08,3.867487330388997e-09
1925,2.5295809669145797e-08,7.698724546756353e-09
1926,2.5636118672345276e-08,1.89484357093761e-08
1927,2.787306219165231e-08,4.4596899506643695e-09
1928,1.599645738092903e-08,5.713020612141406e-09
1929,3.0079096546842266e-08,4.4561625500705304e-09
1930,1.6805765667982087e-08,7.352522590764465e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.6439305028370654e-08,9.863582839386709e-09
1933,1.7205993074753678e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,2.3963160344919743e-09
1935,1.3165112555668657e-08,1.196828414151696e-09
1936,3.8799086166108054e-08,4.849885826274658e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,1.815129979654273e-08,5.186085783037697e-09
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,2.5357829391836617e-08,5.0715658339584024e-09
1941,2.9515025978810172e-08,0.0
1942,1.517105863158008e-08,1.517105907566929e-08
1943,1.4516176038981143e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,1.6065930807940276e-08
1945,1.089252066321933e-08,4.357008087652048e-09
1946,1.8097434661967782e-08,5.568441707737293e-09
1947,7.152522574216391e-09,1.4305044926388177e-08
1948,2.283096534050344e-08,4.348755133776194e-09
1949,1.1780409536754632e-08,5.890204768377316e-09
1950,7.444752814222966e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,8.529121520162164e-09
1952,2.003512733494972e-08,1.0544803918932644e-08
1953,1.2928593307037772e-08,5.386913581872932e-09
1954,2.149957989416862e-08,6.840775057526116e-09
1955,1.595553333899602e-08,2.815682353940474e-09
1956,2.616342431593921e-08,1.0465369904011368e-08
1957,1.7670074847764283e-08,1.7670075402875796e-09
1958,2.3162281925781514e-08,1.6544486891589827e-09
1959,2.0927019450667217e-08,4.650448581777766e-09
1960,1.2457499920515147e-08,1.3841666701708277e-09
1961,1.528595028332802e-08,3.47407969059077e-09
1962,2.980719426837197e-08,3.170978202238217e-09
1963,2.392439757414877e-08,6.466053470433053e-09
1964,1.7643507821407667e-08,2.4335873316516654e-09
1965,1.969935559120728e-08,4.3776345326485e-09
1966,1.8832854831174473e-08,3.3234448526542337e-09
1967,3.5498416095514074e-08,4.437302025817047e-09
1968,4.042274323601269e-08,4.491415683816058e-09
1969,2.0892085200729937e-08,6.358460813427058e-09
1970,1.4256047398131244e-08,5.058597540852361e-09
1971,2.3636628876388954e-08,7.707596116901527e-09
1972,6.976999489261004e-08,3.5911027485013847e-09
1973,1.3783009289447534e-08,9.923766697284009e-09
1974,1.0688586071783135e-08,1.0126029126311664e-08
1975,1.2565256835017635e-08,6.282628195464213e-09
1976,1.0855701004786056e-08,2.856763492431469e-09
1977,2.7033196681180982e-08,8.22749468554207e-09
1978,2.4950484345254154e-08,7.72276909088987e-09
1979,9.363157360553487e-09,1.6970723049070102e-08
1980,1.0233271230397634e-08,2.2740602734216964e-09
1981,1.581387426563552e-08,5.06043967840597e-09
1982,2.0484757445871082e-08,1.8622506869903077e-09
1983,1.894594880980094e-08,2.5261264191556165e-09
1984,2.0296529013030806e-08,3.4794050418618383e-09
1985,1.7445117794778753e-08,1.2031115659283387e-08
1986,2.3378494251602433e-08,9.591176741707841e-09
1987,1.8943531576720574e-08,5.499735000746853e-09
1988,1.1393452181707175e-08,2.398621523624911e-09
1989,1.7013178643665583e-08,3.841685636274406e-09
1990,2.3974063900755738e-08,2.724325431913144e-09
1991,3.165191153620128e-08,3.516879065745826e-09
1992,1.5978837863972473e-08,2.7549720282848966e-09
1993,1.7725463929973984e-08,4.985286516934195e-09
1994,1.1077345929422222e-08,9.494868002946077e-09
1995,3.5788176366846614e-08,5.964695737326053e-09
1996,2.2953797085278893e-08,5.33809241254346e-09
1997,1.917957748176491e-08,1.917957792585412e-09
1998,1.7642078242730008e-08,4.291316191284977e-09
1999,2.4222066408174925e-08,3.6561608462992723e-09
2000,1.855573217302009e-08,7.51065365456327e-09
2001,2.9792239869541604e-08,7.0099388516098315e-09
2002,1.5772397665703153e-08,1.1391176002462089e-08
2003,2.291807654764e-08,4.166922806803086e-09
2004,2.1583477477493673e-08,3.0833537945085254e-09
2005,1.3511248564412881e-08,4.954124666056714e-09
2006,2.1413028072903018e-08,3.706100981659688e-09
2007,1.2382886022122008e-08,7.589511241690161e-09
2008,2.5118894686482207e-08,5.5346713878634546e-09
2009,1.764231316592202e-08,4.291373256748443e-09
2010,2.361896572766753e-08,5.668551683601919e-09
2011,1.5295888000643743e-08,7.647943972566296e-09
2012,1.6680839043381468e-08,3.063827413996023e-09
2013,1.1156499835074385e-08,8.925199912468429e-09
2014,1.450848315098785e-08,5.630157506875122e-09
2015,1.3077794874805093e-08,6.206411218290242e-09
2016,1.3463710424321818e-08,7.663958051518094e-09
2017,8.301517390174595e-09,6.54058951443659e-09
2018,1.4198067277426674e-08,5.937373481756936e-09
2019,1.3520235098152256e-08,1.1989642834109304e-08
