year,plusieurs_DET ailes_NOUN,plusieurs_DET selles_NOUN
1933,8.029463538505865e-09,2.064719240024715e-08
1934,9.585264137967897e-09,7.188948103475923e-09
1935,1.6755597798123745e-08,8.377798899061872e-09
1936,1.2124714565686645e-08,2.0612015205756506e-08
1937,8.813782592653752e-09,8.813782592653752e-09
1938,1.4261735792331365e-08,7.779128785578848e-09
1939,7.647025235257843e-09,1.2235240376412548e-08
1940,1.2678914806940611e-08,1.0143131667916805e-08
1941,5.9030051957620344e-09,1.7709015587286103e-08
1942,6.068423541449874e-09,3.034211770724937e-09
1943,2.6129116648121453e-08,5.806470415592457e-09
1944,6.4263723231761105e-09,0.0
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,8.352662561605939e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,1.1920871401116528e-08
1948,3.9138795093762724e-08,6.523132700664291e-09
1949,5.890204768377316e-09,3.926803215925645e-09
1950,1.2762433776458693e-08,2.1270722960764488e-09
1951,2.2388944032059044e-08,7.462981344019681e-09
1952,4.2179215675730575e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,1.8771215692936494e-09,7.508486277174597e-09
1956,7.849027205963921e-09,5.232684952005684e-09
1957,4.417518795207798e-09,4.417518850718949e-09
1958,4.963346011965797e-09,6.617794756635931e-09
1959,6.200598257066758e-09,7.750747599288843e-09
1960,1.1765417085030094e-08,8.305000243069571e-09
1961,6.948159103625784e-09,4.86371165564492e-09
1962,5.0735651235811474e-09,1.2049716779927166e-08
1963,1.3578711488548834e-08,9.69907976156037e-09
1964,9.734349326606662e-09,2.4335873316516654e-09
1965,6.0192477668863376e-09,7.113656441681826e-09
1966,6.6468897053084675e-09,3.8773522170743036e-09
1967,4.437302081328198e-09,6.902469651404175e-09
1968,6.287982134978165e-09,8.982831367632116e-09
1969,4.087582022860303e-09,3.1792304344691047e-09
1970,8.7375777724219e-09,1.1496812390987543e-08
1971,1.3359833239690033e-08,4.1107179882260425e-09
1972,3.0780880067027283e-09,2.565073486948677e-09
1973,1.2680368366435602e-08,1.6539611902288698e-09
1974,7.875800567269664e-09,1.1251143350321513e-09
1975,1.0851811893530794e-08,1.7134440533084216e-09
1976,1.7140580066410394e-09,0.0
1977,5.289103821581875e-09,1.1753563677885381e-09
1978,5.346532216954358e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,5.116635559687666e-09,3.979605422976817e-09
1981,4.427884725544118e-09,3.1627747087981106e-09
1982,8.690503427999374e-09,1.8622506869903077e-09
1983,5.683784332077835e-09,6.315316047889041e-10
1984,9.278413592994639e-09,2.8995041922996734e-09
1985,9.023337299574052e-09,1.8046674155058895e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,2.4443267410134695e-09,2.4443267965246207e-09
1988,5.396898483667201e-09,5.996553809062277e-10
1989,6.585746614717891e-09,1.6464366536794728e-09
1990,1.2531897297662908e-08,3.2691906959314565e-09
1991,8.206051227421796e-09,5.861465202094962e-10
1992,4.958949695321735e-09,1.1019888335184191e-09
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,6.329911705904578e-09,1.5824779819872958e-09
1995,4.337960657352369e-09,3.79571546416102e-09
1996,4.804283193493575e-09,1.067618438099771e-09
1997,4.315404922294874e-09,4.79489448146353e-10
1998,5.72175506974304e-09,1.43043876743576e-09
1999,1.0511462811280126e-08,4.570201161957499e-10
2000,1.3254094821668616e-08,2.2090156370779823e-09
2001,8.762423675534592e-09,1.7524847129024579e-09
2002,1.0953053575235572e-08,1.752488598683044e-09
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,6.166707589017051e-09,2.2023955992267474e-09
2005,7.205999463799628e-09,2.702249757291497e-09
2006,4.529678854225949e-09,5.765045940631097e-09
2007,1.0385646481703148e-08,2.7961356841021967e-09
2008,1.1495086743584793e-08,3.405951826129794e-09
2009,8.582746957586096e-09,3.337734755248789e-09
2010,5.196172381261022e-09,4.251413721068076e-09
2011,1.4148696325655408e-08,1.1471915639660324e-09
2012,1.2255309989051e-08,5.446804396402882e-09
2013,1.1156500223652444e-08,6.136074981455408e-09
2014,1.2559581652471508e-08,2.3819897165822113e-09
2015,1.4186082711309389e-08,4.211493376260478e-09
2016,1.2635174462261034e-08,6.214019965256057e-09
2017,1.0314006815281829e-08,2.0124890642847504e-09
2018,1.3165480261534412e-08,4.130346731301415e-09
2019,1.045904995944369e-08,2.04079020349468e-09
