year,seriez_VERB à_ADP,seriez_VERB a_ADP
1858,5.725600971118183e-08,4.893676019968041e-10
1859,5.448625373105642e-08,0.0
1860,5.40107691904268e-08,4.577183909670879e-10
1861,5.046081241744105e-08,4.715963730639317e-10
1862,7.816116465164669e-08,0.0
1863,4.345320192555846e-08,1.4983862484108101e-09
1864,8.390773587052536e-08,0.0
1865,7.295609094626343e-08,9.41368871743009e-10
1866,6.227984528095476e-08,0.0
1867,6.114542827617697e-08,6.308654931785895e-09
1868,6.965222354438083e-08,6.9158239135447275e-09
1869,4.5905078849273195e-08,1.953407657850903e-09
1870,5.447346396181274e-08,0.0
1871,7.541035529357032e-08,0.0
1872,5.624025689598966e-08,1.2094678591978436e-09
1873,2.6338419445437466e-08,0.0
1874,5.616132625618775e-08,5.974609140757536e-10
1875,3.1468399441791917e-08,0.0
1876,5.441413364337677e-08,1.209202959984168e-09
1877,5.3807898581226254e-08,0.0
1878,4.589707458535486e-08,6.039088673581716e-10
1879,6.353698012162567e-08,1.221865053580018e-09
1880,5.390990764908565e-08,1.2835692508872398e-09
1881,3.69542902944886e-08,0.0
1882,5.1912003584675404e-08,6.655385131892899e-10
1883,4.2339571848515334e-08,0.0
1884,2.2445769687351458e-08,7.922036360241691e-09
1885,2.1915161241281567e-08,0.0
1886,3.484870347847391e-08,0.0
1887,3.1991731930247624e-08,0.0
1888,4.2482117379449846e-08,0.0
1889,3.884384724983647e-08,1.2530273485467092e-09
1890,4.5880703680722945e-08,6.554386478008212e-10
1891,3.505821055682645e-08,0.0
1892,2.8835156484774416e-08,1.8805537127519756e-09
1893,2.6481190573690583e-08,0.0
1894,3.0877544077156927e-08,0.0
1895,4.092657945875544e-08,1.2037228991346183e-09
1896,4.422771837653272e-08,0.0
1897,4.7196380137393135e-08,0.0
1898,3.168678830434146e-08,0.0
1899,2.984892333302014e-08,0.0
1900,2.7512582434496835e-08,1.038210628578895e-09
1901,2.6825947685438223e-08,3.3532433496574754e-09
1902,1.7677022512430085e-08,0.0
1903,2.4841012802312434e-08,5.400220270956879e-10
1904,3.3860139581065596e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,2.3148830408104004e-08,0.0
1907,4.217131532868734e-08,0.0
1908,3.5361999550787004e-08,9.822778146428846e-10
1909,2.6954818821423032e-08,0.0
1910,3.366815093386322e-08,0.0
1911,2.128149745317387e-08,0.0
1912,3.438217888174222e-08,0.0
1913,2.2802856491921375e-08,0.0
1914,5.6252648761301316e-08,6.696743715117748e-10
1915,1.8849219074468238e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,3.289927263949721e-08,1.0966424435210342e-09
1918,1.033773866510046e-08,0.0
1919,2.1178051312631396e-08,0.0
1920,3.8618381381638756e-08,1.514446346106979e-09
1921,2.4232791773215467e-08,0.0
1922,4.205423209668879e-08,7.377935484775833e-10
1923,5.307974149104666e-08,0.0
1924,3.867487308184536e-08,0.0
1925,3.739380360912037e-08,0.0
1926,4.0126099776216506e-08,0.0
1927,4.3481975353643065e-08,0.0
1928,3.313552099371009e-08,0.0
1929,4.3447585085232276e-08,1.1140406375176326e-09
1930,3.886333388436469e-08,0.0
1931,3.649714130915527e-08,4.5621426636444085e-09
1932,3.835837958376942e-08,0.0
1933,2.523545639121494e-08,0.0
1934,3.714289675826876e-08,0.0
1935,4.906996409204112e-08,0.0
1936,2.66743711563322e-08,0.0
1937,1.2591118370153254e-08,0.0
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,0.0
1940,2.028626333583361e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,3.944475324146879e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,4.1391576388605245e-08,0.0
1946,4.1763314584386535e-08,0.0
1947,5.1259746669529704e-08,0.0
1948,4.1313175103141475e-08,0.0
1949,3.6322930441201606e-08,0.0
1950,3.722376362702562e-08,1.0635361480382244e-09
1951,5.010858927789741e-08,0.0
1952,3.690681538159879e-08,0.0
1953,3.5553629373907825e-08,1.0773827385790469e-09
1954,1.6613311615287785e-08,0.0
1955,2.3464020060259827e-08,0.0
1956,4.186147961604547e-08,2.616342476002842e-09
1957,3.8874166108371355e-08,0.0
1958,2.9780077070995503e-08,0.0
1959,2.6352543258667538e-08,0.0
1960,3.5296249478733444e-08,0.0
1961,3.265634873628187e-08,1.3896318540318475e-09
1962,2.663621678777872e-08,6.341956404476434e-10
1963,2.3277792138287623e-08,0.0
1964,4.4412967525886415e-08,6.083968329129164e-10
1965,2.6265809083270142e-08,2.188817349590977e-09
1966,3.1572724878969893e-08,1.1078149508847446e-09
1967,3.5991448044114804e-08,0.0
1968,2.3355362088750553e-08,4.4914158503495116e-10
1969,2.634219598007803e-08,0.0
1970,3.311081897550139e-08,4.5987250119061684e-10
1971,2.209510974182649e-08,5.138397485282553e-10
1972,2.8728821988011077e-08,0.0
1973,3.0322620858669325e-08,0.0
1974,1.5751600912494723e-08,0.0
1975,2.513051278185685e-08,0.0
1976,1.8283285996290033e-08,5.713526873840635e-10
1977,2.52701610747863e-08,0.0
1978,2.316830638449119e-08,1.1881182704343018e-09
1979,2.0481905949054635e-08,0.0
1980,2.3309118191150446e-08,0.0
1981,2.0241758491579276e-08,0.0
1982,1.9864007327896616e-08,0.0
1983,1.7682884490000106e-08,0.0
1984,1.5077421977593986e-08,5.799008495621649e-10
1985,2.285912081845254e-08,0.0
1986,2.45773907892044e-08,0.0
1987,3.177624918748734e-08,0.0
1988,1.9188972188999287e-08,0.0
1989,2.140367705294466e-08,0.0
1990,1.5256222951620657e-08,0.0
1991,2.2859714121636898e-08,0.0
1992,2.1488782309120324e-08,0.0
1993,1.994114740000441e-08,0.0
1994,2.1099706870586488e-08,0.0
1995,2.6027763055935793e-08,0.0
1996,3.3096171137003694e-08,1.067618438099771e-09
1997,2.2536003285722472e-08,0.0
1998,1.6688451509594415e-08,0.0
1999,1.1425503210205079e-08,0.0
2000,1.988114206596947e-08,8.836062992401139e-10
2001,1.4019877703219663e-08,0.0
2002,2.234422957769766e-08,4.38122149670761e-10
2003,1.7917768602160322e-08,8.333845835650777e-10
2004,2.5107310008820605e-08,0.0
2005,2.7923247714056743e-08,0.0
2006,1.8530505130343045e-08,0.0
2007,2.836080348345149e-08,0.0
2008,3.320802832718073e-08,0.0
2009,2.384096298158056e-08,0.0
2010,3.495607003856094e-08,4.723793023408973e-10
2011,4.053410407323099e-08,3.82397197240536e-10
2012,5.2425491503527155e-08,0.0
2013,5.1319901217539154e-08,0.0
2014,5.456922025359745e-08,0.0
2015,6.450234479871142e-08,0.0
2016,6.649001704772672e-08,2.0713400439298368e-10
2017,5.2073154677145794e-08,0.0
2018,5.653411960793164e-08,0.0
2019,6.096860971638307e-08,0.0
