year,grands_ADJ cils_NOUN
1884,5.809493330843907e-08
1885,3.674012205578947e-08
1886,2.3877817056927597e-08
1887,2.8727267675776602e-08
1888,3.9311810695608074e-08
1889,2.5687061366852504e-08
1890,2.0318598359381213e-08
1891,2.677172439291553e-08
1892,4.011847920537548e-08
1893,3.263960834942736e-08
1894,2.0164925729204697e-08
1895,1.9861428057765806e-08
1896,4.009979548413867e-08
1897,5.4188436848789934e-08
1898,4.639851169940812e-08
1899,5.9145087050183065e-08
1900,3.426094963288051e-08
1901,4.470991044058792e-08
1902,2.7497589982772297e-08
1903,1.7820726228023887e-08
1904,1.9348650681649815e-08
1905,2.2707340008309984e-08
1906,2.2634411678268407e-08
1907,2.8799922446864912e-08
1908,3.3397444809679655e-08
1909,4.950885212906542e-08
1910,4.3287620599130605e-08
1911,1.702519725199636e-08
1912,1.6670147928721235e-08
1913,2.598464909908671e-08
1914,1.6072185360371805e-08
1915,1.5314990164938536e-08
1916,1.3184954461564757e-08
1917,1.864292187292449e-08
1918,1.8378202071289707e-08
1919,1.749491218561161e-08
1920,2.8017257847068322e-08
1921,2.9533714140939082e-08
1922,4.131644004701229e-08
1923,2.7601466001669905e-08
1924,4.1253198190815965e-08
1925,3.189471442510694e-08
1926,4.0126099776216506e-08
1927,2.4528294062520217e-08
1928,2.170947865920425e-08
1929,5.681607362362229e-08
1930,6.302162347537887e-08
1931,2.737285598186645e-08
1932,2.6302888755935783e-08
1933,2.1794258842078307e-08
1934,1.0783422155213884e-08
1935,1.3165112555668657e-08
1936,3.15242587589637e-08
1937,1.6368453259474336e-08
1938,5.186085871855539e-08
1939,1.8352860564618823e-08
1940,2.5357829613881222e-08
1941,2.3612020783048138e-08
1942,1.517105907566929e-08
1943,2.6129116648121453e-08
1944,7.711646787811333e-08
1945,4.7927088075994106e-08
1946,4.315542412314244e-08
1947,2.9802176726434482e-08
1948,4.1313175103141475e-08
1949,1.7670615193310368e-08
1950,2.5524867552917385e-08
1951,1.3859822622919182e-08
1952,1.687168627029223e-08
1953,3.5553629373907825e-08
1954,2.443134050622575e-08
1955,2.815682265122632e-08
1956,1.5698054411927842e-08
1957,3.3573144264664734e-08
1958,2.0680609225109947e-08
1959,2.40273188012452e-08
1960,3.668041514970355e-08
1961,2.36237411854745e-08
1962,1.7123282347597524e-08
1963,2.5864213881732212e-08
1964,1.9468698653213323e-08
1965,2.0246559984116175e-08
1966,2.437192847537517e-08
1967,2.7116845657815247e-08
1968,2.380450325745187e-08
1969,1.589615195030092e-08
1970,2.4373242979436327e-08
1971,2.363662865434435e-08
1972,1.9494558856081312e-08
1973,1.6539610570021068e-08
1974,1.9689501584707614e-08
1975,1.4849848462006321e-08
1976,7.998937512354587e-09
1977,1.7630345183761165e-08
1978,1.7821774278559133e-08
1979,1.580032815695631e-08
1980,1.6486936260662333e-08
1981,2.340453342242199e-08
1982,1.3656505259973528e-08
1983,2.0209011353244932e-08
1984,8.118611560803402e-09
1985,9.624892882698077e-09
1986,2.45773907892044e-08
1987,8.555143260480236e-09
1988,1.8589316752581908e-08
1989,1.2622680678475717e-08
1990,1.0897301727652575e-08
1991,8.7921980806982e-09
1992,1.2672871640972971e-08
1993,2.049506697687775e-08
1994,1.0549853435293244e-08
1995,1.572510655023507e-08
1996,1.1209993822092201e-08
1997,1.6782131240233866e-08
1998,1.621164003040576e-08
1999,1.279656292041409e-08
2000,1.1045078629479121e-08
2001,1.3581756164171566e-08
2002,1.62105191492401e-08
2003,1.0417307017007715e-08
2004,1.805964444656638e-08
2005,2.2518747755384538e-08
2006,1.523619275189958e-08
2007,1.5977917655618512e-08
2008,1.7455501932772677e-08
2009,1.668867355419934e-08
2010,3.212179322531483e-08
2011,3.288615957330876e-08
2012,3.4042528795907856e-08
2013,3.5142974752488954e-08
2014,4.8939060803832035e-08
2015,5.585770068705642e-08
2016,5.178350193091319e-08
2017,4.427475985835372e-08
2018,5.059674634821931e-08
2019,5.229524902006233e-08
