year,petites_ADJ herbes_NOUN
1886,4.1947515683204983e-08
1887,2.546280519766242e-08
1888,4.3750242317841526e-08
1889,3.947036120166558e-08
1890,3.146105448381675e-08
1891,2.932141285327816e-08
1892,3.2596264798456787e-08
1893,1.97069330298838e-08
1894,2.457600345451283e-08
1895,2.76856257919178e-08
1896,1.7691086318105675e-08
1897,2.505486884629704e-08
1898,3.677930759948822e-08
1899,3.316546859366554e-08
1900,3.010810800674335e-08
1901,2.9061443029831935e-08
1902,2.6024505217492333e-08
1903,2.214090244478939e-08
1904,2.6873125946735854e-08
1905,2.631987072732045e-08
1906,3.0865106026567446e-08
1907,2.0057088434555226e-08
1908,3.6835418715241985e-08
1909,3.685659066832159e-08
1910,3.634022505139001e-08
1911,3.8838732119295116e-08
1912,3.9070657820161614e-08
1913,3.234823697795264e-08
1914,2.6786974693937537e-08
1915,3.180805663305364e-08
1916,1.2086208478478966e-08
1917,1.5352994098272177e-08
1918,2.2972751700933713e-08
1919,1.012863304339362e-08
1920,5.6791737090833294e-08
1921,5.300923278106495e-08
1922,4.279202414636529e-08
1923,1.6985516992917837e-08
1924,4.383152329978657e-08
1925,3.079489729884699e-08
1926,2.4521504493613122e-08
1927,1.783875902550136e-08
1928,2.5137291359556002e-08
1929,3.342121868143977e-08
1930,2.3107928015519974e-08
1931,1.9389105432310316e-08
1932,2.1919072779041926e-08
1933,3.900024991843054e-08
1934,3.2350264689284813e-08
1935,2.6330224223158893e-08
1936,3.273672799508631e-08
1937,2.0145788592884628e-08
1938,1.9447821131279852e-08
1939,2.7529290846928234e-08
1940,2.7893612752905028e-08
1941,1.3281761157557526e-07
1942,1.517105907566929e-08
1943,4.645176376882887e-08
1944,2.2492303131116387e-08
1945,1.3071024262956144e-08
1946,2.227376683094917e-08
1947,4.172304857164022e-08
1948,3.044128549234415e-08
1949,3.239612667016445e-08
1950,2.7651939848993834e-08
1951,2.1322804411028073e-08
1952,4.5342655852209646e-08
1953,2.1547655215670147e-08
1954,1.3681550115052232e-08
1955,2.9095384324051565e-08
1956,1.9186511268642903e-08
1957,2.385460257103844e-08
1958,1.8198935691771112e-08
1959,2.4802393583378546e-08
1960,2.353083417006019e-08
1961,1.876002952982958e-08
1962,3.2343978606519386e-08
1963,2.7157423754253784e-08
1964,2.1902286206909594e-08
1965,2.0793765376225792e-08
1966,2.76953731059848e-08
1967,2.3172577190422317e-08
1968,2.0660513716519446e-08
1969,2.3617140659792923e-08
1970,1.5175793066646293e-08
1971,2.3122789349905304e-08
1972,2.3598675014113724e-08
1973,1.1577728109557484e-08
1974,1.8564387360697765e-08
1975,9.138367840222372e-09
1976,1.599787491368687e-08
1977,1.7630345183761165e-08
1978,1.4851478602473378e-08
1979,9.363157582598092e-09
1980,1.9329511768972907e-08
1981,1.5181319312773667e-08
1982,9.9320033308814e-09
1983,2.273513821648976e-08
1984,1.1018115864125377e-08
1985,1.564045071233977e-08
1986,1.0190625288064581e-08
1987,1.0388388482773792e-08
1988,2.278690480750356e-08
1989,1.3171493229435782e-08
1990,2.0704873870958096e-08
1991,1.1136783939491579e-08
1992,2.3692759754112558e-08
1993,1.7171543575944526e-08
1994,1.6352272369513088e-08
1995,1.6267351632404115e-08
1996,2.2419987644184403e-08
1997,1.0548768192286673e-08
1998,2.4794271524797296e-08
1999,1.8737824403203263e-08
2000,7.510653543540968e-09
2001,1.5772362971233633e-08
2002,1.9715496790695397e-08
2003,1.2084076683738232e-08
2004,1.8500122545006548e-08
2005,1.170974872621855e-08
2006,1.3589036729211301e-08
2007,1.477957436990529e-08
2008,1.2346575317678798e-08
2009,1.43045770784056e-08
2010,1.8895171649546683e-08
2011,1.7972668686638826e-08
2012,2.0765940772493607e-08
2013,1.9244962956577183e-08
2014,1.9272462736807938e-08
2015,2.327404224899965e-08
2016,2.8584493133587685e-08
2017,1.962176848779862e-08
2018,2.3233199641925495e-08
2019,2.1683396411731337e-08
