year,quelques_DET ombres_NOUN,quelques_DET sombres_ADJ
1859,8.758538339037614e-08,1.9859476285688515e-08
1860,6.728460233418332e-08,1.9681891672007623e-08
1861,9.101809883560463e-08,7.545541802489453e-09
1862,9.532951183999216e-08,7.2287781316404676e-09
1863,1.1687412815319931e-07,2.9468262774390297e-08
1864,8.582562838199692e-08,7.192092255081661e-09
1865,1.0260920424443043e-07,3.2947911621228343e-09
1866,7.103795063301277e-08,8.271541951376804e-09
1867,8.880645196995829e-08,2.4749338578544666e-08
1868,8.249589655839884e-08,1.0373735648272486e-08
1869,8.448487953671702e-08,5.860222973552709e-09
1870,8.715754340471449e-08,8.601072742919769e-09
1871,3.9298356568906456e-08,1.6993884077720622e-08
1872,1.0582844023332427e-07,6.652073114565837e-09
1873,9.398026712403862e-08,2.3944017879529156e-09
1874,1.1710233760453548e-07,9.559374791745512e-09
1875,7.781276900598044e-08,4.005069165202713e-09
1876,7.617978914353785e-08,4.836811617892067e-09
1877,8.225805014916432e-08,4.9478527941460015e-09
1878,1.008527803492143e-07,6.64299765196219e-09
1879,7.881029651102267e-08,2.0160774161226414e-08
1880,1.1808837196980448e-07,3.8507077526617195e-09
1881,7.042232375020774e-08,8.367009307619355e-09
1882,9.716862403585935e-08,5.324308105514319e-09
1883,5.181857787306399e-08,3.791603364611262e-09
1884,9.506443632290029e-08,1.3203393933736152e-08
1885,6.767917337668905e-08,9.023890135129164e-09
1886,5.614513554075273e-08,5.162771099520569e-09
1887,1.0772725911323278e-07,4.570247291724172e-09
1888,9.764546948787256e-08,3.1703073499755874e-09
1889,9.021796554264938e-08,1.2530273707511697e-08
1890,1.0618106216497836e-07,3.277193294515257e-09
1891,7.457837369884146e-08,7.0116419337296065e-09
1892,1.0593785670920397e-07,2.5074049503359674e-09
1893,9.052872274040169e-08,2.4633666773077323e-09
1894,9.011201296260651e-08,0.0
1895,6.379731321004556e-08,0.0
1896,8.137899865090503e-08,5.307326134129653e-09
1897,8.798337614024376e-08,1.7480140668268973e-09
1898,9.449452609278097e-08,9.05336783318944e-09
1899,9.728537619935196e-08,5.527578395003729e-10
1900,6.436906163642675e-08,2.07642125715779e-09
1901,7.544797503422629e-08,2.235495566438317e-09
1902,3.9282272545904107e-08,3.928227076954727e-09
1903,7.506305887972076e-08,2.1600881083827517e-09
1904,9.298101488752764e-08,4.299700151477737e-09
1905,8.721682737133918e-08,1.0321518084666081e-09
1906,6.738881674905883e-08,2.0576738091193647e-09
1907,8.691405350980119e-08,6.685696440911215e-09
1908,7.072400109997545e-08,3.929111258571538e-09
1909,1.2047153941097122e-07,4.4007870125817306e-09
1910,8.443758214848884e-08,6.412980813053082e-09
1911,7.448524041997473e-08,5.3203743632934675e-09
1912,1.1564914981221364e-07,6.251305251225858e-09
1913,8.855992761347409e-08,6.363587878865928e-09
1914,1.1317496806384497e-07,5.357394972094198e-09
1915,9.660224575824827e-08,0.0
1916,1.1756584150646177e-07,5.493731025651982e-09
1917,1.1734074156777297e-07,2.1932848870420685e-09
1918,8.9593738650251e-08,1.1486376294556067e-09
1919,9.392005217989663e-08,5.524709134618888e-09
1920,1.1434069691063087e-07,8.329454459499175e-09
1921,1.3706672330471292e-07,1.287367079605417e-08
1922,8.410846569217867e-08,2.2133805899215986e-09
1923,7.961961046021315e-08,3.1847844361720945e-09
1924,8.379555882509493e-08,3.867487219366694e-09
1925,9.018505942037791e-08,4.399271169575059e-09
1926,1.0477370171457778e-07,3.343841648018042e-09
1927,8.584903188335602e-08,8.919380123373344e-09
1928,7.769707854876629e-08,1.1426041224282812e-09
1929,8.689516839410771e-08,1.1140406375176326e-09
1930,1.260432407335088e-07,6.302162347537887e-09
1931,1.0378874559791029e-07,1.1405356659111021e-09
1932,1.2713062247371454e-07,1.0959536611565568e-09
1933,1.1585368575595112e-07,2.2941324395731044e-09
1934,9.225816910429785e-08,2.3963160344919743e-09
1935,1.4242258661312235e-07,2.393656828303392e-09
1936,1.1275984412861817e-07,3.6374143697059935e-09
1937,7.806493318440744e-08,3.777335333410292e-09
1938,9.33495463151246e-08,9.075649898271365e-09
1939,9.176430282309411e-08,1.5294050470515685e-09
1940,4.057252667166722e-08,1.0143131667916805e-08
1941,6.788455708672814e-08,1.7709016475464523e-08
1942,9.406056511451766e-08,9.102635090130207e-09
1943,1.3064558235242885e-07,0.0
1944,1.285274464635222e-07,0.0
1945,1.1546071654322532e-07,2.178504043826024e-09
1946,7.795818035560842e-08,8.352662561605939e-09
1947,1.2516914527083145e-07,3.5762612871081956e-09
1948,7.392883460966004e-08,4.348755133776194e-09
1949,1.0602368938350537e-07,2.945102384188658e-09
1950,8.508289450759321e-08,1.914365066468804e-08
1951,8.955577435187934e-08,3.1984206394497505e-09
1952,9.595771466308634e-08,0.0
1953,8.403585383121026e-08,5.386913581872932e-09
1954,1.0261162763924858e-07,5.863521668203475e-09
1955,8.447046795367896e-08,3.754243138587299e-09
1956,8.285084573955714e-08,6.976913269340912e-09
1957,9.630191133425114e-08,2.6505113104313693e-09
1958,1.1415695766459066e-07,0.0
1959,8.060778000640312e-08,1.5501495642666896e-09
1960,7.405291801987346e-08,6.920833239831836e-09
1961,7.990383021905245e-08,6.94815938118154e-09
1962,1.0083710844099869e-07,9.512934440181198e-09
1963,9.828400671096915e-08,6.466053470433053e-09
1964,1.009938737084326e-07,6.083968329129164e-10
1965,7.715580885303552e-08,6.5664522708175355e-09
1966,9.471817641326652e-08,6.6468897053084675e-09
1967,9.466243966471666e-08,4.437302081328198e-09
1968,7.455750150597851e-08,4.491415850349512e-09
1969,7.584735861598801e-08,3.6334062425424918e-09
1970,6.530189589071256e-08,5.978342709767048e-09
1971,7.758980213878885e-08,4.624557625731995e-09
1972,7.541315749648447e-08,3.0780880067027283e-09
1973,8.104409632281317e-08,7.1671650836435674e-09
1974,6.638174543383002e-08,5.06301445213353e-09
1975,7.824727887850713e-08,2.2845920710778955e-09
1976,6.913367256444758e-08,3.9994687561772935e-09
1977,8.580101695798703e-08,3.526069214387917e-09
1978,8.019798336533768e-08,5.346532327976661e-09
1979,7.022368109232957e-08,2.925986564150662e-09
1980,8.527725903206829e-08,1.0233271563464541e-08
1981,8.602747314512271e-08,3.1627747087981106e-09
1982,7.324852724366337e-08,3.724501262958313e-09
1983,7.010000935281369e-08,1.89459470334441e-09
1984,5.972978822654795e-08,2.319603453759811e-09
1985,7.338980800852823e-08,1.8046674155058895e-09
1986,6.474044145221569e-08,9.591176741707841e-09
1987,8.066278489593515e-08,4.888653482026939e-09
1988,6.236416094651531e-08,2.9982769045311386e-09
1989,6.969915133936411e-08,1.0976243913773942e-08
1990,6.538381081000466e-08,5.993515905799995e-09
1991,8.381895089115687e-08,4.10302547493302e-09
1992,8.595512568376762e-08,6.61193322315512e-09
1993,7.03479363650672e-08,4.4313659408601325e-09
1994,8.809127560738261e-08,4.2199412852994556e-09
1995,6.073144742657632e-08,4.337960657352369e-09
1996,6.138805996869223e-08,4.270473752399084e-09
1997,6.6649034735633e-08,2.876936688878118e-09
1998,5.0065358081496925e-08,2.3840645013706308e-09
1999,4.524498997682258e-08,3.656160929565999e-09
2000,7.024669912425452e-08,7.51065365456327e-09
2001,6.046072176246753e-08,6.571817756650944e-09
2002,5.126029289925782e-08,9.200565365130586e-09
2003,6.917092054692375e-08,2.9168461535000745e-09
2004,6.783378481145519e-08,1.013102030045232e-08
2005,5.944949332814531e-08,6.7556245042510454e-09
2006,5.5179726565768306e-08,3.706100981659688e-09
2007,7.269952728705675e-08,6.391167151065247e-09
2008,4.981204559939556e-08,5.108927669805752e-09
2009,5.149647730462448e-08,9.059566208335923e-09
2010,6.471596414314718e-08,8.030448306328708e-09
2011,6.92138932834041e-08,8.030341225317983e-09
2012,6.16169728573368e-08,1.0212758444483327e-08
2013,9.706155346123069e-08,1.0040850373371768e-08
2014,9.679540013962651e-08,9.311414264634443e-09
2015,8.688975672299648e-08,9.087959010334323e-09
2016,8.306073340236253e-08,9.528164035543796e-09
2017,6.993399637167386e-08,8.804639378690027e-09
2018,7.408809654663173e-08,1.0842159725577005e-08
2019,7.040726224261107e-08,1.3265136600271177e-08
