year,des_DET hommes_NOUN,des_DET sommes_NOUN
1957,2.39694576293914e-05,2.66729790610043e-06
1958,2.519642589504656e-05,2.987107173169079e-06
1959,2.6292087682122656e-05,3.1592049225537266e-06
1960,2.5689440576570632e-05,2.8679934516162575e-06
1961,2.8759820565937844e-05,2.9460196131481098e-06
1962,2.8426550670701545e-05,2.9540833921259946e-06
1963,2.802969504500652e-05,2.9103705472266483e-06
1964,2.901809591548954e-05,2.987228533868347e-06
1965,2.7758581381931435e-05,3.1070261172772007e-06
1966,2.7630567160485953e-05,3.16502723052281e-06
1967,2.9078625971123984e-05,2.9813738606776496e-06
1968,3.0449105224761297e-05,2.9589446981503897e-06
1969,2.995743398059858e-05,3.8087180840307155e-06
1970,2.7418518811828108e-05,3.2687737743231082e-06
1971,2.653262879448448e-05,2.9612583816174265e-06
1972,2.6038574333142606e-05,2.9057151920142132e-06
1973,2.5189277266690624e-05,3.018479119987205e-06
1974,2.4323284151250846e-05,3.2594562995313936e-06
1975,2.2929308670427417e-05,3.1007625480583556e-06
1976,2.3575153818455874e-05,3.054451411799164e-06
1977,2.3827999143577472e-05,3.049462009130366e-06
1978,2.430117706353485e-05,3.2441570425589816e-06
1979,2.509150522200798e-05,2.8657113944063894e-06
1980,2.404534552624682e-05,2.8715697197867485e-06
1981,2.4099077791106538e-05,2.688991081356562e-06
1982,2.5326609602416283e-05,2.6810202555793694e-06
1983,2.3408351239595504e-05,2.608857045061086e-06
1984,2.428798700293555e-05,2.7069772272625414e-06
1985,2.436301019770326e-05,2.833327812368225e-06
1986,2.4079248305497458e-05,2.7904329655825677e-06
1987,2.3981900085345842e-05,2.800587388662734e-06
1988,2.4353204480576096e-05,2.697849630806104e-06
1989,2.5557635922268673e-05,3.13975476728956e-06
1990,2.4491141516591597e-05,2.8338434461261386e-06
1991,2.371841867443436e-05,2.9067005584693106e-06
1992,2.5270257765441784e-05,2.775909827334999e-06
1993,2.5643761318860925e-05,2.6554959688951385e-06
1994,2.5380309921274602e-05,2.908067081364152e-06
1995,2.588569657291373e-05,2.8169630894581132e-06
1996,2.4395614332206605e-05,2.7565906961513065e-06
1997,2.513052106678515e-05,2.636712451931089e-06
1998,2.6535593633525423e-05,2.639159617956466e-06
1999,2.5496695798210567e-05,2.639291139416855e-06
2000,2.6456497266735823e-05,2.6755598980798823e-06
2001,2.58841992035741e-05,2.607259048659216e-06
2002,2.6844181661545008e-05,2.694451133322673e-06
2003,2.6733309937299055e-05,2.4618180418656266e-06
2004,2.6530057766649406e-05,2.451266240655059e-06
2005,2.680496663742815e-05,2.3928421768459884e-06
2006,2.781469891033339e-05,2.577387284929955e-06
2007,2.7047019329984323e-05,2.3355720628615018e-06
2008,2.6433164975969703e-05,2.434404109408206e-06
2009,2.7338430982126738e-05,2.496148809427723e-06
2010,2.7876046715391567e-05,2.350559334729496e-06
2011,2.6522686539465212e-05,2.2362588723012777e-06
2012,2.908831834247394e-05,2.163743012317809e-06
2013,3.008657108694024e-05,2.314973787775898e-06
2014,3.3212948437721934e-05,2.3542719418401248e-06
2015,2.994039277837146e-05,2.4863326331114877e-06
2016,3.1650490882384474e-05,2.512535580478925e-06
2017,2.8726017944791238e-05,2.2285800156396363e-06
2018,2.9027302161921398e-05,2.1692064287037738e-06
2019,2.8469278731790837e-05,2.080075304888851e-06
