year,les_DET airs_NOUN,les_DET serres_NOUN
1866,5.933615113917767e-06,7.906620744790871e-07
1867,6.235862642256507e-06,1.3296703613718819e-06
1868,5.725807923795401e-06,1.1717381358522516e-06
1869,5.786481651171016e-06,8.82451896444536e-07
1870,6.216282130822037e-06,1.054491528762469e-06
1871,5.228805733281661e-06,1.362697074736019e-06
1872,5.312587347816589e-06,9.216144922774561e-07
1873,4.743908711191125e-06,1.0696989569680682e-06
1874,5.086184728497756e-06,9.135177592156651e-07
1875,5.059546225538725e-06,1.205525775205274e-06
1876,5.622189149789847e-06,1.0634940128539938e-06
1877,5.453770590690965e-06,1.066880805478121e-06
1878,5.661645488430622e-06,1.2724360374249954e-06
1879,4.9705468612160075e-06,1.195594995451188e-06
1880,5.092560776631672e-06,1.081407059899675e-06
1881,4.6862222120580554e-06,1.133729704783093e-06
1882,4.654776411427974e-06,1.5274109443907946e-06
1883,4.673151266842979e-06,1.2638678299481398e-06
1884,4.776327870104069e-06,1.0100596297135667e-06
1885,4.115538224880311e-06,1.0835113589124923e-06
1886,4.749103958090473e-06,1.0970888735251094e-06
1887,4.286238905137907e-06,1.3658510877867513e-06
1888,4.136617135941378e-06,1.184426858813481e-06
1889,4.393740184127637e-06,1.076350479856103e-06
1890,3.71699246670687e-06,1.1004814375326077e-06
1891,3.5829491729089114e-06,1.2920543657202188e-06
1892,3.7648685022872996e-06,1.1628091005633223e-06
1893,3.584814301405004e-06,1.3566991663438444e-06
1894,3.7456348422892916e-06,1.5451374189012768e-06
1895,3.4932039127966164e-06,1.0249700608255807e-06
1896,3.2740304334311077e-06,1.3008846444506617e-06
1897,3.1312759176671534e-06,1.2533260580482875e-06
1898,3.361628749587453e-06,1.045098136365219e-06
1899,3.362978596044286e-06,1.3382266814687682e-06
1900,3.5008463044050586e-06,1.3356579380285893e-06
1901,3.4393098715668202e-06,1.0607426812470067e-06
1902,3.139144510555525e-06,1.0625854756085573e-06
1903,3.284413992332702e-06,1.297672913125325e-06
1904,2.8754244212336744e-06,1.1044855270370135e-06
1905,2.86680175776155e-06,9.56288651821069e-07
1906,2.9651078818915266e-06,9.208090396839452e-07
1907,3.1772486011050205e-06,1.2203967720836317e-06
1908,3.5833495246606617e-06,8.973107945564607e-07
1909,3.83418556992865e-06,1.0589393308890749e-06
1910,4.158283601896073e-06,9.865301864309117e-07
1911,3.5673109337608366e-06,9.310654576211164e-07
1912,3.4496786867066476e-06,9.580125794883543e-07
1913,3.7995920649791515e-06,9.762804218382826e-07
1914,3.5224870913452833e-06,7.868674032351919e-07
1915,3.3504486083302254e-06,4.629839360781318e-07
1916,3.2621775183372392e-06,5.790392432203362e-07
1917,3.5257055444049e-06,5.044555368982628e-07
1918,3.842192910497033e-06,5.203328408143193e-07
1919,3.598427042561525e-06,5.193226453314992e-07
1920,3.47338261974528e-06,5.527729278753668e-07
1921,3.3978916675891924e-06,5.565969605214605e-07
1922,3.2521939488106e-06,6.308134565813361e-07
1923,3.3121758917786792e-06,5.499060966585034e-07
1924,3.4781603801548044e-06,7.502925347679934e-07
1925,3.682189920084511e-06,5.433099978802147e-07
1926,3.2412969517281454e-06,6.230691642628017e-07
1927,3.245539367924266e-06,7.180100967119074e-07
1928,3.1455890976417322e-06,5.987245437211186e-07
1929,3.111515525233699e-06,5.692747420127375e-07
1930,3.3779589330151794e-06,5.955543294078325e-07
1931,2.9756575230521776e-06,5.999217744800944e-07
1932,2.972226369024611e-06,1.1693825427983029e-06
1933,2.59695791271497e-06,5.586212470376495e-07
1934,2.801293334186994e-06,6.446090345946232e-07
1935,2.5468508866310913e-06,7.288684926720634e-07
1936,3.1948622023492135e-06,9.687646738143485e-07
1937,2.445195036671066e-06,5.577865058725706e-07
1938,2.598229063011104e-06,6.080685528431218e-07
1939,2.720811654199906e-06,4.848214061325962e-07
1940,2.842612751408069e-06,4.894061120808146e-07
1941,3.3233918941277807e-06,5.283189503657582e-07
1942,3.5469934971388284e-06,6.28081852305229e-07
1943,3.6464634760591252e-06,4.877435095806959e-07
1944,3.6148344975117652e-06,8.514943168336231e-07
1945,3.5596755836309057e-06,5.446260153973981e-07
1946,3.1893250564962727e-06,4.900228676163465e-07
1947,2.9229974742861486e-06,6.258457361241199e-07
1948,3.0191232767151632e-06,6.979752136260231e-07
1949,2.5946352124606165e-06,4.466738694475225e-07
1950,2.7098902108946277e-06,5.615471039277509e-07
1951,2.9883909462569136e-06,5.821125252936099e-07
1952,2.2639694776671604e-06,5.546566619329951e-07
1953,2.347617026998705e-06,4.7512579648412157e-07
1954,2.7832183491227624e-06,5.208761875152845e-07
1955,2.5031416512888427e-06,4.523862937588774e-07
1956,2.667797218691703e-06,4.944887237456896e-07
1957,2.60545267138923e-06,5.831124916255703e-07
1958,2.5495054600810363e-06,3.7142372644183297e-07
1959,2.1237049807609765e-06,3.7281096076924314e-07
1960,2.7551836652150996e-06,6.187224812492786e-07
1961,2.3227696104299866e-06,5.106897091877727e-07
1962,2.598933818376281e-06,4.318872388608952e-07
1963,2.8651081862562933e-06,6.414324786874204e-07
1964,2.677554412855443e-06,3.9424115438890794e-07
1965,2.7135862268323763e-06,5.428266973694917e-07
1966,2.6227519995813964e-06,4.0546027868515466e-07
1967,3.0997019209166865e-06,4.58028175387426e-07
1968,3.874295273931239e-06,4.971997240588166e-07
1969,2.6033354814103404e-06,4.4963402956454956e-07
1970,2.76521328146373e-06,3.269693413798791e-07
1971,3.0943429010221735e-06,4.1621019342130694e-07
1972,3.6531776146375705e-06,3.960473300423928e-07
1973,2.7147015728701263e-06,4.223114071777445e-07
1974,2.1073391138770603e-06,4.005406921692156e-07
1975,2.064700005632858e-06,3.609655472303075e-07
1976,2.120289774865114e-06,3.7480737180572987e-07
1977,2.1050632454944207e-06,3.772893961695445e-07
1978,2.7017809429707995e-06,4.075245749746159e-07
1979,2.590083479248051e-06,3.5287398869598974e-07
1980,2.4861163652190044e-06,4.911970243881569e-07
1981,2.3834669704569933e-06,4.073654009673078e-07
1982,2.230976434702825e-06,4.3017989881377616e-07
1983,2.3897155401186865e-06,4.559658108860276e-07
1984,2.6808815292156396e-06,5.248102539212596e-07
1985,2.4356993861829324e-06,4.475575279272448e-07
1986,2.50089924236363e-06,4.555808885697843e-07
1987,2.3923847791706976e-06,4.760326399733117e-07
1988,2.2888845663260327e-06,4.827225890124964e-07
1989,2.4295917810945866e-06,5.389335875349843e-07
1990,2.481860441605477e-06,5.432304961416889e-07
1991,2.812917117012148e-06,4.056133846574994e-07
1992,2.4552311685965833e-06,4.341835975196773e-07
1993,2.629461711478598e-06,3.672494379713953e-07
1994,2.501897675699638e-06,5.106128986298586e-07
1995,2.6591697732669672e-06,4.847671117857999e-07
1996,2.4144190717834135e-06,3.9395121831375945e-07
1997,2.427655047654298e-06,3.907839065675489e-07
1998,2.6777814383649456e-06,3.213719228511991e-07
1999,2.632435851523951e-06,5.045502113887324e-07
2000,2.6777688617585227e-06,3.680220181934146e-07
2001,2.6076973185240604e-06,3.5224941363765083e-07
2002,2.7203005288356508e-06,2.979230533384225e-07
2003,2.9714327283159037e-06,3.0085184743455784e-07
2004,2.8291974274452514e-06,2.915971935024686e-07
2005,2.84321721011338e-06,3.220180992968835e-07
2006,3.0950060931900225e-06,3.4507915991355276e-07
2007,3.3805279358034568e-06,3.103710568552742e-07
2008,3.5519819263640784e-06,3.7891214077490076e-07
2009,3.661018190825871e-06,4.2532276633977517e-07
2010,4.531534784746327e-06,6.651100301624524e-07
2011,4.854914891438966e-06,4.5543507187773e-07
2012,6.316590933863608e-06,6.042548665874392e-07
2013,7.086329823380311e-06,5.488998144898005e-07
2014,6.7843399875755495e-06,5.443929280701809e-07
2015,7.366123313090611e-06,5.614585241175973e-07
2016,8.214520626381727e-06,5.84324999053365e-07
2017,7.32973659722802e-06,5.129331581699148e-07
2018,8.429521308528365e-06,5.40817273630978e-07
2019,8.10168209142148e-06,5.530541322684712e-07
