year,vastes_ADJ ailes_NOUN
1994,6.857404422078162e-09
1995,1.138714633697191e-08
1996,1.2811421257197253e-08
1997,8.630809844589749e-09
1998,1.0489884516573511e-08
1999,5.484241505371301e-09
2000,6.185244316725402e-09
2001,7.448059946568719e-09
2002,8.762443215459825e-09
2003,1.0417307017007715e-08
2004,9.690540814233373e-09
2005,1.0808999029165989e-08
2006,1.317724773741702e-08
2007,1.2782334302130494e-08
2008,7.663391698997657e-09
2009,8.582746957586096e-09
2010,1.0392344762522043e-08
2011,1.2619107536693264e-08
2012,2.7234021260369445e-08
2013,2.5659950608769577e-08
2014,2.4469530401916018e-08
2015,2.8593822420930337e-08
2016,2.9205894591655124e-08
2017,2.3646746782901573e-08
2018,1.987729447705533e-08
2019,2.806086563111876e-08
