year,pouvez_VERB avoir_VERB,pouvez_VERB savoir_VERB
1885,3.3839586421891e-07,4.3185760745245716e-08
1886,3.233185452700127e-07,6.324394519197085e-08
1887,3.434214477238129e-07,6.463635315867577e-08
1888,3.7473031966328563e-07,5.326116436776829e-08
1889,3.3393178000551416e-07,3.5084767091575486e-08
1890,3.093670386533631e-07,4.522526708683472e-08
1891,3.282723355368944e-07,4.3344694944380535e-08
1892,3.284700369476923e-07,5.390920776449093e-08
1893,3.319386507882882e-07,6.158416709922676e-08
1894,3.7683204823224514e-07,4.4110773700367645e-08
1895,2.648190502441139e-07,3.7315409429083957e-08
1896,3.331821289975778e-07,6.663642437843009e-08
1897,3.2571330166319967e-07,5.302309347143819e-08
1898,3.140386866107292e-07,5.035935757291554e-08
1899,2.5592689212317055e-07,5.638129962903804e-08
1900,3.5039607837461517e-07,5.294874227956825e-08
1901,2.8279018238208664e-07,3.968004591570207e-08
1902,2.6859251534006034e-07,4.7629754362787935e-08
1903,2.6245069761898776e-07,4.266173903033632e-08
1904,2.870049797820684e-07,4.3534463145533664e-08
1905,3.535120072228892e-07,4.799505859409692e-08
1906,2.083394718965792e-07,6.224463078297049e-08
1907,2.468564730406797e-07,7.765693510464189e-08
1908,3.241516708385461e-07,4.714933510285846e-08
1909,2.546955499838077e-07,4.2357573448725816e-08
1910,3.2225227641902165e-07,6.840512867256621e-08
1911,2.729351820107695e-07,4.8415405018431557e-08
1912,3.328820241677022e-07,5.990834495150921e-08
1913,2.561343990237219e-07,4.348451554392341e-08
1914,2.598336550363456e-07,4.68772043404897e-08
1915,2.6035485234388034e-07,3.180805663305364e-08
1916,2.636990927840088e-07,4.1752354462687435e-08
1917,3.421524468194548e-07,7.23783983858084e-08
1918,2.297275329965487e-07,2.412139110674616e-08
1919,2.4492877059856255e-07,5.4326307008523145e-08
1920,2.854731349088979e-07,7.117898093156327e-08
1921,2.438424644424231e-07,9.617389196137083e-08
1922,2.4789864028207376e-07,7.673052948575787e-08
1923,3.068008993523108e-07,5.095655097875351e-08
1924,2.333383974928438e-07,7.219309594574952e-08
1925,3.6623933397095243e-07,8.688560626524122e-08
1926,3.054041997074819e-07,6.018914433525424e-08
1927,2.686963114229002e-07,7.358488574027433e-08
1928,2.388042616985331e-07,8.798051709391075e-08
1929,2.941067407391529e-07,7.798284684668033e-08
1930,1.9326630251725874e-07,8.297846676441623e-08
1931,2.4977731527542346e-07,5.47457119637329e-08
1932,2.7618031595011416e-07,1.0411559969725204e-07
1933,2.661193718722643e-07,7.914756849913829e-08
1934,2.8516160455183126e-07,6.709684896577528e-08
1935,2.561212681939651e-07,7.4203363453762e-08
1936,2.0248273813194828e-07,6.547345776652946e-08
1937,2.5559970140420774e-07,4.910535977842301e-08
1938,2.1133300265319122e-07,7.001215607260747e-08
1939,2.1564611074609275e-07,4.7411557346777045e-08
1940,1.6229010668666888e-07,4.81798743123818e-08
1941,2.0660517918713595e-07,8.854507882460894e-08
1942,2.730790527039062e-07,7.282108072104165e-08
1943,2.787105870538653e-07,9.290352664947932e-08
1944,2.217098398205053e-07,1.1567470181716999e-07
1945,2.7449149797575956e-07,1.1981772729541262e-07
1946,2.2830610646451532e-07,1.0719250553847814e-07
1947,3.0994263511274767e-07,9.05986183852292e-08
1948,2.4570465484430315e-07,9.893417995954223e-08
1949,2.493520128155069e-07,9.81700836177879e-08
1950,2.9779010901620495e-07,8.189228140054183e-08
1951,3.475616949799587e-07,8.422507136174318e-08
1952,2.8470969937188784e-07,7.697706649878455e-08
1953,2.219408372639009e-07,6.8952495269059e-08
1954,2.0522325883121084e-07,8.99073313576082e-08
1955,2.3182451514003333e-07,7.039206195713632e-08
1956,2.4855253855093906e-07,1.3256135389383417e-07
1957,1.9878834223163722e-07,6.449577227840564e-08
1958,2.6884791282100196e-07,9.099467490614188e-08
1959,2.549996054312942e-07,9.378404541848795e-08
1960,2.4568959133830504e-07,7.682125158225972e-08
1961,2.7584192707763577e-07,8.059864597953492e-08
1962,2.860222423350933e-07,8.43480236767391e-08
1963,2.3471773147321073e-07,8.987814226202318e-08
1964,2.9689766734009027e-07,7.909158483698775e-08
1965,2.741493858593458e-07,8.864710565603673e-08
1966,2.3153332051606412e-07,6.203763547318886e-08
1967,2.484889023435244e-07,8.628087044826316e-08
1968,2.6005298536802e-07,7.365922272128955e-08
1969,3.0293523423097213e-07,5.8588675244664046e-08
1970,2.658063067428884e-07,5.334521091526767e-08
1971,2.5794756197683455e-07,5.087013477123037e-08
1972,2.2418741707497247e-07,5.7457643976022155e-08
1973,2.447862357257691e-07,4.6310912438229934e-08
1974,2.5315071638942754e-07,4.837991696149402e-08
1975,2.1646509651418455e-07,4.454954449784054e-08
1976,2.079723770975761e-07,4.2280099421532213e-08
1977,1.815925543269259e-07,4.407586473575975e-08
1978,2.245543555545737e-07,4.514849294423584e-08
1979,2.3232334456224635e-07,3.862302477841695e-08
1980,2.7402427349443315e-07,5.2871900635409474e-08
1981,2.3088256284609088e-07,5.060439534076977e-08
1982,2.2905683749741002e-07,6.083352133146036e-08
1983,1.9703786335867335e-07,5.304865524635716e-08
1984,2.0238539377714915e-07,5.0451372857196475e-08
1985,1.8347452623856952e-07,3.368712597762169e-08
1986,2.2539265387422347e-07,5.634816346855587e-08
1987,1.9799045958279748e-07,4.7053291041265766e-08
1988,2.128776657173148e-07,6.236415828198005e-08
1989,2.0690220026153838e-07,5.268597291774313e-08
1990,1.5147249143865338e-07,4.086488303300939e-08
1991,2.6611053272063145e-07,5.3339334726842935e-08
1992,1.7521622908134304e-07,4.35285585353995e-08
1993,1.994114740000441e-07,4.4313658520422905e-08
1994,2.1046956533155026e-07,4.5364370038214474e-08
1995,2.1093333657518087e-07,4.9344301089604414e-08
1996,1.8096132237133133e-07,3.790045610685411e-08
1997,1.9515221083565848e-07,4.315404922294874e-08
1998,1.6783815226517618e-07,3.433052953027982e-08
1999,1.9514759230787604e-07,3.838968964942069e-08
2000,1.7141962871392025e-07,3.887867805474343e-08
2001,2.124887714671786e-07,4.030714961800186e-08
2002,2.0504116093889024e-07,3.548789351270898e-08
2003,2.1834675578702445e-07,3.875238263617575e-08
2004,2.343348910471832e-07,3.832168360418109e-08
2005,2.5626334831940767e-07,4.68389949048742e-08
2006,2.874287190479663e-07,4.941468034758145e-08
2007,3.311423597551766e-07,5.51238166224266e-08
2008,3.857240358229319e-07,6.343584857404494e-08
2009,4.324750477735506e-07,7.199970752935769e-08
2010,5.063906201030477e-07,7.227403386877995e-08
2011,6.971100674491026e-07,9.101053422000405e-08
2012,7.748079156044696e-07,1.137020433361613e-07
2013,7.170840490289265e-07,1.1574869063224469e-07
2014,6.743196081515634e-07,1.3750576499660383e-07
2015,7.602853884236538e-07,1.137103211590329e-07
2016,7.483751574000053e-07,1.0625974766753643e-07
2017,6.714166715937608e-07,7.949331859435915e-08
2018,7.772796379867941e-07,1.1074492078932963e-07
2019,7.632555139025499e-07,9.795792976774464e-08
