year,quelques_DET ondes_NOUN,quelques_DET sondes_NOUN
1960,1.2457500420115508e-08,0.0
1961,2.640300600376122e-08,0.0
1962,2.09284568564172e-08,1.9025869768540815e-09
1963,3.9442925814370255e-08,6.466053248388448e-10
1964,1.7035111044005902e-08,2.4335873316516654e-09
1965,2.8454626210816514e-08,1.0944086747954884e-09
1966,1.9386761085371518e-08,0.0
1967,1.3311905744384234e-08,1.4791006197611978e-09
1968,1.2575964603023237e-08,3.1439910119779313e-09
1969,8.629339909305145e-09,4.541757636644661e-09
1970,1.1036939723263473e-08,4.5987250119061684e-10
1971,1.1818314327172175e-08,3.083038491169532e-09
1972,1.128632298730281e-08,1.5390440588625154e-09
1973,1.0475087464101307e-08,1.102640756478479e-09
1974,6.1881286761433785e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.7134440533084216e-09
1976,8.570290255249802e-09,1.7140580066410394e-09
1977,7.052138428775834e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,1.7555920051037788e-09,2.3407893401383717e-09
1980,7.95921106799824e-09,1.7055452605774235e-09
1981,5.060439622894819e-09,1.2651099057237047e-09
1982,1.179425412889401e-08,1.8622506869903077e-09
1983,5.68378455412244e-09,1.0104505232533256e-08
1984,2.3196033982486597e-09,3.4794050973729895e-09
1985,7.218669662023558e-09,2.4062232206745193e-09
1986,2.997242676272549e-09,3.5966913891627428e-09
1987,9.166225112267057e-09,3.055408481777988e-09
1988,4.1975875553212916e-09,5.396898483667201e-09
1989,3.2928733073589456e-09,1.0976244357863152e-09
1990,1.1442166825137434e-08,1.089730194969718e-09
1991,5.275318681885466e-09,2.9307326565586322e-09
1992,3.856960972825618e-09,5.509944167592096e-10
1993,5.539207592608619e-09,1.1078414852150331e-09
1994,4.747434001473039e-09,1.2132331583813993e-08
1995,7.0491861237087505e-09,3.253470381991974e-09
1996,5.871901409548741e-09,1.6014276571496566e-09
1997,5.274384040632185e-09,0.0
1998,5.721755180765342e-09,4.768129335808169e-09
1999,1.3710603763428253e-09,4.570201023179621e-09
2000,6.1852442057031e-09,2.2090156370779823e-09
2001,6.571817756650944e-09,5.257454249729676e-09
2002,5.257465574004527e-09,2.6287329535357173e-09
2003,5.0003075569016175e-09,3.333538389771462e-09
2004,2.2023955992267474e-09,2.2023955992267474e-09
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,6.1768350434476815e-09,3.294311934354255e-09
2007,3.994479552682506e-09,1.1983438685803094e-09
2008,3.8316958494988285e-09,3.4059516873519158e-09
2009,4.76819250749827e-09,3.814554005998616e-09
2010,4.251413721068076e-09,3.3066552274085836e-09
2011,9.55992968121322e-09,3.0591775501687124e-09
2012,9.872332784599536e-09,4.7659537427691134e-09
2013,6.972812438554854e-09,1.3945624655065103e-09
2014,5.197068386753045e-09,3.031623174720721e-09
2015,7.093041182182347e-09,3.5465205910911735e-09
2016,8.906762549720781e-09,2.6927420293532123e-09
2017,1.2829617923593162e-08,3.018733707449428e-09
2018,8.518840077798018e-09,2.323320036357046e-09
2019,1.0714148734880524e-08,1.7856913725466939e-09
