year,mes_DET sentiers_NOUN
1891,1.0836173736095134e-08
1892,1.191017329205124e-08
1893,1.1085149687062312e-08
1894,8.192000855444803e-09
1895,7.22233739480771e-09
1896,1.2973464080801023e-08
1897,8.740070001067579e-09
1898,1.1882545170038838e-08
1899,3.8693048765026106e-09
1900,5.19105292084987e-09
1901,1.2854099118442264e-08
1902,3.437198747846537e-09
1903,4.320176216765503e-09
1904,0.0
1905,4.1286072338664326e-09
1906,7.716276506641861e-09
1907,9.771402353919711e-09
1908,3.929111258571538e-09
1909,9.351672047852588e-09
1910,9.085056262847502e-09
1911,6.916486494645824e-09
1912,6.772247651554153e-09
1913,6.893886572711949e-09
1914,4.68772043404897e-09
1915,8.246533234057551e-09
1916,6.592477230782379e-09
1917,1.973956464951243e-08
1918,1.033773866510046e-08
1919,9.207848372660976e-10
1920,4.543339038320937e-09
1921,6.815472630705699e-09
1922,3.6889677423879164e-09
1923,2.1231896241147297e-09
1924,1.1602462102189293e-08
1925,7.698724324711748e-09
1926,8.916910765321973e-09
1927,7.804457524684949e-09
1928,1.3711249025050165e-08
1929,7.798284684668033e-09
1930,3.1510810627466412e-09
1931,6.843213995466613e-09
1932,5.4797681947604815e-09
1933,6.882397318719313e-09
1934,1.1981580172459871e-08
1935,8.377798899061872e-09
1936,7.274828739411987e-09
1937,1.1332006444320086e-08
1938,1.2965214124527336e-08
1939,0.0
1940,7.607348528892999e-09
1941,1.1806010835613279e-08
1942,1.517105907566929e-08
1943,1.4516175816936538e-08
1944,1.2852744646352221e-08
1945,1.089252066321933e-08
1946,6.960552134671616e-09
1947,1.3112957830685446e-08
1948,8.697510267552389e-09
1949,8.835307596655184e-09
1950,1.1698897184331258e-08
1951,1.1727541715522705e-08
1952,1.8980646387944944e-08
1953,7.54167928107563e-09
1954,2.9317608341017376e-09
1955,5.631364707880948e-09
1956,3.488456634670456e-09
1957,2.6505113659425206e-09
1958,1.3235589346738408e-08
1959,7.750747599288843e-09
1960,9.689166413640038e-09
1961,1.2506686519753174e-08
1962,1.7123282347597524e-08
1963,1.3578711488548834e-08
1964,9.734349326606662e-09
1965,1.2585699593614663e-08
1966,1.0524241922382771e-08
1967,1.035370456037299e-08
1968,1.1677681044375277e-08
1969,9.083515689622956e-09
1970,1.0577067582895339e-08
1971,5.652237344833111e-09
1972,6.15617617993891e-09
1973,6.615844760915479e-09
1974,1.2938814464291681e-08
1975,8.567219822452898e-09
1976,7.998937456843436e-09
1977,5.876781727920388e-09
1978,6.534650598410963e-09
1979,5.851973128301324e-09
1980,1.6486936260662333e-08
1981,1.075343419865149e-08
1982,1.1173503899897241e-08
1983,1.6419821946556112e-08
1984,5.799008384599347e-09
1985,4.812446441349039e-09
1986,7.792830936104167e-09
1987,3.055408481777988e-09
1988,1.139345240375178e-08
1989,5.488121956886971e-09
1990,6.538381391862913e-09
1991,9.96449056600568e-09
1992,7.162927584403178e-09
1993,6.647049133334804e-09
1994,1.3714809510290138e-08
1995,6.506940763983948e-09
1996,1.0676184380997711e-08
1997,7.671831170341648e-09
1998,1.144351013948608e-08
1999,1.0968483010742602e-08
2000,7.510653432518666e-09
2001,4.8193329327261836e-09
2002,1.1391175724906333e-08
2003,7.083769126836614e-09
2004,1.0571498704203819e-08
2005,1.0358624180639708e-08
2006,7.412201852297073e-09
2007,1.0385647009059085e-08
2008,6.811903485726134e-09
2009,7.629108011997232e-09
2010,1.1337103700270745e-08
2011,1.07071211896681e-08
2012,1.5999987779125036e-08
2013,1.8408225277433132e-08
2014,1.0610681555611734e-08
2015,1.2412822242291455e-08
2016,1.5949318449282046e-08
2017,5.911686606907551e-08
2018,1.135845340005659e-08
2019,1.147944467261297e-08
