year,puissiez_VERB avoir_VERB,puissiez_VERB savoir_VERB
1937,3.651424407280501e-08,2.5182236296217297e-09
1938,2.2040865133021725e-08,5.186085783037697e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,1.0143131667916805e-08,0.0
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,0.0
1943,4.064529335323641e-08,0.0
1944,1.927911696952833e-08,0.0
1945,2.6142048525912287e-08,4.357008087652048e-09
1946,5.0115975369635635e-08,0.0
1947,5.364391952866754e-08,3.5762612871081956e-09
1948,2.391815279167986e-08,0.0
1949,3.7304630495782476e-08,4.908504269707237e-09
1950,3.509669355139522e-08,1.0635361480382244e-09
1951,5.224086763178093e-08,9.595261474260042e-09
1952,5.9050901057844385e-08,2.1089607837865287e-09
1953,2.5857186614075545e-08,0.0
1954,3.420387528763058e-08,9.772536113672459e-10
1955,2.2525458831523792e-08,2.815682353940474e-09
1956,2.52913103793162e-08,7.849027205963921e-09
1957,4.682570065028813e-08,0.0
1958,2.9780077070995503e-08,4.9633461784992505e-09
1959,5.1930008737599564e-08,5.425523585955716e-09
1960,2.629916728835724e-08,3.460416619915918e-09
1961,3.752005994783758e-08,4.86371165564492e-09
1962,5.961439342172525e-08,2.5367825617905737e-09
1963,2.198458126656533e-08,3.2330267352165265e-09
1964,4.745495374436359e-08,3.6503808864551957e-09
1965,3.720989383282358e-08,2.73602163147757e-09
1966,5.871419261893607e-08,0.0
1967,3.747054933000982e-08,9.860671168482327e-10
1968,4.311759127517689e-08,1.3474247273492779e-09
1969,3.6788236457141466e-08,6.8126366770115965e-09
1970,3.7709543931896405e-08,8.7375777724219e-09
1971,3.956565919338573e-08,7.707596338946132e-09
1972,3.693705608043274e-08,1.0260293725750103e-09
1973,2.6463379043661917e-08,2.205281512956958e-09
1974,2.700274492895005e-08,2.812785782069227e-09
1975,2.5701661243715535e-08,6.282628195464213e-09
1976,2.0568696967870892e-08,2.285410749536254e-09
1977,2.4682483612537e-08,5.876781838942691e-10
1978,3.742572474152439e-08,2.970295565063452e-09
1979,3.3356247541860284e-08,4.096381456264453e-09
1980,3.013130012163856e-08,3.411090521154847e-09
1981,3.28928564385933e-08,4.427884725544118e-09
1982,2.5450759721934446e-08,3.1037510339615437e-09
1983,2.273513821648976e-08,1.2630632095778083e-09
1984,2.0296528902008504e-08,5.219107812592938e-09
1985,1.4437339324047116e-08,4.210890747202711e-09
1986,2.8174081734277934e-08,3.5966913891627428e-09
1987,2.9943002743948455e-08,4.277571630240118e-09
1988,2.0388283061834045e-08,1.1993107618124554e-09
1989,2.5245361356951435e-08,2.1952488715726304e-09
1990,1.961514328741032e-08,1.6345953479657283e-09
1991,1.934283488935762e-08,4.10302547493302e-09
1992,2.4794749364787094e-08,4.4079553340736766e-09
1993,3.323524566667402e-08,3.877445031719162e-09
1994,3.5342008430916394e-08,4.747434001473039e-09
1995,1.7351842629409475e-08,5.422450821690461e-10
1996,2.989331449043675e-08,5.871901187504136e-09
1997,3.116681313031222e-08,3.3564262480467733e-09
1998,2.43174582692518e-08,2.86087753487152e-09
1999,3.0163327835452947e-08,3.1991407301035224e-09
2000,1.4579503826439577e-08,3.092622158362701e-09
2001,2.5849150375734098e-08,1.3143635069212678e-09
2002,1.8839251936242363e-08,4.381221607729913e-09
2003,2.1251306492331423e-08,1.6667691671301554e-09
2004,2.4666830356068203e-08,7.047666006343434e-09
2005,2.522099862289906e-08,2.251874686720612e-09
2006,2.3471972809829822e-08,4.117890028965121e-09
2007,2.995859560428471e-08,3.994479413904628e-09
2008,3.363377487630714e-08,3.8316958494988285e-09
2009,2.5271420511785436e-08,1.907277002999308e-09
2010,4.2986517456711226e-08,4.723792912386671e-09
2011,4.627005978363741e-08,3.059177577924288e-09
2012,6.127655183263414e-08,6.127654827992046e-09
2013,5.6340326182180434e-08,5.29933741333366e-09
2014,6.842806499207654e-08,7.57905826986871e-09
2015,6.095581994713939e-08,7.314698624583116e-09
2016,6.690428477895694e-08,6.214019965256057e-09
2017,6.012311359882005e-08,5.534344982294215e-09
2018,5.5759681316658316e-08,9.29327992338358e-09
2019,8.749888280590312e-08,1.0714148679369373e-08
