year,gros_ADJ yeux_NOUN
2004,3.422522922846838e-07
2005,3.774142101065081e-07
2006,4.204365495752427e-07
2007,4.3220268253207905e-07
2008,4.542688145647844e-07
2009,4.7681925252618385e-07
2010,6.887290169288462e-07
2011,7.502633252443047e-07
2012,1.0692757541619358e-06
2013,1.2344667084107641e-06
2014,1.3616319165521418e-06
2015,1.3004647598791053e-06
2016,1.2583391253429e-06
2017,1.2882445616924088e-06
2018,1.5999930838006549e-06
2019,1.4657975953014102e-06
