year,vos_DET yeux_NOUN,vos_DET pieux_NOUN
1869,5.907593120468846e-06,1.1232093810598087e-08
1870,5.535077178819847e-06,1.3761717099214366e-08
1871,5.12259396856507e-06,1.5931766128574054e-08
1872,5.432324741150296e-06,2.2979889990892843e-08
1873,5.7962482173934404e-06,8.979006871356887e-09
1874,5.478716516904569e-06,5.974609251779839e-09
1875,6.265644444169993e-06,8.58229043387837e-09
1876,5.740086237437936e-06,7.859819461941697e-09
1877,6.372215850092289e-06,1.5462040536817767e-08
1878,4.954468536766399e-06,1.69094480639842e-08
1879,5.174598456392232e-06,7.94212251520321e-09
1880,5.733062224066998e-06,2.3104245627791897e-08
1881,6.5199918282132785e-06,1.045876096839038e-08
1882,5.801499099788998e-06,8.652000449416164e-09
1883,4.884848785025042e-06,6.319338829996468e-09
1884,4.58817960691249e-06,1.0562715146988921e-08
1885,4.684043354075129e-06,2.127059772760731e-08
1886,4.6800519726275525e-06,8.38950331427668e-09
1887,3.9650160061910356e-06,8.48760173255414e-09
1888,3.895039597523464e-06,1.0779044545827787e-08
1889,3.950795353091507e-06,1.3156787381785051e-08
1890,4.234788988810578e-06,1.9663159989136147e-09
1891,4.038705938569365e-06,5.099376032546843e-09
1892,4.236260771506295e-06,1.002961980134387e-08
1893,3.9690996871399875e-06,1.0469308087124318e-08
1894,3.7746219803125314e-06,6.301539290376468e-09
1895,3.844089029314546e-06,4.213029924926559e-09
1896,3.5995465950122707e-06,3.5382172747233653e-09
1897,3.643444010492658e-06,5.826713334045053e-09
1898,3.744699249352834e-06,1.5277558773618694e-08
1899,3.523278415684672e-06,4.4220627160029835e-09
1900,3.3695125267740877e-06,3.114631885736685e-09
1901,3.2800308673586187e-06,3.353243460679778e-09
1902,2.7748014801431964e-06,4.910283846193408e-10
1903,2.9712011979654562e-06,5.400220270956879e-09
1904,3.088259724393083e-06,2.6873125946735854e-09
1905,3.374104338149664e-06,5.160759042333041e-10
1906,3.403906859489325e-06,3.0865106026567446e-09
1907,3.44776222505061e-06,6.685696440911215e-09
1908,3.057339654333191e-06,2.4556945366072114e-09
1909,3.2158750116195733e-06,4.950885035270858e-09
1910,3.2791708051149726e-06,2.67207544979442e-09
1911,3.118803419965843e-06,2.6601871816467337e-09
1912,3.4080033657346576e-06,2.0837684910901544e-09
1913,3.102779174923853e-06,3.181793939432964e-09
1914,2.808614347316052e-06,2.0090231700464756e-09
1915,2.755520306152448e-06,3.534228465440492e-09
1916,2.877616381624648e-06,2.197492410260793e-09
1917,2.8414004873411614e-06,1.0966424435210342e-09
1918,2.8394322555413964e-06,2.2972752589112133e-09
1919,2.9934716110346926e-06,1.8415696745321952e-09
1920,2.7366046495558294e-06,7.572231730534895e-10
1921,2.944284133832298e-06,2.2718242842501013e-09
1922,2.9895395528001245e-06,5.164555005876537e-09
1923,2.8949690289437058e-06,1.0615948120573648e-09
1924,3.105592426777548e-06,1.289162443462999e-09
1925,3.0882883663707617e-06,0.0
1926,3.0596150395467703e-06,2.229227691330493e-09
1927,2.992451925365458e-06,2.2298449753321847e-09
1928,2.314915960255348e-06,1.1426041224282812e-09
1929,2.6848379803823264e-06,1.559656870320225e-08
1930,2.483051815715953e-06,2.100720708497761e-09
1931,2.0746343594169048e-06,0.0
1932,2.1699883347992e-06,3.287861094491973e-09
1933,1.889218118833469e-06,0.0
1934,2.2070070855306767e-06,0.0
1935,1.992719305121682e-06,0.0
1936,2.0502891544538215e-06,0.0
1937,1.9440686571670085e-06,5.0364472592434595e-09
1938,2.061469189129639e-06,3.8895642262559704e-09
1939,1.9530502441966746e-06,3.058810094103137e-09
1940,1.5823285721694447e-06,2.5357829169792012e-09
1941,1.950943186557197e-06,2.9515025978810172e-09
1942,2.5457036301190783e-06,3.034211770724937e-09
1943,2.560653413752334e-06,8.709705845433291e-09
1944,2.522351053357852e-06,9.639558484764166e-09
1945,2.1806826211445696e-06,2.178504043826024e-09
1946,2.582364942327331e-06,2.7842208538686464e-09
1947,2.5772923777367396e-06,1.1920870957027319e-09
1948,2.2939682509104387e-06,1.0871887834440486e-09
1949,1.8328354443042372e-06,0.0
1950,3.259738321048644e-06,1.0635361480382244e-09
1951,2.519289267866043e-06,1.0661401761424827e-09
1952,2.0667815476826945e-06,4.2179215675730575e-09
1953,1.7733720056867242e-06,1.0773827385790469e-09
1954,1.98577933474553e-06,0.0
1955,1.761678561251756e-06,0.0
1956,1.9125463168734314e-06,8.72114158667614e-10
1957,1.8244352304463973e-06,8.835037701437898e-10
1958,2.0597885992401643e-06,0.0
1959,1.8601794522510318e-06,0.0
1960,2.3994528532966797e-06,2.076250060767393e-09
1961,2.315821440390664e-06,4.16889545107324e-09
1962,2.3630129390994625e-06,3.805173953708163e-09
1963,2.2560059846910008e-06,4.526237162849611e-09
1964,2.5686513822620327e-06,1.2167936658258327e-09
1965,2.313032823053618e-06,1.6416130677043839e-09
1966,1.9508621065256193e-06,4.985167390003653e-09
1967,2.431148359960389e-06,1.4791006197611978e-09
1968,3.0375445447816674e-06,4.4914158503495116e-10
1969,2.507504412108119e-06,1.8167031212712459e-09
1970,2.1223115425073047e-06,5.518470125309705e-09
1971,2.2336613056950227e-06,5.138397485282553e-10
1972,2.0135826872547113e-06,1.5390440033513642e-09
1973,1.6853864011068254e-06,2.205281512956958e-09
1974,1.3450742137877114e-06,5.625571675160757e-10
1975,1.503832763205537e-06,1.7134440533084216e-09
1976,1.383816190525522e-06,0.0
1977,1.267034129170952e-06,1.7630346071939584e-09
1978,1.6645536931036986e-06,0.0
1979,1.6806868003982345e-06,2.925986564150662e-09
1980,1.5600053728803687e-06,2.2740602734216964e-09
1981,1.4713228182472449e-06,1.8976649140967083e-09
1982,1.4811100754741346e-06,6.207502289967692e-10
1983,1.3590560428156095e-06,4.4207211225000265e-09
1984,1.4172776339194115e-06,3.479405208395292e-09
1985,1.369141049423206e-06,3.007779025843149e-09
1986,1.751588705189988e-06,2.997242676272549e-09
1987,1.6933073609948224e-06,1.8332451112712533e-09
1988,1.1885170003722578e-06,5.996553809062277e-10
1989,1.4362416038693482e-06,1.0976244357863152e-09
1990,1.2956891950466343e-06,1.6345953479657283e-09
1991,1.4108546935176491e-06,5.861465202094962e-10
1992,1.3510382999015746e-06,1.1019888335184191e-09
1993,1.5122036352011037e-06,1.1078414852150331e-09
1994,1.4448024288071792e-06,1.0549853213248639e-09
1995,1.6549319710179589e-06,1.0844901643380922e-09
1996,1.3505373601674364e-06,1.067618438099771e-09
1997,1.2524264043634048e-06,9.58978896292706e-10
1998,1.3613008817969785e-06,1.9072516899143466e-09
1999,1.6215073443959227e-06,4.570201161957499e-10
2000,1.3280602715326495e-06,2.6508187866980393e-09
2001,1.391910949166686e-06,2.6287270138425356e-09
2002,1.5123977092912355e-06,1.3143663935011318e-09
2003,1.3880020262035941e-06,5.8336921959778465e-09
2004,1.390152064573158e-06,0.0
2005,1.5204658083689537e-06,1.8014998381943315e-09
2006,1.5108537851915571e-06,0.0
2007,1.842253880113276e-06,1.1983438685803094e-09
2008,1.9413924476907596e-06,1.2772318758180745e-09
2009,2.0250513443897944e-06,1.907277002999308e-09
2010,2.2513597670581476e-06,1.4171379625338432e-09
2011,3.1406281379986467e-06,3.82397197240536e-10
2012,3.7664652694502365e-06,2.7234021704458655e-09
2013,3.535215881811382e-06,1.9523875849358774e-09
2014,3.775670236905171e-06,3.0316233551319627e-09
2015,4.3178888802231086e-06,1.7732603163622684e-09
2016,4.47119474245028e-06,4.349813981230355e-09
2017,3.895172596912744e-06,1.0062445321423752e-09
2018,4.045674572239477e-06,1.8070267504555204e-09
2019,4.163467266948828e-06,3.06118530524202e-09
