year,leurs_DET airs_NOUN,leurs_DET pairs_NOUN
1899,8.954677177541726e-08,2.49293776732884e-07
1900,5.5544270072260815e-08,2.4813235199871997e-07
1901,6.482937253693422e-08,2.2075518302244745e-07
1902,7.46363142400952e-08,1.6744067465879198e-07
1903,9.342380824506336e-08,1.663267852336503e-07
1904,7.954445280233813e-08,2.1928471483079193e-07
1905,5.728442398211797e-08,2.0901073582990648e-07
1906,1.0751345680404256e-07,1.6924367685078323e-07
1907,7.611408170404843e-08,2.581707292392821e-07
1908,8.74227243929937e-08,2.5048083784895425e-07
1909,9.131632561221181e-08,1.6833010363370704e-07
1910,1.1115833142838483e-07,2.1430044228054612e-07
1911,8.086969005560718e-08,2.2132756782866636e-07
1912,8.439262089154909e-08,2.2817265232788486e-07
1913,1.198475674257793e-07,2.0893779151265335e-07
1914,1.0112083170810138e-07,1.982236170761098e-07
1915,6.832842192050492e-08,1.4490336752714938e-07
1916,9.998590799753515e-08,1.9887306734744925e-07
1917,6.68951898319392e-08,2.0836206715557637e-07
1918,8.155327257952649e-08,2.2628161389093293e-07
1919,1.2798909510003398e-07,1.9981031584848097e-07
1920,1.0979736009275598e-07,1.9082024493854988e-07
1921,8.405749696294151e-08,2.9382260890997713e-07
1922,1.2690049133734504e-07,2.397829064193502e-07
1923,9.554353530560888e-08,2.1231896596418665e-07
1924,1.0055467192238154e-07,2.1915761294621916e-07
1925,8.908524051776112e-08,2.0566592695558938e-07
1926,1.0811754602713108e-07,1.705359125026007e-07
1927,1.0703256236865855e-07,1.6054883644756046e-07
1928,9.940655920637198e-08,1.6110718092932075e-07
1929,1.2254447256943024e-07,2.0721155635783362e-07
1930,9.348207452575252e-08,1.8171233762132033e-07
1931,1.1633463614657558e-07,1.847667761012417e-07
1932,8.110057425625428e-08,1.9179188370799238e-07
1933,5.7353312543639845e-08,1.6173633810012689e-07
1934,7.308763727564838e-08,2.1087581103529374e-07
1935,8.138433482685059e-08,1.6755598153395113e-07
1936,8.123559069872499e-08,1.7823330722421815e-07
1937,6.547381470323188e-08,1.9264410866526305e-07
1938,7.649476430060531e-08,1.6206517727823666e-07
1939,6.117620365841958e-08,1.6823454984660202e-07
1940,6.085878911932241e-08,1.4961119632062037e-07
1941,1.6233264865661567e-07,1.5642963546724786e-07
1942,7.58552971547033e-08,1.790184995797972e-07
1943,9.580676185727555e-08,2.3516204805673624e-07
1944,1.0603514510876266e-07,2.0564391434163554e-07
1945,9.149717072887142e-08,2.614204959172639e-07
1946,9.744773166175946e-08,2.895589545914845e-07
1947,7.390940259810463e-08,2.0503898667811882e-07
1948,7.610321417494958e-08,1.9678117268995265e-07
1949,5.006674186347482e-08,2.4738861270634516e-07
1950,6.70027759941405e-08,1.893094321303579e-07
1951,8.742349344448286e-08,2.2388944387330412e-07
1952,5.588746121443222e-08,2.478028875430027e-07
1953,4.201792791480585e-08,2.467206456913118e-07
1954,4.788542540268281e-08,1.93496219935696e-07
1955,7.414630021074231e-08,1.6237100908256252e-07
1956,4.534993758298356e-08,1.979699106868793e-07
1957,6.714628852932947e-08,1.8111826705080603e-07
1958,6.038737820901474e-08,2.125966602761764e-07
1959,9.998464456373313e-08,2.4492362626915565e-07
1960,8.304999910002664e-08,2.1108542114234297e-07
1961,7.087122311233429e-08,2.390166855548159e-07
1962,6.468795565872654e-08,1.5601212055571523e-07
1963,6.595373935880389e-08,2.3471773147321073e-07
1964,8.517555327713922e-08,2.1233049096736067e-07
1965,6.730613089089843e-08,2.0957925528364285e-07
1966,9.637989828448212e-08,2.132543812649601e-07
1967,8.677390361810922e-08,2.1693476526252198e-07
1968,1.0420084683993025e-07,2.654426793924358e-07
1969,6.358461177025099e-08,3.0475194989776355e-07
1970,8.921526339911168e-08,2.667260616817657e-07
1971,9.40326732035146e-08,2.5691986138554057e-07
1972,8.259536166121961e-08,2.7907998401133227e-07
1973,6.615844849733321e-08,3.2638166658216505e-07
1974,5.5130603415776136e-08,2.925297337696975e-07
1975,6.682431896720686e-08,3.28410123984213e-07
1976,4.97076848571254e-08,3.336699592182413e-07
1977,4.583889934295371e-08,2.779717931389314e-07
1978,6.178215161689593e-08,2.9702957249355677e-07
1979,6.96384847564957e-08,3.107397787971422e-07
1980,5.742002096020826e-08,3.155258525566751e-07
1981,6.768338045581856e-08,4.434210154613538e-07
1982,5.959202153960064e-08,4.1404041439818684e-07
1983,7.830991677337806e-08,4.13653197028907e-07
1984,7.19077029032178e-08,3.960722665397043e-07
1985,6.015558084992989e-08,4.463544200916658e-07
1986,6.234264771087794e-08,4.90948366405064e-07
1987,4.277571941102565e-08,5.291967113407736e-07
1988,5.336932984434384e-08,4.599356770995655e-07
1989,7.134558510646372e-08,5.235668822933803e-07
1990,7.192219286800139e-08,4.849299557463382e-07
1991,6.271768021592905e-08,5.439439973997651e-07
1992,6.942529445774781e-08,5.658712893819029e-07
1993,5.705383482323967e-08,6.159598910926434e-07
1994,6.435410382366058e-08,6.187489134390489e-07
1995,6.235818617028599e-08,6.626235062867636e-07
1996,7.313186389801274e-08,7.13169129085145e-07
1997,6.13746503619339e-08,7.638266765752633e-07
1998,5.1018981039874234e-08,6.999613901825796e-07
1999,6.763897908435013e-08,7.984141348060803e-07
2000,7.554833558742757e-08,8.071743309301382e-07
2001,7.97380550476845e-08,8.070192052400671e-07
2002,5.8270244962521645e-08,8.438232725893613e-07
2003,7.167107307637366e-08,9.283904205403815e-07
2004,6.386947482006633e-08,1.066840468411101e-06
2005,8.737274237446968e-08,1.0070384632854257e-06
2006,1.037708292628281e-07,1.0327668178433669e-06
2007,6.950394615401478e-08,1.0030138355432427e-06
2008,8.174284071849058e-08,9.583496876075515e-07
2009,7.390698275600016e-08,1.043280576595862e-06
2010,8.644541260593996e-08,1.074190549843479e-06
2011,8.871615253536191e-08,1.0286485121469013e-06
2012,1.1472331484796428e-07,9.736162382978364e-07
2013,1.2160585427523074e-07,9.943230452336138e-07
2014,1.3663958675635968e-07,8.029470563997165e-07
2015,1.3365950124466508e-07,8.312158001899661e-07
2016,1.2863022025300097e-07,6.999057973189338e-07
2017,1.0716504039720576e-07,8.812186251816456e-07
2018,1.20038200268624e-07,9.233906439476414e-07
2019,1.2168211460661382e-07,8.247343430412002e-07
