year,sommes_VERB assez_ADV,sommes_VERB passés_ADJ
1848,4.296148290450219e-07,1.045878850192139e-08
1849,3.452318821928202e-07,1.8434713311421547e-08
1850,3.5710118595488893e-07,8.82569484161877e-09
1851,4.1405397155358514e-07,1.1608989325395669e-08
1852,3.684968703510094e-07,1.6276363368206148e-08
1853,4.2579873138492985e-07,1.3735443005202796e-08
1854,4.187705542335607e-07,2.4419623656513068e-08
1855,3.003726476435986e-07,1.6982198758341838e-08
1856,3.380704640676413e-07,1.346069211649592e-08
1857,3.7538805486292404e-07,2.0502337605421417e-08
1858,3.2298262908625475e-07,1.2723557318849998e-08
1859,3.9871716239758825e-07,3.3099126994784456e-08
1860,3.757868114462326e-07,4.119465657481669e-09
1861,3.8906699728613603e-07,1.1789909493131745e-08
1862,4.314676971262088e-07,1.581295272501393e-08
1863,3.5561700428843324e-07,1.3485475847119233e-08
1864,3.82619276706464e-07,4.794728170054441e-09
1865,3.1206377570924815e-07,2.023943146411966e-08
1866,3.800043657520291e-07,1.702964524952222e-08
1867,3.527993897023407e-07,6.308654931785895e-09
1868,3.398633339202206e-07,2.1735445443482604e-08
1869,3.613804153701494e-07,3.076617005604021e-08
1870,4.346408957189851e-07,2.6376625328339287e-08
1871,3.9510780425189296e-07,2.0180236148803488e-08
1872,3.059953712636343e-07,4.2936108002322726e-08
1873,3.280330531651998e-07,3.292302608315367e-08
1874,3.4951463590005005e-07,7.766991494406739e-09
1875,3.461524045178521e-07,1.5448122780981066e-08
1876,3.397860268705699e-07,1.0882827083946722e-08
1877,3.3583549452487205e-07,1.1132669008873108e-08
1878,3.5207887094657053e-07,1.8117265909722846e-08
1879,4.032154663491383e-07,1.4051448005147904e-08
1880,3.420712175739027e-07,1.4761046607247863e-08
1881,3.7512091921598767e-07,1.2550513517339823e-08
1882,3.5273541243441286e-07,1.5307385581309063e-08
1883,3.4629977108124876e-07,9.479008689083912e-09
1884,2.9509584464904037e-07,1.1222884843675729e-08
1885,2.610482567888539e-07,2.513797880965285e-08
1886,3.09766278405732e-07,2.8395241713496944e-08
1887,2.7747930175792135e-07,3.1991731930247624e-08
1888,2.9927701916676597e-07,1.4583413587843097e-08
1889,3.23281057035274e-07,3.132568338060082e-08
1890,3.1002247169453767e-07,1.9007721618891082e-08
1891,2.995883505718666e-07,4.0157587477551715e-08
1892,3.1593302196597506e-07,2.1312942521944933e-08
1893,2.703544907944888e-07,3.1407925149551374e-08
1894,2.7789789669441234e-07,4.159015887239548e-08
1895,3.7857085999348783e-07,2.7083764564395096e-08
1896,2.724427474731783e-07,1.8870492723976895e-08
1897,2.890049870529765e-07,3.554295346930303e-08
1898,2.998928039232851e-07,2.2067583316243145e-08
1899,2.752734076238994e-07,4.09040801230276e-08
1900,2.7772134103543067e-07,3.945200433008722e-08
1901,3.308533393919788e-07,3.073806453812722e-08
1902,3.0100039793978794e-07,2.8479647085077886e-08
1903,2.662308702383598e-07,4.3741785304973746e-08
1904,3.111908029040933e-07,2.741058935384899e-08
1905,3.50415547245575e-07,3.354493216534138e-08
1906,3.343720038628817e-07,3.446603713541663e-08
1907,3.188562800460204e-07,3.1371342856800766e-08
1908,3.3888585448949016e-07,2.9959473124563374e-08
1909,3.377603832177556e-07,2.640472018811124e-08
1910,3.2706202546251006e-07,4.275320719671072e-08
1911,3.34119505396302e-07,3.032613093978398e-08
1912,3.083977446749486e-07,3.1777467768279166e-08
1913,3.1181579629446787e-07,3.6590627416899224e-08
1914,2.9800509082633653e-07,6.361906201846068e-08
1915,3.2868325661183917e-07,7.421880354741006e-08
1916,3.5599376246864267e-07,7.69122365795738e-08
1917,3.278960889474547e-07,8.992468281121546e-08
1918,3.1587535431754077e-07,6.547234221443432e-08
1919,2.863640702344128e-07,6.077179648400488e-08
1920,3.4377933388896054e-07,2.5745588771997063e-08
1921,3.0290991048786964e-07,2.8019165654313838e-08
1922,2.810993464663625e-07,2.8036154731125862e-08
1923,2.5584435547898465e-07,3.927900849021171e-08
1924,2.977965323225362e-07,3.351822286390416e-08
1925,2.936513396889495e-07,5.0591619782380803e-08
1926,3.332695257540763e-07,3.566764306128789e-08
1927,3.433961239807104e-07,2.5643217327342427e-08
1928,2.913640457791189e-07,6.512843242489907e-08
1929,2.8519440320451395e-07,3.4535258208734376e-08
1930,3.0670523187836807e-07,5.461873797685257e-08
1931,3.079446173614997e-07,5.018356930008849e-08
1932,2.9152366209928005e-07,4.7126007984843454e-08
1933,3.452669261605479e-07,3.0970788600370724e-08
1934,3.1032291758492647e-07,4.193552882725271e-08
1935,3.027975878922007e-07,4.906996409204112e-08
1936,3.0433034226007294e-07,3.8799086610197264e-08
1937,2.921139525824401e-07,3.651424407280501e-08
1938,2.891242729674559e-07,4.797129449229942e-08
1939,3.028222010925674e-07,4.435274547631707e-08
1940,2.966866077258601e-07,6.593035806190528e-08
1941,2.862957444449421e-07,4.132103725851266e-08
1942,3.034211886188132e-07,5.461581054078124e-08
1943,2.8451705702536856e-07,5.516146828199453e-08
1944,2.9239993182272883e-07,5.462416652335378e-08
1945,3.790597133956908e-07,5.2284097051824574e-08
1946,3.494197073905525e-07,7.65660743695662e-08
1947,3.552419514107896e-07,6.675687558299614e-08
1948,3.2180787457036786e-07,7.175445659868274e-08
1949,3.6421101867745165e-07,7.460926099156495e-08
1950,3.647928963346203e-07,6.168509969484148e-08
1951,3.678183588817774e-07,7.249753508631329e-08
1952,3.195075635176181e-07,6.010538555756284e-08
1953,3.770839498429268e-07,6.24881977273617e-08
1954,2.4919967245295993e-07,5.961246785091134e-08
1955,3.003394510869839e-07,8.25933454962069e-08
1956,3.183216676916345e-07,6.01758785023776e-08
1957,3.0480879331662436e-07,5.566073824070372e-08
1958,3.3254417530770297e-07,6.038737865310395e-08
1959,2.813521575717459e-07,5.813060965920158e-08
1960,2.9898001230321825e-07,6.713208478004162e-08
1961,3.6130427361058537e-07,6.461787904754601e-08
1962,3.0758488378523907e-07,5.7077606641087186e-08
1963,3.439940314819978e-07,6.983337641486287e-08
1964,3.121075735634804e-07,6.753204928600098e-08
1965,2.88376696744308e-07,6.621172587983892e-08
1966,2.7307638106321974e-07,8.640956394856403e-08
1967,2.9729923767263244e-07,7.247593458714618e-08
1968,2.5107013357228425e-07,6.153239695549928e-08
1969,2.5479261012151255e-07,7.72098829315837e-08
1970,2.6442668854542717e-07,9.703309444830666e-08
1971,2.543506809615792e-07,5.498085187127799e-08
1972,2.4060389591795683e-07,6.412683717371692e-08
1973,2.723522527503519e-07,8.049277511190667e-08
1974,2.6215164439236105e-07,8.325846323486985e-08
1975,2.2274772959463007e-07,8.224531455880424e-08
1976,2.7367792654331424e-07,7.313314398516013e-08
1977,2.338959177450306e-07,8.051191002778069e-08
1978,2.566335410847387e-07,6.891085746474346e-08
1979,2.908430758452596e-07,7.607565066791722e-08
1980,2.5640028411544336e-07,7.16328969474489e-08
1981,2.5175685891554167e-07,9.86785693157799e-08
1982,2.17883325603907e-07,8.938803119917793e-08
1983,1.8503875764963595e-07,9.220361363304619e-08
1984,2.1746281220202945e-07,9.162433656229041e-08
1985,2.1535697669605725e-07,8.481936930593292e-08
1986,2.3258603221165686e-07,8.032610310237942e-08
1987,1.7721369260925712e-07,9.044008919545377e-08
1988,1.8349454933286324e-07,1.007421062126923e-07
1989,2.2501301089050685e-07,9.988382032588561e-08
1990,2.163114487530038e-07,6.756327053381028e-08
1991,2.2976944080710382e-07,1.1898774232577125e-07
1992,1.675023071356918e-07,1.0138297312778377e-07
1993,1.739311130677379e-07,1.185390416935661e-07
1994,2.1099705804772384e-07,1.123559343341185e-07
1995,1.9032802356377942e-07,9.272390855130652e-08
1996,2.0124608113292197e-07,1.0676184558633395e-07
1997,1.6494436749781016e-07,1.0692614438312376e-07
1998,1.5114969187379756e-07,1.1348147666012665e-07
1999,1.786948615745132e-07,1.1334098815041216e-07
2000,1.8644092847353022e-07,1.1045078451843438e-07
2001,1.577236190541953e-07,1.231120450029266e-07
2002,1.8313505734113278e-07,1.2574105312523898e-07
2003,1.7042714262061054e-07,1.4000860915075464e-07
2004,1.6782254874669889e-07,1.3346517846457573e-07
2005,1.6798985313926096e-07,1.2115086178710044e-07
2006,1.7253958617402532e-07,1.1735986049643543e-07
2007,1.7216206060766126e-07,1.3022003031437634e-07
2008,1.8349564356867631e-07,1.2772319735177007e-07
2009,1.8595950734834332e-07,1.4399941505871539e-07
2010,1.8233841103665327e-07,1.5635754380127764e-07
2011,2.1376003189743642e-07,1.9005140927674802e-07
2012,2.2468067584213713e-07,1.991487863506336e-07
2013,2.440484365706652e-07,1.924496331184855e-07
2014,2.8345678515506734e-07,1.9662242323192913e-07
2015,2.6931391516882286e-07,1.735578507577884e-07
2016,2.9765155318273173e-07,1.862134695329587e-07
2017,2.5860484242912207e-07,2.0024266689233627e-07
2018,2.7983099926132127e-07,1.9464259537471662e-07
2019,2.872412210308539e-07,1.6300812433200917e-07
